order,rung,added,source_count,ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference,target_mean,execution_source
A,1,ukr_rus_twitter,1,0.0853539064679805,0.1663918806397643,0.1275525020904672,0.1700924269525963,0.1466649646324689,0.148302483626867,0.258187502951404,0.0921453172919472,0.5255192164649225,0.1911344667909353,CARC-V100
A,2,covid19_twitter,2,0.0860042934109477,0.1674800074632424,0.1289129348308669,0.1710549979197806,0.1457780933779807,0.1531914153245301,0.258560368388626,0.0920731868722345,0.5340160740237203,0.1930079301791032,CARC-V100
A,3,midterm,3,0.0858671024474441,0.1653305107225031,0.1278742983411833,0.1692828527583216,0.143673459217837,0.1528477244467792,0.2550301980351505,0.0922707356769835,0.5363934644026384,0.1920633717832045,CARC-V100
A,4,covid_political,4,0.0852359844898014,0.164575184519766,0.1275566150688178,0.167915054367908,0.1417877323560688,0.1550703490263739,0.2499896554394615,0.0926178973493501,0.5384699938610251,0.1914687184976192,CARC-V100
A,5,election2020,5,0.085801784369268,0.1664026713390314,0.1286084591870155,0.1695097862119575,0.143005960589594,0.1532152251608834,0.2547527489364072,0.0927348915744593,0.5369575893140796,0.1923321240758551,CARC-V100
A,6,ukr_rus_suspended,6,0.0872693626292678,0.1699129435640554,0.1308162204792441,0.1718979535343483,0.1452551600020677,0.1611645413697713,0.2597938975096233,0.0926254313371638,0.5482550292087779,0.196332282181591,CARC-V100
A,7,twibot20,7,0.087027124602409,0.1677365421906747,0.1297364941928649,0.169687137936545,0.1424074614611431,0.1579105140574723,0.2564762495169329,0.0926340703660108,0.5410873233694298,0.1938558797437203,CARC-V100
A,8,cp_hk_twitter,8,0.0871241035905007,0.1677225499439552,0.1298080600653343,0.1705445114618869,0.1438269257783712,0.159993997663251,0.2563067575879211,0.0922716128463042,0.5438717402729403,0.1946078065789405,CARC-V100
A,9,facebook_page_reference,9,0.0860798863462201,0.1680969274856282,0.1287811129628194,0.1701242782705984,0.1421085767111264,0.1577978732432106,0.2532755089102448,0.092313000664477,0.5378485872573523,0.1929361946501863,CARC-V100
B,1,ukr_rus_suspended,1,0.0950359354093709,0.1948432909032112,0.1443687884265121,0.1895242619016365,0.156484587999563,0.1836361242629782,0.305701089522908,0.0974071446181316,0.5512114072793824,0.2131347367026327,CARC-V100
B,2,election2020,2,0.0927921982111046,0.1874390392496848,0.1379942688062375,0.1810775523578191,0.1523111265207233,0.1720010568702807,0.2905549610402806,0.0961841244424838,0.5521972756167002,0.2069501781239238,CARC-V100
B,3,ukr_rus_twitter,3,0.0899562367022596,0.1793381270872139,0.1354878906049411,0.1777762021020846,0.1490981055923375,0.1667400210974367,0.2772042453612785,0.0943204522927095,0.5493167055918079,0.2021375540480077,CARC-V100
B,4,facebook_page_reference,4,0.0881185329190594,0.1761720422010012,0.1334186010114267,0.1770064902139568,0.1454024178733249,0.1612993207420175,0.2692770509790751,0.0938827914873616,0.5427801711537114,0.198595268731215,CARC-V100
B,5,cp_hk_twitter,5,0.0877038672293559,0.1738680877092683,0.131856599059101,0.1764663286061555,0.1466555606320961,0.160383789115733,0.2667811116013207,0.0936795777012717,0.546418256674746,0.1982014642587831,CARC-V100
B,6,covid_political,6,0.0874846051868229,0.1741464329291577,0.1327504748984284,0.1759063927288809,0.1475299488543698,0.1626616709418399,0.2688594092269548,0.0939490175055315,0.5480842683785591,0.1990413578500606,CARC-V100
B,7,covid19_twitter,7,0.087175280937082,0.1719206652877035,0.1313273019566723,0.1745356084332884,0.147462608804833,0.1616836822040389,0.2638991523000942,0.0932097258257071,0.5471210647638789,0.1975927878348109,Tucker-H100
B,8,midterm,8,0.087562234137234,0.1729818805096261,0.1321056470819955,0.1747989659791177,0.1468041163018428,0.1618731124888212,0.2664031682314252,0.0931382935897326,0.5491908562325243,0.1983175860613688,Tucker-H100
B,9,twibot20,9,0.0860819749169154,0.1672284212452788,0.1290103768337694,0.1701079543683122,0.1412220402635322,0.1569497204202767,0.2516984374092589,0.0923092561883883,0.5404337297935853,0.1927824346043686,Tucker-H100
C,1,twibot20,1,0.084712938912419,0.1606252822399778,0.1254843781957184,0.1683164712506871,0.1402077512026346,0.1569201386286353,0.2419224595612374,0.0924572392537923,0.5350120805389729,0.1895176377537861,CARC-V100
C,2,midterm,2,0.0848183224701505,0.1626822267613439,0.1264590104475896,0.1676940175863751,0.1389834704845993,0.150561028357888,0.2418027992541421,0.0914796117107881,0.5274790799651764,0.1879955074486725,CARC-V100
C,3,covid19_twitter,3,0.0858126906054529,0.1655732214279056,0.1269354515429889,0.1676464202232977,0.1425071709960668,0.1516716243693774,0.2512156125425161,0.0910596032749326,0.5345672103363807,0.1907765561465465,Tucker-H100
C,4,covid_political,4,0.0845839647651943,0.1595533301744869,0.1248477629988675,0.164938537318048,0.1391731305989934,0.1507670346706265,0.2399663236737101,0.0921637467685073,0.529213642287396,0.1872452748062033,Tucker-H100
C,5,cp_hk_twitter,5,0.0846458546448452,0.1615949106589807,0.1260506414793608,0.1668613182535416,0.1413851007351546,0.1497865003727021,0.2425240595514099,0.0909065935287539,0.5316106241821765,0.1883739559341028,Tucker-H100
C,6,facebook_page_reference,6,0.0852137609494292,0.1635212145112862,0.1273039363274349,0.1684991405336063,0.1408511545655488,0.1551718953226942,0.2465802700163264,0.0928361702688891,0.5305347555300508,0.1900569220028073,Tucker-H100
C,7,ukr_rus_twitter,7,0.0849263705530029,0.1629014097930773,0.1275783611364794,0.1694792559018582,0.1410244380709495,0.1539259432811898,0.2458705811838236,0.092431440972763,0.5291911663499745,0.1897032185825687,Tucker-H100
C,8,election2020,8,0.0847889240290792,0.1648986517611431,0.1285009182593873,0.1695135146843608,0.1419979064452566,0.153558730836454,0.2508980973635236,0.0924188200756842,0.5264207276711629,0.190332921236228,Tucker-H100
C,9,ukr_rus_suspended,9,0.0862542128741754,0.1682873236342366,0.1292477087227502,0.1705438808269896,0.1426955574285089,0.157631393203502,0.2534194420624884,0.0921755000554769,0.539187125001856,0.1932713493122204,Tucker-H100
