model_id,target,head_kind,label_seed,label_budget_per_class,head_updates,split,classes,labeled_examples,selected_nodes_fingerprint,split_fingerprint,head_initialization_fingerprint,optimizer,learning_rate,weight_decay,roc_auc,accuracy,macro_f1
graphsage_pilot_v1_step0,twibot20,linear,1,10,100,test,2,20,8b0103cc8fe7d02ca3e622c39a7215d65913dfa1510e728f43df582a11d9c6e6,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.6565718066930001,0.6107354184277262,0.6101838360582716
graphsage_pilot_v1_step0,twibot20,linear,1,100,0,val,2,200,2d47d792497500b8c0a151809b0bf0345373170a6472d915316897c1cf3fa4d8,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.3563664810072279,0.40211416490486257,0.39851280708292625
graphsage_pilot_v1_step0,twibot20,linear,1,100,0,test,2,200,2d47d792497500b8c0a151809b0bf0345373170a6472d915316897c1cf3fa4d8,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.3652125878905119,0.39983093829247673,0.3974733377665775
graphsage_pilot_v1_step0,twibot20,linear,1,100,1,val,2,200,2d47d792497500b8c0a151809b0bf0345373170a6472d915316897c1cf3fa4d8,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.6909299349394831,0.6160676532769556,0.6097461865466367
graphsage_pilot_v1_step0,twibot20,linear,1,100,1,test,2,200,2d47d792497500b8c0a151809b0bf0345373170a6472d915316897c1cf3fa4d8,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.687242265055775,0.610312764158918,0.6058413732741742
graphsage_pilot_v1_step0,twibot20,linear,1,100,10,val,2,200,2d47d792497500b8c0a151809b0bf0345373170a6472d915316897c1cf3fa4d8,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.7328185305801822,0.6575052854122622,0.6557053363201619
graphsage_pilot_v1_step0,twibot20,linear,1,100,10,test,2,200,2d47d792497500b8c0a151809b0bf0345373170a6472d915316897c1cf3fa4d8,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.7188806774085186,0.6403212172442941,0.6390755086145625
graphsage_pilot_v1_step0,twibot20,linear,1,100,100,val,2,200,2d47d792497500b8c0a151809b0bf0345373170a6472d915316897c1cf3fa4d8,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.7511656253215706,0.6909090909090909,0.6857162282856939
graphsage_pilot_v1_step0,twibot20,linear,1,100,100,test,2,200,2d47d792497500b8c0a151809b0bf0345373170a6472d915316897c1cf3fa4d8,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.7284400375308413,0.665257819103973,0.6578560092549516
graphsage_pilot_v1_step0,twibot20,linear,2,0,0,val,2,0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,203ffea723cb4cf0d5b2da185e1677d1c082fd4475784ccb7c3a518868d42cce,none,0.0,0.0,0.6135566174328562,0.5940803382663847,0.5795947933748405
graphsage_pilot_v1_step0,twibot20,linear,2,0,0,test,2,0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,203ffea723cb4cf0d5b2da185e1677d1c082fd4475784ccb7c3a518868d42cce,none,0.0,0.0,0.6190156262669555,0.5972104818258664,0.5846779400022287
graphsage_pilot_v1_step0,twibot20,linear,2,1,0,val,2,2,40d653b81498ca59f7f885eeb08b50e37144bd7c85a2b1f4cd0de14263414e43,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,203ffea723cb4cf0d5b2da185e1677d1c082fd4475784ccb7c3a518868d42cce,AdamW,0.01,0.0,0.6135566174328562,0.5940803382663847,0.5795947933748405
graphsage_pilot_v1_step0,twibot20,linear,2,1,0,test,2,2,40d653b81498ca59f7f885eeb08b50e37144bd7c85a2b1f4cd0de14263414e43,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,203ffea723cb4cf0d5b2da185e1677d1c082fd4475784ccb7c3a518868d42cce,AdamW,0.01,0.0,0.6190156262669555,0.5972104818258664,0.5846779400022287
graphsage_pilot_v1_step0,twibot20,linear,2,1,1,val,2,2,40d653b81498ca59f7f885eeb08b50e37144bd7c85a2b1f4cd0de14263414e43,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,203ffea723cb4cf0d5b2da185e1677d1c082fd4475784ccb7c3a518868d42cce,AdamW,0.01,0.0,0.6852514518684064,0.66723044397463,0.647164078831058
graphsage_pilot_v1_step0,twibot20,linear,2,1,1,test,2,2,40d653b81498ca59f7f885eeb08b50e37144bd7c85a2b1f4cd0de14263414e43,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,203ffea723cb4cf0d5b2da185e1677d1c082fd4475784ccb7c3a518868d42cce,AdamW,0.01,0.0,0.6827702741836463,0.6546914623837701,0.6350416449937742
graphsage_pilot_v1_step0,twibot20,linear,2,1,10,val,2,2,40d653b81498ca59f7f885eeb08b50e37144bd7c85a2b1f4cd0de14263414e43,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,203ffea723cb4cf0d5b2da185e1677d1c082fd4475784ccb7c3a518868d42cce,AdamW,0.01,0.0,0.6861123551211424,0.6701902748414377,0.6596077453031146
graphsage_pilot_v1_step0,twibot20,linear,2,1,10,test,2,2,40d653b81498ca59f7f885eeb08b50e37144bd7c85a2b1f4cd0de14263414e43,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,203ffea723cb4cf0d5b2da185e1677d1c082fd4475784ccb7c3a518868d42cce,AdamW,0.01,0.0,0.6734708209292358,0.6538461538461539,0.6432907786691732
graphsage_pilot_v1_step0,twibot20,linear,2,1,100,val,2,2,40d653b81498ca59f7f885eeb08b50e37144bd7c85a2b1f4cd0de14263414e43,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,203ffea723cb4cf0d5b2da185e1677d1c082fd4475784ccb7c3a518868d42cce,AdamW,0.01,0.0,0.6867522352323931,0.6710359408033827,0.6612985289808012
graphsage_pilot_v1_step0,twibot20,linear,2,1,100,test,2,2,40d653b81498ca59f7f885eeb08b50e37144bd7c85a2b1f4cd0de14263414e43,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,203ffea723cb4cf0d5b2da185e1677d1c082fd4475784ccb7c3a518868d42cce,AdamW,0.01,0.0,0.6740586882739288,0.6563820794590025,0.6469361275594983
graphsage_pilot_v1_step0,twibot20,linear,2,10,0,val,2,20,4c2a419e0d2e41e89d85ace836b7bd09c1adfddfa85a64a49bddcc59c0f8b049,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,203ffea723cb4cf0d5b2da185e1677d1c082fd4475784ccb7c3a518868d42cce,AdamW,0.01,0.0,0.6135566174328562,0.5940803382663847,0.5795947933748405
graphsage_pilot_v1_step0,twibot20,linear,2,10,0,test,2,20,4c2a419e0d2e41e89d85ace836b7bd09c1adfddfa85a64a49bddcc59c0f8b049,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,203ffea723cb4cf0d5b2da185e1677d1c082fd4475784ccb7c3a518868d42cce,AdamW,0.01,0.0,0.6190156262669555,0.5972104818258664,0.5846779400022287
graphsage_pilot_v1_step0,twibot20,linear,2,10,1,val,2,20,4c2a419e0d2e41e89d85ace836b7bd09c1adfddfa85a64a49bddcc59c0f8b049,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,203ffea723cb4cf0d5b2da185e1677d1c082fd4475784ccb7c3a518868d42cce,AdamW,0.01,0.0,0.6803896674217687,0.6156448202959831,0.6091874849681201
graphsage_pilot_v1_step0,twibot20,linear,2,10,1,test,2,20,4c2a419e0d2e41e89d85ace836b7bd09c1adfddfa85a64a49bddcc59c0f8b049,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,203ffea723cb4cf0d5b2da185e1677d1c082fd4475784ccb7c3a518868d42cce,AdamW,0.01,0.0,0.6802783537397631,0.6081994928148774,0.6035215342557277
graphsage_pilot_v1_step0,twibot20,linear,2,10,10,val,2,20,4c2a419e0d2e41e89d85ace836b7bd09c1adfddfa85a64a49bddcc59c0f8b049,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,203ffea723cb4cf0d5b2da185e1677d1c082fd4475784ccb7c3a518868d42cce,AdamW,0.01,0.0,0.6903407814508683,0.6697674418604651,0.6529915975069629
graphsage_pilot_v1_step0,twibot20,linear,2,10,10,test,2,20,4c2a419e0d2e41e89d85ace836b7bd09c1adfddfa85a64a49bddcc59c0f8b049,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,203ffea723cb4cf0d5b2da185e1677d1c082fd4475784ccb7c3a518868d42cce,AdamW,0.01,0.0,0.6756130616594656,0.6576500422654269,0.6413769615676823
graphsage_pilot_v1_step0,twibot20,linear,2,10,100,val,2,20,4c2a419e0d2e41e89d85ace836b7bd09c1adfddfa85a64a49bddcc59c0f8b049,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,203ffea723cb4cf0d5b2da185e1677d1c082fd4475784ccb7c3a518868d42cce,AdamW,0.01,0.0,0.7240065915622785,0.7048625792811839,0.7014459192768017
graphsage_pilot_v1_step0,twibot20,linear,2,10,100,test,2,20,4c2a419e0d2e41e89d85ace836b7bd09c1adfddfa85a64a49bddcc59c0f8b049,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,203ffea723cb4cf0d5b2da185e1677d1c082fd4475784ccb7c3a518868d42cce,AdamW,0.01,0.0,0.7051157490530413,0.6821639898562976,0.6787473683830406
graphsage_pilot_v1_step0,twibot20,linear,2,100,0,val,2,200,5708cd030fbe4119391ef44d81cbe9873693c4e02ee2e1770943dbc60f51ba9e,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,203ffea723cb4cf0d5b2da185e1677d1c082fd4475784ccb7c3a518868d42cce,AdamW,0.01,0.0,0.6135566174328562,0.5940803382663847,0.5795947933748405
graphsage_pilot_v1_step0,twibot20,linear,2,100,0,test,2,200,5708cd030fbe4119391ef44d81cbe9873693c4e02ee2e1770943dbc60f51ba9e,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,203ffea723cb4cf0d5b2da185e1677d1c082fd4475784ccb7c3a518868d42cce,AdamW,0.01,0.0,0.6190156262669555,0.5972104818258664,0.5846779400022287
graphsage_pilot_v1_step0,twibot20,linear,2,100,1,val,2,200,5708cd030fbe4119391ef44d81cbe9873693c4e02ee2e1770943dbc60f51ba9e,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,203ffea723cb4cf0d5b2da185e1677d1c082fd4475784ccb7c3a518868d42cce,AdamW,0.01,0.0,0.6785504650181964,0.6684989429175475,0.6539455020530048
graphsage_pilot_v1_step0,twibot20,linear,2,100,1,test,2,200,5708cd030fbe4119391ef44d81cbe9873693c4e02ee2e1770943dbc60f51ba9e,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,203ffea723cb4cf0d5b2da185e1677d1c082fd4475784ccb7c3a518868d42cce,AdamW,0.01,0.0,0.6664055531744837,0.6530008453085376,0.6385552750190864
graphsage_pilot_v1_step0,twibot20,linear,2,100,10,val,2,200,5708cd030fbe4119391ef44d81cbe9873693c4e02ee2e1770943dbc60f51ba9e,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,203ffea723cb4cf0d5b2da185e1677d1c082fd4475784ccb7c3a518868d42cce,AdamW,0.01,0.0,0.7179998347761434,0.6752642706131078,0.6570522261243911
graphsage_pilot_v1_step0,twibot20,linear,2,100,10,test,2,200,5708cd030fbe4119391ef44d81cbe9873693c4e02ee2e1770943dbc60f51ba9e,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,203ffea723cb4cf0d5b2da185e1677d1c082fd4475784ccb7c3a518868d42cce,AdamW,0.01,0.0,0.6973221628884847,0.6601859678782755,0.641802713786987
graphsage_pilot_v1_step0,twibot20,linear,2,100,100,val,2,200,5708cd030fbe4119391ef44d81cbe9873693c4e02ee2e1770943dbc60f51ba9e,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,203ffea723cb4cf0d5b2da185e1677d1c082fd4475784ccb7c3a518868d42cce,AdamW,0.01,0.0,0.7517975341064072,0.7141649048625793,0.6997030728057667
graphsage_pilot_v1_step0,twibot20,linear,2,100,100,test,2,200,5708cd030fbe4119391ef44d81cbe9873693c4e02ee2e1770943dbc60f51ba9e,c914c5f482673ce0dc5d5512f45c0eaf22d1c0663629aa594d02d724b1b643bb,203ffea723cb4cf0d5b2da185e1677d1c082fd4475784ccb7c3a518868d42cce,AdamW,0.01,0.0,0.7364971504361222,0.6885038038884193,0.6723724999441034
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,0,0,0,val,2,0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,none,0.0,0.0,0.5230258602385317,0.4587578630282626,0.4481345576758448
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,0,0,0,test,2,0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,none,0.0,0.0,0.5206332363448055,0.45960311835577605,0.44866414706909974
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,0,1,0,val,2,2,7c99d61e9eb10c63a19f4bcdb05d6e9b3a56a8705bfc738ad72bda57e541b60d,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.5230258602385317,0.4587578630282626,0.4481345576758448
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,0,1,0,test,2,2,7c99d61e9eb10c63a19f4bcdb05d6e9b3a56a8705bfc738ad72bda57e541b60d,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.5206332363448055,0.45960311835577605,0.44866414706909974
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,0,1,1,val,2,2,7c99d61e9eb10c63a19f4bcdb05d6e9b3a56a8705bfc738ad72bda57e541b60d,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.5124107751111807,0.5357490918756092,0.4989977223426597
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,0,1,1,test,2,2,7c99d61e9eb10c63a19f4bcdb05d6e9b3a56a8705bfc738ad72bda57e541b60d,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.5127750046659196,0.5356130403968816,0.4986760071400995
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,0,1,10,val,2,2,7c99d61e9eb10c63a19f4bcdb05d6e9b3a56a8705bfc738ad72bda57e541b60d,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.46076013677906663,0.5373438469035173,0.5089746909260555
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,0,1,10,test,2,2,7c99d61e9eb10c63a19f4bcdb05d6e9b3a56a8705bfc738ad72bda57e541b60d,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.4648740671215837,0.5337526576895819,0.5058790696586593
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,0,1,100,val,2,2,7c99d61e9eb10c63a19f4bcdb05d6e9b3a56a8705bfc738ad72bda57e541b60d,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.46075365623366393,0.5369894568973155,0.5096965208370738
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,0,1,100,test,2,2,7c99d61e9eb10c63a19f4bcdb05d6e9b3a56a8705bfc738ad72bda57e541b60d,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.4648871226923956,0.5324238128986535,0.5059286344044001
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,0,10,0,val,2,20,e5a82878379041fa98c0278a2e88145c8947d0c76c48e42e2c7c3a50b79d1cad,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.5230258602385317,0.4587578630282626,0.4481345576758448
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,0,10,0,test,2,20,e5a82878379041fa98c0278a2e88145c8947d0c76c48e42e2c7c3a50b79d1cad,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.5206332363448055,0.45960311835577605,0.44866414706909974
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,0,10,1,val,2,20,e5a82878379041fa98c0278a2e88145c8947d0c76c48e42e2c7c3a50b79d1cad,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.5164628687904717,0.5358376893771596,0.5100806409352219
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,0,10,1,test,2,20,e5a82878379041fa98c0278a2e88145c8947d0c76c48e42e2c7c3a50b79d1cad,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.51590551188192,0.5313607370659107,0.5064080510838792
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,0,10,10,val,2,20,e5a82878379041fa98c0278a2e88145c8947d0c76c48e42e2c7c3a50b79d1cad,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.5588695960532932,0.5371666519004165,0.5126614665188995
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,0,10,10,test,2,20,e5a82878379041fa98c0278a2e88145c8947d0c76c48e42e2c7c3a50b79d1cad,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.555096020186099,0.5299433026222538,0.5061033469652279
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,0,10,100,val,2,20,e5a82878379041fa98c0278a2e88145c8947d0c76c48e42e2c7c3a50b79d1cad,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.583606850943146,0.5371666519004165,0.5322516701079474
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,0,10,100,test,2,20,e5a82878379041fa98c0278a2e88145c8947d0c76c48e42e2c7c3a50b79d1cad,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.5782129984864542,0.5279943302622254,0.523233419920448
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,0,100,0,val,2,200,0e6e836a2d142a85ab039b2a0676f9ba6b8c674a523a6ccbb1030280fce6a8bd,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.5230258602385317,0.4587578630282626,0.4481345576758448
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,0,100,0,test,2,200,0e6e836a2d142a85ab039b2a0676f9ba6b8c674a523a6ccbb1030280fce6a8bd,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.5206332363448055,0.45960311835577605,0.44866414706909974
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,0,100,1,val,2,200,0e6e836a2d142a85ab039b2a0676f9ba6b8c674a523a6ccbb1030280fce6a8bd,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.5138108462910472,0.544077257021352,0.4912532692877026
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,0,100,1,test,2,200,0e6e836a2d142a85ab039b2a0676f9ba6b8c674a523a6ccbb1030280fce6a8bd,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.5131942299779315,0.546863926293409,0.4938561879739418
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,0,100,10,val,2,200,0e6e836a2d142a85ab039b2a0676f9ba6b8c674a523a6ccbb1030280fce6a8bd,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.5463102186590693,0.5498360946221317,0.549828617465185
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,0,100,10,test,2,200,0e6e836a2d142a85ab039b2a0676f9ba6b8c674a523a6ccbb1030280fce6a8bd,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.5503384865750787,0.5522678951098512,0.5521663215690544
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,0,100,100,val,2,200,0e6e836a2d142a85ab039b2a0676f9ba6b8c674a523a6ccbb1030280fce6a8bd,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.6010658744384839,0.5872242402764242,0.5842290243476357
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,0,100,100,test,2,200,0e6e836a2d142a85ab039b2a0676f9ba6b8c674a523a6ccbb1030280fce6a8bd,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.5986340014141176,0.5836286321757619,0.5795631436823953
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,1,0,0,val,2,0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,none,0.0,0.0,0.4813921510850234,0.46035261805617084,0.455568992945311
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,1,0,0,test,2,0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,none,0.0,0.0,0.48243163929477284,0.46394401133947555,0.45936362239045525
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,1,1,0,val,2,2,d73d3d76b81fffb6f14dba64a89f45ae3cb6ec170ba2f809a798c78d912bfa77,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.4813921510850234,0.46035261805617084,0.455568992945311
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,1,1,0,test,2,2,d73d3d76b81fffb6f14dba64a89f45ae3cb6ec170ba2f809a798c78d912bfa77,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.48243163929477284,0.46394401133947555,0.45936362239045525
graphsage_pilot_v1_step0,ukr_rus_suspended,linear,1,1,1,val,2,2,d73d3d76b81fffb6f14dba64a89f45ae3cb6ec170ba2f809a798c78d912bfa77,0c2e028dcb3262ef92e92564f4c55cdddd6f64945b22ac315f10631df10ccb82,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.5408620739893678,0.5291042792593249,0.508961908527678
