target,sources,seed,checkpoint_step,roc_auc_ovr_macro,f1_macro,accuracy,classes,support_nodes,test_nodes,checkpoint
cora,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",1,100,0.9171717132186508,0.6534832664230673,0.6811978771796816,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_cora_s1/checkpoints/step_100.pt
cora,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",1,2500,0.9306753865836498,0.6699594582260014,0.700909780136467,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_cora_s1/checkpoints/step_2500.pt
cora,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",1,300,0.8699269767174712,0.5289147840360479,0.5496588324488249,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_cora_s1/checkpoints/step_300.pt
cora,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",1,900,0.9047313738476445,0.6026746823422916,0.634950720242608,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_cora_s1/checkpoints/step_900.pt
cora,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",2,100,0.9194702105431362,0.6568840819120255,0.6899166034874905,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_cora_s2/checkpoints/step_100.pt
cora,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",2,2500,0.9308679119113289,0.667552611284589,0.7001516300227445,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_cora_s2/checkpoints/step_2500.pt
cora,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",2,300,0.8764636317827791,0.541366634905276,0.5765731614859743,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_cora_s2/checkpoints/step_300.pt
cora,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",2,900,0.9065138125141898,0.6125708893513628,0.643669446550417,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_cora_s2/checkpoints/step_900.pt
covid_political,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",1,100,0.8844917067041562,0.8026004905668899,0.8433606265574938,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_covid_political_s1/checkpoints/step_100.pt
covid_political,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",1,2500,0.846482107942255,0.7058271424193807,0.7445583074810558,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_covid_political_s1/checkpoints/step_2500.pt
covid_political,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",1,300,0.8864838569250633,0.8064615697672753,0.8483318923867161,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_covid_political_s1/checkpoints/step_300.pt
covid_political,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",1,900,0.8955484677998099,0.7912756806346093,0.830811676753293,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_covid_political_s1/checkpoints/step_900.pt
