batch,draw,support_slot,center,original_context_nodes,draw_context_nodes,context_jaccard,node_set_changed,graph_tensors_changed
0,0,0,18603,3,3,1.0,False,False
0,0,1,2117,1,1,1.0,False,False
0,0,2,25550,9,9,1.0,False,False
0,0,3,671,0,0,1.0,False,False
0,0,4,51767,28,28,1.0,False,False
0,0,5,22026,12,12,1.0,False,False
0,0,6,121755,9,9,1.0,False,False
0,0,7,9687,4,4,1.0,False,False
0,0,8,11818,2,2,1.0,False,False
0,0,9,2901,2,2,1.0,False,False
0,0,10,40146,9,9,1.0,False,False
0,0,11,44739,25,25,1.0,False,False
0,0,12,36057,48,48,1.0,False,False
0,0,13,110553,10,10,1.0,False,False
0,0,14,107455,3,3,1.0,False,False
0,0,15,37696,15,15,1.0,False,False
0,0,16,136018,1,1,1.0,False,False
0,0,17,35713,2,2,1.0,False,False
0,0,18,37675,10,10,1.0,False,False
0,0,19,141654,2,2,1.0,False,False
0,0,20,73004,0,0,1.0,False,False
0,0,21,64482,0,0,1.0,False,False
0,0,22,107027,3,3,1.0,False,False
0,0,23,47430,0,0,1.0,False,False
0,0,24,58031,0,0,1.0,False,False
0,0,25,81286,1,1,1.0,False,False
0,0,26,112412,0,0,1.0,False,False
0,0,27,49738,1,1,1.0,False,False
0,0,28,35021,16,16,1.0,False,False
0,0,29,86280,10,10,1.0,False,False
0,0,30,44763,2,2,1.0,False,False
0,0,31,136509,1,1,1.0,False,False
0,0,32,31481,2,2,1.0,False,False
0,0,33,38903,10,10,1.0,False,False
0,0,34,43741,32,32,1.0,False,False
0,0,35,30372,0,0,1.0,False,False
0,0,36,101356,45,45,1.0,False,False
0,0,37,34261,4,4,1.0,False,False
0,0,38,20440,2,2,1.0,False,False
0,0,39,78891,26,26,1.0,False,False
0,0,40,68137,0,0,1.0,False,False
0,0,41,98597,3,3,1.0,False,False
0,0,42,90710,7,7,1.0,False,False
0,0,43,136273,0,0,1.0,False,False
0,0,44,67758,10,10,1.0,False,False
0,0,45,96445,0,0,1.0,False,False
0,0,46,80653,10,10,1.0,False,False
0,0,47,131070,0,0,1.0,False,False
0,0,48,64990,2,2,1.0,False,False
0,0,49,47549,5,5,1.0,False,False
0,0,50,103253,17,17,1.0,False,False
0,0,51,81223,5,5,1.0,False,False
0,0,52,107203,10,10,1.0,False,False
0,0,53,126051,3,3,1.0,False,False
0,0,54,127983,2,2,1.0,False,False
0,0,55,126083,4,4,1.0,False,False
0,0,56,98773,4,4,1.0,False,False
0,0,57,63655,3,3,1.0,False,False
0,0,58,123980,1,1,1.0,False,False
0,0,59,121641,0,0,1.0,False,False
0,0,60,138292,4,4,1.0,False,False
0,0,61,97325,1,1,1.0,False,False
0,0,62,122429,11,11,1.0,False,False
0,0,63,145192,1,1,1.0,False,False
0,0,64,132209,4,4,1.0,False,False
0,0,65,110968,5,5,1.0,False,False
0,0,66,138755,0,0,1.0,False,False
0,0,67,45720,11,11,1.0,False,False
0,0,68,115065,0,0,1.0,False,False
0,0,69,119134,0,0,1.0,False,False
0,0,70,33350,2,2,1.0,False,False
0,0,71,44763,2,2,1.0,False,False
0,0,72,35623,18,18,1.0,False,False
0,0,73,40805,21,21,1.0,False,False
0,0,74,44589,19,19,1.0,False,False
0,0,75,92184,4,4,1.0,False,False
0,0,76,50252,14,14,1.0,False,False
0,0,77,42294,20,20,1.0,False,False
0,0,78,34512,1,1,1.0,False,False
0,0,79,134121,2,2,1.0,False,False
0,1,0,18603,3,3,1.0,False,False
0,1,1,2117,1,1,1.0,False,False
0,1,2,25550,9,9,1.0,False,False
0,1,3,671,0,0,1.0,False,False
0,1,4,51767,28,28,0.24444444444444444,True,True
0,1,5,22026,12,11,0.21052631578947367,True,True
0,1,6,121755,9,9,1.0,False,False
0,1,7,9687,4,4,1.0,False,False
0,1,8,11818,2,2,1.0,False,False
0,1,9,2901,2,2,1.0,False,False
0,1,10,40146,9,9,0.2857142857142857,True,True
