source,covid19_twitter,ukr_rus_twitter,cp_hk_twitter,midterm,twibot20,election2020,covid_political,ukr_rus_suspended,facebook_page_reference
covid19_twitter,0.5800021701388889,0.38440212673611107,0.11699218749999997,0.21364474826388888,0.3100423177083333,0.14597981770833332,0.14339735243055554,0.18156467013888888,0.2797254774305555
ukr_rus_twitter,0.5557020399305556,0.44064127604166664,0.1154459635416666,0.214453125,0.30022786458333334,0.14588758680555555,0.1404893663194444,0.20124240451388883,0.3110405815972222
cp_hk_twitter,0.26639539930555556,0.18013780381944441,0.18136935763888884,0.1658040364583333,0.1662651909722222,0.10814344618055549,0.1076768663194444,0.11167534722222221,0.1775553385416666
midterm,0.3302354600694444,0.21655273437499997,0.10024414062499999,0.2551106770833333,0.22049696180555553,0.13754340277777774,0.14039713541666662,0.12336697048611112,0.1803548177083333
twibot20,0.4823350694444444,0.3147352430555555,0.1084038628472222,0.20888129340277772,0.33267686631944443,0.14838867187499996,0.14337565104166664,0.15379774305555552,0.24938151041666665
election2020,0.1379069010416666,0.10657552083333331,0.06781141493055554,0.12379557291666664,0.1451768663194444,0.23433702256944441,0.13217773437499997,0.09324001736111105,0.0964680989583333
covid_political,0.14775390624999996,0.10388454861111107,0.06354709201388883,0.10240342881944443,0.13382703993055547,0.11302625868055549,0.19198676215277774,0.08433159722222217,0.09745008680555554
ukr_rus_suspended,0.2955132378472222,0.2270290798611111,0.1008680555555555,0.13374565972222216,0.1571614583333333,0.10435112847222221,0.10739474826388888,0.366943359375,0.17558593749999996
facebook_page_reference,0.32183159722222227,0.24109157986111107,0.08014322916666664,0.14312608506944438,0.18751085069444443,0.1209581163194444,0.11546766493055549,0.12096896701388887,0.2679524739583333
