stream,model,decoder,full_model_outcome,n,conditional_accuracy
original,ss_ukr_rus,U1_pre_meta/ridge,both_correct,1019,0.873405299313052
original,ss_ukr_rus,U1_pre_meta/ridge,b_only,839,0.8712753277711561
original,ss_ukr_rus,U1_pre_meta/ridge,c_only,530,0.2943396226415094
original,ss_ukr_rus,U1_pre_meta/ridge,both_wrong,684,0.23684210526315788
original,ss_ukr_rus,M2_post_meta/prototype,both_correct,1019,0.7526987242394504
original,ss_ukr_rus,M2_post_meta/prototype,b_only,839,0.698450536352801
original,ss_ukr_rus,M2_post_meta/prototype,c_only,530,0.3641509433962264
original,ss_ukr_rus,M2_post_meta/prototype,both_wrong,684,0.3084795321637427
original,ss_ukr_rus,M2_post_meta/ridge,both_correct,1019,0.7232580961727183
original,ss_ukr_rus,M2_post_meta/ridge,b_only,839,0.6567342073897497
original,ss_ukr_rus,M2_post_meta/ridge,c_only,530,0.3754716981132076
original,ss_ukr_rus,M2_post_meta/ridge,both_wrong,684,0.34210526315789475
original,ss_ukr_rus,final_input/prototype,both_correct,1019,0.7526987242394504
original,ss_ukr_rus,final_input/prototype,b_only,839,0.698450536352801
original,ss_ukr_rus,final_input/prototype,c_only,530,0.3641509433962264
original,ss_ukr_rus,final_input/prototype,both_wrong,684,0.3084795321637427
original,ss_ukr_rus,final_input/ridge,both_correct,1019,0.7232580961727183
original,ss_ukr_rus,final_input/ridge,b_only,839,0.6567342073897497
original,ss_ukr_rus,final_input/ridge,c_only,530,0.3754716981132076
original,ss_ukr_rus,final_input/ridge,both_wrong,684,0.34210526315789475
original,ss_facebook_page_reference,full_model,both_correct,1019,1.0
original,ss_facebook_page_reference,full_model,b_only,839,0.0
original,ss_facebook_page_reference,full_model,c_only,530,1.0
original,ss_facebook_page_reference,full_model,both_wrong,684,0.0
original,ss_facebook_page_reference,raw_center/prototype,both_correct,1019,0.6084396467124632
original,ss_facebook_page_reference,raw_center/prototype,b_only,839,0.5482717520858165
original,ss_facebook_page_reference,raw_center/prototype,c_only,530,0.5207547169811321
original,ss_facebook_page_reference,raw_center/prototype,both_wrong,684,0.4546783625730994
original,ss_facebook_page_reference,raw_center/ridge,both_correct,1019,0.6231599607458292
original,ss_facebook_page_reference,raw_center/ridge,b_only,839,0.5065554231227652
original,ss_facebook_page_reference,raw_center/ridge,c_only,530,0.5471698113207547
original,ss_facebook_page_reference,raw_center/ridge,both_wrong,684,0.4093567251461988
original,ss_facebook_page_reference,raw_context/prototype,both_correct,1019,0.6987242394504416
original,ss_facebook_page_reference,raw_context/prototype,b_only,839,0.6603098927294399
original,ss_facebook_page_reference,raw_context/prototype,c_only,530,0.4018867924528302
original,ss_facebook_page_reference,raw_context/prototype,both_wrong,684,0.3406432748538012
original,ss_facebook_page_reference,raw_context/ridge,both_correct,1019,0.6997055937193327
original,ss_facebook_page_reference,raw_context/ridge,b_only,839,0.5744934445768772
original,ss_facebook_page_reference,raw_context/ridge,c_only,530,0.5245283018867924
original,ss_facebook_page_reference,raw_context/ridge,both_wrong,684,0.30701754385964913
original,ss_facebook_page_reference,raw_joint/prototype,both_correct,1019,0.6113837095191365
original,ss_facebook_page_reference,raw_joint/prototype,b_only,839,0.5864123957091776
original,ss_facebook_page_reference,raw_joint/prototype,c_only,530,0.48867924528301887
original,ss_facebook_page_reference,raw_joint/prototype,both_wrong,684,0.4239766081871345
original,ss_facebook_page_reference,raw_joint/ridge,both_correct,1019,0.6516192345436702
original,ss_facebook_page_reference,raw_joint/ridge,b_only,839,0.531585220500596
original,ss_facebook_page_reference,raw_joint/ridge,c_only,530,0.5452830188679245
original,ss_facebook_page_reference,raw_joint/ridge,both_wrong,684,0.38596491228070173
original,ss_facebook_page_reference,S0_conv_center/prototype,both_correct,1019,0.76153091265947
original,ss_facebook_page_reference,S0_conv_center/prototype,b_only,839,0.6948748510131109
original,ss_facebook_page_reference,S0_conv_center/prototype,c_only,530,0.5452830188679245
original,ss_facebook_page_reference,S0_conv_center/prototype,both_wrong,684,0.543859649122807
original,ss_facebook_page_reference,S0_conv_center/ridge,both_correct,1019,0.745829244357213
original,ss_facebook_page_reference,S0_conv_center/ridge,b_only,839,0.6781883194278904
original,ss_facebook_page_reference,S0_conv_center/ridge,c_only,530,0.539622641509434
original,ss_facebook_page_reference,S0_conv_center/ridge,both_wrong,684,0.5321637426900585
original,ss_facebook_page_reference,S0_pool/prototype,both_correct,1019,0.7772325809617272
original,ss_facebook_page_reference,S0_pool/prototype,b_only,839,0.7222884386174017
original,ss_facebook_page_reference,S0_pool/prototype,c_only,530,0.4358490566037736
original,ss_facebook_page_reference,S0_pool/prototype,both_wrong,684,0.3347953216374269
original,ss_facebook_page_reference,S0_pool/ridge,both_correct,1019,0.8066732090284593
original,ss_facebook_page_reference,S0_pool/ridge,b_only,839,0.7580452920143027
original,ss_facebook_page_reference,S0_pool/ridge,c_only,530,0.4660377358490566
original,ss_facebook_page_reference,S0_pool/ridge,both_wrong,684,0.3435672514619883
original,ss_facebook_page_reference,U1_pre_meta/prototype,both_correct,1019,0.76153091265947
original,ss_facebook_page_reference,U1_pre_meta/prototype,b_only,839,0.7044100119189511
original,ss_facebook_page_reference,U1_pre_meta/prototype,c_only,530,0.5188679245283019
original,ss_facebook_page_reference,U1_pre_meta/prototype,both_wrong,684,0.45321637426900585
original,ss_facebook_page_reference,U1_pre_meta/ridge,both_correct,1019,0.7899901864573111
original,ss_facebook_page_reference,U1_pre_meta/ridge,b_only,839,0.7175208581644815
original,ss_facebook_page_reference,U1_pre_meta/ridge,c_only,530,0.5245283018867924
original,ss_facebook_page_reference,U1_pre_meta/ridge,both_wrong,684,0.4649122807017544
original,ss_facebook_page_reference,M2_post_meta/prototype,both_correct,1019,0.7399411187438666
original,ss_facebook_page_reference,M2_post_meta/prototype,b_only,839,0.5828367103694875
original,ss_facebook_page_reference,M2_post_meta/prototype,c_only,530,0.5792452830188679
original,ss_facebook_page_reference,M2_post_meta/prototype,both_wrong,684,0.43128654970760233
original,ss_facebook_page_reference,M2_post_meta/ridge,both_correct,1019,0.6712463199214916
original,ss_facebook_page_reference,M2_post_meta/ridge,b_only,839,0.531585220500596
original,ss_facebook_page_reference,M2_post_meta/ridge,c_only,530,0.5867924528301887
original,ss_facebook_page_reference,M2_post_meta/ridge,both_wrong,684,0.48830409356725146
original,ss_facebook_page_reference,final_input/prototype,both_correct,1019,0.7399411187438666
original,ss_facebook_page_reference,final_input/prototype,b_only,839,0.5828367103694875
original,ss_facebook_page_reference,final_input/prototype,c_only,530,0.5792452830188679
original,ss_facebook_page_reference,final_input/prototype,both_wrong,684,0.43128654970760233
original,ss_facebook_page_reference,final_input/ridge,both_correct,1019,0.6712463199214916
original,ss_facebook_page_reference,final_input/ridge,b_only,839,0.531585220500596
original,ss_facebook_page_reference,final_input/ridge,c_only,530,0.5867924528301887
original,ss_facebook_page_reference,final_input/ridge,both_wrong,684,0.48830409356725146
fresh,ss_ukr_rus,full_model,both_correct,985,1.0
fresh,ss_ukr_rus,full_model,b_only,814,1.0
fresh,ss_ukr_rus,full_model,c_only,588,0.0
fresh,ss_ukr_rus,full_model,both_wrong,685,0.0
fresh,ss_ukr_rus,raw_center/prototype,both_correct,985,0.5888324873096447
fresh,ss_ukr_rus,raw_center/prototype,b_only,814,0.5786240786240786
fresh,ss_ukr_rus,raw_center/prototype,c_only,588,0.4744897959183674
fresh,ss_ukr_rus,raw_center/prototype,both_wrong,685,0.4335766423357664
fresh,ss_ukr_rus,raw_center/ridge,both_correct,985,0.6152284263959391
fresh,ss_ukr_rus,raw_center/ridge,b_only,814,0.527027027027027
fresh,ss_ukr_rus,raw_center/ridge,c_only,588,0.5068027210884354
fresh,ss_ukr_rus,raw_center/ridge,both_wrong,685,0.42627737226277373
fresh,ss_ukr_rus,raw_context/prototype,both_correct,985,0.6751269035532995
fresh,ss_ukr_rus,raw_context/prototype,b_only,814,0.6793611793611793
fresh,ss_ukr_rus,raw_context/prototype,c_only,588,0.39965986394557823
fresh,ss_ukr_rus,raw_context/prototype,both_wrong,685,0.3518248175182482
fresh,ss_ukr_rus,raw_context/ridge,both_correct,985,0.6923857868020304
fresh,ss_ukr_rus,raw_context/ridge,b_only,814,0.5356265356265356
fresh,ss_ukr_rus,raw_context/ridge,c_only,588,0.48299319727891155
fresh,ss_ukr_rus,raw_context/ridge,both_wrong,685,0.34014598540145985
fresh,ss_ukr_rus,raw_joint/prototype,both_correct,985,0.6223350253807106
fresh,ss_ukr_rus,raw_joint/prototype,b_only,814,0.5761670761670762
fresh,ss_ukr_rus,raw_joint/prototype,c_only,588,0.4812925170068027
fresh,ss_ukr_rus,raw_joint/prototype,both_wrong,685,0.3897810218978102
fresh,ss_ukr_rus,raw_joint/ridge,both_correct,985,0.6477157360406092
fresh,ss_ukr_rus,raw_joint/ridge,b_only,814,0.542997542997543
fresh,ss_ukr_rus,raw_joint/ridge,c_only,588,0.5068027210884354
fresh,ss_ukr_rus,raw_joint/ridge,both_wrong,685,0.3927007299270073
fresh,ss_ukr_rus,S0_conv_center/prototype,both_correct,985,0.7299492385786802
fresh,ss_ukr_rus,S0_conv_center/prototype,b_only,814,0.7444717444717445
fresh,ss_ukr_rus,S0_conv_center/prototype,c_only,588,0.48639455782312924
fresh,ss_ukr_rus,S0_conv_center/prototype,both_wrong,685,0.44379562043795623
fresh,ss_ukr_rus,S0_conv_center/ridge,both_correct,985,0.7258883248730964
fresh,ss_ukr_rus,S0_conv_center/ridge,b_only,814,0.7457002457002457
fresh,ss_ukr_rus,S0_conv_center/ridge,c_only,588,0.48299319727891155
fresh,ss_ukr_rus,S0_conv_center/ridge,both_wrong,685,0.45255474452554745
fresh,ss_ukr_rus,S0_pool/prototype,both_correct,985,0.8040609137055837
fresh,ss_ukr_rus,S0_pool/prototype,b_only,814,0.7432432432432432
fresh,ss_ukr_rus,S0_pool/prototype,c_only,588,0.3707482993197279
fresh,ss_ukr_rus,S0_pool/prototype,both_wrong,685,0.23065693430656933
fresh,ss_ukr_rus,S0_pool/ridge,both_correct,985,0.8263959390862944
fresh,ss_ukr_rus,S0_pool/ridge,b_only,814,0.7714987714987716
fresh,ss_ukr_rus,S0_pool/ridge,c_only,588,0.36904761904761907
fresh,ss_ukr_rus,S0_pool/ridge,both_wrong,685,0.23357664233576642
fresh,ss_ukr_rus,U1_pre_meta/prototype,both_correct,985,0.8507614213197969
fresh,ss_ukr_rus,U1_pre_meta/prototype,b_only,814,0.8648648648648649
fresh,ss_ukr_rus,U1_pre_meta/prototype,c_only,588,0.28741496598639454
fresh,ss_ukr_rus,U1_pre_meta/prototype,both_wrong,685,0.23795620437956205
fresh,ss_ukr_rus,U1_pre_meta/ridge,both_correct,985,0.8730964467005076
fresh,ss_ukr_rus,U1_pre_meta/ridge,b_only,814,0.871007371007371
fresh,ss_ukr_rus,U1_pre_meta/ridge,c_only,588,0.3078231292517007
fresh,ss_ukr_rus,U1_pre_meta/ridge,both_wrong,685,0.24087591240875914
fresh,ss_ukr_rus,M2_post_meta/prototype,both_correct,985,0.7401015228426396
fresh,ss_ukr_rus,M2_post_meta/prototype,b_only,814,0.7592137592137592
fresh,ss_ukr_rus,M2_post_meta/prototype,c_only,588,0.3282312925170068
fresh,ss_ukr_rus,M2_post_meta/prototype,both_wrong,685,0.2656934306569343
fresh,ss_ukr_rus,M2_post_meta/ridge,both_correct,985,0.700507614213198
fresh,ss_ukr_rus,M2_post_meta/ridge,b_only,814,0.7321867321867321
fresh,ss_ukr_rus,M2_post_meta/ridge,c_only,588,0.391156462585034
fresh,ss_ukr_rus,M2_post_meta/ridge,both_wrong,685,0.31532846715328466
fresh,ss_ukr_rus,final_input/prototype,both_correct,985,0.7401015228426396
fresh,ss_ukr_rus,final_input/prototype,b_only,814,0.7592137592137592
fresh,ss_ukr_rus,final_input/prototype,c_only,588,0.3282312925170068
fresh,ss_ukr_rus,final_input/prototype,both_wrong,685,0.2656934306569343
fresh,ss_ukr_rus,final_input/ridge,both_correct,985,0.700507614213198
fresh,ss_ukr_rus,final_input/ridge,b_only,814,0.7321867321867321
fresh,ss_ukr_rus,final_input/ridge,c_only,588,0.391156462585034
fresh,ss_ukr_rus,final_input/ridge,both_wrong,685,0.31532846715328466
fresh,ss_facebook_page_reference,full_model,both_correct,985,1.0
fresh,ss_facebook_page_reference,full_model,b_only,814,0.0
fresh,ss_facebook_page_reference,full_model,c_only,588,1.0
fresh,ss_facebook_page_reference,full_model,both_wrong,685,0.0
fresh,ss_facebook_page_reference,raw_center/prototype,both_correct,985,0.5888324873096447
fresh,ss_facebook_page_reference,raw_center/prototype,b_only,814,0.5786240786240786
fresh,ss_facebook_page_reference,raw_center/prototype,c_only,588,0.4744897959183674
fresh,ss_facebook_page_reference,raw_center/prototype,both_wrong,685,0.4335766423357664
fresh,ss_facebook_page_reference,raw_center/ridge,both_correct,985,0.6152284263959391
fresh,ss_facebook_page_reference,raw_center/ridge,b_only,814,0.527027027027027
fresh,ss_facebook_page_reference,raw_center/ridge,c_only,588,0.5068027210884354
fresh,ss_facebook_page_reference,raw_center/ridge,both_wrong,685,0.42627737226277373
fresh,ss_facebook_page_reference,raw_context/prototype,both_correct,985,0.6751269035532995
fresh,ss_facebook_page_reference,raw_context/prototype,b_only,814,0.6793611793611793
fresh,ss_facebook_page_reference,raw_context/prototype,c_only,588,0.39965986394557823
fresh,ss_facebook_page_reference,raw_context/prototype,both_wrong,685,0.3518248175182482
fresh,ss_facebook_page_reference,raw_context/ridge,both_correct,985,0.6923857868020304
fresh,ss_facebook_page_reference,raw_context/ridge,b_only,814,0.5356265356265356
fresh,ss_facebook_page_reference,raw_context/ridge,c_only,588,0.48299319727891155
fresh,ss_facebook_page_reference,raw_context/ridge,both_wrong,685,0.34014598540145985
fresh,ss_facebook_page_reference,raw_joint/prototype,both_correct,985,0.6223350253807106
fresh,ss_facebook_page_reference,raw_joint/prototype,b_only,814,0.5761670761670762
fresh,ss_facebook_page_reference,raw_joint/prototype,c_only,588,0.4812925170068027
fresh,ss_facebook_page_reference,raw_joint/prototype,both_wrong,685,0.3897810218978102
fresh,ss_facebook_page_reference,raw_joint/ridge,both_correct,985,0.6477157360406092
fresh,ss_facebook_page_reference,raw_joint/ridge,b_only,814,0.542997542997543
fresh,ss_facebook_page_reference,raw_joint/ridge,c_only,588,0.5068027210884354
fresh,ss_facebook_page_reference,raw_joint/ridge,both_wrong,685,0.3927007299270073
fresh,ss_facebook_page_reference,S0_conv_center/prototype,both_correct,985,0.7055837563451777
fresh,ss_facebook_page_reference,S0_conv_center/prototype,b_only,814,0.6646191646191646
fresh,ss_facebook_page_reference,S0_conv_center/prototype,c_only,588,0.5595238095238095
fresh,ss_facebook_page_reference,S0_conv_center/prototype,both_wrong,685,0.527007299270073
fresh,ss_facebook_page_reference,S0_conv_center/ridge,both_correct,985,0.6913705583756345
fresh,ss_facebook_page_reference,S0_conv_center/ridge,b_only,814,0.6744471744471745
fresh,ss_facebook_page_reference,S0_conv_center/ridge,c_only,588,0.5425170068027211
fresh,ss_facebook_page_reference,S0_conv_center/ridge,both_wrong,685,0.527007299270073
fresh,ss_facebook_page_reference,S0_pool/prototype,both_correct,985,0.7482233502538072
fresh,ss_facebook_page_reference,S0_pool/prototype,b_only,814,0.683046683046683
fresh,ss_facebook_page_reference,S0_pool/prototype,c_only,588,0.4421768707482993
fresh,ss_facebook_page_reference,S0_pool/prototype,both_wrong,685,0.4043795620437956
fresh,ss_facebook_page_reference,S0_pool/ridge,both_correct,985,0.7928934010152284
fresh,ss_facebook_page_reference,S0_pool/ridge,b_only,814,0.7162162162162162
fresh,ss_facebook_page_reference,S0_pool/ridge,c_only,588,0.4642857142857143
fresh,ss_facebook_page_reference,S0_pool/ridge,both_wrong,685,0.3927007299270073
fresh,ss_facebook_page_reference,U1_pre_meta/prototype,both_correct,985,0.7340101522842639
fresh,ss_facebook_page_reference,U1_pre_meta/prototype,b_only,814,0.7027027027027027
fresh,ss_facebook_page_reference,U1_pre_meta/prototype,c_only,588,0.5187074829931972
fresh,ss_facebook_page_reference,U1_pre_meta/prototype,both_wrong,685,0.46715328467153283
fresh,ss_facebook_page_reference,U1_pre_meta/ridge,both_correct,985,0.7532994923857868
fresh,ss_facebook_page_reference,U1_pre_meta/ridge,b_only,814,0.6977886977886978
fresh,ss_facebook_page_reference,U1_pre_meta/ridge,c_only,588,0.5204081632653061
fresh,ss_facebook_page_reference,U1_pre_meta/ridge,both_wrong,685,0.4364963503649635
fresh,ss_facebook_page_reference,M2_post_meta/prototype,both_correct,985,0.7126903553299493
fresh,ss_facebook_page_reference,M2_post_meta/prototype,b_only,814,0.5687960687960688
fresh,ss_facebook_page_reference,M2_post_meta/prototype,c_only,588,0.5459183673469388
fresh,ss_facebook_page_reference,M2_post_meta/prototype,both_wrong,685,0.4759124087591241
fresh,ss_facebook_page_reference,M2_post_meta/ridge,both_correct,985,0.6802030456852792
fresh,ss_facebook_page_reference,M2_post_meta/ridge,b_only,814,0.527027027027027
fresh,ss_facebook_page_reference,M2_post_meta/ridge,c_only,588,0.5986394557823129
fresh,ss_facebook_page_reference,M2_post_meta/ridge,both_wrong,685,0.47883211678832116
fresh,ss_facebook_page_reference,final_input/prototype,both_correct,985,0.7126903553299493
fresh,ss_facebook_page_reference,final_input/prototype,b_only,814,0.5687960687960688
fresh,ss_facebook_page_reference,final_input/prototype,c_only,588,0.5459183673469388
fresh,ss_facebook_page_reference,final_input/prototype,both_wrong,685,0.4759124087591241
fresh,ss_facebook_page_reference,final_input/ridge,both_correct,985,0.6802030456852792
fresh,ss_facebook_page_reference,final_input/ridge,b_only,814,0.527027027027027
fresh,ss_facebook_page_reference,final_input/ridge,c_only,588,0.5986394557823129
fresh,ss_facebook_page_reference,final_input/ridge,both_wrong,685,0.47883211678832116
