stream,model,decoder,n,accuracy,auc
original,ss_ukr_rus,full_model,3072,0.6048177083333334,0.6355069478352865
original,ss_ukr_rus,raw_center/prototype,3072,0.5426432291666666,0.560849083794488
original,ss_ukr_rus,raw_center/ridge,3072,0.5305989583333334,0.5525792439778645
original,ss_ukr_rus,raw_context/prototype,3072,0.5572916666666666,0.5925197601318359
original,ss_ukr_rus,raw_context/ridge,3072,0.5478515625,0.57294676038954
original,ss_ukr_rus,raw_joint/prototype,3072,0.5416666666666666,0.5586009555392795
original,ss_ukr_rus,raw_joint/ridge,3072,0.5413411458333334,0.5602660708957249
original,ss_ukr_rus,S0_conv_center/prototype,3072,0.6259765625,0.6818406846788194
original,ss_ukr_rus,S0_conv_center/ridge,3072,0.6341145833333334,0.6808357238769531
original,ss_ukr_rus,S0_pool/prototype,3072,0.5849609375,0.6266064114040798
original,ss_ukr_rus,S0_pool/ridge,3072,0.59765625,0.6458498636881511
original,ss_ukr_rus,U1_pre_meta/prototype,3072,0.6236979166666666,0.6766295962863498
original,ss_ukr_rus,U1_pre_meta/ridge,3072,0.6311848958333334,0.6919453938802083
original,ss_ukr_rus,M2_post_meta/prototype,3072,0.5719401041666666,0.60737058851454
original,ss_ukr_rus,M2_post_meta/ridge,3072,0.5602213541666666,0.6027119954427084
original,ss_ukr_rus,final_input/prototype,3072,0.5719401041666666,0.60737058851454
original,ss_ukr_rus,final_input/ridge,3072,0.5602213541666666,0.6027119954427084
original,ss_facebook_page_reference,full_model,3072,0.5042317708333334,0.5146132575141058
original,ss_facebook_page_reference,raw_center/prototype,3072,0.5426432291666666,0.560849083794488
original,ss_facebook_page_reference,raw_center/ridge,3072,0.5305989583333334,0.5525792439778645
original,ss_facebook_page_reference,raw_context/prototype,3072,0.5572916666666666,0.5925197601318359
original,ss_facebook_page_reference,raw_context/ridge,3072,0.5478515625,0.57294676038954
original,ss_facebook_page_reference,raw_joint/prototype,3072,0.5416666666666666,0.5586009555392795
original,ss_facebook_page_reference,raw_joint/ridge,3072,0.5413411458333334,0.5602660708957249
original,ss_facebook_page_reference,S0_conv_center/prototype,3072,0.6575520833333334,0.697535620795356
original,ss_facebook_page_reference,S0_conv_center/ridge,3072,0.6442057291666666,0.6934933132595485
original,ss_facebook_page_reference,S0_pool/prototype,3072,0.6048177083333334,0.6421254475911459
original,ss_facebook_page_reference,S0_pool/ridge,3072,0.6315104166666666,0.6670699649386936
original,ss_facebook_page_reference,U1_pre_meta/prototype,3072,0.6354166666666666,0.6848812103271484
original,ss_facebook_page_reference,U1_pre_meta/ridge,3072,0.6520182291666666,0.6975513034396701
original,ss_facebook_page_reference,M2_post_meta/prototype,3072,0.6005859375,0.6289791531032987
original,ss_facebook_page_reference,M2_post_meta/ridge,3072,0.5777994791666666,0.6058841281467013
original,ss_facebook_page_reference,final_input/prototype,3072,0.6005859375,0.6289791531032987
original,ss_facebook_page_reference,final_input/ridge,3072,0.5777994791666666,0.6058841281467013
fresh,ss_ukr_rus,full_model,3072,0.5856119791666666,0.6158010694715712
fresh,ss_ukr_rus,raw_center/prototype,3072,0.5296223958333334,0.5480124155680339
fresh,ss_ukr_rus,raw_center/ridge,3072,0.5289713541666666,0.5445933871799045
fresh,ss_ukr_rus,raw_context/prototype,3072,0.5514322916666666,0.5807740953233507
fresh,ss_ukr_rus,raw_context/ridge,3072,0.5322265625,0.5500411987304688
fresh,ss_ukr_rus,raw_joint/prototype,3072,0.53125,0.5306180318196614
fresh,ss_ukr_rus,raw_joint/ridge,3072,0.5361328125,0.5390082465277778
fresh,ss_ukr_rus,S0_conv_center/prototype,3072,0.6233723958333334,0.6618228488498263
fresh,ss_ukr_rus,S0_conv_center/ridge,3072,0.6236979166666666,0.6642833285861545
fresh,ss_ukr_rus,S0_pool/prototype,3072,0.5771484375,0.6047291225857205
fresh,ss_ukr_rus,S0_pool/ridge,3072,0.5921223958333334,0.6211102803548177
fresh,ss_ukr_rus,U1_pre_meta/prototype,3072,0.6100260416666666,0.6546001434326172
fresh,ss_ukr_rus,U1_pre_meta/ridge,3072,0.6233723958333334,0.6692333221435548
fresh,ss_ukr_rus,M2_post_meta/prototype,3072,0.560546875,0.6037563747829862
fresh,ss_ukr_rus,M2_post_meta/ridge,3072,0.5638020833333334,0.602694617377387
fresh,ss_ukr_rus,final_input/prototype,3072,0.560546875,0.6037563747829862
fresh,ss_ukr_rus,final_input/ridge,3072,0.5638020833333334,0.602694617377387
fresh,ss_facebook_page_reference,full_model,3072,0.5120442708333334,0.5180795457628038
fresh,ss_facebook_page_reference,raw_center/prototype,3072,0.5296223958333334,0.5480124155680339
fresh,ss_facebook_page_reference,raw_center/ridge,3072,0.5289713541666666,0.5445933871799045
fresh,ss_facebook_page_reference,raw_context/prototype,3072,0.5514322916666666,0.5807740953233507
fresh,ss_facebook_page_reference,raw_context/ridge,3072,0.5322265625,0.5500411987304688
fresh,ss_facebook_page_reference,raw_joint/prototype,3072,0.53125,0.5306180318196614
fresh,ss_facebook_page_reference,raw_joint/ridge,3072,0.5361328125,0.5390082465277778
