view,subset,n,discovery_group_cv_winner_accuracy,target_query_supervised_diagnostic,routed_accuracy,routed_auc,routed_nll,fixed_b_accuracy,fixed_c_accuracy,oracle_accuracy,winner_prediction_accuracy
metadata,all_fresh,3072,0.4682361434186252,True,0.5472005208333334,0.5688124762641059,0.6864515285553342,0.5856119791666666,0.5120442708333334,0.7770182291666666,
metadata,fresh_disagreements,1402,0.4682361434186252,True,0.4964336661911555,0.5239816352447006,0.6907324318918395,0.5805991440798859,0.4194008559201141,1.0,0.4964336661911555
metadata,novel_users,851,0.4682361434186252,True,0.5605170387779084,0.590881195125727,0.678534406289683,0.600470035252644,0.5311398354876615,0.7967097532314924,
metadata,novel_user_disagreements,393,0.4682361434186252,True,0.48854961832061067,0.5152968628467721,0.6908293157418615,0.5750636132315522,0.42493638676844786,1.0,0.48854961832061067
raw_center,all_fresh,3072,0.4908719018208069,True,0.5553385416666666,0.5897004869249132,0.6784564467076125,0.5856119791666666,0.5120442708333334,0.7770182291666666,
raw_center,fresh_disagreements,1402,0.4908719018208069,True,0.514265335235378,0.5519418937839862,0.6848742649234247,0.5805991440798859,0.4194008559201141,1.0,0.514265335235378
raw_center,novel_users,851,0.4908719018208069,True,0.5746180963572268,0.6117472410818939,0.6725038501197487,0.600470035252644,0.5311398354876615,0.7967097532314924,
raw_center,novel_user_disagreements,393,0.4908719018208069,True,0.5190839694656488,0.5601244490536686,0.6798823569902648,0.5750636132315522,0.42493638676844786,1.0,0.5190839694656488
raw_context,all_fresh,3072,0.5266623887061843,True,0.5654296875,0.5998318990071614,0.676698686788202,0.5856119791666666,0.5120442708333334,0.7770182291666666,
raw_context,fresh_disagreements,1402,0.5266623887061843,True,0.536376604850214,0.5802562599719969,0.6761848092568014,0.5805991440798859,0.4194008559201141,1.0,0.536376604850214
raw_context,novel_users,851,0.5266623887061843,True,0.5922444183313749,0.6375118871221002,0.664544991830104,0.600470035252644,0.5311398354876615,0.7967097532314924,
raw_context,novel_user_disagreements,393,0.5266623887061843,True,0.5572519083969466,0.6254861291158932,0.6581061181918606,0.5750636132315522,0.42493638676844786,1.0,0.5572519083969466
raw_joint,all_fresh,3072,0.5113392690035026,True,0.5576171875,0.5932218763563368,0.6758917701534436,0.5856119791666666,0.5120442708333334,0.7770182291666666,
raw_joint,fresh_disagreements,1402,0.5113392690035026,True,0.5192582025677603,0.5602369672104457,0.6796533929817414,0.5805991440798859,0.4194008559201141,1.0,0.5192582025677603
raw_joint,novel_users,851,0.5113392690035026,True,0.5769682726204466,0.6212016498219696,0.6673521551516146,0.600470035252644,0.5311398354876615,0.7967097532314924,
raw_joint,novel_user_disagreements,393,0.5113392690035026,True,0.5241730279898219,0.5835623541612652,0.6662527594338946,0.5750636132315522,0.42493638676844786,1.0,0.5241730279898219
prediction_state,all_fresh,3072,0.5215582471056923,True,0.5651041666666666,0.60102293226454,0.6804554521756829,0.5856119791666666,0.5120442708333334,0.7770182291666666,
prediction_state,fresh_disagreements,1402,0.5215582471056923,True,0.5356633380884451,0.5790474097229006,0.6824052064374819,0.5805991440798859,0.4194008559201141,1.0,0.5356633380884451
prediction_state,novel_users,851,0.5215582471056923,True,0.600470035252644,0.6455619567861645,0.663253805202041,0.600470035252644,0.5311398354876615,0.7967097532314924,
prediction_state,novel_user_disagreements,393,0.5215582471056923,True,0.5750636132315522,0.6327715841327456,0.6651727453557638,0.5750636132315522,0.42493638676844786,1.0,0.5750636132315522
task_identity,all_fresh,3072,0.5200930456404909,True,0.5465494791666666,0.5752254062228732,0.6835114947115587,0.5856119791666666,0.5120442708333334,0.7770182291666666,
task_identity,fresh_disagreements,1402,0.5200930456404909,True,0.4950071326676177,0.5285931750838462,0.6915532076476933,0.5805991440798859,0.4194008559201141,1.0,0.4950071326676177
task_identity,novel_users,851,0.5200930456404909,True,0.5499412455934195,0.5916773558617334,0.6721674870915154,0.600470035252644,0.5311398354876615,0.7967097532314924,
task_identity,novel_user_disagreements,393,0.5200930456404909,True,0.46564885496183206,0.5084003111226342,0.6871217437406479,0.5750636132315522,0.42493638676844786,1.0,0.46564885496183206
readout_state,all_fresh,3072,0.5602791369214727,True,0.5751953125,0.6131998697916667,0.6743518170482198,0.5856119791666666,0.5120442708333334,0.7770182291666666,
readout_state,fresh_disagreements,1402,0.5602791369214727,True,0.557774607703281,0.5949496922926639,0.6763196708847801,0.5805991440798859,0.4194008559201141,1.0,0.557774607703281
readout_state,novel_users,851,0.5602791369214727,True,0.5969447708578144,0.6443400712121546,0.662289324850421,0.600470035252644,0.5311398354876615,0.7967097532314924,
readout_state,novel_user_disagreements,393,0.5602791369214727,True,0.5674300254452926,0.6213896810993,0.6671788699836323,0.5750636132315522,0.42493638676844786,1.0,0.5674300254452926
task_and_readout_state,all_fresh,3072,0.5544316996871741,True,0.5745442708333334,0.6124784681532118,0.6746110670394145,0.5856119791666666,0.5120442708333334,0.7770182291666666,
task_and_readout_state,fresh_disagreements,1402,0.5544316996871741,True,0.5563480741797432,0.5934742437563088,0.6767151266439609,0.5805991440798859,0.4194008559201141,1.0,0.5563480741797432
task_and_readout_state,novel_users,851,0.5544316996871741,True,0.5981198589894242,0.6443898312581551,0.6626680378367357,0.600470035252644,0.5311398354876615,0.7967097532314924,
task_and_readout_state,novel_user_disagreements,393,0.5544316996871741,True,0.5699745547073791,0.6224008296603577,0.6669932447500498,0.5750636132315522,0.42493638676844786,1.0,0.5699745547073791
