comparison,observed_training_seeds,expected_training_seeds,complete,mean_seed_delta_pp,minimum_observed_seed_delta_pp,maximum_observed_seed_delta_pp,positive_seed_deltas,interpretation
fixed_vs_facebook_singleton,2,2,True,7.91768324829932,7.745863095238093,8.089503401360547,2,descriptive across training seeds; no confidence interval or significance claim
fixed_vs_stronger_singleton,2,2,True,0.15121811224489873,-0.08714795918367362,0.3895841836734711,1,descriptive across training seeds; no confidence interval or significance claim
fixed_vs_ukraine_singleton,2,2,True,0.15121811224489873,-0.08714795918367362,0.3895841836734711,1,descriptive across training seeds; no confidence interval or significance claim
fixed_vs_weight_one,2,2,True,0.19433801020408425,0.1166734693877532,0.2720025510204153,2,descriptive across training seeds; no confidence interval or significance claim
selected_vs_facebook_singleton,2,2,True,7.852459183673469,7.745863095238093,7.959055272108846,2,descriptive across training seeds; no confidence interval or significance claim
selected_vs_stronger_singleton,2,2,True,0.08599404761904793,-0.21759608843537523,0.3895841836734711,1,descriptive across training seeds; no confidence interval or significance claim
selected_vs_ukraine_singleton,2,2,True,0.08599404761904793,-0.21759608843537523,0.3895841836734711,1,descriptive across training seeds; no confidence interval or significance claim
selected_vs_weight_one,2,2,True,0.14769600340136801,0.02338945578232073,0.2720025510204153,2,descriptive across training seeds; no confidence interval or significance claim
