model_id,n_sources,sources,aliases,target,training_seeds,roc_auc_mean,roc_auc_sample_std,accuracy_mean,accuracy_sample_std
ss_facebook_page_reference,1,facebook_page_reference,specialist:facebook_page_reference,covid_political,3,0.8169307002314815,0.007358565726804687,0.7403428819444445,0.014678547372470414
ss_facebook_page_reference,1,facebook_page_reference,specialist:facebook_page_reference,election2020,3,0.7835015190972223,0.04066308600974124,0.7034505208333334,0.03472408713524809
ss_facebook_page_reference,1,facebook_page_reference,specialist:facebook_page_reference,ukr_rus_suspended,3,0.5273527922453703,0.002678596358918633,0.5135633680555555,0.00409604732816335
ss_facebook_page_reference,1,facebook_page_reference,specialist:facebook_page_reference,twibot20,3,0.6711606626157408,0.010036757948455568,0.5927734375,0.012000200905707527
ss_facebook_page_reference,1,facebook_page_reference,specialist:facebook_page_reference,facebook_page_category_top30,3,0.7193306472667892,0.00553613398178786,0.17106481481481475,0.003736758197482571
ss_facebook_page_reference,1,facebook_page_reference,specialist:facebook_page_reference,facebook_admin_country_top30,3,0.7312779478135644,0.007892011433111142,0.19291087962962963,0.008834819946732993
ss_facebook_page_reference,1,facebook_page_reference,specialist:facebook_page_reference,facebook_verified,3,0.5230938946759259,0.005640361029278997,0.5146484375,0.003960131855662971
ss_facebook_page_reference,1,facebook_page_reference,specialist:facebook_page_reference,cora,3,0.8831505077436067,0.007960791644351175,0.6378968253968255,0.018216191831317567
ss_facebook_page_reference,1,facebook_page_reference,specialist:facebook_page_reference,pubmed,3,0.7858751085069443,0.023203584288437315,0.6187065972222222,0.023414380636836662
ss_midterm,1,midterm,specialist:midterm,covid_political,3,0.7222764756944445,0.017355260922965757,0.6548394097222222,0.011117064682372536
ss_midterm,1,midterm,specialist:midterm,election2020,3,0.6219256365740741,0.03279981747436429,0.5706380208333334,0.027829651610014935
ss_midterm,1,midterm,specialist:midterm,ukr_rus_suspended,3,0.5218189380787037,0.004476021059965636,0.5147569444444445,0.0022157745070163115
ss_midterm,1,midterm,specialist:midterm,twibot20,3,0.7062807436342592,0.005763479249722798,0.6125217013888888,0.008565178329802909
ss_midterm,1,midterm,specialist:midterm,facebook_page_category_top30,3,0.7287734329269103,0.0025377090993080483,0.17662037037037034,0.0017431948221856238
ss_midterm,1,midterm,specialist:midterm,facebook_admin_country_top30,3,0.7526353156429598,0.0079830256056831,0.21061921296296296,0.005247085889814038
ss_midterm,1,midterm,specialist:midterm,facebook_verified,3,0.5527253327546297,0.008391520371192484,0.533203125,0.006403748558888672
ss_midterm,1,midterm,specialist:midterm,cora,3,0.8921111576140873,0.003807110251653376,0.6566530257936508,0.010445000483562877
ss_midterm,1,midterm,specialist:midterm,pubmed,3,0.7657154224537037,0.012266805683851273,0.5950520833333334,0.01249102988815823
ss_twibot20,1,twibot20,"specialist:twibot20,ladder:C:1",covid_political,3,0.736355251736111,0.01906870629966615,0.6640625,0.010583182426438088
ss_twibot20,1,twibot20,"specialist:twibot20,ladder:C:1",election2020,3,0.6500470196759259,0.02755779117940336,0.5909288194444444,0.028236626034046725
ss_twibot20,1,twibot20,"specialist:twibot20,ladder:C:1",ukr_rus_suspended,3,0.5199200665509259,0.0020358309723608283,0.5082465277777778,0.00280653584122775
ss_twibot20,1,twibot20,"specialist:twibot20,ladder:C:1",twibot20,3,0.6917136863425926,0.01050019623268232,0.5924479166666667,0.005647575381802513
ss_twibot20,1,twibot20,"specialist:twibot20,ladder:C:1",facebook_page_category_top30,3,0.7301548177914805,0.0031881270566320205,0.17780671296296294,0.0020912678644267116
ss_twibot20,1,twibot20,"specialist:twibot20,ladder:C:1",facebook_admin_country_top30,3,0.7463155240594402,0.009905861023504606,0.20468026620370372,0.008612535511555565
ss_twibot20,1,twibot20,"specialist:twibot20,ladder:C:1",facebook_verified,3,0.5455729166666666,0.004644696126726819,0.5276692708333334,0.0009765624999999445
ss_twibot20,1,twibot20,"specialist:twibot20,ladder:C:1",cora,3,0.8959812386326057,0.002574716729220117,0.6596292162698414,0.007715197396234206
ss_twibot20,1,twibot20,"specialist:twibot20,ladder:C:1",pubmed,3,0.787157600308642,0.020279458552517053,0.6168981481481483,0.026468874823733647
ss_ukr_rus_suspended,1,ukr_rus_suspended,"specialist:ukr_rus_suspended,ladder:B:1",covid_political,3,0.7981951678240741,0.02113939279646406,0.7137586805555555,0.014807918497597163
ss_ukr_rus_suspended,1,ukr_rus_suspended,"specialist:ukr_rus_suspended,ladder:B:1",election2020,3,0.7681929976851851,0.03736494309129464,0.6945529513888888,0.03306934941528396
ss_ukr_rus_suspended,1,ukr_rus_suspended,"specialist:ukr_rus_suspended,ladder:B:1",ukr_rus_suspended,3,0.5287181712962963,0.0013195793276249322,0.5186631944444444,0.002935709474494069
ss_ukr_rus_suspended,1,ukr_rus_suspended,"specialist:ukr_rus_suspended,ladder:B:1",twibot20,3,0.6872920283564814,0.017286465140670695,0.617404513888889,0.012825410673525826
ss_ukr_rus_suspended,1,ukr_rus_suspended,"specialist:ukr_rus_suspended,ladder:B:1",facebook_page_category_top30,3,0.7088080304285068,0.01606249840605692,0.16671006944444441,0.008365343568073667
ss_ukr_rus_suspended,1,ukr_rus_suspended,"specialist:ukr_rus_suspended,ladder:B:1",facebook_admin_country_top30,3,0.7290603423331737,0.01760094825115761,0.1914207175925926,0.014174850416054891
ss_ukr_rus_suspended,1,ukr_rus_suspended,"specialist:ukr_rus_suspended,ladder:B:1",facebook_verified,3,0.5341796875,0.015858564629301505,0.5228949652777778,0.011230861884222024
ss_ukr_rus_suspended,1,ukr_rus_suspended,"specialist:ukr_rus_suspended,ladder:B:1",cora,3,0.8866733234815918,0.014674279442052619,0.6479104662698413,0.03430297746618983
ss_ukr_rus_suspended,1,ukr_rus_suspended,"specialist:ukr_rus_suspended,ladder:B:1",pubmed,3,0.7797610435956791,0.021084843173303985,0.6114728009259259,0.024421857680433378
ss_ukr_rus_twitter,1,ukr_rus_twitter,"specialist:ukr_rus_twitter,ladder:A:1",covid_political,3,0.7298267505787037,0.017343731410889456,0.6610243055555555,0.013788923151378541
ss_ukr_rus_twitter,1,ukr_rus_twitter,"specialist:ukr_rus_twitter,ladder:A:1",election2020,3,0.6558159722222222,0.03656925504102319,0.595486111111111,0.03224190326506465
ss_ukr_rus_twitter,1,ukr_rus_twitter,"specialist:ukr_rus_twitter,ladder:A:1",ukr_rus_suspended,3,0.5230396412037037,0.0020852915661746913,0.5134548611111112,0.0013155767852628404
ss_ukr_rus_twitter,1,ukr_rus_twitter,"specialist:ukr_rus_twitter,ladder:A:1",twibot20,3,0.6821469907407408,0.0060691386570230306,0.587890625,0.007336866972385804
ss_ukr_rus_twitter,1,ukr_rus_twitter,"specialist:ukr_rus_twitter,ladder:A:1",facebook_page_category_top30,3,0.7270908373576522,0.006231213761811169,0.1761140046296296,0.001915918438624469
ss_ukr_rus_twitter,1,ukr_rus_twitter,"specialist:ukr_rus_twitter,ladder:A:1",facebook_admin_country_top30,3,0.7504401910553692,0.007390955123748077,0.2084780092592593,0.004015421616650998
ss_ukr_rus_twitter,1,ukr_rus_twitter,"specialist:ukr_rus_twitter,ladder:A:1",facebook_verified,3,0.5406901041666666,0.004173287676569523,0.5199652777777778,0.004940343940031335
ss_ukr_rus_twitter,1,ukr_rus_twitter,"specialist:ukr_rus_twitter,ladder:A:1",cora,3,0.8902053967565036,0.0023450812128003357,0.642547123015873,0.010337616139595671
ss_ukr_rus_twitter,1,ukr_rus_twitter,"specialist:ukr_rus_twitter,ladder:A:1",pubmed,3,0.7729190779320988,0.009802416797783714,0.6064814814814815,0.009985783522417425
ordA_r2,2,"ukr_rus_twitter,covid19_twitter",ladder:A:2,covid_political,3,0.7235062210648149,0.006711734157456678,0.6554904513888888,0.0016704431769033175
ordA_r2,2,"ukr_rus_twitter,covid19_twitter",ladder:A:2,election2020,3,0.6581127025462964,0.012250997853663743,0.5998263888888888,0.009772856119095227
ordA_r2,2,"ukr_rus_twitter,covid19_twitter",ladder:A:2,ukr_rus_suspended,3,0.5162850839120371,0.0007975137391971443,0.5137803819444445,0.0012324019847657218
ordA_r2,2,"ukr_rus_twitter,covid19_twitter",ladder:A:2,twibot20,3,0.6762785734953703,0.010933970443072538,0.5951605902777778,0.0044909292722601375
ordA_r2,2,"ukr_rus_twitter,covid19_twitter",ladder:A:2,facebook_page_category_top30,3,0.7294842469534908,0.003736595116340573,0.17860243055555555,0.0026282881696532505
ordA_r2,2,"ukr_rus_twitter,covid19_twitter",ladder:A:2,facebook_admin_country_top30,3,0.75040084169793,0.0072638788916508075,0.2093822337962963,0.004651106011636195
ordA_r2,2,"ukr_rus_twitter,covid19_twitter",ladder:A:2,facebook_verified,3,0.5445692274305555,0.005202466698279916,0.5237630208333334,0.0013020833333333148
ordA_r2,2,"ukr_rus_twitter,covid19_twitter",ladder:A:2,cora,3,0.8899509221367946,0.002663003242680956,0.6521577380952381,0.008319225176269865
ordA_r2,2,"ukr_rus_twitter,covid19_twitter",ladder:A:2,pubmed,3,0.77148136091821,0.00540355938457966,0.6020688657407407,0.0031622530373834226
ordB_r2,2,"ukr_rus_suspended,election2020",ladder:B:2,covid_political,3,0.7810962818287037,0.025743577469484875,0.702365451388889,0.017904632232928253
ordB_r2,2,"ukr_rus_suspended,election2020",ladder:B:2,election2020,3,0.751925998263889,0.04355502235914478,0.6829427083333334,0.03878618635834666
ordB_r2,2,"ukr_rus_suspended,election2020",ladder:B:2,ukr_rus_suspended,3,0.5326063368055556,0.0017335661142220602,0.5222439236111112,0.0017928289541947306
ordB_r2,2,"ukr_rus_suspended,election2020",ladder:B:2,twibot20,3,0.6827437789351852,0.006330146561615355,0.6140407986111112,0.004698488518795804
ordB_r2,2,"ukr_rus_suspended,election2020",ladder:B:2,facebook_page_category_top30,3,0.7240526844867498,0.01021579434172748,0.17923900462962963,0.004777970368465407
ordB_r2,2,"ukr_rus_suspended,election2020",ladder:B:2,facebook_admin_country_top30,3,0.7438564490541187,0.003008624549722053,0.20169994212962963,0.006318210703394842
ordB_r2,2,"ukr_rus_suspended,election2020",ladder:B:2,facebook_verified,3,0.5352647569444444,0.002440200319449796,0.5205078125,0.002278645833333315
ordB_r2,2,"ukr_rus_suspended,election2020",ladder:B:2,cora,3,0.8891022428213183,0.005113336049345964,0.6519717261904762,0.010242062768363537
ordB_r2,2,"ukr_rus_suspended,election2020",ladder:B:2,pubmed,3,0.8019537278163581,0.015999476648324025,0.6328848379629629,0.021693068428087457
ordC_r2,2,"twibot20,midterm",ladder:C:2,covid_political,3,0.7313729745370369,0.0068077479469213185,0.6616753472222222,0.004017688494265118
ordC_r2,2,"twibot20,midterm",ladder:C:2,election2020,3,0.6455530237268519,0.007338989601382167,0.5881076388888888,0.012549802679362884
ordC_r2,2,"twibot20,midterm",ladder:C:2,ukr_rus_suspended,3,0.5223524305555556,0.0038154311239523573,0.5138888888888888,0.0016704431769032561
ordC_r2,2,"twibot20,midterm",ladder:C:2,twibot20,3,0.6956199363425926,0.007053803395163895,0.5940755208333334,0.004694728223260413
ordC_r2,2,"twibot20,midterm",ladder:C:2,facebook_page_category_top30,3,0.7300145070874574,0.00607258766445571,0.1773871527777778,0.0030834305970332274
ordC_r2,2,"twibot20,midterm",ladder:C:2,facebook_admin_country_top30,3,0.7510335390392188,0.007916092321422045,0.21006944444444445,0.005606649473579482
ordC_r2,2,"twibot20,midterm",ladder:C:2,facebook_verified,3,0.5495967158564815,0.01167182265156298,0.5290798611111112,0.006398230463457301
ordC_r2,2,"twibot20,midterm",ladder:C:2,cora,3,0.8933176514963623,0.004619633505684249,0.6556919642857143,0.010010136939787022
ordC_r2,2,"twibot20,midterm",ladder:C:2,pubmed,3,0.7728678385416666,0.004832449943537904,0.6002604166666666,0.006954609530799498
ordA_r3,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,covid_political,3,0.7281991464120371,0.002551115337318613,0.6597222222222222,0.000994482572690025
ordA_r3,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,election2020,3,0.6504991319444444,0.005675649666068556,0.5937500000000001,0.005647575381802526
ordA_r3,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,ukr_rus_suspended,3,0.5175419560185185,0.0013983650479038557,0.5115017361111112,0.002167424517734232
ordA_r3,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,twibot20,3,0.6863697193287037,0.007123820409307833,0.5985243055555555,0.006705518470260563
ordA_r3,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,facebook_page_category_top30,3,0.7308667750904639,0.0029788443968707216,0.17897858796296293,0.0016214195770218919
ordA_r3,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,facebook_admin_country_top30,3,0.7529028413852971,0.0063919234326634995,0.2117838541666667,0.004330936127462745
ordA_r3,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,facebook_verified,3,0.5461516203703703,0.005621804723929013,0.5244140625,0.00608123101961891
ordA_r3,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,cora,3,0.8922157893105158,0.00444966474256504,0.6538628472222222,0.01401656582770325
ordA_r3,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,pubmed,3,0.7668125482253086,0.000734683595603864,0.5995370370370371,0.004032800886795812
ordB_r3,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,covid_political,3,0.7617549189814815,0.005811034004494561,0.6837022569444445,0.004798902861869808
ordB_r3,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,election2020,3,0.7120768229166666,0.030922908631537436,0.6418185763888888,0.02474029718451098
ordB_r3,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,ukr_rus_suspended,3,0.5300745081018517,0.00471641299557374,0.5210503472222223,0.0008192094656327185
ordB_r3,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,twibot20,3,0.6923918547453703,0.002140492577977529,0.6145833333333334,0.0017224943431410164
ordB_r3,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,facebook_page_category_top30,3,0.7295407038234355,0.005630166851500661,0.1800925925925926,0.0008275981453098091
ordB_r3,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,facebook_admin_country_top30,3,0.75256713503419,0.0017050828018571184,0.2113859953703704,0.006669403268018304
ordB_r3,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,facebook_verified,3,0.5363859953703703,0.003140654423398555,0.5197482638888888,0.0030767028816748062
ordB_r3,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,cora,3,0.8955405368165784,0.0013281005619555644,0.6623573908730159,0.0064906783410766805
ordB_r3,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,pubmed,3,0.8008144048996914,0.004753775792422728,0.6341145833333333,0.005047614301047401
ordC_r3,3,"twibot20,midterm,covid19_twitter",ladder:C:3,covid_political,3,0.7240939670138888,0.002915461659651163,0.6591796875,0.00430623585785251
ordC_r3,3,"twibot20,midterm,covid19_twitter",ladder:C:3,election2020,3,0.6279839409722222,0.009646139202451363,0.575954861111111,0.0030938753101959846
ordC_r3,3,"twibot20,midterm,covid19_twitter",ladder:C:3,ukr_rus_suspended,3,0.5195855034722222,0.0016877539312394002,0.5128038194444444,0.00248620643172519
ordC_r3,3,"twibot20,midterm,covid19_twitter",ladder:C:3,twibot20,3,0.6990831163194445,0.0062941042921995476,0.6003689236111112,0.00611020322278692
ordC_r3,3,"twibot20,midterm,covid19_twitter",ladder:C:3,facebook_page_category_top30,3,0.7292294323215996,0.0038171867790322677,0.17859519675925925,0.0022159161986974036
ordC_r3,3,"twibot20,midterm,covid19_twitter",ladder:C:3,facebook_admin_country_top30,3,0.7495678638183803,0.006469930965323923,0.20731336805555559,0.006720181185944572
ordC_r3,3,"twibot20,midterm,covid19_twitter",ladder:C:3,facebook_verified,3,0.5489185474537037,0.004829346350124227,0.5282118055555555,0.007489337641813068
ordC_r3,3,"twibot20,midterm,covid19_twitter",ladder:C:3,cora,3,0.8900124955219356,0.005064349464801753,0.6536768353174603,0.013164969836396855
ordC_r3,3,"twibot20,midterm,covid19_twitter",ladder:C:3,pubmed,3,0.7676821108217592,0.006713118192064295,0.5948350694444443,0.00347222222222221
ordA_r4,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ladder:A:4,covid_political,3,0.7169867621527777,0.020979737737973625,0.6508246527777778,0.013091172857513584
ordA_r4,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ladder:A:4,election2020,3,0.629177517361111,0.03275665428714769,0.5795355902777778,0.02502984984647234
ordA_r4,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ladder:A:4,ukr_rus_suspended,3,0.5162217881944445,0.0044249020191197115,0.5124782986111112,0.0034192602553360955
ordA_r4,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ladder:A:4,twibot20,3,0.6911168981481483,0.005676060216155261,0.6080729166666667,0.004256737249551439
ordA_r4,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ladder:A:4,facebook_page_category_top30,3,0.7263521274844349,0.003722264985409534,0.17452980324074072,0.0032083823411460585
ordA_r4,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ladder:A:4,facebook_admin_country_top30,3,0.7510252139374467,0.004454428821213603,0.21021412037037038,0.003050286988024888
ordA_r4,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ladder:A:4,facebook_verified,3,0.5502206307870371,0.0056772916882831675,0.5301649305555555,0.004972412863450355
ordA_r4,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ladder:A:4,cora,3,0.8919527030285493,0.0068335908688017975,0.6539248511904762,0.013779954745128055
ordA_r4,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ladder:A:4,pubmed,3,0.7680121527777778,0.0036866117075655624,0.5974392361111112,0.00673792304525177
ordB_r4,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",ladder:B:4,covid_political,3,0.7859519675925926,0.017433636671516418,0.7010633680555555,0.017164344474158495
ordB_r4,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",ladder:B:4,election2020,3,0.7747395833333334,0.04333803222046028,0.7000868055555557,0.03627233136510346
ordB_r4,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",ladder:B:4,ukr_rus_suspended,3,0.5239076967592592,0.0009018704889895756,0.5148654513888888,0.004185612309458763
ordB_r4,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",ladder:B:4,twibot20,3,0.6944715711805557,0.00642462828318122,0.6226128472222222,0.0076917572041871815
ordB_r4,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",ladder:B:4,facebook_page_category_top30,3,0.7297625714233451,0.0021335030064563074,0.18001302083333334,0.0011105938873198118
ordB_r4,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",ladder:B:4,facebook_admin_country_top30,3,0.746842281622499,0.004644708493149363,0.2081307870370371,0.007114625292052462
ordB_r4,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",ladder:B:4,facebook_verified,3,0.5379593460648149,0.003612374196223669,0.5198567708333334,0.002255274489021976
ordB_r4,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",ladder:B:4,cora,3,0.8910041284308864,0.004847294298562666,0.6559709821428571,0.010320308604216212
ordB_r4,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",ladder:B:4,pubmed,3,0.8002507716049383,0.0016247529433780176,0.6329571759259259,0.001599634287289922
ordC_r4,4,"twibot20,midterm,covid19_twitter,covid_political",ladder:C:4,covid_political,3,0.7197627314814815,0.021233171472679745,0.6527777777777778,0.016612197029628215
ordC_r4,4,"twibot20,midterm,covid19_twitter,covid_political",ladder:C:4,election2020,3,0.6296296296296297,0.03162569495067198,0.5780164930555555,0.026924594064770276
ordC_r4,4,"twibot20,midterm,covid19_twitter,covid_political",ladder:C:4,ukr_rus_suspended,3,0.5202998408564815,0.0038424649062043536,0.5120442708333333,0.0038378340242680724
ordC_r4,4,"twibot20,midterm,covid19_twitter,covid_political",ladder:C:4,twibot20,3,0.6933412905092592,0.007289289325777805,0.6034071180555555,0.005371915709412515
ordC_r4,4,"twibot20,midterm,covid19_twitter,covid_political",ladder:C:4,facebook_page_category_top30,3,0.7268107564056514,0.003417474596263982,0.17541232638888885,0.0027657992322794047
ordC_r4,4,"twibot20,midterm,covid19_twitter,covid_political",ladder:C:4,facebook_admin_country_top30,3,0.7474236460328864,0.0056209821605454425,0.20652488425925927,0.002994975126895398
ordC_r4,4,"twibot20,midterm,covid19_twitter,covid_political",ladder:C:4,facebook_verified,3,0.5543710214120371,0.0009327548361908862,0.5367838541666666,0.007042092334890619
ordC_r4,4,"twibot20,midterm,covid19_twitter,covid_political",ladder:C:4,cora,3,0.8899558738425926,0.0051905906964299295,0.6514756944444444,0.014365832395954445
ordC_r4,4,"twibot20,midterm,covid19_twitter,covid_political",ladder:C:4,pubmed,3,0.7656340422453703,0.012932139382160493,0.59375,0.012100348836328685
ordA_r5,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",ladder:A:5,covid_political,3,0.7160554108796298,0.018015938139376495,0.6509331597222222,0.014529805113474972
ordA_r5,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",ladder:A:5,election2020,3,0.6311306423611112,0.021283686247757196,0.5766059027777778,0.010584851040153786
ordA_r5,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",ladder:A:5,ukr_rus_suspended,3,0.5154803240740741,0.005268060576526276,0.5116102430555555,0.0026109395432977
ordA_r5,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",ladder:A:5,twibot20,3,0.6900679976851851,0.00985654103180315,0.6050347222222222,0.0041474641609410175
ordA_r5,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",ladder:A:5,facebook_page_category_top30,3,0.7283602023134844,0.0026296015913327493,0.17625144675925922,0.000889845157099635
