model_id,seed,checkpoint_update,n_sources,sources,aliases,target,classes,labeled_nodes,episode_fingerprint,roc_auc_mean,roc_auc_std,accuracy_mean,accuracy_std
ss_covid19_twitter,40,500,1,covid19_twitter,specialist:covid19_twitter,election2020,2,78932,7d1a1602c76fd6e40196190da4abc390c70e8bb570ac5531e7f97921a712563d,0.64453125,0.13477545488885473,0.5911458333333333,0.12315457535682986
ss_covid19_twitter,40,500,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_suspended,2,56438,19b9aa6c56890d8c9d263c2df35eb4df08220a1d37bdf3b5e9504a9ea5a13a77,0.5199381510416666,0.12035724409066204,0.51171875,0.08365056089819528
ss_covid19_twitter,40,500,1,covid19_twitter,specialist:covid19_twitter,twibot20,2,11826,bc0781c86ffc58325b09def4f0d97b20aea574fb2ebf26ce208fc3dec982d17a,0.688720703125,0.12072844379598066,0.5895182291666667,0.11068389810345786
ss_covid19_twitter,40,500,1,covid19_twitter,specialist:covid19_twitter,facebook_page_category_top30,30,107613,91f8db404ad7e12ff81855bb655f207e71bb4fbe44843382dfacaf453aa79972,0.7272464055515645,0.012527994026645596,0.17287326388888885,0.01904981489492389
ss_covid19_twitter,40,500,1,covid19_twitter,specialist:covid19_twitter,facebook_admin_country_top30,30,108200,236ea2a921973c62a81291ab9530bdf3f0387d557c687fe066f027009ededc0a,0.7572626379410121,0.014644669504495361,0.21514756944444446,0.02513659431096425
ss_covid19_twitter,40,500,1,covid19_twitter,specialist:covid19_twitter,facebook_verified,2,150000,c05d74c7e846fa494470b952777ca592d1bc0848834db62ebb683e4788ba1468,0.5490993923611112,0.1292863312995216,0.5244140625,0.10607211883367292
ss_covid19_twitter,40,500,1,covid19_twitter,specialist:covid19_twitter,cora,7,2708,6a5978a16a6f645fba85eda93a4f752cad8b31ac37675eb96b205edfdb2110ea,0.8955885468336641,0.01908539955375222,0.6673177083333333,0.045810924253408034
ss_covid19_twitter,40,500,1,covid19_twitter,specialist:covid19_twitter,pubmed,3,19717,0fe1a91129de7c478bbb72f1d57f4e4d7baddf824edc783496ff5a1c96abd413,0.7701777705439815,0.0670232626105416,0.6043836805555556,0.0877542753560934
ss_covid19_twitter,41,500,1,covid19_twitter,specialist:covid19_twitter,covid_political,2,78672,54248881fa59ff989afaca729296290e733f342abb0f762cf14485a83b9c8f6c,0.7339952256944444,0.11833204009564947,0.6604817708333334,0.11252124371092458
ss_covid19_twitter,41,500,1,covid19_twitter,specialist:covid19_twitter,election2020,2,78932,7d1a1602c76fd6e40196190da4abc390c70e8bb570ac5531e7f97921a712563d,0.6508246527777778,0.13294915369617152,0.5944010416666666,0.12043097266280459
ss_covid19_twitter,41,500,1,covid19_twitter,specialist:covid19_twitter,ukr_rus_suspended,2,56438,19b9aa6c56890d8c9d263c2df35eb4df08220a1d37bdf3b5e9504a9ea5a13a77,0.5202094184027778,0.12237932319147479,0.509765625,0.08535673029984404
ss_covid19_twitter,41,500,1,covid19_twitter,specialist:covid19_twitter,twibot20,2,11826,bc0781c86ffc58325b09def4f0d97b20aea574fb2ebf26ce208fc3dec982d17a,0.6852484809027777,0.1252977990642009,0.5843098958333334,0.10898813361843737
ss_covid19_twitter,41,500,1,covid19_twitter,specialist:covid19_twitter,facebook_page_category_top30,30,107613,91f8db404ad7e12ff81855bb655f207e71bb4fbe44843382dfacaf453aa79972,0.728269894187021,0.01487651664734143,0.17923177083333333,0.01851111093961863
ss_covid19_twitter,41,500,1,covid19_twitter,specialist:covid19_twitter,facebook_admin_country_top30,30,108200,236ea2a921973c62a81291ab9530bdf3f0387d557c687fe066f027009ededc0a,0.7524966263070723,0.014889226052062825,0.2141276041666667,0.024651324076395986
ss_covid19_twitter,41,500,1,covid19_twitter,specialist:covid19_twitter,facebook_verified,2,150000,c05d74c7e846fa494470b952777ca592d1bc0848834db62ebb683e4788ba1468,0.5409884982638888,0.11944579444024091,0.5234375,0.09276513160285409
ss_covid19_twitter,41,500,1,covid19_twitter,specialist:covid19_twitter,cora,7,2708,6a5978a16a6f645fba85eda93a4f752cad8b31ac37675eb96b205edfdb2110ea,0.8829507171792328,0.022397180567663703,0.6382998511904762,0.050774728353967395
ss_covid19_twitter,41,500,1,covid19_twitter,specialist:covid19_twitter,pubmed,3,19717,0fe1a91129de7c478bbb72f1d57f4e4d7baddf824edc783496ff5a1c96abd413,0.7823802806712963,0.06037009942017494,0.6104600694444444,0.09382515578949967
ss_covid_political,39,500,1,covid_political,specialist:covid_political,covid_political,2,78672,54248881fa59ff989afaca729296290e733f342abb0f762cf14485a83b9c8f6c,0.7527669270833334,0.12188491095436284,0.6751302083333333,0.11412196844690323
ss_covid_political,39,500,1,covid_political,specialist:covid_political,election2020,2,78932,7d1a1602c76fd6e40196190da4abc390c70e8bb570ac5531e7f97921a712563d,0.6803385416666667,0.12963758330674746,0.607421875,0.11768971382012902
ss_covid_political,39,500,1,covid_political,specialist:covid_political,ukr_rus_suspended,2,56438,19b9aa6c56890d8c9d263c2df35eb4df08220a1d37bdf3b5e9504a9ea5a13a77,0.5181206597222222,0.11547664509892026,0.5065104166666667,0.08502828449686281
ss_covid_political,39,500,1,covid_political,specialist:covid_political,twibot20,2,11826,bc0781c86ffc58325b09def4f0d97b20aea574fb2ebf26ce208fc3dec982d17a,0.6904025607638888,0.12386843937857994,0.5927734375,0.11647608681158203
ss_covid_political,39,500,1,covid_political,specialist:covid_political,facebook_page_category_top30,30,107613,91f8db404ad7e12ff81855bb655f207e71bb4fbe44843382dfacaf453aa79972,0.7179519438956737,0.013786160714461253,0.16981336805555555,0.019497088757784328
ss_covid_political,39,500,1,covid_political,specialist:covid_political,facebook_admin_country_top30,30,108200,236ea2a921973c62a81291ab9530bdf3f0387d557c687fe066f027009ededc0a,0.7457921443466635,0.016148310190348802,0.20757378472222224,0.023208417775702646
ss_covid_political,39,500,1,covid_political,specialist:covid_political,facebook_verified,2,150000,c05d74c7e846fa494470b952777ca592d1bc0848834db62ebb683e4788ba1468,0.5357530381944444,0.12971416460548857,0.5179036458333333,0.10282051356295782
ss_covid_political,39,500,1,covid_political,specialist:covid_political,cora,7,2708,6a5978a16a6f645fba85eda93a4f752cad8b31ac37675eb96b205edfdb2110ea,0.8870507295800265,0.023336129607572594,0.6414620535714286,0.04901909551692821
ss_covid_political,39,500,1,covid_political,specialist:covid_political,pubmed,3,19717,0fe1a91129de7c478bbb72f1d57f4e4d7baddf824edc783496ff5a1c96abd413,0.7794551142939814,0.06858088643157903,0.615234375,0.08474954694322413
ss_covid_political,40,500,1,covid_political,specialist:covid_political,covid_political,2,78672,54248881fa59ff989afaca729296290e733f342abb0f762cf14485a83b9c8f6c,0.7560763888888888,0.12405776401767457,0.6793619791666667,0.11414582948602603
ss_covid_political,40,500,1,covid_political,specialist:covid_political,election2020,2,78932,7d1a1602c76fd6e40196190da4abc390c70e8bb570ac5531e7f97921a712563d,0.6748860677083333,0.13225336750233338,0.6064453125,0.12260485203136888
ss_covid_political,40,500,1,covid_political,specialist:covid_political,ukr_rus_suspended,2,56438,19b9aa6c56890d8c9d263c2df35eb4df08220a1d37bdf3b5e9504a9ea5a13a77,0.523220486111111,0.11938990233435175,0.5094401041666667,0.09371296931968234
ss_covid_political,40,500,1,covid_political,specialist:covid_political,twibot20,2,11826,bc0781c86ffc58325b09def4f0d97b20aea574fb2ebf26ce208fc3dec982d17a,0.6971571180555556,0.11327633308541923,0.6025390625,0.1095433064815678
ss_covid_political,40,500,1,covid_political,specialist:covid_political,facebook_page_category_top30,30,107613,91f8db404ad7e12ff81855bb655f207e71bb4fbe44843382dfacaf453aa79972,0.7255234212863186,0.012323095059142364,0.17497829861111108,0.018238427479340694
ss_covid_political,40,500,1,covid_political,specialist:covid_political,facebook_admin_country_top30,30,108200,236ea2a921973c62a81291ab9530bdf3f0387d557c687fe066f027009ededc0a,0.7486396409542624,0.014832748280989802,0.20774739583333335,0.02408693352113526
ss_covid_political,40,500,1,covid_political,specialist:covid_political,facebook_verified,2,150000,c05d74c7e846fa494470b952777ca592d1bc0848834db62ebb683e4788ba1468,0.5468207465277779,0.12626416171975963,0.5305989583333334,0.11048543456039805
ss_covid_political,40,500,1,covid_political,specialist:covid_political,cora,7,2708,6a5978a16a6f645fba85eda93a4f752cad8b31ac37675eb96b205edfdb2110ea,0.8908510561342593,0.019690191238588017,0.6604352678571429,0.04813103195872999
ss_covid_political,40,500,1,covid_political,specialist:covid_political,pubmed,3,19717,0fe1a91129de7c478bbb72f1d57f4e4d7baddf824edc783496ff5a1c96abd413,0.7796676070601852,0.06439781425416852,0.6076388888888888,0.08438387107774517
ss_covid_political,41,500,1,covid_political,specialist:covid_political,covid_political,2,78672,54248881fa59ff989afaca729296290e733f342abb0f762cf14485a83b9c8f6c,0.7334526909722222,0.12271014655105462,0.66015625,0.11328979353172196
ss_covid_political,41,500,1,covid_political,specialist:covid_political,election2020,2,78932,7d1a1602c76fd6e40196190da4abc390c70e8bb570ac5531e7f97921a712563d,0.636935763888889,0.12997691961430852,0.5774739583333334,0.1113788519438215
ss_covid_political,41,500,1,covid_political,specialist:covid_political,ukr_rus_suspended,2,56438,19b9aa6c56890d8c9d263c2df35eb4df08220a1d37bdf3b5e9504a9ea5a13a77,0.5203179253472222,0.12359631099817171,0.5104166666666666,0.0919138875777692
ss_covid_political,41,500,1,covid_political,specialist:covid_political,twibot20,2,11826,bc0781c86ffc58325b09def4f0d97b20aea574fb2ebf26ce208fc3dec982d17a,0.6892632378472222,0.12438408158477163,0.6012369791666666,0.11307795956102255
ss_covid_political,41,500,1,covid_political,specialist:covid_political,facebook_page_category_top30,30,107613,91f8db404ad7e12ff81855bb655f207e71bb4fbe44843382dfacaf453aa79972,0.7274833435604247,0.014160296871357678,0.17424045138888888,0.019158676373936555
ss_covid_political,41,500,1,covid_political,specialist:covid_political,facebook_admin_country_top30,30,108200,236ea2a921973c62a81291ab9530bdf3f0387d557c687fe066f027009ededc0a,0.7467503417345147,0.014854098986480596,0.20789930555555558,0.024553556042232326
ss_covid_political,41,500,1,covid_political,specialist:covid_political,facebook_verified,2,150000,c05d74c7e846fa494470b952777ca592d1bc0848834db62ebb683e4788ba1468,0.5509168836805556,0.11864453887614816,0.5305989583333334,0.09257843719261587
ss_covid_political,41,500,1,covid_political,specialist:covid_political,cora,7,2708,6a5978a16a6f645fba85eda93a4f752cad8b31ac37675eb96b205edfdb2110ea,0.8973072193287037,0.019933845843911537,0.6646205357142857,0.05303199592275456
ss_covid_political,41,500,1,covid_political,specialist:covid_political,pubmed,3,19717,0fe1a91129de7c478bbb72f1d57f4e4d7baddf824edc783496ff5a1c96abd413,0.7811505353009259,0.058314500786459895,0.61328125,0.08449966645088072
ss_cp_hk_twitter,39,500,1,cp_hk_twitter,specialist:cp_hk_twitter,covid_political,2,78672,54248881fa59ff989afaca729296290e733f342abb0f762cf14485a83b9c8f6c,0.7437065972222222,0.12590031772702914,0.673828125,0.10844045972787557
ss_cp_hk_twitter,39,500,1,cp_hk_twitter,specialist:cp_hk_twitter,election2020,2,78932,7d1a1602c76fd6e40196190da4abc390c70e8bb570ac5531e7f97921a712563d,0.6947157118055556,0.13180018805140095,0.630859375,0.1255711334372361
ss_cp_hk_twitter,39,500,1,cp_hk_twitter,specialist:cp_hk_twitter,ukr_rus_suspended,2,56438,19b9aa6c56890d8c9d263c2df35eb4df08220a1d37bdf3b5e9504a9ea5a13a77,0.5143500434027778,0.11982613120637453,0.5130208333333333,0.08507851090829402
ss_cp_hk_twitter,39,500,1,cp_hk_twitter,specialist:cp_hk_twitter,twibot20,2,11826,bc0781c86ffc58325b09def4f0d97b20aea574fb2ebf26ce208fc3dec982d17a,0.695285373263889,0.11998714594863626,0.6155598958333334,0.10460404811922289
ss_cp_hk_twitter,39,500,1,cp_hk_twitter,specialist:cp_hk_twitter,facebook_page_category_top30,30,107613,91f8db404ad7e12ff81855bb655f207e71bb4fbe44843382dfacaf453aa79972,0.7249010341834291,0.013350595907940127,0.17660590277777777,0.02000841107947712
ss_cp_hk_twitter,39,500,1,cp_hk_twitter,specialist:cp_hk_twitter,facebook_admin_country_top30,30,108200,236ea2a921973c62a81291ab9530bdf3f0387d557c687fe066f027009ededc0a,0.74911679088841,0.016300242868643736,0.21030815972222225,0.022991265135843673
ss_cp_hk_twitter,39,500,1,cp_hk_twitter,specialist:cp_hk_twitter,facebook_verified,2,150000,c05d74c7e846fa494470b952777ca592d1bc0848834db62ebb683e4788ba1468,0.5458713107638888,0.12832224488759464,0.5319010416666666,0.10810904186648583
ss_cp_hk_twitter,39,500,1,cp_hk_twitter,specialist:cp_hk_twitter,cora,7,2708,6a5978a16a6f645fba85eda93a4f752cad8b31ac37675eb96b205edfdb2110ea,0.8918308480076058,0.021916225215473123,0.6489025297619047,0.048707931387119284
ss_cp_hk_twitter,39,500,1,cp_hk_twitter,specialist:cp_hk_twitter,pubmed,3,19717,0fe1a91129de7c478bbb72f1d57f4e4d7baddf824edc783496ff5a1c96abd413,0.7836778428819445,0.06539854114770426,0.6141493055555555,0.09138250814721376
ss_cp_hk_twitter,40,500,1,cp_hk_twitter,specialist:cp_hk_twitter,covid_political,2,78672,54248881fa59ff989afaca729296290e733f342abb0f762cf14485a83b9c8f6c,0.7405056423611112,0.12586844444761475,0.6731770833333334,0.11755351669330921
ss_cp_hk_twitter,40,500,1,cp_hk_twitter,specialist:cp_hk_twitter,election2020,2,78932,7d1a1602c76fd6e40196190da4abc390c70e8bb570ac5531e7f97921a712563d,0.6678059895833333,0.13863378075886665,0.6031901041666666,0.12796834748891686
ss_cp_hk_twitter,40,500,1,cp_hk_twitter,specialist:cp_hk_twitter,ukr_rus_suspended,2,56438,19b9aa6c56890d8c9d263c2df35eb4df08220a1d37bdf3b5e9504a9ea5a13a77,0.5223524305555556,0.12454101690597885,0.5120442708333334,0.0876743893596948
ss_cp_hk_twitter,40,500,1,cp_hk_twitter,specialist:cp_hk_twitter,twibot20,2,11826,bc0781c86ffc58325b09def4f0d97b20aea574fb2ebf26ce208fc3dec982d17a,0.699245876736111,0.11654956612730465,0.6110026041666667,0.10034353499372635
ss_cp_hk_twitter,40,500,1,cp_hk_twitter,specialist:cp_hk_twitter,facebook_page_category_top30,30,107613,91f8db404ad7e12ff81855bb655f207e71bb4fbe44843382dfacaf453aa79972,0.7315817568646232,0.012411131020563702,0.17721354166666664,0.018956697850228417
ss_cp_hk_twitter,40,500,1,cp_hk_twitter,specialist:cp_hk_twitter,facebook_admin_country_top30,30,108200,236ea2a921973c62a81291ab9530bdf3f0387d557c687fe066f027009ededc0a,0.7586461950231482,0.014547103531224292,0.21499565972222223,0.022877849873682684
ss_cp_hk_twitter,40,500,1,cp_hk_twitter,specialist:cp_hk_twitter,facebook_verified,2,150000,c05d74c7e846fa494470b952777ca592d1bc0848834db62ebb683e4788ba1468,0.556613498263889,0.1269940339757879,0.5348307291666665,0.10441601962831032
ss_cp_hk_twitter,40,500,1,cp_hk_twitter,specialist:cp_hk_twitter,cora,7,2708,6a5978a16a6f645fba85eda93a4f752cad8b31ac37675eb96b205edfdb2110ea,0.8946242559523809,0.018604379908207777,0.6620163690476191,0.04534390500602661
ss_cp_hk_twitter,40,500,1,cp_hk_twitter,specialist:cp_hk_twitter,pubmed,3,19717,0fe1a91129de7c478bbb72f1d57f4e4d7baddf824edc783496ff5a1c96abd413,0.7650643807870371,0.06839696395134269,0.5959201388888888,0.08906774540542126
ss_cp_hk_twitter,41,500,1,cp_hk_twitter,specialist:cp_hk_twitter,covid_political,2,78672,54248881fa59ff989afaca729296290e733f342abb0f762cf14485a83b9c8f6c,0.713134765625,0.12526258713016308,0.6500651041666667,0.11303639546270777
ss_cp_hk_twitter,41,500,1,cp_hk_twitter,specialist:cp_hk_twitter,election2020,2,78932,7d1a1602c76fd6e40196190da4abc390c70e8bb570ac5531e7f97921a712563d,0.6256781684027777,0.14081401649088532,0.5696614583333333,0.12418912132479368
ss_cp_hk_twitter,41,500,1,cp_hk_twitter,specialist:cp_hk_twitter,ukr_rus_suspended,2,56438,19b9aa6c56890d8c9d263c2df35eb4df08220a1d37bdf3b5e9504a9ea5a13a77,0.5206705729166666,0.12865339736184928,0.5162760416666667,0.0890792024176706
ss_cp_hk_twitter,41,500,1,cp_hk_twitter,specialist:cp_hk_twitter,twibot20,2,11826,bc0781c86ffc58325b09def4f0d97b20aea574fb2ebf26ce208fc3dec982d17a,0.6938205295138888,0.11986182645131137,0.607421875,0.1024109752256828
ss_cp_hk_twitter,41,500,1,cp_hk_twitter,specialist:cp_hk_twitter,facebook_page_category_top30,30,107613,91f8db404ad7e12ff81855bb655f207e71bb4fbe44843382dfacaf453aa79972,0.7283161031788794,0.014468154543052452,0.17515190972222222,0.01884402510662366
ss_cp_hk_twitter,41,500,1,cp_hk_twitter,specialist:cp_hk_twitter,facebook_admin_country_top30,30,108200,236ea2a921973c62a81291ab9530bdf3f0387d557c687fe066f027009ededc0a,0.7502078781030491,0.014967376608469465,0.20989583333333334,0.024551854805987865
ss_cp_hk_twitter,41,500,1,cp_hk_twitter,specialist:cp_hk_twitter,facebook_verified,2,150000,c05d74c7e846fa494470b952777ca592d1bc0848834db62ebb683e4788ba1468,0.5530870225694444,0.1263582342128767,0.52734375,0.10618935148275914
ss_cp_hk_twitter,41,500,1,cp_hk_twitter,specialist:cp_hk_twitter,cora,7,2708,6a5978a16a6f645fba85eda93a4f752cad8b31ac37675eb96b205edfdb2110ea,0.8843186797288358,0.020812706634925973,0.6402529761904762,0.05063864235853961
ss_cp_hk_twitter,41,500,1,cp_hk_twitter,specialist:cp_hk_twitter,pubmed,3,19717,0fe1a91129de7c478bbb72f1d57f4e4d7baddf824edc783496ff5a1c96abd413,0.7593270760995371,0.06772854818361633,0.5915798611111112,0.09478474119760089
ss_election2020,39,500,1,election2020,specialist:election2020,covid_political,2,78672,54248881fa59ff989afaca729296290e733f342abb0f762cf14485a83b9c8f6c,0.762451171875,0.1197937685601082,0.6904296875,0.10374700157864561
ss_election2020,39,500,1,election2020,specialist:election2020,election2020,2,78932,7d1a1602c76fd6e40196190da4abc390c70e8bb570ac5531e7f97921a712563d,0.7307942708333333,0.12435884823373972,0.6656901041666666,0.12532381981815083
ss_election2020,39,500,1,election2020,specialist:election2020,ukr_rus_suspended,2,56438,19b9aa6c56890d8c9d263c2df35eb4df08220a1d37bdf3b5e9504a9ea5a13a77,0.5185546875,0.11631174196889738,0.5100911458333334,0.07644533514099118
ss_election2020,39,500,1,election2020,specialist:election2020,twibot20,2,11826,bc0781c86ffc58325b09def4f0d97b20aea574fb2ebf26ce208fc3dec982d17a,0.6519368489583333,0.1299900628214624,0.5696614583333334,0.10931932872645211
ss_election2020,39,500,1,election2020,specialist:election2020,facebook_page_category_top30,30,107613,91f8db404ad7e12ff81855bb655f207e71bb4fbe44843382dfacaf453aa79972,0.7222154873084291,0.013470001541295157,0.17387152777777778,0.02005641618954957
ss_election2020,39,500,1,election2020,specialist:election2020,facebook_admin_country_top30,30,108200,236ea2a921973c62a81291ab9530bdf3f0387d557c687fe066f027009ededc0a,0.7483356344288794,0.016136280269840455,0.2090711805555556,0.023202577995121883
ss_election2020,39,500,1,election2020,specialist:election2020,facebook_verified,2,150000,c05d74c7e846fa494470b952777ca592d1bc0848834db62ebb683e4788ba1468,0.5288357204861112,0.1284286613873813,0.5201822916666666,0.10299330949717608
ss_election2020,39,500,1,election2020,specialist:election2020,cora,7,2708,6a5978a16a6f645fba85eda93a4f752cad8b31ac37675eb96b205edfdb2110ea,0.8860018291170635,0.02256973322426242,0.6402529761904762,0.044741953507062227
ss_election2020,39,500,1,election2020,specialist:election2020,pubmed,3,19717,0fe1a91129de7c478bbb72f1d57f4e4d7baddf824edc783496ff5a1c96abd413,0.7915265118634259,0.06306161351745815,0.6263020833333333,0.08321363341039834
ss_election2020,40,500,1,election2020,specialist:election2020,covid_political,2,78672,54248881fa59ff989afaca729296290e733f342abb0f762cf14485a83b9c8f6c,0.720431857638889,0.12908075444924597,0.6516927083333334,0.1127208601695648
ss_election2020,40,500,1,election2020,specialist:election2020,election2020,2,78932,7d1a1602c76fd6e40196190da4abc390c70e8bb570ac5531e7f97921a712563d,0.63134765625,0.1398751816979871,0.5764973958333334,0.12590196714109678
ss_election2020,40,500,1,election2020,specialist:election2020,ukr_rus_suspended,2,56438,19b9aa6c56890d8c9d263c2df35eb4df08220a1d37bdf3b5e9504a9ea5a13a77,0.5167914496527778,0.11880805391257454,0.5149739583333335,0.0841063840081559
ss_election2020,40,500,1,election2020,specialist:election2020,twibot20,2,11826,bc0781c86ffc58325b09def4f0d97b20aea574fb2ebf26ce208fc3dec982d17a,0.6918131510416666,0.1244052589788228,0.60546875,0.1036486463268543
ss_election2020,40,500,1,election2020,specialist:election2020,facebook_page_category_top30,30,107613,91f8db404ad7e12ff81855bb655f207e71bb4fbe44843382dfacaf453aa79972,0.7281075079322319,0.012785314472317491,0.17198350694444442,0.017805326914692648
ss_election2020,40,500,1,election2020,specialist:election2020,facebook_admin_country_top30,30,108200,236ea2a921973c62a81291ab9530bdf3f0387d557c687fe066f027009ededc0a,0.7493889312939017,0.014683384895560113,0.20477430555555556,0.024218457241086393
ss_election2020,40,500,1,election2020,specialist:election2020,facebook_verified,2,150000,c05d74c7e846fa494470b952777ca592d1bc0848834db62ebb683e4788ba1468,0.546847873263889,0.1282418367217918,0.53125,0.10522753748743383
ss_election2020,40,500,1,election2020,specialist:election2020,cora,7,2708,6a5978a16a6f645fba85eda93a4f752cad8b31ac37675eb96b205edfdb2110ea,0.8858028997189153,0.0199693913001085,0.6489025297619048,0.047735985349604534
ss_election2020,40,500,1,election2020,specialist:election2020,pubmed,3,19717,0fe1a91129de7c478bbb72f1d57f4e4d7baddf824edc783496ff5a1c96abd413,0.7671983506944444,0.0661537591828464,0.595920138888889,0.08755418651586981
ss_election2020,41,500,1,election2020,specialist:election2020,covid_political,2,78672,54248881fa59ff989afaca729296290e733f342abb0f762cf14485a83b9c8f6c,0.7254231770833333,0.12052384146096615,0.6578776041666667,0.10813027908387741
ss_election2020,41,500,1,election2020,specialist:election2020,election2020,2,78932,7d1a1602c76fd6e40196190da4abc390c70e8bb570ac5531e7f97921a712563d,0.6092122395833333,0.136536049837754,0.5511067708333333,0.10693050484861963
ss_election2020,41,500,1,election2020,specialist:election2020,ukr_rus_suspended,2,56438,19b9aa6c56890d8c9d263c2df35eb4df08220a1d37bdf3b5e9504a9ea5a13a77,0.5116644965277778,0.12712864923157913,0.5048828125,0.08376219922479466
ss_election2020,41,500,1,election2020,specialist:election2020,twibot20,2,11826,bc0781c86ffc58325b09def4f0d97b20aea574fb2ebf26ce208fc3dec982d17a,0.6874186197916667,0.12454918405534757,0.5830078125,0.11485470653405952
ss_election2020,41,500,1,election2020,specialist:election2020,facebook_page_category_top30,30,107613,91f8db404ad7e12ff81855bb655f207e71bb4fbe44843382dfacaf453aa79972,0.7300355640864464,0.015342982174380767,0.1775390625,0.018632358641291702
ss_election2020,41,500,1,election2020,specialist:election2020,facebook_admin_country_top30,30,108200,236ea2a921973c62a81291ab9530bdf3f0387d557c687fe066f027009ededc0a,0.7502558331836686,0.014918379980686973,0.21052517361111114,0.022438937652644025
ss_election2020,41,500,1,election2020,specialist:election2020,facebook_verified,2,150000,c05d74c7e846fa494470b952777ca592d1bc0848834db62ebb683e4788ba1468,0.5367567274305556,0.13261511594528383,0.517578125,0.09464116033208081
ss_election2020,41,500,1,election2020,specialist:election2020,cora,7,2708,6a5978a16a6f645fba85eda93a4f752cad8b31ac37675eb96b205edfdb2110ea,0.8875913266782408,0.021653228077922183,0.6453683035714286,0.0495181025108524
ss_election2020,41,500,1,election2020,specialist:election2020,pubmed,3,19717,0fe1a91129de7c478bbb72f1d57f4e4d7baddf824edc783496ff5a1c96abd413,0.7883391203703705,0.05851416286553372,0.6130642361111112,0.08026455068400556
ss_facebook_page_reference,39,500,1,facebook_page_reference,specialist:facebook_page_reference,covid_political,2,78672,54248881fa59ff989afaca729296290e733f342abb0f762cf14485a83b9c8f6c,0.824924045138889,0.09911240746867221,0.7555338541666667,0.10076412639714835
ss_facebook_page_reference,39,500,1,facebook_page_reference,specialist:facebook_page_reference,election2020,2,78932,7d1a1602c76fd6e40196190da4abc390c70e8bb570ac5531e7f97921a712563d,0.828097873263889,0.11217485194518606,0.7392578125,0.1291678407522205
ss_facebook_page_reference,39,500,1,facebook_page_reference,specialist:facebook_page_reference,ukr_rus_suspended,2,56438,19b9aa6c56890d8c9d263c2df35eb4df08220a1d37bdf3b5e9504a9ea5a13a77,0.5302734375,0.11558182418115238,0.5179036458333333,0.08538862988909747
ss_facebook_page_reference,39,500,1,facebook_page_reference,specialist:facebook_page_reference,twibot20,2,11826,bc0781c86ffc58325b09def4f0d97b20aea574fb2ebf26ce208fc3dec982d17a,0.6628689236111112,0.12859182668532262,0.583984375,0.11703452212482063
