model,dataset,shots,target,task,split,run,roc_auc,accuracy,f1
fixed10k__nm_ladder_fx10k_h2m_ordC_r5,ukr_rus_suspended,10,,classification,test,eval_fixed10k__nm_ladder_fx10k_h2m_ordC_r5_to_ukr_rus_suspended_pl_10shot_03_08_2026_11_26_55,0.490676,0.484,0.48502994011976047
fixed10k__nm_ladder_fx10k_h2m_ordC_r6,ukr_rus_suspended,10,,classification,test,eval_fixed10k__nm_ladder_fx10k_h2m_ordC_r6_to_ukr_rus_suspended_pl_10shot_03_08_2026_11_27_18,0.511248,0.517,0.5165165165165165
fixed10k__nm_ladder_fx10k_h2m_ordC_r7,ukr_rus_suspended,10,,classification,test,eval_fixed10k__nm_ladder_fx10k_h2m_ordC_r7_to_ukr_rus_suspended_pl_10shot_03_08_2026_11_27_43,0.49515,0.495,0.44808743169398907
matched40k__nm_ladder_h2m_ordA_r1,twibot20,10,,classification,test,eval_matched40k__nm_ladder_h2m_ordA_r1_to_twibot20_pl_10shot_03_08_2026_11_27_43,0.622469125,0.591,0.5767506036564333
matched40k__nm_ladder_h2m_ordA_r2,twibot20,10,,classification,test,eval_matched40k__nm_ladder_h2m_ordA_r2_to_twibot20_pl_10shot_03_08_2026_11_28_00,0.5967944444444445,0.5694166666666667,0.5645174884112937
matched40k__nm_ladder_h2m_ordA_r3,twibot20,10,,classification,test,eval_matched40k__nm_ladder_h2m_ordA_r3_to_twibot20_pl_10shot_03_08_2026_11_28_14,0.5907462916666667,0.5634166666666667,0.5431237464027209
matched40k__nm_ladder_h2m_ordA_r4,twibot20,10,,classification,test,eval_matched40k__nm_ladder_h2m_ordA_r4_to_twibot20_pl_10shot_03_08_2026_11_28_31,0.6206157361111111,0.5905,0.586293988887018
matched40k__nm_ladder_h2m_ordA_r5,twibot20,10,,classification,test,eval_matched40k__nm_ladder_h2m_ordA_r5_to_twibot20_pl_10shot_03_08_2026_11_28_39,0.5952293611111111,0.57025,0.5547016665227528
matched40k__nm_ladder_h2m_ordA_r6,twibot20,10,,classification,test,eval_matched40k__nm_ladder_h2m_ordA_r6_to_twibot20_pl_10shot_03_08_2026_11_29_02,0.6031777777777778,0.5786666666666667,0.5868605981369505
matched40k__nm_ladder_h2m_ordA_r7,twibot20,10,,classification,test,eval_matched40k__nm_ladder_h2m_ordA_r7_to_twibot20_pl_10shot_03_08_2026_11_29_02,0.6257938333333334,0.5901666666666666,0.5999023755287992
matched40k__nm_ladder_h2m_ordA_r8,twibot20,10,,classification,test,eval_matched40k__nm_ladder_h2m_ordA_r8_to_twibot20_pl_10shot_03_08_2026_11_29_22,0.5938041111111111,0.5726666666666667,0.5654973733265548
sequential__nm_ladder_seq_h2m_r1,twibot20,10,,classification,test,eval_sequential__nm_ladder_seq_h2m_r1_to_twibot20_pl_10shot_03_08_2026_11_29_37,0.5986619166666667,0.5736666666666667,0.5509129213483146
sequential__nm_ladder_seq_h2m_r2,twibot20,10,,classification,test,eval_sequential__nm_ladder_seq_h2m_r2_to_twibot20_pl_10shot_03_08_2026_11_29_42,0.5966745555555556,0.5674166666666667,0.5563627040423895
sequential__nm_ladder_seq_h2m_r3,twibot20,10,,classification,test,eval_sequential__nm_ladder_seq_h2m_r3_to_twibot20_pl_10shot_03_08_2026_11_30_16,0.5561518333333333,0.5400833333333334,0.5526465104968793
sequential__nm_ladder_seq_h2m_r4,twibot20,10,,classification,test,eval_sequential__nm_ladder_seq_h2m_r4_to_twibot20_pl_10shot_03_08_2026_11_30_16,0.5185205833333333,0.5178333333333334,0.4859630419331912
sequential__nm_ladder_seq_h2m_r5,twibot20,10,,classification,test,eval_sequential__nm_ladder_seq_h2m_r5_to_twibot20_pl_10shot_03_08_2026_11_30_36,0.5759424305555556,0.55125,0.591085124155213
sequential__nm_ladder_seq_h2m_r6,twibot20,10,,classification,test,eval_sequential__nm_ladder_seq_h2m_r6_to_twibot20_pl_10shot_03_08_2026_11_30_55,0.5603200138888889,0.5399166666666667,0.5852302606866502
sequential__nm_ladder_seq_h2m_r7,twibot20,10,,classification,test,eval_sequential__nm_ladder_seq_h2m_r7_to_twibot20_pl_10shot_03_08_2026_11_30_55,0.6152162083333335,0.5864166666666667,0.5901395656123545
sequential__nm_ladder_seq_h2m_r8,twibot20,10,,classification,test,eval_sequential__nm_ladder_seq_h2m_r8_to_twibot20_pl_10shot_03_08_2026_11_31_14,0.6425092083333332,0.6013333333333334,0.6120032441200325
split__nm_ladder_tts_h2m_r1,twibot20,10,,classification,test,eval_split__nm_ladder_tts_h2m_r1_to_twibot20_pl_10shot_03_08_2026_11_31_15,0.6117374305555555,0.5785833333333333,0.5680362176475613
split__nm_ladder_tts_h2m_r2,twibot20,10,,classification,test,eval_split__nm_ladder_tts_h2m_r2_to_twibot20_pl_10shot_03_08_2026_11_31_34,0.5810244027777778,0.56,0.5487179487179488
split__nm_ladder_tts_h2m_r3,twibot20,10,,classification,test,eval_split__nm_ladder_tts_h2m_r3_to_twibot20_pl_10shot_03_08_2026_11_31_34,0.5898943055555556,0.566,0.5612468407750631
split__nm_ladder_tts_h2m_r4,twibot20,10,,classification,test,eval_split__nm_ladder_tts_h2m_r4_to_twibot20_pl_10shot_03_08_2026_11_31_53,0.5930264444444444,0.5669166666666666,0.5506268914829227
split__nm_ladder_tts_h2m_r5,twibot20,10,,classification,test,eval_split__nm_ladder_tts_h2m_r5_to_twibot20_pl_10shot_03_08_2026_11_31_53,0.585168125,0.5595,0.5418616744669786
split__nm_ladder_tts_h2m_r6,twibot20,10,,classification,test,eval_split__nm_ladder_tts_h2m_r6_to_twibot20_pl_10shot_03_08_2026_11_32_39,0.6030469583333333,0.5779166666666666,0.568605740567243
split__nm_ladder_tts_h2m_r7,twibot20,10,,classification,test,eval_split__nm_ladder_tts_h2m_r7_to_twibot20_pl_10shot_03_08_2026_11_32_40,0.5957650555555556,0.5739166666666666,0.5826463145865644
fixed10k__nm_ladder_fx10k_h2m_ordA_r1,twibot20,10,,classification,test,eval_fixed10k__nm_ladder_fx10k_h2m_ordA_r1_to_twibot20_pl_10shot_03_08_2026_11_33_31,0.5996371666666667,0.5730833333333333,0.5608982600497129
split__nm_ladder_tts_h2m_r8,twibot20,10,,classification,test,eval_split__nm_ladder_tts_h2m_r8_to_twibot20_pl_10shot_03_08_2026_11_33_31,0.5926391944444445,0.5701666666666667,0.5691613765452723
fixed10k__nm_ladder_fx10k_h2m_ordA_r2,twibot20,10,,classification,test,eval_fixed10k__nm_ladder_fx10k_h2m_ordA_r2_to_twibot20_pl_10shot_03_08_2026_11_33_50,0.6280235277777778,0.5953333333333334,0.6020324536961154
fixed10k__nm_ladder_fx10k_h2m_ordA_r3,twibot20,10,,classification,test,eval_fixed10k__nm_ladder_fx10k_h2m_ordA_r3_to_twibot20_pl_10shot_03_08_2026_11_33_51,0.6323104444444445,0.59575,0.5982608695652174
fixed10k__nm_ladder_fx10k_h2m_ordA_r4,twibot20,10,,classification,test,eval_fixed10k__nm_ladder_fx10k_h2m_ordA_r4_to_twibot20_pl_10shot_03_08_2026_11_35_02,0.6012166805555555,0.5743333333333334,0.5818598559266536
fixed10k__nm_ladder_fx10k_h2m_ordA_r5,twibot20,10,,classification,test,eval_fixed10k__nm_ladder_fx10k_h2m_ordA_r5_to_twibot20_pl_10shot_03_08_2026_11_35_02,0.5954733055555556,0.5670833333333334,0.5532719924327113
fixed10k__nm_ladder_fx10k_h2m_ordA_r6,twibot20,10,,classification,test,eval_fixed10k__nm_ladder_fx10k_h2m_ordA_r6_to_twibot20_pl_10shot_03_08_2026_11_35_21,0.5889944166666666,0.5654166666666667,0.5635618043350908
fixed10k__nm_ladder_fx10k_h2m_ordA_r7,twibot20,10,,classification,test,eval_fixed10k__nm_ladder_fx10k_h2m_ordA_r7_to_twibot20_pl_10shot_03_08_2026_11_35_22,0.619304875,0.5871666666666666,0.595855767661935
fixed10k__nm_ladder_fx10k_h2m_ordA_r8,twibot20,10,,classification,test,eval_fixed10k__nm_ladder_fx10k_h2m_ordA_r8_to_twibot20_pl_10shot_03_08_2026_11_35_39,0.567819625,0.5485,0.5393640537323584
fixed10k__nm_ladder_fx10k_h2m_ordC_r1,twibot20,10,,classification,test,eval_fixed10k__nm_ladder_fx10k_h2m_ordC_r1_to_twibot20_pl_10shot_03_08_2026_11_35_41,0.5619342222222222,0.5480833333333334,0.5293760305476004
fixed10k__nm_ladder_fx10k_h2m_ordC_r2,twibot20,10,,classification,test,eval_fixed10k__nm_ladder_fx10k_h2m_ordC_r2_to_twibot20_pl_10shot_03_08_2026_11_36_19,0.5299366666666667,0.52075,0.5184626978146194
fixed10k__nm_ladder_fx10k_h2m_ordC_r3,twibot20,10,,classification,test,eval_fixed10k__nm_ladder_fx10k_h2m_ordC_r3_to_twibot20_pl_10shot_03_08_2026_11_36_19,0.5871012777777778,0.56775,0.565541502638412
fixed10k__nm_ladder_fx10k_h2m_ordC_r4,twibot20,10,,classification,test,eval_fixed10k__nm_ladder_fx10k_h2m_ordC_r4_to_twibot20_pl_10shot_03_08_2026_11_36_38,0.5722259444444444,0.5568333333333333,0.5804670242978858
fixed10k__nm_ladder_fx10k_h2m_ordC_r5,twibot20,10,,classification,test,eval_fixed10k__nm_ladder_fx10k_h2m_ordC_r5_to_twibot20_pl_10shot_03_08_2026_11_37_07,0.5552485972222222,0.5409166666666667,0.5589624529661357
fixed10k__nm_ladder_fx10k_h2m_ordC_r6,twibot20,10,,classification,test,eval_fixed10k__nm_ladder_fx10k_h2m_ordC_r6_to_twibot20_pl_10shot_03_08_2026_11_37_29,0.5959828611111111,0.5695833333333333,0.576812781646866
fixed10k__nm_ladder_fx10k_h2m_ordC_r7,twibot20,10,,classification,test,eval_fixed10k__nm_ladder_fx10k_h2m_ordC_r7_to_twibot20_pl_10shot_03_08_2026_11_37_29,0.562452875,0.5448333333333333,0.5555736371033361
