model,artifact_order,rung,target_step,dataset,test_accuracy,test_f1,test_roc_auc,evidence_path
nm_ladder_fx10k_h2m_ordC_r5,C,5,50000,ukr_rus_suspended,0.493,0.4929676598359491,0.9541689655172415,log/eval_nm_ladder_fx10k_h2m_ordC_r5_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_04_52/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r5,C,5,50000,ukr_rus_twitter,0.28305,0.28298760088260866,0.8395650855683269,log/eval_nm_ladder_fx10k_h2m_ordC_r5_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_32_01/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r6,C,6,60000,covid19_twitter,0.5116166666666667,0.5115193186775269,0.9536197344029375,log/eval_nm_ladder_fx10k_h2m_ordC_r6_to_covid19_twitter_nm_3shot_30way_02_08_2026_13_45_59/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r6,C,6,60000,covid_political,0.25832222222222223,0.2583036869391733,0.9088609128192846,log/eval_nm_ladder_fx10k_h2m_ordC_r6_to_covid_political_nm_3shot_30way_02_08_2026_14_00_23/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r6,C,6,60000,cp_hk_twitter,0.2724,0.2723651218795624,0.8810501008620689,log/eval_nm_ladder_fx10k_h2m_ordC_r6_to_cp_hk_twitter_nm_3shot_30way_02_08_2026_14_14_51/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r6,C,6,60000,election2020,0.3008,0.3005868880547909,0.925857243678161,log/eval_nm_ladder_fx10k_h2m_ordC_r6_to_election2020_nm_3shot_30way_02_08_2026_14_03_34/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r6,C,6,60000,midterm,0.3557222222222222,0.3556458470199978,0.9096849896871008,log/eval_nm_ladder_fx10k_h2m_ordC_r6_to_midterm_nm_3shot_30way_02_08_2026_13_53_56/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r6,C,6,60000,twibot20,0.42281111111111114,0.4227786347330874,0.9343514401181353,log/eval_nm_ladder_fx10k_h2m_ordC_r6_to_twibot20_nm_3shot_30way_02_08_2026_14_10_30/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r6,C,6,60000,ukr_rus_suspended,0.4842,0.4842954696826931,0.9526793172413794,log/eval_nm_ladder_fx10k_h2m_ordC_r6_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_05_08/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r6,C,6,60000,ukr_rus_twitter,0.34907222222222223,0.3490482178880467,0.8784961093710089,log/eval_nm_ladder_fx10k_h2m_ordC_r6_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_32_06/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r7,C,7,70000,covid19_twitter,0.5745888888888889,0.5745670198452136,0.9667920748722861,log/eval_nm_ladder_fx10k_h2m_ordC_r7_to_covid19_twitter_nm_3shot_30way_02_08_2026_13_45_59/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r7,C,7,70000,covid_political,0.2532333333333333,0.2532218492561787,0.9059118627075351,log/eval_nm_ladder_fx10k_h2m_ordC_r7_to_covid_political_nm_3shot_30way_02_08_2026_14_00_23/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r7,C,7,70000,cp_hk_twitter,0.26836666666666664,0.2682932312946674,0.8772983941091953,log/eval_nm_ladder_fx10k_h2m_ordC_r7_to_cp_hk_twitter_nm_3shot_30way_02_08_2026_14_14_51/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r7,C,7,70000,election2020,0.2925333333333333,0.2924305615823438,0.9222670275862068,log/eval_nm_ladder_fx10k_h2m_ordC_r7_to_election2020_nm_3shot_30way_02_08_2026_14_03_34/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r7,C,7,70000,midterm,0.355,0.3549523413313776,0.9090591789591316,log/eval_nm_ladder_fx10k_h2m_ordC_r7_to_midterm_nm_3shot_30way_02_08_2026_13_55_32/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r7,C,7,70000,twibot20,0.4232666666666667,0.4232268044246898,0.9343229320561941,log/eval_nm_ladder_fx10k_h2m_ordC_r7_to_twibot20_nm_3shot_30way_02_08_2026_14_10_43/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r7,C,7,70000,ukr_rus_suspended,0.47786666666666666,0.4777997640564357,0.9512164000000002,log/eval_nm_ladder_fx10k_h2m_ordC_r7_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_05_13/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r7,C,7,70000,ukr_rus_twitter,0.4643388888888889,0.464346049759588,0.9339096427203065,log/eval_nm_ladder_fx10k_h2m_ordC_r7_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_32_06/data/metrics_test_step0.json
