pair,source,total_step,source_updates,positive_examples,selected,auc,bce,delta_to_selected_single_pp,matched_exposure_delta_pp,matched_budget_delta_pp
midterm + cp_hk_twitter,cp_hk_twitter,2000,1000,1023565,False,98.9596403837204,0.12226379491967607,-0.6990052700042493,,-0.18635730743407075
midterm + cp_hk_twitter,cp_hk_twitter,4000,2000,2047130,False,99.39361200332641,0.08100177994642373,-0.2650336503982498,0.24761431217192875,-0.016445183753976966
midterm + cp_hk_twitter,cp_hk_twitter,6000,3000,3070550,False,99.53533089160919,0.061137241085151686,-0.12331476211545622,,0.03436961174011488
midterm + cp_hk_twitter,cp_hk_twitter,8000,4000,4094115,False,99.58767976760863,0.05054913083279756,-0.07096588611601451,0.1776225805282583,0.1084815025329422
midterm + cp_hk_twitter,cp_hk_twitter,10000,5000,5117535,False,99.57721447944641,0.044626343911665506,-0.08143117427824587,,-0.002208590507501995
midterm + cp_hk_twitter,cp_hk_twitter,12000,6000,6141100,False,99.66290845870972,0.039966003254510496,0.004262804985066815,0.16194717884063792,0.10558516979218835
midterm + cp_hk_twitter,cp_hk_twitter,14000,7000,7164520,False,99.68850440979004,0.03769786383738251,0.029858756065381797,,0.07050187587737122
midterm + cp_hk_twitter,cp_hk_twitter,16000,8000,8188085,False,99.66735870838164,0.03745823922357822,0.008713054656994679,0.18816044330595139,0.008713054656994679
midterm + cp_hk_twitter,cp_hk_twitter,18000,9000,9211505,False,99.71144347190855,0.036059834352387306,0.052797818183902834,,0.08887703418730686
midterm + cp_hk_twitter,cp_hk_twitter,20000,10000,10235070,False,99.68766450881958,0.03597233965034606,0.02901885509491997,0.10824143886566384,0.057713437080375574
midterm + cp_hk_twitter,cp_hk_twitter,22000,11000,11258490,False,99.71115095615387,0.03566657693946376,0.05250530242921769,,0.0933477163314822
midterm + cp_hk_twitter,cp_hk_twitter,24000,12000,12282055,False,99.66163568496704,0.03729917953498711,0.0029900312423891684,0.1043123960495107,
midterm + cp_hk_twitter,cp_hk_twitter,26000,13000,13305475,False,99.70831971168518,0.034910643936080114,0.04967405796052482,,
midterm + cp_hk_twitter,cp_hk_twitter,28000,14000,14329040,False,99.68391699790955,0.03490217149649249,0.025271344184896183,0.06591446399688561,
midterm + cp_hk_twitter,cp_hk_twitter,30000,15000,15352460,True,99.73172876834869,0.0342018163534084,0.0730831146240396,,
midterm + cp_hk_twitter,cp_hk_twitter,32000,16000,16376025,False,99.72915291786192,0.034041111372610865,0.07050726413727615,0.07050726413727615,
midterm + cp_hk_twitter,cp_hk_twitter,34000,17000,17399445,False,99.66690020561218,0.03603409535716239,0.008254551887521,,
midterm + cp_hk_twitter,cp_hk_twitter,36000,18000,18423010,False,99.67079181671143,0.03509691326406374,0.012146162986770292,0.04822537899017432,
midterm + facebook_page_reference,midterm,2000,1000,1023408,False,96.79934651851654,0.18948415279701886,-1.6045272111892661,,-0.06449580192566806
midterm + facebook_page_reference,midterm,4000,2000,2046816,False,97.58122284412384,0.14876441429611992,-0.8226508855819548,0.7173805236816433,-0.17807633876799622
midterm + facebook_page_reference,midterm,6000,3000,3070224,False,97.91765754222868,0.12988421761038732,-0.4862161874771176,,-0.20191679000854945
midterm + facebook_page_reference,midterm,8000,4000,4093632,False,97.91044311523437,0.1208713799971446,-0.4934306144714351,0.15114393234252343,-0.36780750751496116
midterm + facebook_page_reference,midterm,10000,5000,5117040,False,98.05906579494477,0.11415941405921043,-0.34480793476102667,,-0.24387419223784734
midterm + facebook_page_reference,midterm,12000,6000,6140448,False,98.16925208568574,0.11034736622159709,-0.23462164402006103,0.04967775344850711,-0.19333667755125905
midterm + facebook_page_reference,midterm,14000,7000,7163856,True,98.22523729801178,0.10885915211969263,-0.17863643169402366,,-0.1615744590759305
midterm + facebook_page_reference,midterm,16000,8000,8187264,False,98.20575113296509,0.10806590116166057,-0.19812259674071298,-0.07249948978423904,-0.09130105972289249
midterm + facebook_page_reference,midterm,18000,9000,9210672,False,98.15979866981507,0.1076101801047896,-0.24407505989073597,,-0.24407505989073597
midterm + facebook_page_reference,midterm,20000,10000,10234080,False,98.18882122039795,0.10748881613254475,-0.2150525093078448,-0.11411876678466548,-0.1265274763107227
midterm + facebook_page_reference,facebook_page_reference,2000,1000,1014089,False,93.6611084461212,0.23372002728584843,-1.7234248638153038,,-1.3616603851318354
midterm + facebook_page_reference,facebook_page_reference,4000,2000,2027595,False,95.03982932567597,0.1986670199165527,-0.3447039842605526,0.017060494422915795,-0.49457054138184464
midterm + facebook_page_reference,facebook_page_reference,6000,3000,3041684,False,95.52196195125579,0.18381243098548689,0.13742864131928156,,0.13742864131928156
midterm + facebook_page_reference,facebook_page_reference,8000,4000,4055190,False,95.49002408981323,0.18280733784979114,0.10549077987671573,-0.04437577724457631,0.2338467121124177
midterm + facebook_page_reference,facebook_page_reference,10000,5000,5069279,False,95.67005729675293,0.1787398831933502,0.2855239868164161,,0.7510195970535372
midterm + facebook_page_reference,facebook_page_reference,12000,6000,6082785,False,95.70814309120178,0.1815651016225571,0.32360978126526607,0.32360978126526607,1.0003627538680893
midterm + facebook_page_reference,facebook_page_reference,14000,7000,7096874,True,95.72130663394928,0.18055738438740354,0.3367733240127735,,
midterm + facebook_page_reference,facebook_page_reference,16000,8000,8110380,False,95.6638998746872,0.18500815698393652,0.27936656475068267,0.40772249698638463,
midterm + facebook_page_reference,facebook_page_reference,18000,9000,9124469,False,95.47329635620116,0.18719096902074758,0.08876304626465048,,
midterm + facebook_page_reference,facebook_page_reference,20000,10000,10137975,False,95.46487193107605,0.1936174811415352,0.08033862113953072,0.5458342313766518,
midterm + twibot20,midterm,2000,1000,1023408,False,95.94610023498535,0.19577494888470703,-2.45777349472045,,-0.9177420854568519
midterm + twibot20,midterm,4000,2000,2046816,False,97.28255200386047,0.15074469708393026,-1.1213217258453367,0.4187096834182613,-0.4767471790313782
midterm + twibot20,midterm,6000,3000,3070224,False,97.81510386466981,0.12888509337744763,-0.5887698650359985,,-0.30447046756743035
midterm + twibot20,midterm,8000,4000,4093632,False,97.92610332965852,0.12003577240613458,-0.47777040004728377,0.16680414676667477,-0.35214729309080983
midterm + twibot20,midterm,10000,5000,5117040,False,98.07883079051972,0.11275107650931362,-0.32504293918608207,,-0.22410919666290274
midterm + twibot20,midterm,12000,6000,6140448,False,98.1984189748764,0.10871130007826542,-0.2054547548294039,0.07884464263916424,-0.16416978836060192
midterm + twibot20,midterm,14000,7000,7163856,False,98.30604469776154,0.10552049877752406,-0.09782903194426318,,-0.08076705932617001
midterm + twibot20,midterm,16000,8000,8187264,False,98.37845287322999,0.10295993286146808,-0.025420856475821818,0.10020225048065212,0.08140068054199867
midterm + twibot20,midterm,18000,9000,9210672,False,98.43787128925324,0.10278138077695173,0.033997559547427336,,0.033997559547427336
midterm + twibot20,midterm,20000,10000,10234080,False,98.37361192703248,0.10197303433789612,-0.0302618026733259,0.07067193984985343,0.05826323032379621
midterm + twibot20,midterm,22000,11000,11257488,False,98.43473720550536,0.10131320556086768,0.030863475799558504,,0.1250829219818117
midterm + twibot20,midterm,24000,12000,12280896,False,98.31941041946412,0.11042329471761177,-0.08446331024168918,-0.04317834377288721,0.008643174171463208
midterm + twibot20,midterm,26000,13000,13304304,False,98.43373022079467,0.1001578814761883,0.029856491088864345,,
midterm + twibot20,midterm,28000,14000,14327712,False,98.43020355701447,0.09993137736861173,0.026329827308657627,0.043391799926750796,
midterm + twibot20,midterm,30000,15000,15351120,False,98.46148509979248,0.09871804059677751,0.057611370086674274,,
midterm + twibot20,midterm,32000,16000,16374380,False,98.41335897445678,0.10142041243774962,0.009485244750984112,0.1163067817688046,
midterm + twibot20,midterm,34000,17000,17397788,False,98.46595394611359,0.09882511527886254,0.06208021640777828,,
midterm + twibot20,midterm,36000,18000,18421196,False,98.4686200618744,0.09851746605673085,0.06474633216859704,0.06474633216859704,
midterm + twibot20,midterm,38000,19000,19444604,False,98.50881979465484,0.0984314603603907,0.1049460649490408,,
midterm + twibot20,midterm,40000,20000,20468012,False,98.45023188591003,0.09821293433119223,0.04635815620422923,0.13488318920135134,
midterm + twibot20,midterm,42000,21000,21491420,True,98.48976273536681,0.09702107036228362,0.08588900566101065,,
midterm + twibot20,midterm,44000,22000,22514828,False,98.44666209220887,0.09994500423517284,0.04278836250306561,0.1370078086853188,
midterm + twibot20,midterm,46000,23000,23538236,False,98.43803989887238,0.09961650903752352,0.03416616916657178,,
midterm + twibot20,midterm,48000,24000,24561644,False,98.49272677898406,0.09801550357097225,0.0888530492782591,0.1819595336914115,
midterm + twibot20,twibot20,2000,1000,1023883,False,94.00389013290405,0.2281648168362464,-3.7798657417297377,,-0.9108200788498055
midterm + twibot20,twibot20,4000,2000,2047649,False,95.25719468593599,0.19185100805706737,-2.5265611886977957,0.34248447418213646,-0.8198055982589603
midterm + twibot20,twibot20,6000,3000,3071415,False,96.16974110603333,0.17103696757692896,-1.614014768600458,,-0.4621405124664357
midterm + twibot20,twibot20,8000,4000,4095298,False,96.5081422328949,0.16263954215343365,-1.275613641738882,0.4311419486999535,-0.497293138504018
midterm + twibot20,twibot20,10000,5000,5119064,False,96.75984706878663,0.1553296953874149,-1.0239088058471624,,-0.36628091335296764
midterm + twibot20,twibot20,12000,6000,6142830,False,96.91602005958558,0.15014499723783567,-0.8677358150482095,0.28413844108581277,-0.3320050716400069
midterm + twibot20,twibot20,14000,7000,7166713,False,97.06421587467193,0.14692453466019592,-0.719539999961849,,-0.34318408966065306
midterm + twibot20,twibot20,16000,8000,8190479,False,97.17815594673156,0.14454750039950506,-0.6055999279022117,0.17272057533265217,-0.2621117115020666
midterm + twibot20,twibot20,18000,9000,9214245,False,97.27517094612122,0.14670586201943359,-0.5085849285125676,,-0.23735079765319078
midterm + twibot20,twibot20,20000,10000,10238128,False,97.24721350669861,0.1421809178782883,-0.5365423679351666,0.1210855245590281,-0.3379865884780897
midterm + twibot20,twibot20,22000,11000,11261894,False,97.34089572429659,0.1404654106475377,-0.4428601503371987,,-0.21660408973691592
midterm + twibot20,twibot20,24000,12000,12285660,False,97.29514517784119,0.14373229739075896,-0.4886106967925907,0.047120046615611866,-0.30866336822508167
midterm + twibot20,twibot20,26000,13000,13309543,False,97.38032617568969,0.1384693831138157,-0.4034296989440911,,-0.2328788042068597
midterm + twibot20,twibot20,28000,14000,14333309,False,97.39440958499908,0.13768032818860235,-0.38934628963470663,-0.01299037933351066,-0.23550045490265958
midterm + twibot20,twibot20,30000,15000,15357075,False,97.45348284244537,0.13674369118173857,-0.33027303218841064,,-0.2311584234237718
midterm + twibot20,twibot20,32000,16000,16380958,False,97.4078351020813,0.13809363827850982,-0.3759207725524849,-0.03243255615233975,-0.2017313957214384
midterm + twibot20,twibot20,34000,17000,17404724,False,97.46624820232392,0.13747383524848503,-0.317507672309858,,-0.21517782211303293
midterm + twibot20,twibot20,36000,18000,18428490,False,97.5065158367157,0.13514978268001782,-0.2772400379180806,-0.006005907058703741,-0.22692413330076544
midterm + twibot20,twibot20,38000,19000,19452373,False,97.52488977909088,0.1357798601293992,-0.25886609554289786,,-0.23695101737976065
midterm + twibot20,twibot20,40000,20000,20476139,False,97.49676597118379,0.13583907557942906,-0.28698990344999675,-0.08843412399291983,-0.26711804866791367
midterm + twibot20,twibot20,42000,21000,21499905,True,97.5271117925644,0.13460500226111097,-0.2566440820693905,,-0.1566542625427214
midterm + twibot20,twibot20,44000,22000,22523788,False,97.51631503105163,0.13494342115011457,-0.26744084358214515,-0.041184782981862345,-0.2573322772979836
midterm + twibot20,twibot20,46000,23000,23547554,False,97.53188972473143,0.13415637236696923,-0.2518661499023467,,-0.25271203517915897
midterm + twibot20,twibot20,48000,24000,24571320,False,97.60576775074006,0.13362529417883393,-0.1779881238937242,0.0019592046737848534,-0.1779881238937242
midterm + ukr_rus_suspended,midterm,2000,1000,1023408,False,96.01386389732362,0.19439834287516886,-2.3900098323821894,,-0.8499784231185914
midterm + ukr_rus_suspended,midterm,4000,2000,2046816,False,97.22931430339814,0.15265024438769323,-1.1745594263076642,0.36547198295593386,-0.5299848794937057
midterm + ukr_rus_suspended,midterm,6000,3000,3070224,False,97.64343683719633,0.13306576847402315,-0.760436892509464,,-0.47613749504089586
midterm + ukr_rus_suspended,midterm,8000,4000,4093632,False,97.6851705789566,0.12711808924261167,-0.7187031507492003,-0.07412860393524179,-0.5930800437927264
midterm + ukr_rus_suspended,midterm,10000,5000,5117040,False,97.9700520515442,0.11661558894155889,-0.43382167816160555,,-0.3328879356384262
midterm + ukr_rus_suspended,midterm,12000,6000,6140448,False,98.07061145305634,0.11191917460916485,-0.33326227664945973,-0.048962879180891594,-0.29197731018065776
midterm + ukr_rus_suspended,midterm,14000,7000,7163856,False,98.16383488178253,0.1097387072804015,-0.240038847923274,,-0.22297687530518084
midterm + ukr_rus_suspended,midterm,16000,8000,8187264,False,98.16199893951416,0.1080769386104486,-0.24187479019164293,-0.11625168323516899,-0.13505325317382244
midterm + ukr_rus_suspended,midterm,18000,9000,9210672,True,98.1738517999649,0.10804218106481853,-0.23002192974090896,,-0.23002192974090896
midterm + ukr_rus_suspended,midterm,20000,10000,10234080,False,98.16308853626252,0.10831065730685292,-0.24078519344328253,-0.1398514509201032,-0.15226016044616042
midterm + ukr_rus_suspended,ukr_rus_suspended,2000,1000,1012120,False,93.74837110042571,0.22005861479428723,-2.226972126960758,,-0.491940546035774
midterm + ukr_rus_suspended,ukr_rus_suspended,4000,2000,2024240,False,95.24746375083922,0.18266757883418322,-0.7278794765472663,1.0071521043777176,-0.2068061828613521
midterm + ukr_rus_suspended,ukr_rus_suspended,6000,3000,3036360,False,95.87577028274536,0.1645304560970569,-0.0995729446411131,,0.2864164352416987
midterm + ukr_rus_suspended,ukr_rus_suspended,8000,4000,4048480,False,96.05136816501616,0.160687938411497,0.07602493762968177,0.5970982313155959,0.312509322166421
midterm + ukr_rus_suspended,ukr_rus_suspended,10000,5000,5060600,False,96.37771666049959,0.15189741153115613,0.40237343311311236,,0.5909638166427755
midterm + ukr_rus_suspended,ukr_rus_suspended,12000,6000,6072720,False,96.63332042694091,0.14716474206790106,0.657977199554427,1.0439665794372388,0.702666568756094
midterm + ukr_rus_suspended,ukr_rus_suspended,14000,7000,7084840,False,96.70816245079041,0.14556897846165404,0.7328192234039355,,0.7328192234039355
midterm + ukr_rus_suspended,ukr_rus_suspended,16000,8000,8096960,False,96.65807685852052,0.14751085531217278,0.682733631134036,0.9192180156707752,
midterm + ukr_rus_suspended,ukr_rus_suspended,18000,9000,9109080,True,96.664244389534,0.14723125028743872,0.6889011621475261,,
midterm + ukr_rus_suspended,ukr_rus_suspended,20000,10000,10121200,False,96.66260797977448,0.148402569289684,0.687264752388006,0.8758551359176692,
twibot20 + cp_hk_twitter,twibot20,2000,1000,1023883,False,94.00842101573943,0.23422484178827185,-3.7753348588943525,,-0.9062891960144204
twibot20 + cp_hk_twitter,twibot20,4000,2000,2047649,False,95.28521275520325,0.19254306974322682,-2.4985431194305407,0.3705025434493914,-0.7917875289917053
twibot20 + cp_hk_twitter,twibot20,6000,3000,3071415,False,96.0272100687027,0.17323877541976546,-1.7565458059310868,,-0.6046715497970645
twibot20 + cp_hk_twitter,twibot20,8000,4000,4095298,False,96.32903642654419,0.16601563716638673,-1.454719448089592,0.25203614234924343,-0.6763989448547281
twibot20 + cp_hk_twitter,twibot20,10000,5000,5119064,False,96.660445022583,0.15680708210284694,-1.123310852050774,,-0.46568295955657923
twibot20 + cp_hk_twitter,twibot20,12000,6000,6142830,False,96.8071815252304,0.15346570461637193,-0.9765743494033807,0.17529990673064155,-0.44084360599517813
twibot20 + cp_hk_twitter,twibot20,14000,7000,7166713,False,97.08410267829895,0.15198301625771873,-0.6996531963348374,,-0.3232972860336414
twibot20 + cp_hk_twitter,twibot20,16000,8000,8190479,False,97.19153435230254,0.14732178729427403,-0.5922215223312377,0.1860989809036262,-0.24873330593109255
twibot20 + cp_hk_twitter,twibot20,18000,9000,9214245,False,97.24725043773651,0.1478096565696392,-0.5365054368972721,,-0.2652713060378953
twibot20 + cp_hk_twitter,twibot20,20000,10000,10238128,False,97.19692025184632,0.14375112312841223,-0.5868356227874627,0.07079226970673203,-0.3882798433303858
twibot20 + cp_hk_twitter,twibot20,22000,11000,11261894,False,97.22179429531099,0.14407315142077298,-0.5619615793228006,,-0.33570551872251775
twibot20 + cp_hk_twitter,twibot20,24000,12000,12285660,False,97.30448331832885,0.1395720955347775,-0.4792725563049327,0.056458187103269886,-0.29932522773742365
twibot20 + cp_hk_twitter,twibot20,26000,13000,13309543,False,97.39780263900757,0.13900418370364,-0.385953235626213,,-0.21540234088898158
twibot20 + cp_hk_twitter,twibot20,28000,14000,14333309,False,97.31936571598054,0.14314788722839586,-0.4643901586532495,-0.08803424835205353,-0.31054432392120246
twibot20 + cp_hk_twitter,twibot20,30000,15000,15357075,False,97.40935933589935,0.13809889107075882,-0.3743965387344228,,-0.27528192996978396
twibot20 + cp_hk_twitter,twibot20,32000,16000,16380958,False,97.43844201564788,0.13721130975253162,-0.34531385898589617,-0.0018256425857510195,-0.17112448215484966
twibot20 + cp_hk_twitter,twibot20,34000,17000,17404724,False,97.41601507663727,0.13670104372056893,-0.3677407979965186,,-0.26541094779969354
twibot20 + cp_hk_twitter,twibot20,36000,18000,18428490,False,97.49602501392364,0.1352819752577617,-0.28773086071013365,-0.016496729850756786,-0.23741495609281849
twibot20 + cp_hk_twitter,twibot20,38000,19000,19452373,False,97.4581464767456,0.14173600603787886,-0.32560939788818244,,-0.30369431972504524
twibot20 + cp_hk_twitter,twibot20,40000,20000,20476139,False,97.52071089744568,0.13495160846221996,-0.2630449771880983,-0.06448919773102135,-0.24317312240601519
twibot20 + cp_hk_twitter,twibot20,42000,21000,21499905,False,97.5273128271103,0.13560094120539878,-0.25644304752349134,,-0.15645322799682226
twibot20 + cp_hk_twitter,twibot20,44000,22000,22523788,False,97.5458740234375,0.13466515877859064,-0.23788185119627547,-0.011625790595992669,-0.2277732849121139
twibot20 + cp_hk_twitter,twibot20,46000,23000,23547554,False,97.55213551521302,0.13411522680478064,-0.23162035942075887,,-0.23246624469757116
twibot20 + cp_hk_twitter,twibot20,48000,24000,24571320,False,97.61894664764405,0.1343337762316444,-0.1648092269897372,0.015138101577771845,-0.1648092269897372
twibot20 + cp_hk_twitter,twibot20,50000,25000,25595203,False,97.61653828620912,0.13383950348801826,-0.16721758842466183,,-0.11118719577788427
twibot20 + cp_hk_twitter,twibot20,52000,26000,26618969,True,97.59367320537568,0.1333716195708242,-0.19008266925810702,-0.019531774520875622,-0.23933420181273535
twibot20 + cp_hk_twitter,twibot20,54000,27000,27642735,False,97.64860811233521,0.13504805227129182,-0.13514776229857084,,-0.1213957071304339
twibot20 + cp_hk_twitter,twibot20,56000,28000,28666618,False,97.60636696815493,0.13359022947174193,-0.1773889064788592,-0.02354307174681214,
twibot20 + cp_hk_twitter,twibot20,58000,29000,29690384,False,97.57102026939393,0.13413545801313181,-0.21273560523985546,,
twibot20 + cp_hk_twitter,cp_hk_twitter,2000,1000,1023565,False,99.06305584907531,0.1253637088896161,-0.5955898046493435,,-0.082941842079165
twibot20 + cp_hk_twitter,cp_hk_twitter,4000,2000,2047130,False,99.31992793083191,0.0818007320113872,-0.33871772289274515,0.17393023967743337,-0.09012925624847234
twibot20 + cp_hk_twitter,cp_hk_twitter,6000,3000,3070550,False,99.45865833759309,0.06171917789039376,-0.19998731613156684,,-0.042302942275995736
twibot20 + cp_hk_twitter,cp_hk_twitter,8000,4000,4094115,False,99.5508091211319,0.05177076465335568,-0.10783653259275328,0.14075193405151953,0.07161085605620343
twibot20 + cp_hk_twitter,cp_hk_twitter,10000,5000,5117535,False,99.62136178016662,0.044824064171402306,-0.03728387355802498,,0.04193871021271889
twibot20 + cp_hk_twitter,cp_hk_twitter,12000,6000,6141100,False,99.61927821636199,0.042909000694234374,-0.039367437362658464,0.11831693649291264,0.06195492744446307
twibot20 + cp_hk_twitter,cp_hk_twitter,14000,7000,7164520,False,99.70332844257355,0.039095474668402706,0.04468278884889321,,0.08532590866088263
twibot20 + cp_hk_twitter,cp_hk_twitter,16000,8000,8188085,False,99.71071417331696,0.03764171678377651,0.05206851959230763,0.23151590824126433,0.05206851959230763
twibot20 + cp_hk_twitter,cp_hk_twitter,18000,9000,9211505,False,99.71755530834197,0.03726990794054314,0.05890965461732289,,0.09498887062072692
twibot20 + cp_hk_twitter,cp_hk_twitter,20000,10000,10235070,False,99.70323793888092,0.036406538095010994,0.04459228515626412,0.12381486892700799,0.07328686714171972
twibot20 + cp_hk_twitter,cp_hk_twitter,22000,11000,11258490,False,99.68165936470031,0.036666988703313634,0.023013710975661184,,0.06385612487792569
twibot20 + cp_hk_twitter,cp_hk_twitter,24000,12000,12282055,False,99.68180332183837,0.036033702373447836,0.02315766811372688,0.12448003292084842,
twibot20 + cp_hk_twitter,cp_hk_twitter,26000,13000,13305475,False,99.71040983200074,0.03490545443841396,0.051764178276081374,,
twibot20 + cp_hk_twitter,cp_hk_twitter,28000,14000,14329040,False,99.66874799728393,0.0364060064745283,0.010102343559270643,0.05074546337126007,
twibot20 + cp_hk_twitter,cp_hk_twitter,30000,15000,15352460,False,99.69087355136871,0.035387337992028554,0.03222789764405487,,
twibot20 + cp_hk_twitter,cp_hk_twitter,32000,16000,16376025,False,99.70224442481994,0.034248787178469665,0.04359877109528787,0.04359877109528787,
twibot20 + cp_hk_twitter,cp_hk_twitter,34000,17000,17399445,False,99.6949415922165,0.03436234831919914,0.0362959384918371,,
twibot20 + cp_hk_twitter,cp_hk_twitter,36000,18000,18423010,False,99.69982347488403,0.03418772050642781,0.04117782115937718,0.0772570371627812,
twibot20 + cp_hk_twitter,cp_hk_twitter,38000,19000,19446430,False,99.69929697513582,0.035200178692169626,0.04065132141116701,,
twibot20 + cp_hk_twitter,cp_hk_twitter,40000,20000,20469995,False,99.72046093940736,0.0334753192628053,0.06181528568270922,0.09050986766816482,
twibot20 + cp_hk_twitter,cp_hk_twitter,42000,21000,21493415,False,99.71049902439118,0.03455833743918526,0.051853370666532506,,
twibot20 + cp_hk_twitter,cp_hk_twitter,44000,22000,22516980,False,99.72556343078612,0.03352795131105437,0.0669177770614704,0.1077601909637349,
twibot20 + cp_hk_twitter,cp_hk_twitter,46000,23000,23540400,False,99.7317857980728,0.033155449992322054,0.07314014434814942,,
twibot20 + cp_hk_twitter,cp_hk_twitter,48000,24000,24563965,False,99.73444287776947,0.03293265525804496,0.0757972240448157,,
twibot20 + cp_hk_twitter,cp_hk_twitter,50000,25000,25587385,False,99.72811505794526,0.03344435729648521,0.06946940422060122,,
twibot20 + cp_hk_twitter,cp_hk_twitter,52000,26000,26610950,True,99.72240624427793,0.03290634891369349,0.06376059055328565,,
twibot20 + cp_hk_twitter,cp_hk_twitter,54000,27000,27634370,False,99.73313465118407,0.03289566599627662,0.07448899745942095,,
twibot20 + cp_hk_twitter,cp_hk_twitter,56000,28000,28657935,False,99.72157843112946,0.03347736020538878,0.06293277740481162,,
twibot20 + cp_hk_twitter,cp_hk_twitter,58000,29000,29681355,False,99.69621160030367,0.03397089716126331,0.037565946579010134,,
twibot20 + facebook_page_reference,twibot20,2000,1000,1023883,False,94.46224229335786,0.22636643662022457,-3.3215135812759145,,-0.4524679183959823
twibot20 + facebook_page_reference,twibot20,4000,2000,2047649,False,95.44474046230317,0.19183388587977807,-2.339015412330614,0.5300302505493182,-0.6322598218917785
twibot20 + facebook_page_reference,twibot20,6000,3000,3071415,False,95.92714207172395,0.17553575819991082,-1.8566138029098345,,-0.7047395467758122
twibot20 + facebook_page_reference,twibot20,8000,4000,4095298,False,96.30324380397796,0.16742063049779782,-1.480512070655815,0.22624351978302037,-0.7021915674209511
twibot20 + facebook_page_reference,twibot20,10000,5000,5119064,False,96.49955925941467,0.16133279253741167,-1.284196615219113,,-0.6265687227249184
twibot20 + facebook_page_reference,twibot20,12000,6000,6142830,True,96.6424971818924,0.15688680805299784,-1.141258692741387,0.010615563392635252,-0.6055279493331844
twibot20 + facebook_page_reference,twibot20,14000,7000,7166713,False,96.61045882701873,0.15612732698198506,-1.1732970476150517,,-0.7969411373138557
twibot20 + facebook_page_reference,twibot20,16000,8000,8190479,False,96.78119413852691,0.15296655868351458,-1.0025617361068662,-0.22424123287200226,-0.659073519706721
twibot20 + facebook_page_reference,twibot20,18000,9000,9214245,False,96.79853255748749,0.15194645149756847,-0.9852233171462887,,-0.7139891862869119
twibot20 + facebook_page_reference,facebook_page_reference,2000,1000,1014089,False,94.055144572258,0.22904750171616717,-1.3293887376785163,,-0.9676242589950479
twibot20 + facebook_page_reference,facebook_page_reference,4000,2000,2027595,False,95.23118891716005,0.19611753897846554,-0.1533443927764666,0.20842008590700178,-0.30321094989775865
twibot20 + facebook_page_reference,facebook_page_reference,6000,3000,3041684,False,95.50897541046143,0.18339825893680747,0.124442100524913,,0.124442100524913
twibot20 + facebook_page_reference,facebook_page_reference,8000,4000,4055190,False,95.80689032077791,0.1761641695002426,0.4223570108413899,0.27249045372009784,0.5507129430770918
twibot20 + facebook_page_reference,facebook_page_reference,10000,5000,5069279,False,95.92055623531343,0.17383166426716376,0.5360229253769111,,1.0015185356140321
twibot20 + facebook_page_reference,facebook_page_reference,12000,6000,6082785,True,95.92281477451326,0.17546454430256472,0.5382814645767398,0.5382814645767398,1.215034437179563
twibot20 + facebook_page_reference,facebook_page_reference,14000,7000,7096874,False,95.85062747001648,0.17800753383228007,0.4660941600799662,,
twibot20 + facebook_page_reference,facebook_page_reference,16000,8000,8110380,False,95.92752535343169,0.1796985208470665,0.5429920434951829,0.6713479757308849,
twibot20 + facebook_page_reference,facebook_page_reference,18000,9000,9124469,False,95.77239809036254,0.18092381890156292,0.38786478042602823,,
ukr_rus_suspended + cp_hk_twitter,ukr_rus_suspended,2000,1000,1012120,False,93.9559590101242,0.22182082692730326,-2.0193842172622767,,-0.2843526363372928
ukr_rus_suspended + cp_hk_twitter,ukr_rus_suspended,4000,2000,2024240,False,94.84446296691895,0.1895465919689531,-1.130880260467526,0.6041513204574578,-0.609806966781612
ukr_rus_suspended + cp_hk_twitter,ukr_rus_suspended,6000,3000,3036360,False,96.14478428363799,0.16340003258406044,0.16944105625151806,,0.5554304361343299
ukr_rus_suspended + cp_hk_twitter,ukr_rus_suspended,8000,4000,4048480,False,96.26774470806122,0.1560675252601816,0.29240148067473104,0.8134747743606452,0.5288858652114703
ukr_rus_suspended + cp_hk_twitter,ukr_rus_suspended,10000,5000,5060600,False,96.53233585357665,0.15052255711814203,0.5569926261901781,,0.7455830097198413
ukr_rus_suspended + cp_hk_twitter,ukr_rus_suspended,12000,6000,6072720,False,96.76913390159608,0.1467386143907921,0.7937906742095935,1.1797800540924053,0.8384800434112605
ukr_rus_suspended + cp_hk_twitter,ukr_rus_suspended,14000,7000,7084840,False,96.72306406497955,0.145990107181283,0.74772083759308,,0.74772083759308
ukr_rus_suspended + cp_hk_twitter,ukr_rus_suspended,16000,8000,8096960,False,96.68552622795104,0.14827905353566564,0.7101830005645682,0.9466673851013074,
ukr_rus_suspended + cp_hk_twitter,ukr_rus_suspended,18000,9000,9109080,True,96.85621948242188,0.14545881428936822,0.880876255035401,,
ukr_rus_suspended + cp_hk_twitter,ukr_rus_suspended,20000,10000,10121200,False,96.34181039333343,0.17031331449844095,0.3664671659469598,0.555057549476623,
ukr_rus_suspended + cp_hk_twitter,ukr_rus_suspended,22000,11000,11133320,False,96.63743522167205,0.15118916939082638,0.6620919942855741,,
ukr_rus_suspended + cp_hk_twitter,ukr_rus_suspended,24000,12000,12145440,False,96.66782956123353,0.14917714128551599,0.6924863338470533,0.7371757030487203,
