architecture	protocol	model_id	sources	dataset	checkpoint_step	roc_auc	accuracy	f1	seed	training_seed	eval_episode_seed_offset	episodes	queries	n_way	n_shot	n_query	episode_fingerprint	baseline	result_file
prodigy	native_neighbor_matching	ss_election2020	['election2020']	facebook_page_reference	100	0.5116024017333984	0.5166015625	0.5123152709359606	0	0	0	128	1024	2	10	4	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_election2020_s0_o0_step100.jsonl
prodigy	native_neighbor_matching	ss_facebook_page_reference	['facebook_page_reference']	facebook_page_reference	100	0.5173568725585938	0.5048828125	0.5053658536585366	0	0	0	128	1024	2	10	4	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_facebook_page_reference_s0_o0_step100.jsonl
prodigy	native_neighbor_matching	ss_twibot20	['twibot20']	facebook_page_reference	100	0.5506439208984375	0.5322265625	0.5262116716122651	0	0	0	128	1024	2	10	4	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_twibot20_s0_o0_step100.jsonl
prodigy	native_neighbor_matching	ss_ukr_rus_suspended	['ukr_rus_suspended']	facebook_page_reference	100	0.5191230773925781	0.5078125	0.5190839694656488	0	0	0	128	1024	2	10	4	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_ukr_rus_suspended_s0_o0_step100.jsonl
prodigy	native_neighbor_matching	ss_covid_political	['covid_political']	twibot20	100	0.7049410078260634	0.6770833333333334	0.7092614302461899	0	0	0	128	3072	2	10	12	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_covid_political_s0_o0_step100.jsonl
prodigy	native_neighbor_matching	ss_election2020	['election2020']	twibot20	100	0.696100870768229	0.6627604166666666	0.7234383342231714	0	0	0	128	3072	2	10	12	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_election2020_s0_o0_step100.jsonl
prodigy	native_neighbor_matching	ss_facebook_page_reference	['facebook_page_reference']	twibot20	100	0.6611099243164064	0.6243489583333334	0.6940615058324496	0	0	0	128	3072	2	10	12	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_facebook_page_reference_s0_o0_step100.jsonl
prodigy	native_neighbor_matching	ss_twibot20	['twibot20']	twibot20	100	0.685318840874566	0.6487630208333334	0.7052717836656651	0	0	0	128	3072	2	10	12	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_twibot20_s0_o0_step100.jsonl
prodigy	native_neighbor_matching	ss_ukr_rus_suspended	['ukr_rus_suspended']	twibot20	100	0.7165949079725478	0.6656901041666666	0.7254744720662925	0	0	0	128	3072	2	10	12	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_ukr_rus_suspended_s0_o0_step100.jsonl
prodigy	native_neighbor_matching	ss_covid_political	['covid_political']	ukr_rus_suspended	100	0.49310302734375	0.51171875	0.5136186770428015	0	0	0	128	256	2	10	1	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_covid_political_s0_o0_step100.jsonl
prodigy	native_neighbor_matching	ss_election2020	['election2020']	ukr_rus_suspended	100	0.48406982421875	0.48046875	0.45714285714285713	0	0	0	128	256	2	10	1	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_election2020_s0_o0_step100.jsonl
prodigy	native_neighbor_matching	ss_facebook_page_reference	['facebook_page_reference']	ukr_rus_suspended	100	0.48431396484375	0.49609375	0.4266666666666667	0	0	0	128	256	2	10	1	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_facebook_page_reference_s0_o0_step100.jsonl
prodigy	native_neighbor_matching	ss_twibot20	['twibot20']	ukr_rus_suspended	100	0.49359130859375	0.51171875	0.44933920704845814	0	0	0	128	256	2	10	1	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_twibot20_s0_o0_step100.jsonl
prodigy	native_neighbor_matching	ss_ukr_rus_suspended	['ukr_rus_suspended']	ukr_rus_suspended	100	0.50433349609375	0.50390625	0.4595744680851064	0	0	0	128	256	2	10	1	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_ukr_rus_suspended_s0_o0_step100.jsonl
prodigy	native_neighbor_matching	ss_covid_political	['covid_political']	covid_political	300	0.9173716792353878	0.9072265625	0.8136036625245259	0	0	0	128	3072	2	10	12	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_covid_political_s0_o0_step300.jsonl
prodigy	native_neighbor_matching	ss_election2020	['election2020']	covid_political	300	0.8233829074435765	0.66015625	0.5793714746172441	0	0	0	128	3072	2	10	12	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_election2020_s0_o0_step300.jsonl
prodigy	native_neighbor_matching	ss_facebook_page_reference	['facebook_page_reference']	covid_political	300	0.7366313227900753	0.615234375	0.5025252525252525	0	0	0	128	3072	2	10	12	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_facebook_page_reference_s0_o0_step300.jsonl
prodigy	native_neighbor_matching	ss_twibot20	['twibot20']	covid_political	300	0.8970009132667824	0.7513020833333334	0.6409774436090225	0	0	0	128	3072	2	10	12	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_twibot20_s0_o0_step300.jsonl
prodigy	native_neighbor_matching	ss_ukr_rus_suspended	['ukr_rus_suspended']	covid_political	300	0.8341041847511574	0.5804036458333334	0.5108159392789374	0	0	0	128	3072	2	10	12	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_ukr_rus_suspended_s0_o0_step300.jsonl
prodigy	native_neighbor_matching	ss_covid_political	['covid_political']	election2020	300	0.98626708984375	0.984375	0.9846153846153847	0	0	0	128	256	2	10	1	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_covid_political_s0_o0_step300.jsonl
prodigy	native_neighbor_matching	ss_election2020	['election2020']	election2020	300	0.97998046875	0.984375	0.9846153846153847	0	0	0	128	256	2	10	1	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_election2020_s0_o0_step300.jsonl
prodigy	native_neighbor_matching	ss_facebook_page_reference	['facebook_page_reference']	election2020	300	0.905517578125	0.80859375	0.8327645051194539	0	0	0	128	256	2	10	1	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_facebook_page_reference_s0_o0_step300.jsonl
prodigy	native_neighbor_matching	ss_twibot20	['twibot20']	election2020	300	0.98248291015625	0.8984375	0.9078014184397163	0	0	0	128	256	2	10	1	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_twibot20_s0_o0_step300.jsonl
prodigy	native_neighbor_matching	ss_ukr_rus_suspended	['ukr_rus_suspended']	election2020	300	0.9755859375	0.57421875	0.7013698630136986	0	0	0	128	256	2	10	1	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_ukr_rus_suspended_s0_o0_step300.jsonl
prodigy	native_neighbor_matching	ss_covid_political	['covid_political']	facebook_page_reference	300	0.6761283874511719	0.625	0.6257309941520468	0	0	0	128	1024	2	10	4	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_covid_political_s0_o0_step300.jsonl
prodigy	native_neighbor_matching	ss_election2020	['election2020']	facebook_page_reference	300	0.5597648620605469	0.546875	0.541501976284585	0	0	0	128	1024	2	10	4	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_election2020_s0_o0_step300.jsonl
prodigy	native_neighbor_matching	ss_facebook_page_reference	['facebook_page_reference']	facebook_page_reference	300	0.7328987121582031	0.689453125	0.6845238095238095	0	0	0	128	1024	2	10	4	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_facebook_page_reference_s0_o0_step300.jsonl
prodigy	native_neighbor_matching	ss_twibot20	['twibot20']	facebook_page_reference	300	0.7035293579101562	0.6455078125	0.6373626373626373	0	0	0	128	1024	2	10	4	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_twibot20_s0_o0_step300.jsonl
prodigy	native_neighbor_matching	ss_ukr_rus_suspended	['ukr_rus_suspended']	facebook_page_reference	300	0.6528739929199219	0.607421875	0.5963855421686747	0	0	0	128	1024	2	10	4	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_ukr_rus_suspended_s0_o0_step300.jsonl
prodigy	native_neighbor_matching	ss_covid_political	['covid_political']	twibot20	300	0.6318196190728081	0.6002604166666666	0.6327751196172249	0	0	0	128	3072	2	10	12	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_covid_political_s0_o0_step300.jsonl
prodigy	native_neighbor_matching	ss_election2020	['election2020']	twibot20	300	0.6755716535780165	0.6461588541666666	0.6875538947973555	0	0	0	128	3072	2	10	12	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_election2020_s0_o0_step300.jsonl
prodigy	native_neighbor_matching	ss_facebook_page_reference	['facebook_page_reference']	twibot20	300	0.6341868506537545	0.59765625	0.5909993381866314	0	0	0	128	3072	2	10	12	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_facebook_page_reference_s0_o0_step300.jsonl
prodigy	native_neighbor_matching	ss_twibot20	['twibot20']	twibot20	300	0.6666405995686848	0.6266276041666666	0.6611521418020679	0	0	0	128	3072	2	10	12	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_twibot20_s0_o0_step300.jsonl
prodigy	native_neighbor_matching	ss_ukr_rus_suspended	['ukr_rus_suspended']	twibot20	300	0.6431539323594835	0.59765625	0.5775803144224196	0	0	0	128	3072	2	10	12	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_ukr_rus_suspended_s0_o0_step300.jsonl
prodigy	native_neighbor_matching	ss_covid_political	['covid_political']	ukr_rus_suspended	300	0.53863525390625	0.52734375	0.5328185328185329	0	0	0	128	256	2	10	1	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_covid_political_s0_o0_step300.jsonl
prodigy	native_neighbor_matching	ss_election2020	['election2020']	ukr_rus_suspended	300	0.52099609375	0.53125	0.5275590551181102	0	0	0	128	256	2	10	1	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_election2020_s0_o0_step300.jsonl
prodigy	native_neighbor_matching	ss_facebook_page_reference	['facebook_page_reference']	ukr_rus_suspended	300	0.49774169921875	0.49609375	0.4901185770750988	0	0	0	128	256	2	10	1	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_facebook_page_reference_s0_o0_step300.jsonl
prodigy	native_neighbor_matching	ss_twibot20	['twibot20']	ukr_rus_suspended	300	0.50439453125	0.5390625	0.5461538461538461	0	0	0	128	256	2	10	1	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_twibot20_s0_o0_step300.jsonl
prodigy	native_neighbor_matching	ss_ukr_rus_suspended	['ukr_rus_suspended']	ukr_rus_suspended	300	0.48309326171875	0.49609375	0.4980544747081712	0	0	0	128	256	2	10	1	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_ukr_rus_suspended_s0_o0_step300.jsonl
prodigy	native_neighbor_matching	ss_covid_political	['covid_political']	covid_political	900	0.9109748557761862	0.8714192708333334	0.7655786350148368	0	0	0	128	3072	2	10	12	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_covid_political_s0_o0_step900.jsonl
prodigy	native_neighbor_matching	ss_election2020	['election2020']	covid_political	900	0.9272353560836227	0.8681640625	0.7741215839375348	0	0	0	128	3072	2	10	12	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_election2020_s0_o0_step900.jsonl
prodigy	native_neighbor_matching	ss_facebook_page_reference	['facebook_page_reference']	covid_political	900	0.6822846024124711	0.5354817708333334	0.4604914933837429	0	0	0	128	3072	2	10	12	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_facebook_page_reference_s0_o0_step900.jsonl
prodigy	native_neighbor_matching	ss_twibot20	['twibot20']	covid_political	900	0.912467391402633	0.7932942708333334	0.683291770573566	0	0	0	128	3072	2	10	12	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_twibot20_s0_o0_step900.jsonl
prodigy	native_neighbor_matching	ss_ukr_rus_suspended	['ukr_rus_suspended']	covid_political	900	0.7777223940248843	0.6842447916666666	0.5517560073937153	0	0	0	128	3072	2	10	12	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_ukr_rus_suspended_s0_o0_step900.jsonl
prodigy	native_neighbor_matching	ss_covid_political	['covid_political']	election2020	900	0.979766845703125	0.9765625	0.9770992366412213	0	0	0	128	256	2	10	1	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_covid_political_s0_o0_step900.jsonl
prodigy	native_neighbor_matching	ss_election2020	['election2020']	election2020	900	0.9898681640625	0.984375	0.9846153846153847	0	0	0	128	256	2	10	1	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_election2020_s0_o0_step900.jsonl
prodigy	native_neighbor_matching	ss_facebook_page_reference	['facebook_page_reference']	election2020	900	0.87615966796875	0.73046875	0.6820276497695853	0	0	0	128	256	2	10	1	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_facebook_page_reference_s0_o0_step900.jsonl
prodigy	native_neighbor_matching	ss_twibot20	['twibot20']	election2020	900	0.986572265625	0.984375	0.9846153846153847	0	0	0	128	256	2	10	1	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_twibot20_s0_o0_step900.jsonl
prodigy	native_neighbor_matching	ss_ukr_rus_suspended	['ukr_rus_suspended']	election2020	900	0.975341796875	0.93359375	0.9358490566037736	0	0	0	128	256	2	10	1	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_ukr_rus_suspended_s0_o0_step900.jsonl
prodigy	native_neighbor_matching	ss_covid_political	['covid_political']	facebook_page_reference	900	0.6598434448242188	0.6162109375	0.6135693215339233	0	0	0	128	1024	2	10	4	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_covid_political_s0_o0_step900.jsonl
prodigy	native_neighbor_matching	ss_election2020	['election2020']	facebook_page_reference	900	0.6604537963867188	0.6083984375	0.6220546654099905	0	0	0	128	1024	2	10	4	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_election2020_s0_o0_step900.jsonl
prodigy	native_neighbor_matching	ss_facebook_page_reference	['facebook_page_reference']	facebook_page_reference	900	0.7204246520996094	0.669921875	0.6762452107279694	0	0	0	128	1024	2	10	4	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_facebook_page_reference_s0_o0_step900.jsonl
prodigy	native_neighbor_matching	ss_twibot20	['twibot20']	facebook_page_reference	900	0.7667617797851562	0.6767578125	0.6751717369970559	0	0	0	128	1024	2	10	4	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_twibot20_s0_o0_step900.jsonl
prodigy	native_neighbor_matching	ss_ukr_rus_suspended	['ukr_rus_suspended']	facebook_page_reference	900	0.6388931274414062	0.591796875	0.5893909626719057	0	0	0	128	1024	2	10	4	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_ukr_rus_suspended_s0_o0_step900.jsonl
prodigy	native_neighbor_matching	ss_covid_political	['covid_political']	twibot20	900	0.5653762817382812	0.5533854166666666	0.5172413793103449	0	0	0	128	3072	2	10	12	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_covid_political_s0_o0_step900.jsonl
prodigy	native_neighbor_matching	ss_election2020	['election2020']	twibot20	900	0.647215313381619	0.6103515625	0.6104783599088838	0	0	0	128	3072	2	10	12	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_election2020_s0_o0_step900.jsonl
prodigy	native_neighbor_matching	ss_facebook_page_reference	['facebook_page_reference']	twibot20	900	0.5233595106336806	0.515625	0.5317809943360604	0	0	0	128	3072	2	10	12	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_facebook_page_reference_s0_o0_step900.jsonl
prodigy	native_neighbor_matching	ss_twibot20	['twibot20']	twibot20	900	0.6381539238823786	0.6012369791666666	0.6217968508799012	0	0	0	128	3072	2	10	12	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_twibot20_s0_o0_step900.jsonl
prodigy	native_neighbor_matching	ss_ukr_rus_suspended	['ukr_rus_suspended']	twibot20	900	0.6509789360894097	0.607421875	0.6452941176470588	0	0	0	128	3072	2	10	12	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_ukr_rus_suspended_s0_o0_step900.jsonl
prodigy	native_neighbor_matching	ss_covid_political	['covid_political']	ukr_rus_suspended	900	0.51104736328125	0.51171875	0.48559670781893005	0	0	0	128	256	2	10	1	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_covid_political_s0_o0_step900.jsonl
prodigy	native_neighbor_matching	ss_election2020	['election2020']	ukr_rus_suspended	900	0.53472900390625	0.5	0.47540983606557374	0	0	0	128	256	2	10	1	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_election2020_s0_o0_step900.jsonl
prodigy	native_neighbor_matching	ss_facebook_page_reference	['facebook_page_reference']	ukr_rus_suspended	900	0.488067626953125	0.48828125	0.49808429118773945	0	0	0	128	256	2	10	1	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_facebook_page_reference_s0_o0_step900.jsonl
prodigy	native_neighbor_matching	ss_twibot20	['twibot20']	ukr_rus_suspended	900	0.48846435546875	0.51171875	0.5283018867924528	0	0	0	128	256	2	10	1	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_twibot20_s0_o0_step900.jsonl
prodigy	native_neighbor_matching	ss_ukr_rus_suspended	['ukr_rus_suspended']	ukr_rus_suspended	900	0.4573974609375	0.47265625	0.4866920152091255	0	0	0	128	256	2	10	1	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_ukr_rus_suspended_s0_o0_step900.jsonl
vision	native_feature_similarity	random_init	[]	covid_political	0	0.6979788982002555	0.6389973958333334	0.6338725652030373	0	0	0	128	3072	2	10	12	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	random_init	scripts/experiments/analysis/transfer/matrices/cross_architecture/icl_arch_matrix/data/native_source_900_seed0/results/random_vision_s0_o0.jsonl
vision	native_feature_similarity	random_init	[]	election2020	0	0.77960205078125	0.71484375	0.7286245353159851	0	0	0	128	256	2	10	1	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	random_init	scripts/experiments/analysis/transfer/matrices/cross_architecture/icl_arch_matrix/data/native_source_900_seed0/results/random_vision_s0_o0.jsonl
