selection,stream,occurrence_index,label,pred_b,pred_c,correct_b,correct_c,outcome,loss_b_raw,loss_c_raw,loss_b_cal,loss_c_cal,c_minus_b_loss,prob1_b_cal,prob1_c_cal,global_node_id,context_nodes,incoming,outgoing,center_context_cosine,raw_center_prediction,raw_context_prediction,episode_id
c_only_largest_advantage,original,1095,1,0,1,False,True,c_only,8.353983329166573,3.8354751694898146e-05,4.135490643386529,0.5737104758202183,-3.5617801675663108,0.015994815453859685,0.5634309583957877,49752,10,1,0,0.86545503,0,0,45
c_only_largest_advantage,original,1448,1,0,1,False,True,c_only,7.91196985014095,0.1299884778943133,3.9213513025275955,0.6686855160077508,-3.2526657865198447,0.019814301529838287,0.5123816527969874,47896,0,0,0,0.0,0,0,60
c_only_largest_advantage,original,1281,1,0,1,False,True,c_only,7.831589089544163,0.08002345119480737,3.882500283409761,0.6624606034439122,-3.220039679965849,0.020599256760811122,0.515581131691628,37091,20,2,0,0.7156058,0,0,53
c_only_largest_advantage,original,1307,1,0,1,False,True,c_only,7.473245950428527,0.05171420578665962,3.7096867090534165,0.6569970361645014,-3.0526896728889152,0.02448519305946327,0.5184057531208528,49575,0,0,0,0.0,0,0,54
c_only_largest_advantage,original,2384,0,1,0,False,True,c_only,7.354973486439879,0.023158303278604925,3.65279979829591,0.6471698152220404,-3.0056299830738697,0.9740815393637677,0.47647464447516136,30745,29,3,0,0.51839834,0,1,99
c_only_largest_advantage,original,1889,0,1,0,False,True,c_only,7.339860815576331,0.46629314827878615,3.6455366747930507,0.6866365178713446,-2.958900156921706,0.9738926050872402,0.4967340484378301,34712,30,3,0,0.66161,0,1,78
c_only_largest_advantage,original,2387,0,1,0,False,True,c_only,6.968623275174786,0.0005387578316496153,3.4675650107321876,0.6031949637089304,-2.8643700470232574,0.9688071073791876,0.4529389990692491,35182,40,4,0,0.7661842,1,1,99
c_only_largest_advantage,original,1126,1,0,1,False,True,c_only,7.009546776331972,0.0125641297554772,3.4871397366570442,0.6398266715995228,-2.8473130650575214,0.030588237582296236,0.5273838267166024,52450,10,1,0,0.83085114,0,0,46
c_only_largest_advantage,original,227,1,0,1,False,True,c_only,6.9239589977159,0.0018518595245715125,3.446214197119974,0.6173509453368904,-2.8288632517830834,0.03186604688109757,0.5393713709934079,34222,10,1,0,0.66683805,1,0,9
c_only_largest_advantage,original,369,1,0,1,False,True,c_only,6.983983103063833,0.04442510613614388,3.47491065143099,0.6551190117073998,-2.81979163972359,0.03096460034231333,0.5193802465787717,3078,40,4,0,0.82482326,0,0,15
both_wrong_b_more_confident,original,2026,1,0,0,False,False,both_wrong,10.288622065561855,10.818663592453007,5.0797083062266655,0.8380294137695007,-4.2416788924571645,0.00622172358931024,0.43256208500430193,47896,0,0,0,0.0,0,0,84
both_wrong_b_more_confident,original,2839,0,1,1,False,False,both_wrong,9.264110444078812,9.739636197090432,4.578556943229613,0.822758710243156,-3.755798232986457,0.9897302946234641,0.5607816944021518,28262,10,1,0,0.8056024,1,1,118
both_wrong_b_more_confident,original,1089,1,0,0,False,False,both_wrong,8.63435320499396,1.2079053046800436,4.271706067048565,0.703902824308465,-3.5678032427401,0.01395794963039523,0.4946509956841836,22303,0,0,0,0.0,0,0,45
both_wrong_b_more_confident,original,839,1,0,0,False,False,both_wrong,9.124882429857266,24.110363006625604,4.510624053422302,1.040623747936634,-3.470000305485668,0.010991598690283556,0.3532342840737235,26813,10,1,0,0.77562433,0,0,34
both_wrong_b_more_confident,original,1775,1,0,0,False,False,both_wrong,8.570972207700088,16.83288650637268,4.2408892614494045,0.9264158341158609,-3.3144734273335437,0.01439478542207971,0.395970393617066,7160,9,0,1,0.7408005,0,0,73
both_wrong_b_more_confident,original,2991,0,1,1,False,False,both_wrong,8.384381799094005,10.721238273196963,4.150246034895422,0.8366432470945193,-3.3136027878009022,0.9842394616346108,0.566837896081569,37840,10,1,0,0.6907013,0,1,124
both_wrong_b_more_confident,original,2988,0,1,1,False,False,both_wrong,8.443921740127985,12.791400833020038,4.179156435137626,0.8664118976800528,-3.3127445374575735,0.9846885817050917,0.5795425096067846,63897,10,1,0,0.64359784,0,1,124
both_wrong_b_more_confident,original,1712,1,0,0,False,False,both_wrong,7.936320260567232,2.478474907347631,3.9331266140605146,0.7235865661388652,-3.2095400479216494,0.019582350285748083,0.4850096137195883,50271,0,0,0,0.0,0,0,71
both_wrong_b_more_confident,original,2022,1,0,0,False,False,both_wrong,7.8778624821760195,1.255152742747454,3.9048622871562677,0.7047490727704031,-3.2001132143858646,0.020143728350400663,0.4942325751087444,71894,20,2,0,0.83999157,0,0,84
both_wrong_b_more_confident,original,1487,1,0,0,False,False,both_wrong,8.171033860359062,13.4061594762699,4.0467613595768395,0.8753787761158134,-3.171382583461026,0.017478890914816386,0.4167041522019667,26097,0,0,0,0.0,0,0,61
both_wrong_b_more_confident,original,1289,1,0,0,False,False,both_wrong,7.724694580168181,3.2448660483766476,3.8308815987775935,0.7341581622726349,-3.0967234365049587,0.021690484893303302,0.47990929471896965,29007,10,1,0,0.7206453,0,0,53
both_wrong_b_more_confident,original,1997,0,1,1,False,False,both_wrong,7.970152357208343,16.620466292809255,3.9494914776056333,0.9232003877400022,-3.026291089865631,0.9807355042875564,0.6027543356322358,46481,10,1,0,0.67220956,0,1,83
both_wrong_c_more_confident,original,143,1,0,0,False,False,both_wrong,1.0577588969393348,27.631021115928547,0.8608426963992253,1.146788367367089,0.2859456709678636,0.422805635364067,0.3176553250982656,57275,20,2,0,0.78435934,0,0,5
both_wrong_c_more_confident,original,835,1,0,0,False,False,both_wrong,0.7319364328030251,18.488180169869743,0.7120937731896169,0.9517044255460338,0.239610652356417,0.49061588292586045,0.38608241360959045,51701,49,5,0,0.72487706,0,0,34
both_wrong_c_more_confident,original,1759,1,0,0,False,False,both_wrong,0.7332058101489368,16.58199400037512,0.7127079190864666,0.9226187521643571,0.2099108330778905,0.49031466569956167,0.3974767837855534,42356,10,1,0,0.660069,1,1,73
both_wrong_c_more_confident,original,134,1,0,0,False,False,both_wrong,1.2386577454424363,27.631021115928547,0.9384153835976197,1.1475708668937195,0.2091554832960998,0.3912473213278426,0.31740685718243594,54464,10,1,0,0.74379075,0,0,5
both_wrong_c_more_confident,original,127,1,0,0,False,False,both_wrong,1.0205224352899778,24.772609233873634,0.84454023916445,1.0514003703870731,0.20686013122262314,0.429754897267548,0.34944804961034737,36654,86,9,0,0.74665445,1,0,5
both_wrong_c_more_confident,original,492,1,0,0,False,False,both_wrong,0.9405170760842895,18.532167443637416,0.809015361464243,0.9523820286958291,0.1433666672315861,0.44529630633653183,0.3858208915641353,47529,20,2,0,0.7456049,1,1,20
both_wrong_c_more_confident,original,9,1,0,0,False,False,both_wrong,1.2527313132032227,26.775830984117952,0.9443581034640749,1.0843791212939247,0.14002101782984977,0.3889291430630833,0.33811164706074287,15327,10,1,0,0.65635705,1,1,0
both_wrong_c_more_confident,original,209,0,1,1,False,False,both_wrong,0.7424974921866245,11.941729621187507,0.7171925774447596,0.8541139905611594,0.13692141311639983,0.5118793047830076,0.574339837020578,37495,20,2,0,0.785366,1,0,8
both_wrong_c_more_confident,original,799,0,1,1,False,False,both_wrong,0.7251342285732952,8.490131845476883,0.7087966014626308,0.8052995112111067,0.09650290974847586,0.5077638024963546,0.5530459612355498,49208,0,0,0,0.0,1,0,33
both_wrong_c_more_confident,original,2402,0,1,1,False,False,both_wrong,0.7405776952952788,6.684279419006931,0.7162675280587398,0.7804846378726862,0.06421710981394635,0.5114275601227469,0.5418160957838212,10334,0,0,0,0.0,0,0,100
both_wrong_c_more_confident,original,796,0,1,1,False,False,both_wrong,0.7693178950536236,6.319822943681591,0.7300345547692781,0.7755337071558795,0.045499152386601405,0.5181076618760592,0.5395420343031664,7171,0,0,0,0.0,0,0,33
both_wrong_c_more_confident,original,119,1,0,0,False,False,both_wrong,0.9710380644416929,12.674256594441696,0.822653954944776,0.8647097984713867,0.04205584352661074,0.4392643184525082,0.4211737601630678,32189,0,0,0,0.0,1,0,4
