selection,stream,occurrence_index,label,pred_b,pred_c,correct_b,correct_c,outcome,loss_b_raw,loss_c_raw,loss_b_cal,loss_c_cal,c_minus_b_loss,prob1_b_cal,prob1_c_cal,global_node_id,context_nodes,incoming,outgoing,center_context_cosine,raw_center_prediction,raw_context_prediction,episode_id
b_only_largest_advantage,original,133,1,1,0,True,False,b_only,0.0016150822258753953,27.631021115928547,0.04116420937335118,1.104378797544344,1.063214588170993,0.9596715299478987,0.3314166951745008,1655,88,11,0,0.7593325,1,0,5
b_only_largest_advantage,original,135,1,1,0,True,False,b_only,0.003448250090107677,25.134402751934747,0.059316546030089644,1.0573142994076332,0.9979977533775436,0.9424084062970652,0.3473875375151716,66706,19,2,0,0.7212315,1,0,5
b_only_largest_advantage,original,129,1,1,0,True,False,b_only,0.0016038083949048909,23.395397901604138,0.04102502608351664,1.0290600360286883,0.9880350099451717,0.9598051094844015,0.35734269201260116,36006,10,1,0,0.7452984,0,0,5
b_only_largest_advantage,original,69,1,1,0,True,False,b_only,0.0038060793660958593,24.322079896954236,0.062191071519724354,1.0440621391394111,0.9818710676196868,0.9397033190952294,0.3520218120898872,49157,10,1,0,0.66024244,1,0,2
b_only_largest_advantage,original,1213,0,0,1,True,False,b_only,0.003829534966522961,23.53485584265044,0.06237435556486908,1.0313098146912696,0.9689354591264006,0.06046889774754833,0.6434603462831916,59479,10,1,0,0.74844635,1,0,50
b_only_largest_advantage,original,583,0,0,1,True,False,b_only,0.00013570879759659872,20.363883019926096,0.012310221729105113,0.9808540390999543,0.9685438173708492,0.01223476091344326,0.6250092946678958,55679,10,1,0,0.6721536,0,0,24
b_only_largest_advantage,original,132,1,1,0,True,False,b_only,0.014202102562184722,26.591389656069722,0.1161331215333308,1.0813189287380927,0.9651858072047619,0.8903566897602123,0.3391479185926278,63350,10,1,0,0.68439114,1,0,5
b_only_largest_advantage,original,884,1,1,0,True,False,b_only,0.0012831264274746565,19.789917471567666,0.03682625987335497,0.9718788702797742,0.9350526104064192,0.9638435791082826,0.37837145894134144,8296,80,8,0,0.7605282,1,1,36
b_only_largest_advantage,original,1200,0,0,1,True,False,b_only,0.002101787325794495,20.248748780904112,0.04674769097691288,0.9790497694123013,0.9323020784353884,0.045671847179321885,0.6243320995675286,26091,8,1,0,0.64815915,0,0,50
b_only_largest_advantage,original,1579,1,1,0,True,False,b_only,0.00040759810463713355,18.49635315868526,0.02108186619934014,0.9518303047439667,0.9307484385446265,0.9791388029158182,0.3860338169237494,65905,10,1,0,0.66759604,1,0,65
b_only_largest_advantage,original,138,1,1,0,True,False,b_only,0.006908988153022999,22.2334938051525,0.08265133243020763,1.0104253718359306,0.927774039405723,0.9206720997676024,0.36406408402193996,4609,10,1,0,0.6728544,1,0,5
b_only_largest_advantage,original,113,0,0,1,True,False,b_only,0.0007405144406760675,18.63352204177425,0.028200590107796925,0.9539444466663112,0.9257438565585142,0.0278066651246788,0.6147814512520777,36695,30,3,0,0.77644545,0,0,4
c_only_largest_advantage,original,2420,1,0,1,False,True,c_only,10.634603965780569,0.0009201885443034442,5.249346042038672,0.6093021496832967,-4.640043892355376,0.005250951177939904,0.5437301789859419,75527,0,0,0,0.0,0,0,100
c_only_largest_advantage,original,538,1,0,1,False,True,c_only,8.477339996827032,0.006906335909417248,4.1953886656569805,0.632726447174516,-3.5626622184824646,0.015064886120222094,0.5311416953124399,77115,10,1,0,0.7976635,0,0,22
