dataset,model,negative_kind,scorer,auc,average_precision,hits_at_50,orientation,n_pairs,n_positive,endpoint_permutation_auc,endpoint_sensitivity,leakage_edges
covid19_twitter,__floor__,degree_matched,common_neighbors,0.6947015306122449,0.9292004770871056,0.98,1,2800,1400,,,0.0
covid19_twitter,__floor__,degree_matched,adamic_adar,0.6959270408163265,0.9265807157641244,0.98,1,2800,1400,,,0.0
covid19_twitter,__floor__,degree_matched,preferential_attachment,0.5050443877551021,0.5648680618100117,1.0,-1,2800,1400,,,0.0
covid19_twitter,__floor__,degree_matched,jaccard,0.694844387755102,0.9248978931038366,0.98,1,2800,1400,,,0.0
covid19_twitter,__floor__,degree_matched,raw_feature_cosine,0.5855117346938775,0.6293379069143467,0.9,1,2800,1400,,,0.0
covid19_twitter,__floor__,random,common_neighbors,0.7048362244897959,0.9887063269719262,1.0,1,2800,1400,,,0.0
covid19_twitter,__floor__,random,adamic_adar,0.7050413265306122,0.9883399256031469,1.0,1,2800,1400,,,0.0
covid19_twitter,__floor__,random,preferential_attachment,0.6998727040816326,0.740341763115169,0.98,1,2800,1400,,,0.0
covid19_twitter,__floor__,random,jaccard,0.7046772959183674,0.9862226872168969,0.98,1,2800,1400,,,0.0
covid19_twitter,__floor__,random,raw_feature_cosine,0.6329339285714286,0.676040412599857,0.9,1,2800,1400,,,0.0
covid19_twitter,__floor__,hard_2hop,common_neighbors,0.7686775510204081,0.8671202142582207,1.0,-1,2800,1400,,,0.0
covid19_twitter,__floor__,hard_2hop,adamic_adar,0.7952573979591837,0.8567275604759155,1.0,-1,2800,1400,,,0.0
covid19_twitter,__floor__,hard_2hop,preferential_attachment,0.5766640306122449,0.5862838351651165,1.0,-1,2800,1400,,,0.0
covid19_twitter,__floor__,hard_2hop,jaccard,0.8442788265306123,0.8887934247011956,1.0,-1,2800,1400,,,0.0
covid19_twitter,__floor__,hard_2hop,raw_feature_cosine,0.5248257653061225,0.6125725118527598,1.0,-1,2800,1400,,,0.0
covid19_twitter,mtr_CL,degree_matched,encoder_cosine,0.5297573979591836,0.5029549323596674,0.52,-1,2800,1400,0.491410125,0.9995,0.0
covid19_twitter,mtr_CL,random,encoder_cosine,0.6331686224489796,0.6293383667232857,0.58,-1,2800,1400,0.493009875,0.99975,0.0
covid19_twitter,mtr_CL,hard_2hop,encoder_cosine,0.8410086734693878,0.8031147358496686,0.86,-1,2800,1400,0.487994625,0.99975,0.0
covid19_twitter,mtr_FP,degree_matched,encoder_cosine,0.4983923469387755,0.7249172564373629,1.0,1,2800,1400,0.515874375,0.43075,0.0
covid19_twitter,mtr_FP,random,encoder_cosine,0.542001275510204,0.7299447307324672,1.0,-1,2800,1400,0.50091175,0.3825,0.0
covid19_twitter,mtr_FP,hard_2hop,encoder_cosine,0.5518640306122449,0.7352374300229051,1.0,-1,2800,1400,0.4992055,0.447,0.0
covid19_twitter,mtr_MIX,degree_matched,encoder_cosine,0.791590306122449,0.7685328137710683,0.92,1,2800,1400,0.49285175,0.9995,0.0
covid19_twitter,mtr_MIX,random,encoder_cosine,0.8343392857142857,0.8233066031043915,0.94,1,2800,1400,0.50316325,0.99975,0.0
covid19_twitter,mtr_MIX,hard_2hop,encoder_cosine,0.7971801020408164,0.7447803749127322,0.86,-1,2800,1400,0.49978675,0.99975,0.0
covid19_twitter,mtr_NM,degree_matched,encoder_cosine,0.8788658163265306,0.8759910262724793,0.96,1,2800,1400,0.4904055,0.9995,0.0
covid19_twitter,mtr_NM,random,encoder_cosine,0.8946704081632653,0.9037503572190482,1.0,1,2800,1400,0.5133445,0.99975,0.0
covid19_twitter,mtr_NM,hard_2hop,encoder_cosine,0.6415905612244898,0.5867384654331097,0.7,-1,2800,1400,0.50828675,0.99975,0.0
covid19_twitter,mtp_CLFP,degree_matched,encoder_cosine,0.5402316326530612,0.5054327186820848,0.2,-1,2800,1400,0.4892135,0.9995,0.0
covid19_twitter,mtp_CLFP,random,encoder_cosine,0.6313918367346939,0.6392799234584092,0.56,-1,2800,1400,0.493215,0.99975,0.0
covid19_twitter,mtp_CLFP,hard_2hop,encoder_cosine,0.834473724489796,0.7990214193324698,0.8,-1,2800,1400,0.48639175,0.99975,0.0
covid19_twitter,mtp_NMCL,degree_matched,encoder_cosine,0.7856227040816327,0.7527680126844396,0.98,1,2800,1400,0.48944625,0.9995,0.0
covid19_twitter,mtp_NMCL,random,encoder_cosine,0.8129293367346939,0.7890517399531161,0.98,1,2800,1400,0.49978125,0.99975,0.0
covid19_twitter,mtp_NMCL,hard_2hop,encoder_cosine,0.8016974489795918,0.7406722677756026,0.72,-1,2800,1400,0.498091375,0.99975,0.0
covid19_twitter,mtp_NMFP,degree_matched,encoder_cosine,0.8655579081632653,0.8532326819441455,0.96,1,2800,1400,0.49664525,0.9995,0.0
covid19_twitter,mtp_NMFP,random,encoder_cosine,0.8843188775510205,0.8827245503956174,0.96,1,2800,1400,0.51241225,0.99975,0.0
covid19_twitter,mtp_NMFP,hard_2hop,encoder_cosine,0.733286224489796,0.6611737734986388,0.7,-1,2800,1400,0.50345525,0.99975,0.0
