source,target,auc,bce,average_precision,checkpoint_step
covid_political,cp_hk_twitter,0.5398219387755102,0.7127143016413028,0.5282806778682996,4000
covid_political,facebook_page_reference,0.5702147959183673,0.7035797818236932,0.5521875134569243,4000
election2020,ukr_rus_twitter,0.519211224489796,0.7247849388367043,0.515034309316507,50000
election2020,covid19_twitter,0.5672030612244898,0.7304958413576543,0.5408750572430217,50000
election2020,midterm,0.5731474489795918,0.7298416370043177,0.5531218903511976,50000
election2020,covid_political,0.6546010204081634,0.7912583221320213,0.5978774436163067,50000
election2020,election2020,0.818030612244898,0.7643038613041975,0.7592510774755843,50000
election2020,ukr_rus_suspended,0.5961448979591837,0.6870023974609395,0.5832666981535296,50000
election2020,twibot20,0.6423811224489796,0.7232366116675919,0.5912429723925787,50000
election2020,cp_hk_twitter,0.5297663265306123,0.8405609829848083,0.5270765988392974,50000
election2020,facebook_page_reference,0.5296020408163266,0.7845105831658417,0.5204546623453952,50000
ukr_rus_suspended,ukr_rus_twitter,0.6612913265306122,0.7191322878421769,0.6188066340264247,20000
ukr_rus_suspended,covid19_twitter,0.7323778061224491,0.6499324680280956,0.7024393797150434,20000
ukr_rus_suspended,midterm,0.6396285714285714,0.732177349792148,0.5933127354975833,20000
ukr_rus_suspended,covid_political,0.6192392857142857,0.7516863176248775,0.5962578337841594,20000
ukr_rus_suspended,election2020,0.6449188775510204,0.8784531533392201,0.6023472237827561,20000
ukr_rus_suspended,ukr_rus_suspended,0.8163367346938775,0.8232742686180425,0.7627411854458898,20000
ukr_rus_suspended,twibot20,0.672013775510204,0.6820374960047736,0.6528887773466245,20000
ukr_rus_suspended,cp_hk_twitter,0.5755698979591837,0.7056282176111354,0.5681527164896307,20000
ukr_rus_suspended,facebook_page_reference,0.6891704081632652,0.6563309606197446,0.6820005686540382,20000
twibot20,ukr_rus_twitter,0.6665086734693878,0.7835376303411853,0.6143333908485373,64000
twibot20,covid19_twitter,0.789348469387755,0.6715389276876162,0.729315771135878,64000
twibot20,midterm,0.672638775510204,0.8121095360051036,0.6072368905067692,64000
twibot20,covid_political,0.7165933673469387,1.1773389724904202,0.6462785109612373,64000
twibot20,election2020,0.7533362244897959,1.209227748899868,0.6741095493904842,64000
twibot20,ukr_rus_suspended,0.7372734693877551,0.6573618715091026,0.7146109173393603,64000
twibot20,twibot20,0.807280612244898,0.7907756026620363,0.7452979150521003,64000
twibot20,cp_hk_twitter,0.5929714285714286,0.8291193689518749,0.5650236557857231,64000
twibot20,facebook_page_reference,0.7173102040816327,0.657560043300081,0.7014557003160302,64000
cp_hk_twitter,ukr_rus_twitter,0.5350841836734694,0.9260232308349009,0.5024475868614303,16000
cp_hk_twitter,covid19_twitter,0.6029505102040815,0.7940002838881209,0.5490645310559811,16000
cp_hk_twitter,midterm,0.6095117346938776,0.7299265659066816,0.5573025871806425,16000
cp_hk_twitter,covid_political,0.5001071428571429,0.8349683609575691,0.4876925980615476,16000
cp_hk_twitter,election2020,0.5212688775510204,0.8217679928140779,0.5071310950967854,16000
cp_hk_twitter,ukr_rus_suspended,0.5876071428571428,0.8159098750379773,0.5619447331452083,16000
cp_hk_twitter,twibot20,0.5642938775510205,0.7671839460518455,0.53488904473487,16000
cp_hk_twitter,cp_hk_twitter,0.649845918367347,2.9020458811804373,0.5794948149314174,16000
cp_hk_twitter,facebook_page_reference,0.5798204081632653,0.7227461176114344,0.5530131581422453,16000
facebook_page_reference,ukr_rus_twitter,0.5983198979591837,1.1741460027629869,0.5588706728797108,28000
facebook_page_reference,covid19_twitter,0.6635566326530613,0.9123801520462502,0.619151704388744,28000
facebook_page_reference,midterm,0.6146413265306122,0.9153443111324736,0.5641930393501418,28000
facebook_page_reference,covid_political,0.5642882653061225,1.266448965811846,0.5529470522178623,28000
facebook_page_reference,election2020,0.5465040816326532,1.5483276531029606,0.5350689462664664,28000
facebook_page_reference,ukr_rus_suspended,0.6913122448979593,0.9228293864844631,0.6452373209202427,28000
facebook_page_reference,twibot20,0.6129188775510204,1.1020445416756413,0.5783898580724123,28000
facebook_page_reference,cp_hk_twitter,0.5712627551020408,1.1539963940612488,0.5596293066167808,28000
facebook_page_reference,facebook_page_reference,0.857415306122449,0.6852960480993855,0.8036785827185604,28000
