source,target,auc,bce,average_precision,checkpoint_step
ukr_rus_twitter,ukr_rus_twitter,0.6492525510204082,1.7260516592125323,0.5795835883647125,80000
ukr_rus_twitter,covid19_twitter,0.7317831632653062,0.7583512586759504,0.680763882726676,80000
ukr_rus_twitter,midterm,0.6586964285714286,1.024156655795944,0.5951477561362155,80000
ukr_rus_twitter,covid_political,0.6262979591836735,1.2596388682377244,0.6015955765550186,80000
ukr_rus_twitter,election2020,0.6797051020408164,1.6907763145731598,0.6251708875713543,80000
ukr_rus_twitter,ukr_rus_suspended,0.770466581632653,0.8501483685261181,0.7470847443923302,80000
ukr_rus_twitter,twibot20,0.6729163265306123,0.8739138488897885,0.6483442606323611,80000
ukr_rus_twitter,cp_hk_twitter,0.5914785714285714,0.7943070948165405,0.562662001049417,80000
ukr_rus_twitter,facebook_page_reference,0.7396698979591836,0.6421856987950848,0.7287876073996067,80000
covid19_twitter,ukr_rus_twitter,0.6469678571428571,1.1727374943634727,0.5950087849630337,56000
covid19_twitter,covid19_twitter,0.77395,0.9865417035390128,0.7029110687053808,56000
covid19_twitter,midterm,0.6649234693877552,1.0951017019634228,0.6006397271151765,56000
covid19_twitter,covid_political,0.6721683673469387,1.4321011072345793,0.6247036099566956,56000
covid19_twitter,election2020,0.7183010204081633,1.79023294984705,0.6586001842713748,56000
covid19_twitter,ukr_rus_suspended,0.7252066326530613,0.8109624702613555,0.705632167029927,56000
covid19_twitter,twibot20,0.698409693877551,1.1070490112786104,0.6644817896746962,56000
covid19_twitter,cp_hk_twitter,0.601236224489796,1.2904041646338187,0.5616645984715956,56000
covid19_twitter,facebook_page_reference,0.7406607142857142,0.6531081973432065,0.7253461340791363,56000
midterm,ukr_rus_twitter,0.6391112244897961,0.7031390144375714,0.6089217140265804,30000
midterm,covid19_twitter,0.7489153061224489,0.6609811516284306,0.7077061752085403,30000
midterm,midterm,0.7434290816326532,1.3308205810971867,0.6569420522483325,30000
midterm,covid_political,0.6860010204081632,0.7804126887361102,0.6275766844909856,30000
midterm,election2020,0.7207163265306122,0.969208478376314,0.6513255917773665,30000
midterm,ukr_rus_suspended,0.7223709183673469,0.6579910931805323,0.7070894090448757,30000
midterm,twibot20,0.7464346938775511,0.6680726346902335,0.7033324062924589,30000
midterm,cp_hk_twitter,0.5587474489795918,0.8534886335158074,0.5300273301291689,30000
midterm,facebook_page_reference,0.651586224489796,0.6765200862105859,0.6332908790916421,30000
covid_political,ukr_rus_twitter,0.5574576530612245,0.7798263364708208,0.5365600952643632,4000
covid_political,covid19_twitter,0.6258147959183674,0.7228376313222639,0.601471079674331,4000
covid_political,midterm,0.6026326530612245,0.8373937843521275,0.5697476891069977,4000
covid_political,covid_political,0.7740076530612245,1.4194534424544187,0.6889170111094298,4000
covid_political,election2020,0.7477066326530613,0.992958326364896,0.6672796375868695,4000
covid_political,ukr_rus_suspended,0.5768331632653061,0.7115900356726641,0.5835693875760706,4000
covid_political,twibot20,0.7072362244897958,0.7634784513174652,0.6644457003042137,4000
