base_source,added_source,pair_model_id,target,base_specialist_auc,pair_auc,delta_auc,target_is_base,target_is_added,target_heldout_from_pair,base_all_target_mean_auc,heldout_mean_delta_auc,all_target_mean_delta_auc
ukr_rus,cp_hk,nmpair_ukr_rus__cp_hk,ukr_rus,0.9263123213559732,0.9179875783536624,-0.008324743002310786,1,0,0,0.8560997986093182,0.002522403696683392,0.01081259386140565
ukr_rus,cp_hk,nmpair_ukr_rus__cp_hk,facebook_page_reference,0.8652459566620575,0.8712429323415647,0.005996975679507188,0,0,1,0.8560997986093182,0.002522403696683392,0.01081259386140565
ukr_rus,cp_hk,nmpair_ukr_rus__cp_hk,covid,0.959857883946649,0.9566240125689012,-0.0032338713777477768,0,0,1,0.8560997986093182,0.002522403696683392,0.01081259386140565
ukr_rus,cp_hk,nmpair_ukr_rus__cp_hk,twibot20,0.8968699151072009,0.8998159514076408,0.0029460363004398804,0,0,1,0.8560997986093182,0.002522403696683392,0.01081259386140565
ukr_rus,cp_hk,nmpair_ukr_rus__cp_hk,covid_political,0.8324350785935061,0.8390600990975039,0.006625020503997825,0,0,1,0.8560997986093182,0.002522403696683392,0.01081259386140565
ukr_rus,cp_hk,nmpair_ukr_rus__cp_hk,ukr_rus_suspended,0.8301447180495864,0.8191832828795772,-0.010961435170009248,0,0,1,0.8560997986093182,0.002522403696683392,0.01081259386140565
ukr_rus,cp_hk,nmpair_ukr_rus__cp_hk,midterm,0.8465061035649529,0.8590246686990232,0.012518565134070236,0,0,1,0.8560997986093182,0.002522403696683392,0.01081259386140565
ukr_rus,cp_hk,nmpair_ukr_rus__cp_hk,election2020,0.8333388860198272,0.8371044208263528,0.003765534806525639,0,0,1,0.8560997986093182,0.002522403696683392,0.01081259386140565
ukr_rus,cp_hk,nmpair_ukr_rus__cp_hk,cp_hk,0.7141873241841108,0.8021685860622887,0.0879812618781779,0,1,0,0.8560997986093182,0.002522403696683392,0.01081259386140565
ukr_rus,covid,nmpair_ukr_rus__covid,ukr_rus,0.9263123213559732,0.9193183415237516,-0.0069939798322216085,1,0,0,0.8560997986093182,0.0020820709284890626,0.001564772619293738
ukr_rus,covid,nmpair_ukr_rus__covid,facebook_page_reference,0.8652459566620575,0.8610595667499236,-0.0041863899121339365,0,0,1,0.8560997986093182,0.0020820709284890626,0.001564772619293738
ukr_rus,covid,nmpair_ukr_rus__covid,covid,0.959857883946649,0.9663603208530908,0.006502436906441811,0,1,0,0.8560997986093182,0.0020820709284890626,0.001564772619293738
ukr_rus,covid,nmpair_ukr_rus__covid,twibot20,0.8968699151072009,0.9052923741011782,0.008422458993977311,0,0,1,0.8560997986093182,0.0020820709284890626,0.001564772619293738
ukr_rus,covid,nmpair_ukr_rus__covid,covid_political,0.8324350785935061,0.8355497908318179,0.003114712238311834,0,0,1,0.8560997986093182,0.0020820709284890626,0.001564772619293738
ukr_rus,covid,nmpair_ukr_rus__covid,ukr_rus_suspended,0.8301447180495864,0.8378966660335145,0.007751947983928087,0,0,1,0.8560997986093182,0.0020820709284890626,0.001564772619293738
ukr_rus,covid,nmpair_ukr_rus__covid,midterm,0.8465061035649529,0.8489950395178522,0.0024889359528992294,0,0,1,0.8560997986093182,0.0020820709284890626,0.001564772619293738
ukr_rus,covid,nmpair_ukr_rus__covid,election2020,0.8333388860198272,0.836862613551918,0.003523727532090848,0,0,1,0.8560997986093182,0.0020820709284890626,0.001564772619293738
ukr_rus,covid,nmpair_ukr_rus__covid,cp_hk,0.7141873241841108,0.7076464278944609,-0.006540896289649933,0,0,1,0.8560997986093182,0.0020820709284890626,0.001564772619293738
ukr_rus,twibot20,nmpair_ukr_rus__twibot20,ukr_rus,0.9263123213559732,0.9153961902377248,-0.010916131118248407,1,0,0,0.8560997986093182,0.0007520259894761017,0.0011928663399940846
ukr_rus,twibot20,nmpair_ukr_rus__twibot20,facebook_page_reference,0.8652459566620575,0.8567570308159138,-0.008488925846143691,0,0,1,0.8560997986093182,0.0007520259894761017,0.0011928663399940846
ukr_rus,twibot20,nmpair_ukr_rus__twibot20,covid,0.959857883946649,0.9593227941414406,-0.000535089805208333,0,0,1,0.8560997986093182,0.0007520259894761017,0.0011928663399940846
ukr_rus,twibot20,nmpair_ukr_rus__twibot20,twibot20,0.8968699151072009,0.9132576613590634,0.016387746251862456,0,1,0,0.8560997986093182,0.0007520259894761017,0.0011928663399940846
ukr_rus,twibot20,nmpair_ukr_rus__twibot20,covid_political,0.8324350785935061,0.830735437212319,-0.0016996413811870559,0,0,1,0.8560997986093182,0.0007520259894761017,0.0011928663399940846
ukr_rus,twibot20,nmpair_ukr_rus__twibot20,ukr_rus_suspended,0.8301447180495864,0.83208281555395,0.0019380975043635784,0,0,1,0.8560997986093182,0.0007520259894761017,0.0011928663399940846
ukr_rus,twibot20,nmpair_ukr_rus__twibot20,midterm,0.8465061035649529,0.8537779854631972,0.007271881898244237,0,0,1,0.8560997986093182,0.0007520259894761017,0.0011928663399940846
ukr_rus,twibot20,nmpair_ukr_rus__twibot20,election2020,0.8333388860198272,0.84001399169023,0.006675105670402859,0,0,1,0.8560997986093182,0.0007520259894761017,0.0011928663399940846
ukr_rus,twibot20,nmpair_ukr_rus__twibot20,cp_hk,0.7141873241841108,0.7142900780699719,0.00010275388586111767,0,0,1,0.8560997986093182,0.0007520259894761017,0.0011928663399940846
ukr_rus,election2020,nmpair_ukr_rus__election2020,ukr_rus,0.9263123213559732,0.9146277296132054,-0.011684591742767814,1,0,0,0.8560997986093182,-0.002073255274291887,0.0022484406657602676
ukr_rus,election2020,nmpair_ukr_rus__election2020,facebook_page_reference,0.8652459566620575,0.8574996178177582,-0.007746338844299316,0,0,1,0.8560997986093182,-0.002073255274291887,0.0022484406657602676
ukr_rus,election2020,nmpair_ukr_rus__election2020,covid,0.959857883946649,0.953711695643677,-0.006146188302971978,0,0,1,0.8560997986093182,-0.002073255274291887,0.0022484406657602676
ukr_rus,election2020,nmpair_ukr_rus__election2020,twibot20,0.8968699151072009,0.8975300460026183,0.0006601308954173879,0,0,1,0.8560997986093182,-0.002073255274291887,0.0022484406657602676
ukr_rus,election2020,nmpair_ukr_rus__election2020,covid_political,0.8324350785935061,0.8310386582352649,-0.0013964203582411683,0,0,1,0.8560997986093182,-0.002073255274291887,0.0022484406657602676
ukr_rus,election2020,nmpair_ukr_rus__election2020,ukr_rus_suspended,0.8301447180495864,0.8183000101440253,-0.011844707905561136,0,0,1,0.8560997986093182,-0.002073255274291887,0.0022484406657602676
ukr_rus,election2020,nmpair_ukr_rus__election2020,midterm,0.8465061035649529,0.8537023597750171,0.007196256210064145,0,0,1,0.8560997986093182,-0.002073255274291887,0.0022484406657602676
ukr_rus,election2020,nmpair_ukr_rus__election2020,election2020,0.8333388860198272,0.8797722306744806,0.04643334465465343,0,1,0,0.8560997986093182,-0.002073255274291887,0.0022484406657602676
ukr_rus,election2020,nmpair_ukr_rus__election2020,cp_hk,0.7141873241841108,0.7189518055696597,0.004764481385548858,0,0,1,0.8560997986093182,-0.002073255274291887,0.0022484406657602676
ukr_rus,covid_political,nmpair_ukr_rus__covid_political,ukr_rus,0.9263123213559732,0.9157486631952482,-0.01056365816072502,1,0,0,0.8560997986093182,-0.002236451206144558,0.0015207417471047036
