base_source,added_source,pair_model_id,target,base_specialist_auc,pair_auc,delta_auc,target_is_base,target_is_added,target_heldout_from_pair,base_all_target_mean_auc,heldout_mean_delta_auc,all_target_mean_delta_auc
ukr_rus,covid_political,nmpair_ukr_rus__covid_political,facebook_page_reference,0.8652459566620575,0.8580873753832674,-0.007158581278790099,0,0,1,0.8560997986093182,-0.002236451206144558,0.0015207417471047036
ukr_rus,covid_political,nmpair_ukr_rus__covid_political,covid,0.959857883946649,0.9576400419761396,-0.0022178419705093377,0,0,1,0.8560997986093182,-0.002236451206144558,0.0015207417471047036
ukr_rus,covid_political,nmpair_ukr_rus__covid_political,twibot20,0.8968699151072009,0.8977261583010357,0.0008562431938348158,0,0,1,0.8560997986093182,-0.002236451206144558,0.0015207417471047036
ukr_rus,covid_political,nmpair_ukr_rus__covid_political,covid_political,0.8324350785935061,0.8723405709211853,0.03990549232767926,0,1,0,0.8560997986093182,-0.002236451206144558,0.0015207417471047036
ukr_rus,covid_political,nmpair_ukr_rus__covid_political,ukr_rus_suspended,0.8301447180495864,0.8226065310938606,-0.007538186955725834,0,0,1,0.8560997986093182,-0.002236451206144558,0.0015207417471047036
ukr_rus,covid_political,nmpair_ukr_rus__covid_political,midterm,0.8465061035649529,0.8499613833153384,0.0034552797503855093,0,0,1,0.8560997986093182,-0.002236451206144558,0.0015207417471047036
ukr_rus,covid_political,nmpair_ukr_rus__covid_political,election2020,0.8333388860198272,0.8216401712647801,-0.011698714755047135,0,0,1,0.8560997986093182,-0.002236451206144558,0.0015207417471047036
ukr_rus,covid_political,nmpair_ukr_rus__covid_political,cp_hk,0.7141873241841108,0.722833967756951,0.008646643572840174,0,0,1,0.8560997986093182,-0.002236451206144558,0.0015207417471047036
ukr_rus,ukr_rus_suspended,nmpair_ukr_rus__ukr_rus_suspended,ukr_rus,0.9263123213559732,0.9177935640017192,-0.008518757354254003,1,0,0,0.8560997986093182,-0.002660341568181005,0.00763012571200868
ukr_rus,ukr_rus_suspended,nmpair_ukr_rus__ukr_rus_suspended,facebook_page_reference,0.8652459566620575,0.8518801553495998,-0.013365801312457681,0,0,1,0.8560997986093182,-0.002660341568181005,0.00763012571200868
ukr_rus,ukr_rus_suspended,nmpair_ukr_rus__ukr_rus_suspended,covid,0.959857883946649,0.9543517286750092,-0.005506155271639779,0,0,1,0.8560997986093182,-0.002660341568181005,0.00763012571200868
ukr_rus,ukr_rus_suspended,nmpair_ukr_rus__ukr_rus_suspended,twibot20,0.8968699151072009,0.8953918721484043,-0.0014780429587966104,0,0,1,0.8560997986093182,-0.002660341568181005,0.00763012571200868
ukr_rus,ukr_rus_suspended,nmpair_ukr_rus__ukr_rus_suspended,covid_political,0.8324350785935061,0.8297374370454372,-0.002697641548068841,0,0,1,0.8560997986093182,-0.002660341568181005,0.00763012571200868
ukr_rus,ukr_rus_suspended,nmpair_ukr_rus__ukr_rus_suspended,ukr_rus_suspended,0.8301447180495864,0.9259569977891856,0.09581227973959916,0,1,0,0.8560997986093182,-0.002660341568181005,0.00763012571200868
ukr_rus,ukr_rus_suspended,nmpair_ukr_rus__ukr_rus_suspended,midterm,0.8465061035649529,0.8487712805298554,0.002265176964902471,0,0,1,0.8560997986093182,-0.002660341568181005,0.00763012571200868
ukr_rus,ukr_rus_suspended,nmpair_ukr_rus__ukr_rus_suspended,election2020,0.8333388860198272,0.8303686017277598,-0.00297028429206736,0,0,1,0.8560997986093182,-0.002660341568181005,0.00763012571200868
ukr_rus,ukr_rus_suspended,nmpair_ukr_rus__ukr_rus_suspended,cp_hk,0.7141873241841108,0.7193176816249716,0.005130357440860767,0,0,1,0.8560997986093182,-0.002660341568181005,0.00763012571200868
ukr_rus,facebook_page_reference,nmpair_ukr_rus__facebook_page_reference,ukr_rus,0.9263123213559732,0.911412034911671,-0.014900286444302191,1,0,0,0.8560997986093182,-0.0038004461376145754,-0.004820076639777053
ukr_rus,facebook_page_reference,nmpair_ukr_rus__facebook_page_reference,facebook_page_reference,0.8652459566620575,0.8633686763116682,-0.0018772803503892543,0,1,0,0.8560997986093182,-0.0038004461376145754,-0.004820076639777053
ukr_rus,facebook_page_reference,nmpair_ukr_rus__facebook_page_reference,covid,0.959857883946649,0.9492224058885684,-0.010635478058080516,0,0,1,0.8560997986093182,-0.0038004461376145754,-0.004820076639777053
ukr_rus,facebook_page_reference,nmpair_ukr_rus__facebook_page_reference,twibot20,0.8968699151072009,0.8940899652996283,-0.002779949807572679,0,0,1,0.8560997986093182,-0.0038004461376145754,-0.004820076639777053
ukr_rus,facebook_page_reference,nmpair_ukr_rus__facebook_page_reference,covid_political,0.8324350785935061,0.8348972761768035,0.002462197583297465,0,0,1,0.8560997986093182,-0.0038004461376145754,-0.004820076639777053
ukr_rus,facebook_page_reference,nmpair_ukr_rus__facebook_page_reference,ukr_rus_suspended,0.8301447180495864,0.8123987796662867,-0.017745938383299742,0,0,1,0.8560997986093182,-0.0038004461376145754,-0.004820076639777053
ukr_rus,facebook_page_reference,nmpair_ukr_rus__facebook_page_reference,midterm,0.8465061035649529,0.8388395734216975,-0.007666530143255468,0,0,1,0.8560997986093182,-0.0038004461376145754,-0.004820076639777053
ukr_rus,facebook_page_reference,nmpair_ukr_rus__facebook_page_reference,election2020,0.8333388860198272,0.8398451069305682,0.006506220910741045,0,0,1,0.8560997986093182,-0.0038004461376145754,-0.004820076639777053
ukr_rus,facebook_page_reference,nmpair_ukr_rus__facebook_page_reference,cp_hk,0.7141873241841108,0.7174436791189787,0.0032563549348678666,0,0,1,0.8560997986093182,-0.0038004461376145754,-0.004820076639777053
ukr_rus,midterm,nmpair_ukr_rus__midterm,ukr_rus,0.9263123213559732,0.9112064523258429,-0.015105869030130337,1,0,0,0.8560997986093182,-0.004255546744429596,-0.0023666320175959907
ukr_rus,midterm,nmpair_ukr_rus__midterm,facebook_page_reference,0.8652459566620575,0.8543292629307715,-0.010916693731286009,0,0,1,0.8560997986093182,-0.004255546744429596,-0.0023666320175959907
ukr_rus,midterm,nmpair_ukr_rus__midterm,covid,0.959857883946649,0.9496570852981217,-0.010200798648527298,0,0,1,0.8560997986093182,-0.004255546744429596,-0.0023666320175959907
ukr_rus,midterm,nmpair_ukr_rus__midterm,twibot20,0.8968699151072009,0.8933863427447177,-0.0034835723624832005,0,0,1,0.8560997986093182,-0.004255546744429596,-0.0023666320175959907
ukr_rus,midterm,nmpair_ukr_rus__midterm,covid_political,0.8324350785935061,0.8293487352886418,-0.0030863433048642364,0,0,1,0.8560997986093182,-0.004255546744429596,-0.0023666320175959907
ukr_rus,midterm,nmpair_ukr_rus__midterm,ukr_rus_suspended,0.8301447180495864,0.8165074762256663,-0.013637241823920121,0,0,1,0.8560997986093182,-0.004255546744429596,-0.0023666320175959907
ukr_rus,midterm,nmpair_ukr_rus__midterm,midterm,0.8465061035649529,0.8701011116477265,0.023595008082773594,0,1,0,0.8560997986093182,-0.004255546744429596,-0.0023666320175959907
ukr_rus,midterm,nmpair_ukr_rus__midterm,election2020,0.8333388860198272,0.8375907658160417,0.004251879796214553,0,0,1,0.8560997986093182,-0.004255546744429596,-0.0023666320175959907
ukr_rus,midterm,nmpair_ukr_rus__midterm,cp_hk,0.7141873241841108,0.7214712670479699,0.007283942863859139,0,0,1,0.8560997986093182,-0.004255546744429596,-0.0023666320175959907
covid,ukr_rus,nmpair_ukr_rus__covid,ukr_rus,0.8920421153649517,0.9193183415237516,0.027276226158799877,0,1,0,0.8495043919765476,0.006458172755092639,0.00816017925206426
covid,ukr_rus,nmpair_ukr_rus__covid,facebook_page_reference,0.8340093752433513,0.8610595667499236,0.027050191506572285,0,0,1,0.8495043919765476,0.006458172755092639,0.00816017925206426
covid,ukr_rus,nmpair_ukr_rus__covid,covid,0.9654021430289608,0.9663603208530908,0.000958177824129991,1,0,0,0.8495043919765476,0.006458172755092639,0.00816017925206426
covid,ukr_rus,nmpair_ukr_rus__covid,twibot20,0.904076775463148,0.9052923741011782,0.0012155986380302242,0,0,1,0.8495043919765476,0.006458172755092639,0.00816017925206426
covid,ukr_rus,nmpair_ukr_rus__covid,covid_political,0.8347613955366201,0.8355497908318179,0.0007883952951978079,0,0,1,0.8495043919765476,0.006458172755092639,0.00816017925206426
covid,ukr_rus,nmpair_ukr_rus__covid,ukr_rus_suspended,0.8194536350239282,0.8378966660335145,0.01844303100958633,0,0,1,0.8495043919765476,0.006458172755092639,0.00816017925206426
covid,ukr_rus,nmpair_ukr_rus__covid,midterm,0.846854570679281,0.8489950395178522,0.002140468838571108,0,0,1,0.8495043919765476,0.006458172755092639,0.00816017925206426
covid,ukr_rus,nmpair_ukr_rus__covid,election2020,0.8370253521820594,0.836862613551918,-0.00016273863014137913,0,0,1,0.8495043919765476,0.006458172755092639,0.00816017925206426
covid,ukr_rus,nmpair_ukr_rus__covid,cp_hk,0.7119141652666288,0.7076464278944609,-0.004267737372167901,0,0,1,0.8495043919765476,0.006458172755092639,0.00816017925206426
covid,twibot20,nmpair_covid__twibot20,ukr_rus,0.8920421153649517,0.88660879272154,-0.0054333226434116755,0,0,1,0.8495043919765476,0.0033712106776746836,0.0032457211769708863
covid,twibot20,nmpair_covid__twibot20,facebook_page_reference,0.8340093752433513,0.8451789461333177,0.011169570889966396,0,0,1,0.8495043919765476,0.0033712106776746836,0.0032457211769708863
covid,twibot20,nmpair_covid__twibot20,covid,0.9654021430289608,0.9615835752980464,-0.0038185677309143795,1,0,0,0.8495043919765476,0.0033712106776746836,0.0032457211769708863
covid,twibot20,nmpair_covid__twibot20,twibot20,0.904076775463148,0.9135083590430776,0.00943158357992957,0,1,0,0.8495043919765476,0.0033712106776746836,0.0032457211769708863
covid,twibot20,nmpair_covid__twibot20,covid_political,0.8347613955366201,0.8349873396171922,0.00022594408057208248,0,0,1,0.8495043919765476,0.0033712106776746836,0.0032457211769708863
covid,twibot20,nmpair_covid__twibot20,ukr_rus_suspended,0.8194536350239282,0.8164383690932702,-0.00301526593065804,0,0,1,0.8495043919765476,0.0033712106776746836,0.0032457211769708863
covid,twibot20,nmpair_covid__twibot20,midterm,0.846854570679281,0.8537440508261493,0.006889480146868299,0,0,1,0.8495043919765476,0.0033712106776746836,0.0032457211769708863
covid,twibot20,nmpair_covid__twibot20,election2020,0.8370253521820594,0.8404344639558903,0.003409111773830853,0,0,1,0.8495043919765476,0.0033712106776746836,0.0032457211769708863
covid,twibot20,nmpair_covid__twibot20,cp_hk,0.7119141652666288,0.7222671216931836,0.010352956426554871,0,0,1,0.8495043919765476,0.0033712106776746836,0.0032457211769708863
covid,midterm,nmpair_covid__midterm,ukr_rus,0.8920421153649517,0.8883188288787315,-0.003723286486220223,0,0,1,0.8495043919765476,-0.0005438575995182969,0.0010294563012105654
covid,midterm,nmpair_covid__midterm,facebook_page_reference,0.8340093752433513,0.8397671854358981,0.005757810192546842,0,0,1,0.8495043919765476,-0.0005438575995182969,0.0010294563012105654
covid,midterm,nmpair_covid__midterm,covid,0.9654021430289608,0.9621762364760212,-0.003225906552939528,1,0,0,0.8495043919765476,-0.0005438575995182969,0.0010294563012105654
covid,midterm,nmpair_covid__midterm,twibot20,0.904076775463148,0.9006330095488451,-0.003443765914302954,0,0,1,0.8495043919765476,-0.0005438575995182969,0.0010294563012105654
covid,midterm,nmpair_covid__midterm,covid_political,0.8347613955366201,0.8413338309046865,0.006572435368066398,0,0,1,0.8495043919765476,-0.0005438575995182969,0.0010294563012105654
covid,midterm,nmpair_covid__midterm,ukr_rus_suspended,0.8194536350239282,0.8126213579342284,-0.006832277089699801,0,0,1,0.8495043919765476,-0.0005438575995182969,0.0010294563012105654
covid,midterm,nmpair_covid__midterm,midterm,0.846854570679281,0.8631525871397437,0.016298016460462694,0,1,0,0.8495043919765476,-0.0005438575995182969,0.0010294563012105654
covid,midterm,nmpair_covid__midterm,election2020,0.8370253521820594,0.8341837785709864,-0.002841573611073067,0,0,1,0.8495043919765476,-0.0005438575995182969,0.0010294563012105654
covid,midterm,nmpair_covid__midterm,cp_hk,0.7119141652666288,0.7126178196106835,0.0007036543440547272,0,0,1,0.8495043919765476,-0.0005438575995182969,0.0010294563012105654
covid,ukr_rus_suspended,nmpair_covid__ukr_rus_suspended,ukr_rus,0.8920421153649517,0.8848729691286198,-0.007169146236331914,0,0,1,0.8495043919765476,-0.0016112098552910309,0.009656562902613804
covid,ukr_rus_suspended,nmpair_covid__ukr_rus_suspended,facebook_page_reference,0.8340093752433513,0.8432043109817066,0.009194935738355281,0,0,1,0.8495043919765476,-0.0016112098552910309,0.009656562902613804
covid,ukr_rus_suspended,nmpair_covid__ukr_rus_suspended,covid,0.9654021430289608,0.9601763782830076,-0.005225764745953154,1,0,0,0.8495043919765476,-0.0016112098552910309,0.009656562902613804
covid,ukr_rus_suspended,nmpair_covid__ukr_rus_suspended,twibot20,0.904076775463148,0.8989060655407521,-0.0051707099223958775,0,0,1,0.8495043919765476,-0.0016112098552910309,0.009656562902613804
covid,ukr_rus_suspended,nmpair_covid__ukr_rus_suspended,covid_political,0.8347613955366201,0.8316758580591487,-0.003085537477471423,0,0,1,0.8495043919765476,-0.0016112098552910309,0.009656562902613804
covid,ukr_rus_suspended,nmpair_covid__ukr_rus_suspended,ukr_rus_suspended,0.8194536350239282,0.9228669348804428,0.1034132998565146,0,1,0,0.8495043919765476,-0.0016112098552910309,0.009656562902613804
covid,ukr_rus_suspended,nmpair_covid__ukr_rus_suspended,midterm,0.846854570679281,0.8462541230793656,-0.0006004475999153991,0,0,1,0.8495043919765476,-0.0016112098552910309,0.009656562902613804
covid,ukr_rus_suspended,nmpair_covid__ukr_rus_suspended,election2020,0.8370253521820594,0.832211951277722,-0.0048134009043374615,0,0,1,0.8495043919765476,-0.0016112098552910309,0.009656562902613804
covid,ukr_rus_suspended,nmpair_covid__ukr_rus_suspended,cp_hk,0.7119141652666288,0.7122800026816883,0.0003658374150595778,0,0,1,0.8495043919765476,-0.0016112098552910309,0.009656562902613804
covid,covid_political,nmpair_covid__covid_political,ukr_rus,0.8920421153649517,0.8862072053996994,-0.005834909965252266,0,0,1,0.8495043919765476,-0.002276013656985693,0.0017170260844712676
covid,covid_political,nmpair_covid__covid_political,facebook_page_reference,0.8340093752433513,0.8381271740485882,0.004117798805236883,0,0,1,0.8495043919765476,-0.002276013656985693,0.0017170260844712676
covid,covid_political,nmpair_covid__covid_political,covid,0.9654021430289608,0.9611712457119734,-0.0042308973169873365,1,0,0,0.8495043919765476,-0.002276013656985693,0.0017170260844712676
covid,covid_political,nmpair_covid__covid_political,twibot20,0.904076775463148,0.9048452107385658,0.0007684352754178114,0,0,1,0.8495043919765476,-0.002276013656985693,0.0017170260844712676
covid,covid_political,nmpair_covid__covid_political,covid_political,0.8347613955366201,0.8703776232127487,0.0356162276761286,0,1,0,0.8495043919765476,-0.002276013656985693,0.0017170260844712676
covid,covid_political,nmpair_covid__covid_political,ukr_rus_suspended,0.8194536350239282,0.8163534386404632,-0.003100196383465037,0,0,1,0.8495043919765476,-0.002276013656985693,0.0017170260844712676
covid,covid_political,nmpair_covid__covid_political,midterm,0.846854570679281,0.8474123613587743,0.0005577906794932419,0,0,1,0.8495043919765476,-0.002276013656985693,0.0017170260844712676
covid,covid_political,nmpair_covid__covid_political,election2020,0.8370253521820594,0.822784169377952,-0.014241182804107466,0,0,1,0.8495043919765476,-0.002276013656985693,0.0017170260844712676
covid,covid_political,nmpair_covid__covid_political,cp_hk,0.7119141652666288,0.7137143340604057,0.0018001687937769795,0,0,1,0.8495043919765476,-0.002276013656985693,0.0017170260844712676
covid,election2020,nmpair_covid__election2020,ukr_rus,0.8920421153649517,0.8854507265419795,-0.006591388822972166,0,0,1,0.8495043919765476,-0.0036243483546527827,0.0010653907464077807
covid,election2020,nmpair_covid__election2020,facebook_page_reference,0.8340093752433513,0.8427225369146498,0.008713161671298542,0,0,1,0.8495043919765476,-0.0036243483546527827,0.0010653907464077807
covid,election2020,nmpair_covid__election2020,covid,0.9654021430289608,0.9573929070056172,-0.00800923602334358,1,0,0,0.8495043919765476,-0.0036243483546527827,0.0010653907464077807
covid,election2020,nmpair_covid__election2020,twibot20,0.904076775463148,0.9014763307297368,-0.0026004447334112557,0,0,1,0.8495043919765476,-0.0036243483546527827,0.0010653907464077807
covid,election2020,nmpair_covid__election2020,covid_political,0.8347613955366201,0.8202459650478142,-0.01451543048880588,0,0,1,0.8495043919765476,-0.0036243483546527827,0.0010653907464077807
covid,election2020,nmpair_covid__election2020,ukr_rus_suspended,0.8194536350239282,0.8128968407367839,-0.006556794287144285,0,0,1,0.8495043919765476,-0.0036243483546527827,0.0010653907464077807
covid,election2020,nmpair_covid__election2020,midterm,0.846854570679281,0.8433228191288038,-0.0035317515504772468,0,0,1,0.8495043919765476,-0.0036243483546527827,0.0010653907464077807
covid,election2020,nmpair_covid__election2020,election2020,0.8370253521820594,0.8799935434056425,0.042968191223583085,0,1,0,0.8495043919765476,-0.0036243483546527827,0.0010653907464077807
covid,election2020,nmpair_covid__election2020,cp_hk,0.7119141652666288,0.7116263749955716,-0.0002877902710571867,0,0,1,0.8495043919765476,-0.0036243483546527827,0.0010653907464077807
covid,cp_hk,nmpair_covid__cp_hk,ukr_rus,0.8920421153649517,0.8858783928827307,-0.006163722482220968,0,0,1,0.8495043919765476,-0.004913776163592866,0.005176234275749721
covid,cp_hk,nmpair_covid__cp_hk,facebook_page_reference,0.8340093752433513,0.8308621121549058,-0.0031472630884454844,0,0,1,0.8495043919765476,-0.004913776163592866,0.005176234275749721
covid,cp_hk,nmpair_covid__cp_hk,covid,0.9654021430289608,0.9593569914499918,-0.00604515157896901,1,0,0,0.8495043919765476,-0.004913776163592866,0.005176234275749721
covid,cp_hk,nmpair_covid__cp_hk,twibot20,0.904076775463148,0.8976357451800643,-0.006441030283083737,0,0,1,0.8495043919765476,-0.004913776163592866,0.005176234275749721
covid,cp_hk,nmpair_covid__cp_hk,covid_political,0.8347613955366201,0.8293073049907027,-0.005454090545917389,0,0,1,0.8495043919765476,-0.004913776163592866,0.005176234275749721
covid,cp_hk,nmpair_covid__cp_hk,ukr_rus_suspended,0.8194536350239282,0.8129364238388237,-0.00651721118510451,0,0,1,0.8495043919765476,-0.004913776163592866,0.005176234275749721
covid,cp_hk,nmpair_covid__cp_hk,midterm,0.846854570679281,0.8429580887158713,-0.003896481963409748,0,0,1,0.8495043919765476,-0.004913776163592866,0.005176234275749721
covid,cp_hk,nmpair_covid__cp_hk,election2020,0.8370253521820594,0.8342487185850912,-0.0027766335969682254,0,0,1,0.8495043919765476,-0.004913776163592866,0.005176234275749721
covid,cp_hk,nmpair_covid__cp_hk,cp_hk,0.7119141652666288,0.7989418584724953,0.08702769320586656,0,1,0,0.8495043919765476,-0.004913776163592866,0.005176234275749721
covid,facebook_page_reference,nmpair_covid__facebook_page_reference,ukr_rus,0.8920421153649517,0.8852139903211047,-0.006828125043847,0,0,1,0.8495043919765476,-0.011601332745137067,-0.00718459834845432
covid,facebook_page_reference,nmpair_covid__facebook_page_reference,facebook_page_reference,0.8340093752433513,0.8623212389562322,0.02831186371288097,0,1,0,0.8495043919765476,-0.011601332745137067,-0.00718459834845432
covid,facebook_page_reference,nmpair_covid__facebook_page_reference,covid,0.9654021430289608,0.9536382233959504,-0.011763919633010378,1,0,0,0.8495043919765476,-0.011601332745137067,-0.00718459834845432
covid,facebook_page_reference,nmpair_covid__facebook_page_reference,twibot20,0.904076775463148,0.8980473299136105,-0.006029445549537549,0,0,1,0.8495043919765476,-0.011601332745137067,-0.00718459834845432
covid,facebook_page_reference,nmpair_covid__facebook_page_reference,covid_political,0.8347613955366201,0.8265232616457446,-0.008238133890875465,0,0,1,0.8495043919765476,-0.011601332745137067,-0.00718459834845432
covid,facebook_page_reference,nmpair_covid__facebook_page_reference,ukr_rus_suspended,0.8194536350239282,0.7973547954668944,-0.022098839557033845,0,0,1,0.8495043919765476,-0.011601332745137067,-0.00718459834845432
covid,facebook_page_reference,nmpair_covid__facebook_page_reference,midterm,0.846854570679281,0.8246986241176211,-0.022155946561659978,0,0,1,0.8495043919765476,-0.011601332745137067,-0.00718459834845432
covid,facebook_page_reference,nmpair_covid__facebook_page_reference,election2020,0.8370253521820594,0.8358520370790328,-0.0011733151030266509,0,0,1,0.8495043919765476,-0.011601332745137067,-0.00718459834845432
covid,facebook_page_reference,nmpair_covid__facebook_page_reference,cp_hk,0.7119141652666288,0.6972286417566498,-0.014685523509978982,0,0,1,0.8495043919765476,-0.011601332745137067,-0.00718459834845432
