base_source,added_source,pair_model_id,target,base_specialist_auc,pair_auc,delta_auc,target_heldout_from_pair
ukr_rus_suspended,midterm,nmpair_midterm__ukr_rus_suspended,facebook_page_reference,0.6333580017089844,0.6784172058105469,0.0450592041015625,1
midterm,ukr_rus_suspended,nmpair_midterm__ukr_rus_suspended,twibot20,0.5385085211859809,0.6198173099093967,0.08130878872341574,1
ukr_rus_suspended,midterm,nmpair_midterm__ukr_rus_suspended,twibot20,0.6220961676703559,0.6198173099093967,-0.002278857760959263,1
midterm,ukr_rus_suspended,nmpair_midterm__ukr_rus_suspended,ukr_rus_suspended,0.520751953125,0.51690673828125,-0.00384521484375,0
ukr_rus_suspended,midterm,nmpair_midterm__ukr_rus_suspended,ukr_rus_suspended,0.47119140625,0.51690673828125,0.04571533203125,0
cp_hk,twibot20,nmpair_twibot20__cp_hk,covid_political,0.7489378187391492,0.893862971553096,0.1449251528139468,1
twibot20,cp_hk,nmpair_twibot20__cp_hk,covid_political,0.9185067635995372,0.893862971553096,-0.024643792046441182,1
cp_hk,twibot20,nmpair_twibot20__cp_hk,election2020,0.933349609375,0.98175048828125,0.04840087890625,1
twibot20,cp_hk,nmpair_twibot20__cp_hk,election2020,0.99090576171875,0.98175048828125,-0.0091552734375,1
cp_hk,twibot20,nmpair_twibot20__cp_hk,facebook_page_reference,0.6773834228515625,0.7631568908691406,0.08577346801757812,1
twibot20,cp_hk,nmpair_twibot20__cp_hk,facebook_page_reference,0.7738265991210938,0.7631568908691406,-0.010669708251953125,1
cp_hk,twibot20,nmpair_twibot20__cp_hk,twibot20,0.5914132859971789,0.6389130486382378,0.04749976264105893,0
twibot20,cp_hk,nmpair_twibot20__cp_hk,twibot20,0.6227556864420573,0.6389130486382378,0.01615736219618058,0
cp_hk,twibot20,nmpair_twibot20__cp_hk,ukr_rus_suspended,0.46270751953125,0.5006103515625,0.03790283203125,1
twibot20,cp_hk,nmpair_twibot20__cp_hk,ukr_rus_suspended,0.51171875,0.5006103515625,-0.0111083984375,1
facebook_page_reference,twibot20,nmpair_twibot20__facebook_page_reference,covid_political,0.6227747599283854,0.9009583084671584,0.27818354853877303,1
twibot20,facebook_page_reference,nmpair_twibot20__facebook_page_reference,covid_political,0.9185067635995372,0.9009583084671584,-0.017548455132378793,1
facebook_page_reference,twibot20,nmpair_twibot20__facebook_page_reference,election2020,0.96026611328125,0.98583984375,0.02557373046875,1
twibot20,facebook_page_reference,nmpair_twibot20__facebook_page_reference,election2020,0.99090576171875,0.98583984375,-0.00506591796875,1
facebook_page_reference,twibot20,nmpair_twibot20__facebook_page_reference,facebook_page_reference,0.7076454162597656,0.7724399566650391,0.06479454040527344,0
twibot20,facebook_page_reference,nmpair_twibot20__facebook_page_reference,facebook_page_reference,0.7738265991210938,0.7724399566650391,-0.0013866424560546875,0
facebook_page_reference,twibot20,nmpair_twibot20__facebook_page_reference,twibot20,0.5155548519558377,0.5533875359429253,0.03783268398708761,0
twibot20,facebook_page_reference,nmpair_twibot20__facebook_page_reference,twibot20,0.6227556864420573,0.5533875359429253,-0.06936815049913192,0
facebook_page_reference,twibot20,nmpair_twibot20__facebook_page_reference,ukr_rus_suspended,0.474273681640625,0.4603271484375,-0.013946533203125,1
twibot20,facebook_page_reference,nmpair_twibot20__facebook_page_reference,ukr_rus_suspended,0.51171875,0.4603271484375,-0.0513916015625,1
covid,ukr_rus,nmpair_ukr_rus__covid,covid_political,0.9334575511791088,0.936308401602286,0.0028508504231772314,1
ukr_rus,covid,nmpair_ukr_rus__covid,covid_political,0.9464057639793114,0.936308401602286,-0.01009736237702541,1
covid,ukr_rus,nmpair_ukr_rus__covid,election2020,0.98760986328125,0.986572265625,-0.00103759765625,1
ukr_rus,covid,nmpair_ukr_rus__covid,election2020,0.98736572265625,0.986572265625,-0.00079345703125,1
covid,ukr_rus,nmpair_ukr_rus__covid,facebook_page_reference,0.7663536071777344,0.7718734741210938,0.005519866943359375,1
ukr_rus,covid,nmpair_ukr_rus__covid,facebook_page_reference,0.7720451354980469,0.7718734741210938,-0.000171661376953125,1
covid,ukr_rus,nmpair_ukr_rus__covid,twibot20,0.5972194671630858,0.6193311479356554,0.02211168077256953,1
ukr_rus,covid,nmpair_ukr_rus__covid,twibot20,0.6355734931098092,0.6193311479356554,-0.016242345174153794,1
covid,ukr_rus,nmpair_ukr_rus__covid,ukr_rus_suspended,0.49700927734375,0.503173828125,0.00616455078125,1
ukr_rus,covid,nmpair_ukr_rus__covid,ukr_rus_suspended,0.49755859375,0.503173828125,0.005615234375,1
covid_political,ukr_rus,nmpair_ukr_rus__covid_political,covid_political,0.897971824363426,0.9385994805230036,0.04062765615957753,0
ukr_rus,covid_political,nmpair_ukr_rus__covid_political,covid_political,0.9464057639793114,0.9385994805230036,-0.00780628345630785,0
covid_political,ukr_rus,nmpair_ukr_rus__covid_political,election2020,0.986480712890625,0.9873046875,0.000823974609375,1
ukr_rus,covid_political,nmpair_ukr_rus__covid_political,election2020,0.98736572265625,0.9873046875,-6.103515625e-05,1
covid_political,ukr_rus,nmpair_ukr_rus__covid_political,facebook_page_reference,0.7047500610351562,0.7255020141601562,0.020751953125,1
ukr_rus,covid_political,nmpair_ukr_rus__covid_political,facebook_page_reference,0.7720451354980469,0.7255020141601562,-0.046543121337890625,1
covid_political,ukr_rus,nmpair_ukr_rus__covid_political,twibot20,0.5382698906792535,0.6013853285047743,0.06311543782552087,1
ukr_rus,covid_political,nmpair_ukr_rus__covid_political,twibot20,0.6355734931098092,0.6013853285047743,-0.03418816460503482,1
covid_political,ukr_rus,nmpair_ukr_rus__covid_political,ukr_rus_suspended,0.52362060546875,0.49163818359375,-0.031982421875,1
ukr_rus,covid_political,nmpair_ukr_rus__covid_political,ukr_rus_suspended,0.49755859375,0.49163818359375,-0.00592041015625,1
cp_hk,ukr_rus,nmpair_ukr_rus__cp_hk,covid_political,0.7489378187391492,0.938770435474537,0.18983261673538776,1
ukr_rus,cp_hk,nmpair_ukr_rus__cp_hk,covid_political,0.9464057639793114,0.938770435474537,-0.007635328504774441,1
cp_hk,ukr_rus,nmpair_ukr_rus__cp_hk,election2020,0.933349609375,0.98883056640625,0.05548095703125,1
ukr_rus,cp_hk,nmpair_ukr_rus__cp_hk,election2020,0.98736572265625,0.98883056640625,0.00146484375,1
cp_hk,ukr_rus,nmpair_ukr_rus__cp_hk,facebook_page_reference,0.6773834228515625,0.7496757507324219,0.07229232788085938,1
ukr_rus,cp_hk,nmpair_ukr_rus__cp_hk,facebook_page_reference,0.7720451354980469,0.7496757507324219,-0.022369384765625,1
cp_hk,ukr_rus,nmpair_ukr_rus__cp_hk,twibot20,0.5914132859971789,0.6346132490370008,0.043199963039821876,1
ukr_rus,cp_hk,nmpair_ukr_rus__cp_hk,twibot20,0.6355734931098092,0.6346132490370008,-0.0009602440728083694,1
cp_hk,ukr_rus,nmpair_ukr_rus__cp_hk,ukr_rus_suspended,0.46270751953125,0.47406005859375,0.0113525390625,1
ukr_rus,cp_hk,nmpair_ukr_rus__cp_hk,ukr_rus_suspended,0.49755859375,0.47406005859375,-0.02349853515625,1
election2020,ukr_rus,nmpair_ukr_rus__election2020,covid_political,0.9326838740596064,0.9416543466073496,0.008970472547743191,1
ukr_rus,election2020,nmpair_ukr_rus__election2020,covid_political,0.9464057639793114,0.9416543466073496,-0.00475141737196183,1
election2020,ukr_rus,nmpair_ukr_rus__election2020,election2020,0.98321533203125,0.99298095703125,0.009765625,0
ukr_rus,election2020,nmpair_ukr_rus__election2020,election2020,0.98736572265625,0.99298095703125,0.005615234375,0
election2020,ukr_rus,nmpair_ukr_rus__election2020,facebook_page_reference,0.6424598693847656,0.7255973815917969,0.08313751220703125,1
ukr_rus,election2020,nmpair_ukr_rus__election2020,facebook_page_reference,0.7720451354980469,0.7255973815917969,-0.04644775390625,1
election2020,ukr_rus,nmpair_ukr_rus__election2020,twibot20,0.630302005343967,0.6335875193277994,0.0032855139838324776,1
ukr_rus,election2020,nmpair_ukr_rus__election2020,twibot20,0.6355734931098092,0.6335875193277994,-0.001985973782009709,1
election2020,ukr_rus,nmpair_ukr_rus__election2020,ukr_rus_suspended,0.4840087890625,0.50885009765625,0.02484130859375,1
ukr_rus,election2020,nmpair_ukr_rus__election2020,ukr_rus_suspended,0.49755859375,0.50885009765625,0.01129150390625,1
facebook_page_reference,ukr_rus,nmpair_ukr_rus__facebook_page_reference,covid_political,0.6227747599283854,0.9255537810149016,0.3027790210865162,1
ukr_rus,facebook_page_reference,nmpair_ukr_rus__facebook_page_reference,covid_political,0.9464057639793114,0.9255537810149016,-0.02085198296440982,1
facebook_page_reference,ukr_rus,nmpair_ukr_rus__facebook_page_reference,election2020,0.96026611328125,0.98187255859375,0.0216064453125,1
ukr_rus,facebook_page_reference,nmpair_ukr_rus__facebook_page_reference,election2020,0.98736572265625,0.98187255859375,-0.0054931640625,1
facebook_page_reference,ukr_rus,nmpair_ukr_rus__facebook_page_reference,facebook_page_reference,0.7076454162597656,0.7526302337646484,0.04498481750488281,0
ukr_rus,facebook_page_reference,nmpair_ukr_rus__facebook_page_reference,facebook_page_reference,0.7720451354980469,0.7526302337646484,-0.019414901733398438,0
facebook_page_reference,ukr_rus,nmpair_ukr_rus__facebook_page_reference,twibot20,0.5155548519558377,0.5904994540744357,0.07494460211859799,1
ukr_rus,facebook_page_reference,nmpair_ukr_rus__facebook_page_reference,twibot20,0.6355734931098092,0.5904994540744357,-0.04507403903537344,1
facebook_page_reference,ukr_rus,nmpair_ukr_rus__facebook_page_reference,ukr_rus_suspended,0.474273681640625,0.52197265625,0.047698974609375,1
ukr_rus,facebook_page_reference,nmpair_ukr_rus__facebook_page_reference,ukr_rus_suspended,0.49755859375,0.52197265625,0.0244140625,1
midterm,ukr_rus,nmpair_ukr_rus__midterm,covid_political,0.8891853049949364,0.9213214450412328,0.03213614004629639,1
ukr_rus,midterm,nmpair_ukr_rus__midterm,covid_political,0.9464057639793114,0.9213214450412328,-0.02508431893807861,1
midterm,ukr_rus,nmpair_ukr_rus__midterm,election2020,0.98309326171875,0.983795166015625,0.000701904296875,1
ukr_rus,midterm,nmpair_ukr_rus__midterm,election2020,0.98736572265625,0.983795166015625,-0.003570556640625,1
midterm,ukr_rus,nmpair_ukr_rus__midterm,facebook_page_reference,0.7226409912109375,0.7431716918945312,0.02053070068359375,1
ukr_rus,midterm,nmpair_ukr_rus__midterm,facebook_page_reference,0.7720451354980469,0.7431716918945312,-0.028873443603515625,1
midterm,ukr_rus,nmpair_ukr_rus__midterm,twibot20,0.5385085211859809,0.6060451931423612,0.06753667195638025,1
ukr_rus,midterm,nmpair_ukr_rus__midterm,twibot20,0.6355734931098092,0.6060451931423612,-0.02952829996744799,1
midterm,ukr_rus,nmpair_ukr_rus__midterm,ukr_rus_suspended,0.520751953125,0.48809814453125,-0.03265380859375,1
ukr_rus,midterm,nmpair_ukr_rus__midterm,ukr_rus_suspended,0.49755859375,0.48809814453125,-0.00946044921875,1
twibot20,ukr_rus,nmpair_ukr_rus__twibot20,covid_political,0.9185067635995372,0.9248877631293404,0.0063809995298032,1
ukr_rus,twibot20,nmpair_ukr_rus__twibot20,covid_political,0.9464057639793114,0.9248877631293404,-0.02151800084997102,1
twibot20,ukr_rus,nmpair_ukr_rus__twibot20,election2020,0.99090576171875,0.98699951171875,-0.00390625,1
ukr_rus,twibot20,nmpair_ukr_rus__twibot20,election2020,0.98736572265625,0.98699951171875,-0.0003662109375,1
twibot20,ukr_rus,nmpair_ukr_rus__twibot20,facebook_page_reference,0.7738265991210938,0.7844200134277344,0.010593414306640625,1
ukr_rus,twibot20,nmpair_ukr_rus__twibot20,facebook_page_reference,0.7720451354980469,0.7844200134277344,0.0123748779296875,1
twibot20,ukr_rus,nmpair_ukr_rus__twibot20,twibot20,0.6227556864420573,0.643096923828125,0.020341237386067745,0
ukr_rus,twibot20,nmpair_ukr_rus__twibot20,twibot20,0.6355734931098092,0.643096923828125,0.007523430718315849,0
twibot20,ukr_rus,nmpair_ukr_rus__twibot20,ukr_rus_suspended,0.51171875,0.5072021484375,-0.0045166015625,1
ukr_rus,twibot20,nmpair_ukr_rus__twibot20,ukr_rus_suspended,0.49755859375,0.5072021484375,0.0096435546875,1
ukr_rus,ukr_rus_suspended,nmpair_ukr_rus__ukr_rus_suspended,covid_political,0.9464057639793114,0.9207393504955148,-0.025666413483796613,1
ukr_rus_suspended,ukr_rus,nmpair_ukr_rus__ukr_rus_suspended,covid_political,0.6844465467664931,0.9207393504955148,0.23629280372902173,1
ukr_rus,ukr_rus_suspended,nmpair_ukr_rus__ukr_rus_suspended,election2020,0.98736572265625,0.9825439453125,-0.00482177734375,1
ukr_rus_suspended,ukr_rus,nmpair_ukr_rus__ukr_rus_suspended,election2020,0.97235107421875,0.9825439453125,0.01019287109375,1
ukr_rus,ukr_rus_suspended,nmpair_ukr_rus__ukr_rus_suspended,facebook_page_reference,0.7720451354980469,0.6985511779785156,-0.07349395751953125,1
ukr_rus_suspended,ukr_rus,nmpair_ukr_rus__ukr_rus_suspended,facebook_page_reference,0.6333580017089844,0.6985511779785156,0.06519317626953125,1
ukr_rus,ukr_rus_suspended,nmpair_ukr_rus__ukr_rus_suspended,twibot20,0.6355734931098092,0.6236729092068143,-0.011900583902994866,1
ukr_rus_suspended,ukr_rus,nmpair_ukr_rus__ukr_rus_suspended,twibot20,0.6220961676703559,0.6236729092068143,0.0015767415364583703,1
ukr_rus,ukr_rus_suspended,nmpair_ukr_rus__ukr_rus_suspended,ukr_rus_suspended,0.49755859375,0.54656982421875,0.04901123046875,0
ukr_rus_suspended,ukr_rus,nmpair_ukr_rus__ukr_rus_suspended,ukr_rus_suspended,0.47119140625,0.54656982421875,0.07537841796875,0
cp_hk,ukr_rus_suspended,nmpair_ukr_rus_suspended__cp_hk,covid_political,0.7489378187391492,0.758647777416088,0.009709958676938801,1
ukr_rus_suspended,cp_hk,nmpair_ukr_rus_suspended__cp_hk,covid_political,0.6844465467664931,0.758647777416088,0.07420123064959494,1
cp_hk,ukr_rus_suspended,nmpair_ukr_rus_suspended__cp_hk,election2020,0.933349609375,0.97021484375,0.036865234375,1
ukr_rus_suspended,cp_hk,nmpair_ukr_rus_suspended__cp_hk,election2020,0.97235107421875,0.97021484375,-0.00213623046875,1
cp_hk,ukr_rus_suspended,nmpair_ukr_rus_suspended__cp_hk,facebook_page_reference,0.6773834228515625,0.6600914001464844,-0.017292022705078125,1
ukr_rus_suspended,cp_hk,nmpair_ukr_rus_suspended__cp_hk,facebook_page_reference,0.6333580017089844,0.6600914001464844,0.0267333984375,1
cp_hk,ukr_rus_suspended,nmpair_ukr_rus_suspended__cp_hk,twibot20,0.5914132859971789,0.6247681511773003,0.03335486518012143,1
ukr_rus_suspended,cp_hk,nmpair_ukr_rus_suspended__cp_hk,twibot20,0.6220961676703559,0.6247681511773003,0.0026719835069444198,1
cp_hk,ukr_rus_suspended,nmpair_ukr_rus_suspended__cp_hk,ukr_rus_suspended,0.46270751953125,0.46966552734375,0.0069580078125,0
ukr_rus_suspended,cp_hk,nmpair_ukr_rus_suspended__cp_hk,ukr_rus_suspended,0.47119140625,0.46966552734375,-0.00152587890625,0
facebook_page_reference,ukr_rus_suspended,nmpair_ukr_rus_suspended__facebook_page_reference,covid_political,0.6227747599283854,0.8521231192129629,0.22934835928457753,1
ukr_rus_suspended,facebook_page_reference,nmpair_ukr_rus_suspended__facebook_page_reference,covid_political,0.6844465467664931,0.8521231192129629,0.16767657244646983,1
facebook_page_reference,ukr_rus_suspended,nmpair_ukr_rus_suspended__facebook_page_reference,election2020,0.96026611328125,0.98193359375,0.02166748046875,1
ukr_rus_suspended,facebook_page_reference,nmpair_ukr_rus_suspended__facebook_page_reference,election2020,0.97235107421875,0.98193359375,0.00958251953125,1
facebook_page_reference,ukr_rus_suspended,nmpair_ukr_rus_suspended__facebook_page_reference,facebook_page_reference,0.7076454162597656,0.7315177917480469,0.02387237548828125,0
ukr_rus_suspended,facebook_page_reference,nmpair_ukr_rus_suspended__facebook_page_reference,facebook_page_reference,0.6333580017089844,0.7315177917480469,0.0981597900390625,0
facebook_page_reference,ukr_rus_suspended,nmpair_ukr_rus_suspended__facebook_page_reference,twibot20,0.5155548519558377,0.6057094997829862,0.09015464782714844,1
ukr_rus_suspended,facebook_page_reference,nmpair_ukr_rus_suspended__facebook_page_reference,twibot20,0.6220961676703559,0.6057094997829862,-0.016386667887369755,1
facebook_page_reference,ukr_rus_suspended,nmpair_ukr_rus_suspended__facebook_page_reference,ukr_rus_suspended,0.474273681640625,0.47491455078125,0.000640869140625,0
ukr_rus_suspended,facebook_page_reference,nmpair_ukr_rus_suspended__facebook_page_reference,ukr_rus_suspended,0.47119140625,0.47491455078125,0.00372314453125,0
twibot20,ukr_rus_suspended,nmpair_ukr_rus_suspended__twibot20,covid_political,0.9185067635995372,0.9151826081452544,-0.0033241554542827734,1
ukr_rus_suspended,twibot20,nmpair_ukr_rus_suspended__twibot20,covid_political,0.6844465467664931,0.9151826081452544,0.23073606137876135,1
twibot20,ukr_rus_suspended,nmpair_ukr_rus_suspended__twibot20,election2020,0.99090576171875,0.987548828125,-0.00335693359375,1
ukr_rus_suspended,twibot20,nmpair_ukr_rus_suspended__twibot20,election2020,0.97235107421875,0.987548828125,0.01519775390625,1
twibot20,ukr_rus_suspended,nmpair_ukr_rus_suspended__twibot20,facebook_page_reference,0.7738265991210938,0.7599067687988281,-0.013919830322265625,1
ukr_rus_suspended,twibot20,nmpair_ukr_rus_suspended__twibot20,facebook_page_reference,0.6333580017089844,0.7599067687988281,0.12654876708984375,1
twibot20,ukr_rus_suspended,nmpair_ukr_rus_suspended__twibot20,twibot20,0.6227556864420573,0.6211952633327908,-0.0015604231092664067,0
ukr_rus_suspended,twibot20,nmpair_ukr_rus_suspended__twibot20,twibot20,0.6220961676703559,0.6211952633327908,-0.0009009043375650672,0
twibot20,ukr_rus_suspended,nmpair_ukr_rus_suspended__twibot20,ukr_rus_suspended,0.51171875,0.45404052734375,-0.05767822265625,0
ukr_rus_suspended,twibot20,nmpair_ukr_rus_suspended__twibot20,ukr_rus_suspended,0.47119140625,0.45404052734375,-0.01715087890625,0
