base_source,added_source,pair_model_id,base_all_target_mean_auc,heldout_mean_delta_auc,all_target_mean_delta_auc,delta_to_ukr_rus,delta_to_facebook_page_reference,delta_to_covid,delta_to_twibot20,delta_to_covid_political,delta_to_ukr_rus_suspended,delta_to_midterm,delta_to_election2020,delta_to_cp_hk
election2020,ukr_rus_suspended,nmpair_election2020__ukr_rus_suspended,75.95805591702613,6.487745698449644,6.9514254576706165,12.767857957160334,12.258076201910251,12.82481970458199,0.674067708267545,-1.3144958293300868,17.93348202760191,2.8593511416994177,-0.7848727977138759,5.34454300485806
election2020,midterm,nmpair_midterm__election2020,75.95805591702613,5.611600513724473,5.283900159833387,8.886127882990369,8.348192373911555,10.499810281841249,4.853906110785456,-0.8595852331183318,2.514514210580421,9.078474250333068,-0.8045764079039008,5.038237969080594
election2020,cp_hk,nmpair_election2020__cp_hk,75.95805591702613,4.110980832518027,4.811535971679299,6.9107505644875005,7.269498767523929,8.693875129195472,2.870835353588208,-0.6479496106333915,-1.9591677462917678,5.639023369756235,-0.6722433539642525,15.199201271451756
election2020,facebook_page_reference,nmpair_election2020__facebook_page_reference,75.95805591702613,2.8498594710000855,3.6854470735308786,10.733484413432004,14.253167571692627,10.216541838371896,2.361242880766401,-2.634559020228766,0.05753112935471538,-3.153787207329406,-1.0331602069153178,2.3685622626337555
election2020,covid_political,nmpair_covid_political__election2020,75.95805591702613,-0.09448456646773724,0.40401972421132293,3.0897033762657733,-1.967483608202003,4.504571988664841,2.5720270611773843,4.957350547286277,-5.6910872459411515,-2.072526942724473,-0.6597810641102098,-1.0965965945145317
covid_political,ukr_rus,nmpair_ukr_rus__covid_political,71.12315617454158,15.28875557464136,14.638897861100709,24.157700319399787,20.935645747458786,20.03774930690898,14.934964262205986,0.5710914080170326,16.79896746558707,16.599549520974875,3.7166045040919804,13.997808215261864
covid_political,covid,nmpair_covid__covid_political,71.12315617454158,15.032172052339579,13.998985631560313,21.203554539844916,18.939625613990863,20.39086968049236,15.646869505958993,0.3747966371733691,16.173658220247322,16.344647325318462,3.83100431540917,13.085844845607342
covid_political,twibot20,nmpair_covid_political__twibot20,71.12315617454158,14.382269989289284,12.970958642119188,18.266789036235597,14.899431179309719,18.38788206549896,16.255142757262288,-0.19240490321457138,15.214489232534667,16.257692643965814,4.291230549757485,13.35837521772274
covid_political,ukr_rus_suspended,nmpair_covid_political__ukr_rus_suspended,71.12315617454158,11.353230617316482,11.733517008875213,16.108821603073498,14.51615903569362,14.170708450777758,7.205573018940004,-0.48106926611100054,26.61010802477255,11.27502181064125,3.737225477722861,12.459104924366383
covid_political,midterm,nmpair_midterm__covid_political,71.12315617454158,10.47433412133766,10.03861103934803,13.554512824135278,9.183364572196172,14.128439015355587,11.910552896302306,-0.5861588593187084,8.603153996083934,17.613319364087367,3.5702128794001142,12.370102665890226
covid_political,cp_hk,nmpair_covid_political__cp_hk,71.12315617454158,9.358834732929482,9.64049139242063,10.541032210163726,11.162293245052457,10.612848202387493,8.387170344933692,-0.5462703622620801,9.481360473852064,12.8380506614159,2.4890879927010445,21.798849763541373
covid_political,facebook_page_reference,nmpair_covid_political__facebook_page_reference,71.12315617454158,8.16238722581973,8.111029173679277,13.923830574956453,16.46729868033836,10.627406246360705,8.372607053011293,-0.6047466979629657,8.341966415273728,5.39730148753903,2.2821695777191398,8.191429225877755
covid_political,election2020,nmpair_covid_political__election2020,71.12315617454158,5.211258112699139,5.238919466695871,6.522590771488767,0.19525122368472259,5.711106527810816,8.540632204077703,0.786598468648958,3.3493018698418475,6.564090690393565,9.88486994271992,5.595833501596548
