source,target,auc,bce,balanced_bce,calibrated_bce,average_precision,checkpoint_step,decoder_bias
ukr_rus_twitter,ukr_rus_twitter,0.9927416326530611,0.07050526773586259,0.15536302361807924,0.07023591127284416,0.9760957856736646,44000,-9.025139808654785
ukr_rus_twitter,covid19_twitter,0.9645024489795917,0.1891572576505126,0.5222525928481158,0.15032032426229883,0.9078427545398892,44000,-9.025139808654785
ukr_rus_twitter,midterm,0.9477927551020409,0.24990669854335523,0.5999369474502881,0.2126744277938957,0.814713936033095,44000,-9.025139808654785
ukr_rus_twitter,covid_political,0.9610995918367348,0.18231552782743185,0.446125873020563,0.17027618871698014,0.8814895835514444,44000,-9.025139808654785
ukr_rus_twitter,election2020,0.8627911224489796,1.2679866416145618,0.8280024404188485,0.32409816849595297,0.5444470309623594,44000,-9.025139808654785
ukr_rus_twitter,ukr_rus_suspended,0.9539764285714286,0.19496795376477546,0.4050553169730657,0.18410405167651192,0.8630863613969781,44000,-9.025139808654785
ukr_rus_twitter,twibot20,0.9439454081632653,0.21484241231478013,0.43901033674232226,0.20848186698828716,0.8179175692111076,44000,-9.025139808654785
ukr_rus_twitter,cp_hk_twitter,0.9745355102040816,0.1618634972391167,0.42757220736154455,0.13614747725617446,0.9195447463197945,44000,-9.025139808654785
ukr_rus_twitter,facebook_page_reference,0.8886569387755102,0.3847727617011331,1.0915260036769892,0.27905869534839994,0.7070598508769497,44000,-9.025139808654785
covid19_twitter,ukr_rus_twitter,0.9805205102040816,0.12685623274130092,0.2029594025040337,0.12314972263700186,0.9264496377755814,42000,-8.570913314819336
covid19_twitter,covid19_twitter,0.9825095918367345,0.10540074073893507,0.2189092693040009,0.10552203428243505,0.9493392234198402,42000,-8.570913314819336
covid19_twitter,midterm,0.943325306122449,0.24180970785000186,0.43826915993902804,0.22057287370530926,0.7957741965831484,42000,-8.570913314819336
covid19_twitter,covid_political,0.9728407142857142,0.15716646932857992,0.2192583330453067,0.14035237871889827,0.9154230217772719,42000,-8.570913314819336
covid19_twitter,election2020,0.8721063265306122,2.0917807892182534,1.2776645506805158,0.3098604910778666,0.5894657953939842,42000,-8.570913314819336
covid19_twitter,ukr_rus_suspended,0.9291173469387756,0.29552557537231544,0.39020417873923424,0.2362281255029123,0.7590866218436148,42000,-8.570913314819336
covid19_twitter,twibot20,0.9497081632653062,0.25864306251952884,0.313850360191798,0.19754949921531803,0.8332288442785432,42000,-8.570913314819336
covid19_twitter,cp_hk_twitter,0.9738572448979591,0.15225698156085732,0.26351042582205364,0.1466446422501574,0.9062939669410188,42000,-8.570913314819336
covid19_twitter,facebook_page_reference,0.906707448979592,0.2821795546253902,0.6879157919598887,0.2600346801134328,0.7384603770499536,42000,-8.570913314819336
midterm,ukr_rus_twitter,0.9487611224489796,0.23515347655489469,0.35871443459835467,0.21452880011215142,0.7914066301964143,18000,-6.827045917510986
midterm,covid19_twitter,0.928546224489796,0.2596329640485723,0.48045941814424037,0.23691936769502409,0.7703570854153958,18000,-6.827045917510986
midterm,midterm,0.9822438265306123,0.1078197883348728,0.23122191677964077,0.10853694189684153,0.9482285615884968,18000,-6.827045917510986
midterm,covid_political,0.9510196938775509,0.1860591559920561,0.43452292876069165,0.1805117224043668,0.8695094291775001,18000,-6.827045917510986
midterm,election2020,0.8605851020408164,1.2395255507976792,0.8036057139113442,0.3302937100572251,0.5166585496975644,18000,-6.827045917510986
midterm,ukr_rus_suspended,0.9014083673469387,0.4029947717078042,0.49704241064416327,0.26944779239193306,0.7134309121570499,18000,-6.827045917510986
midterm,twibot20,0.9012325510204081,0.35616419230740604,0.5048289706970517,0.28057939185533526,0.666723897938698,18000,-6.827045917510986
midterm,cp_hk_twitter,0.944605,0.19757797408084812,0.4506461398054234,0.19330184876806866,0.8542518772685533,18000,-6.827045917510986
midterm,facebook_page_reference,0.7948536734693876,0.42313087693921614,1.0003756379721616,0.36355256407989606,0.495484729136997,18000,-6.827045917510986
covid_political,ukr_rus_twitter,0.8925727040816325,0.356957093355402,0.8737425386578235,0.2850110819357772,0.6834504695519209,14000,-6.344013690948486
covid_political,covid19_twitter,0.8400895408163265,0.45649251749273845,1.1043799508969336,0.3330132969307494,0.5848659329593519,14000,-6.344013690948486
covid_political,midterm,0.8401097959183674,0.44352919429845306,1.133951922435472,0.31380285477373077,0.6524541814102618,14000,-6.344013690948486
covid_political,covid_political,0.9729001020408162,0.1163665272286705,0.2858740426622748,0.10761575463684322,0.9518780500086643,14000,-6.344013690948486
