experiment,run_id,kind,seed,mixture_size,sources,best_step,final_step,step,train_loss,validation_loss,elapsed_seconds
primary_s0,specialist_covid_political_s0,specialist,0,1,covid_political,500,2500,2000,0.623847484588623,0.6532479435205459,59.53286376898177
primary_s0,specialist_covid_political_s0,specialist,0,1,covid_political,500,2500,2250,0.6221485137939453,0.6530814945697785,66.90239057689905
primary_s0,specialist_covid_political_s0,specialist,0,1,covid_political,500,2500,2500,0.6205000877380371,0.6526143610477447,74.08958001201972
primary_s0,specialist_election2020_s0,specialist,0,1,election2020,1750,3000,250,0.6715285778045654,0.6713710367679596,30.29142579785548
primary_s0,specialist_election2020_s0,specialist,0,1,election2020,1750,3000,500,0.6679351329803467,0.6675330370664596,60.77337677497417
primary_s0,specialist_election2020_s0,specialist,0,1,election2020,1750,3000,750,0.6672226190567017,0.6662044525146484,91.02048209588975
primary_s0,specialist_election2020_s0,specialist,0,1,election2020,1750,3000,1000,0.666262149810791,0.665231129527092,121.42853775597177
primary_s0,specialist_election2020_s0,specialist,0,1,election2020,1750,3000,1250,0.6607413291931152,0.6643765151500702,153.12135528586805
primary_s0,specialist_election2020_s0,specialist,0,1,election2020,1750,3000,1500,0.665869951248169,0.6654325008392334,185.59185755089857
primary_s0,specialist_election2020_s0,specialist,0,1,election2020,1750,3000,1750,0.6619079113006592,0.6638226181268692,217.27595519693568
primary_s0,specialist_election2020_s0,specialist,0,1,election2020,1750,3000,2000,0.6633745431900024,0.6637721449136734,248.16329087899067
primary_s0,specialist_election2020_s0,specialist,0,1,election2020,1750,3000,2250,0.6637482643127441,0.6635526955127716,279.71199908293784
primary_s0,specialist_election2020_s0,specialist,0,1,election2020,1750,3000,2500,0.6625564098358154,0.6633658587932587,311.3283386880066
primary_s0,specialist_election2020_s0,specialist,0,1,election2020,1750,3000,2750,0.6645412445068359,0.6635746330022811,342.03005196899176
primary_s0,specialist_election2020_s0,specialist,0,1,election2020,1750,3000,3000,0.6575769782066345,0.6630095839500427,372.974328114884
primary_s0,specialist_facebook_page_reference_s0,specialist,0,1,facebook_page_reference,1500,2750,250,0.629920482635498,0.6620081692934037,11.24211381888017
primary_s0,specialist_facebook_page_reference_s0,specialist,0,1,facebook_page_reference,1500,2750,500,0.6248898506164551,0.6582499325275422,22.073540278011933
primary_s0,specialist_facebook_page_reference_s0,specialist,0,1,facebook_page_reference,1500,2750,750,0.6213828921318054,0.6565097689628601,32.903560790931806
primary_s0,specialist_facebook_page_reference_s0,specialist,0,1,facebook_page_reference,1500,2750,1000,0.6184532642364502,0.6558035373687744,43.78449663706124
primary_s0,specialist_facebook_page_reference_s0,specialist,0,1,facebook_page_reference,1500,2750,1250,0.6154889464378357,0.6555678308010101,54.39876429596916
primary_s0,specialist_facebook_page_reference_s0,specialist,0,1,facebook_page_reference,1500,2750,1500,0.6220640540122986,0.6547423630952836,65.07992939697579
primary_s0,specialist_facebook_page_reference_s0,specialist,0,1,facebook_page_reference,1500,2750,1750,0.6145625114440918,0.6543729901313782,75.73841006797738
primary_s0,specialist_facebook_page_reference_s0,specialist,0,1,facebook_page_reference,1500,2750,2000,0.6187913417816162,0.6542891412973404,86.72401668899693
primary_s0,specialist_facebook_page_reference_s0,specialist,0,1,facebook_page_reference,1500,2750,2250,0.6117429733276367,0.6537693083286286,97.42880193609744
primary_s0,specialist_facebook_page_reference_s0,specialist,0,1,facebook_page_reference,1500,2750,2500,0.6127498149871826,0.6541816174983979,106.97236974397674
primary_s0,specialist_facebook_page_reference_s0,specialist,0,1,facebook_page_reference,1500,2750,2750,0.612476110458374,0.6539423912763596,116.48200706508942
primary_s0,specialist_pubmed_s0,specialist,0,1,pubmed,3750,5000,250,0.6357791423797607,0.6482554078102112,9.152039763052016
primary_s0,specialist_pubmed_s0,specialist,0,1,pubmed,3750,5000,500,0.6272320747375488,0.6433574046407428,16.72128824214451
primary_s0,specialist_pubmed_s0,specialist,0,1,pubmed,3750,5000,750,0.6226027011871338,0.6404690997941154,26.01535031106323
primary_s0,specialist_pubmed_s0,specialist,0,1,pubmed,3750,5000,1000,0.6188721656799316,0.6391120638166156,35.8276500380598
primary_s0,specialist_pubmed_s0,specialist,0,1,pubmed,3750,5000,1250,0.6186112761497498,0.6381094029971531,45.828707406064495
primary_s0,specialist_pubmed_s0,specialist,0,1,pubmed,3750,5000,1500,0.6141714453697205,0.6370631200926644,56.903650142019615
primary_s0,specialist_pubmed_s0,specialist,0,1,pubmed,3750,5000,1750,0.6179349422454834,0.6363738349505833,67.74319448997267
primary_s0,specialist_pubmed_s0,specialist,0,1,pubmed,3750,5000,2000,0.6158016920089722,0.6358259831156049,78.5686396250967
primary_s0,specialist_pubmed_s0,specialist,0,1,pubmed,3750,5000,2250,0.6163333058357239,0.6358065434864589,89.82473119208589
primary_s0,specialist_pubmed_s0,specialist,0,1,pubmed,3750,5000,2500,0.6177875399589539,0.6349236113684518,101.33143225312233
primary_s0,specialist_pubmed_s0,specialist,0,1,pubmed,3750,5000,2750,0.6134616732597351,0.6350598420415606,112.460768613033
primary_s0,specialist_pubmed_s0,specialist,0,1,pubmed,3750,5000,3000,0.6103532314300537,0.6341753687177386,124.46426186314784
primary_s0,specialist_pubmed_s0,specialist,0,1,pubmed,3750,5000,3250,0.6174615621566772,0.6341196468898228,134.825420610141
primary_s0,specialist_pubmed_s0,specialist,0,1,pubmed,3750,5000,3500,0.6144207715988159,0.6337989313261849,147.09296772815287
primary_s0,specialist_pubmed_s0,specialist,0,1,pubmed,3750,5000,3750,0.6105268001556396,0.6333845513207572,160.1949131700676
primary_s0,specialist_pubmed_s0,specialist,0,1,pubmed,3750,5000,4000,0.6120731830596924,0.6333641154425484,173.73719220794737
primary_s0,specialist_pubmed_s0,specialist,0,1,pubmed,3750,5000,4250,0.6148989200592041,0.6337547898292542,186.46132763614878
primary_s0,specialist_pubmed_s0,specialist,0,1,pubmed,3750,5000,4500,0.61505126953125,0.6328709551266262,198.94275152892806
primary_s0,specialist_pubmed_s0,specialist,0,1,pubmed,3750,5000,4750,0.6141784191131592,0.6329598001071385,211.77230138494633
primary_s0,specialist_pubmed_s0,specialist,0,1,pubmed,3750,5000,5000,0.6153489947319031,0.6326981272016253,224.83598916092888
primary_s0,specialist_twibot20_s0,specialist,0,1,twibot20,2250,3500,250,0.6622939109802246,0.6617651134729385,29.165045059053227
primary_s0,specialist_twibot20_s0,specialist,0,1,twibot20,2250,3500,500,0.6545944213867188,0.6584482252597809,58.498962324112654
primary_s0,specialist_twibot20_s0,specialist,0,1,twibot20,2250,3500,750,0.6531078815460205,0.6567376136779786,87.91818779311143
primary_s0,specialist_twibot20_s0,specialist,0,1,twibot20,2250,3500,1000,0.6503890752792358,0.65562102496624,116.7850570299197
primary_s0,specialist_twibot20_s0,specialist,0,1,twibot20,2250,3500,1250,0.6491312384605408,0.6551852822303772,145.52939323103055
primary_s0,specialist_twibot20_s0,specialist,0,1,twibot20,2250,3500,1500,0.6523047685623169,0.6545324116945267,175.00005612312816
primary_s0,specialist_twibot20_s0,specialist,0,1,twibot20,2250,3500,1750,0.6512532234191895,0.654767495393753,204.6586893349886
primary_s0,specialist_twibot20_s0,specialist,0,1,twibot20,2250,3500,2000,0.6511356830596924,0.6540666848421097,234.4857408949174
primary_s0,specialist_twibot20_s0,specialist,0,1,twibot20,2250,3500,2250,0.6507288217544556,0.6535790503025055,264.0465577850118
primary_s0,specialist_twibot20_s0,specialist,0,1,twibot20,2250,3500,2500,0.6487077474594116,0.653787124156952,293.645081063034
primary_s0,specialist_twibot20_s0,specialist,0,1,twibot20,2250,3500,2750,0.6465907096862793,0.6535078555345535,324.6817426769994
primary_s0,specialist_twibot20_s0,specialist,0,1,twibot20,2250,3500,3000,0.6447181105613708,0.6535598367452622,359.8678271549288
primary_s0,specialist_twibot20_s0,specialist,0,1,twibot20,2250,3500,3250,0.6492365598678589,0.6534110903739929,397.6418186700903
primary_s0,specialist_twibot20_s0,specialist,0,1,twibot20,2250,3500,3500,0.6446661949157715,0.6534288138151169,436.8693655920215
primary_s0,specialist_ukr_rus_suspended_s0,specialist,0,1,ukr_rus_suspended,2250,3500,250,0.6748045682907104,0.6825877219438553,13.820796143030748
primary_s0,specialist_ukr_rus_suspended_s0,specialist,0,1,ukr_rus_suspended,2250,3500,500,0.6727850437164307,0.6823774725198746,27.902413494884968
primary_s0,specialist_ukr_rus_suspended_s0,specialist,0,1,ukr_rus_suspended,2250,3500,750,0.6700644493103027,0.6817074149847031,41.919656313955784
primary_s0,specialist_ukr_rus_suspended_s0,specialist,0,1,ukr_rus_suspended,2250,3500,1000,0.6690883040428162,0.6814462244510651,55.90796343004331
primary_s0,specialist_ukr_rus_suspended_s0,specialist,0,1,ukr_rus_suspended,2250,3500,1250,0.6690751910209656,0.6813058465719223,69.85401550284587
primary_s0,specialist_ukr_rus_suspended_s0,specialist,0,1,ukr_rus_suspended,2250,3500,1500,0.6672868728637695,0.6812433421611785,83.55174050689675
primary_s0,specialist_ukr_rus_suspended_s0,specialist,0,1,ukr_rus_suspended,2250,3500,1750,0.6604794859886169,0.6817672699689865,97.47784234583378
primary_s0,specialist_ukr_rus_suspended_s0,specialist,0,1,ukr_rus_suspended,2250,3500,2000,0.6629429459571838,0.6816209405660629,111.41301569994539
primary_s0,specialist_ukr_rus_suspended_s0,specialist,0,1,ukr_rus_suspended,2250,3500,2250,0.6614229083061218,0.6810894221067428,125.4213230588939
primary_s0,specialist_ukr_rus_suspended_s0,specialist,0,1,ukr_rus_suspended,2250,3500,2500,0.663346529006958,0.6811358273029328,138.8525440869853
primary_s0,specialist_ukr_rus_suspended_s0,specialist,0,1,ukr_rus_suspended,2250,3500,2750,0.6597415804862976,0.6812337934970856,152.44391833688132
primary_s0,specialist_ukr_rus_suspended_s0,specialist,0,1,ukr_rus_suspended,2250,3500,3000,0.6560357213020325,0.6811654776334762,166.1600450819824
primary_s0,specialist_ukr_rus_suspended_s0,specialist,0,1,ukr_rus_suspended,2250,3500,3250,0.6606200933456421,0.6812109619379043,181.16707827989012
primary_s0,specialist_ukr_rus_suspended_s0,specialist,0,1,ukr_rus_suspended,2250,3500,3500,0.6551026701927185,0.6812731683254242,195.7932284870185
ladder_s0,ladder_k2_covid_political-election2020_s0,ladder,0,2,"covid_political,election2020",1500,2750,250,0.6785150766372681,0.6716416910290719,31.592585632111877
ladder_s0,ladder_k2_covid_political-election2020_s0,ladder,0,2,"covid_political,election2020",1500,2750,500,0.6723787784576416,0.6684632748365402,65.772148945136
ladder_s0,ladder_k2_covid_political-election2020_s0,ladder,0,2,"covid_political,election2020",1500,2750,750,0.6710319519042969,0.666922713816166,98.91044152504764
ladder_s0,ladder_k2_covid_political-election2020_s0,ladder,0,2,"covid_political,election2020",1500,2750,1000,0.6675975322723389,0.6660434827208519,128.07826217799447
ladder_s0,ladder_k2_covid_political-election2020_s0,ladder,0,2,"covid_political,election2020",1500,2750,1250,0.6672603487968445,0.6657504513859749,151.9501481980551
ladder_s0,ladder_k2_covid_political-election2020_s0,ladder,0,2,"covid_political,election2020",1500,2750,1500,0.6719378232955933,0.6651859238743782,174.20755500905216
ladder_s0,ladder_k2_covid_political-election2020_s0,ladder,0,2,"covid_political,election2020",1500,2750,1750,0.6712617874145508,0.6653051465749741,202.65817283606157
ladder_s0,ladder_k2_covid_political-election2020_s0,ladder,0,2,"covid_political,election2020",1500,2750,2000,0.6683441400527954,0.6649797216057778,231.72684544301592
ladder_s0,ladder_k2_covid_political-election2020_s0,ladder,0,2,"covid_political,election2020",1500,2750,2250,0.6726252436637878,0.6650441244244576,257.47032145410776
ladder_s0,ladder_k2_covid_political-election2020_s0,ladder,0,2,"covid_political,election2020",1500,2750,2500,0.6695236563682556,0.6644599929451942,287.90617186413147
ladder_s0,ladder_k2_covid_political-election2020_s0,ladder,0,2,"covid_political,election2020",1500,2750,2750,0.6683477163314819,0.6644272491335869,319.50947947916575
ladder_s0,ladder_k2_covid_political-ukr_rus_suspended_s0,ladder,0,2,"covid_political,ukr_rus_suspended",500,2500,250,0.6770779490470886,0.6717508926987648,22.989370891824365
ladder_s0,ladder_k2_covid_political-ukr_rus_suspended_s0,ladder,0,2,"covid_political,ukr_rus_suspended",500,2500,500,0.6763801574707031,0.6700223937630654,45.685355107998475
ladder_s0,ladder_k2_covid_political-ukr_rus_suspended_s0,ladder,0,2,"covid_political,ukr_rus_suspended",500,2500,750,0.6750664710998535,0.6693888619542122,69.5938741338905
ladder_s0,ladder_k2_covid_political-ukr_rus_suspended_s0,ladder,0,2,"covid_political,ukr_rus_suspended",500,2500,1000,0.6732676029205322,0.6696394875645637,92.71431887592189
ladder_s0,ladder_k2_covid_political-ukr_rus_suspended_s0,ladder,0,2,"covid_political,ukr_rus_suspended",500,2500,1250,0.6719428896903992,0.66932363063097,116.07110796682537
ladder_s0,ladder_k2_covid_political-ukr_rus_suspended_s0,ladder,0,2,"covid_political,ukr_rus_suspended",500,2500,1500,0.6719268560409546,0.6692347228527069,139.57890003197826
ladder_s0,ladder_k2_covid_political-ukr_rus_suspended_s0,ladder,0,2,"covid_political,ukr_rus_suspended",500,2500,1750,0.670283317565918,0.6691012114286423,163.2996638258919
ladder_s0,ladder_k2_covid_political-ukr_rus_suspended_s0,ladder,0,2,"covid_political,ukr_rus_suspended",500,2500,2000,0.6689311861991882,0.6689415708184243,186.19942256389186
ladder_s0,ladder_k2_covid_political-ukr_rus_suspended_s0,ladder,0,2,"covid_political,ukr_rus_suspended",500,2500,2250,0.6727730631828308,0.6690574392676354,210.66991956694983
ladder_s0,ladder_k2_covid_political-ukr_rus_suspended_s0,ladder,0,2,"covid_political,ukr_rus_suspended",500,2500,2500,0.6690598726272583,0.669400018453598,233.89873540890403
ladder_s0,ladder_k2_ukr_rus_suspended-election2020_s0,ladder,0,2,"ukr_rus_suspended,election2020",1000,2500,250,0.6725645065307617,0.6793113112449646,25.576586068142205
ladder_s0,ladder_k2_ukr_rus_suspended-election2020_s0,ladder,0,2,"ukr_rus_suspended,election2020",1000,2500,500,0.6682306528091431,0.677123561501503,56.85554862511344
ladder_s0,ladder_k2_ukr_rus_suspended-election2020_s0,ladder,0,2,"ukr_rus_suspended,election2020",1000,2500,750,0.6712016463279724,0.6760086268186569,101.79972096416168
ladder_s0,ladder_k2_ukr_rus_suspended-election2020_s0,ladder,0,2,"ukr_rus_suspended,election2020",1000,2500,1000,0.6740037798881531,0.6752953708171845,146.06541686016135
ladder_s0,ladder_k2_ukr_rus_suspended-election2020_s0,ladder,0,2,"ukr_rus_suspended,election2020",1000,2500,1250,0.6681220531463623,0.6752085670828819,190.64128325111233
ladder_s0,ladder_k2_ukr_rus_suspended-election2020_s0,ladder,0,2,"ukr_rus_suspended,election2020",1000,2500,1500,0.6630798578262329,0.6747768610715866,234.25398438517004
ladder_s0,ladder_k2_ukr_rus_suspended-election2020_s0,ladder,0,2,"ukr_rus_suspended,election2020",1000,2500,1750,0.6610333919525146,0.6746635541319848,279.8085987770464
ladder_s0,ladder_k2_ukr_rus_suspended-election2020_s0,ladder,0,2,"ukr_rus_suspended,election2020",1000,2500,2000,0.6660985946655273,0.6743289992213248,326.96350263315253
ladder_s0,ladder_k2_ukr_rus_suspended-election2020_s0,ladder,0,2,"ukr_rus_suspended,election2020",1000,2500,2250,0.6645321249961853,0.6746653959155082,373.6808747071773
ladder_s0,ladder_k2_ukr_rus_suspended-election2020_s0,ladder,0,2,"ukr_rus_suspended,election2020",1000,2500,2500,0.6697184443473816,0.6742247760295867,419.13856984023005
ladder_s0,ladder_k3_covid_political-election2020-twibot20_s0,ladder,0,3,"covid_political,election2020,twibot20",2500,3750,250,0.6653340458869934,0.6743466983238856,33.617122176103294
ladder_s0,ladder_k3_covid_political-election2020-twibot20_s0,ladder,0,3,"covid_political,election2020,twibot20",2500,3750,500,0.6712026596069336,0.6692975511153539,71.96875253506005
ladder_s0,ladder_k3_covid_political-election2020-twibot20_s0,ladder,0,3,"covid_political,election2020,twibot20",2500,3750,750,0.6648818254470825,0.6680238286654155,110.63918668194674
ladder_s0,ladder_k3_covid_political-election2020-twibot20_s0,ladder,0,3,"covid_political,election2020,twibot20",2500,3750,1000,0.6501547694206238,0.6738051225741705,152.32370570697822
ladder_s0,ladder_k3_covid_political-election2020-twibot20_s0,ladder,0,3,"covid_political,election2020,twibot20",2500,3750,1250,0.6676580309867859,0.6660209347804388,195.29948592814617
ladder_s0,ladder_k3_covid_political-election2020-twibot20_s0,ladder,0,3,"covid_political,election2020,twibot20",2500,3750,1500,0.659787654876709,0.6660269955794017,242.94175924896263
ladder_s0,ladder_k3_covid_political-election2020-twibot20_s0,ladder,0,3,"covid_political,election2020,twibot20",2500,3750,1750,0.6365041732788086,0.6661454896132151,291.282556572929
ladder_s0,ladder_k3_covid_political-election2020-twibot20_s0,ladder,0,3,"covid_political,election2020,twibot20",2500,3750,2000,0.6696436405181885,0.664938281973203,342.9347237260081
ladder_s0,ladder_k3_covid_political-election2020-twibot20_s0,ladder,0,3,"covid_political,election2020,twibot20",2500,3750,2250,0.6587727069854736,0.6647838115692138,395.193495956948
ladder_s0,ladder_k3_covid_political-election2020-twibot20_s0,ladder,0,3,"covid_political,election2020,twibot20",2500,3750,2500,0.632668673992157,0.6646260708570481,439.59401201596484
ladder_s0,ladder_k3_covid_political-election2020-twibot20_s0,ladder,0,3,"covid_political,election2020,twibot20",2500,3750,2750,0.6738221049308777,0.6642326861619949,486.46246192906983
ladder_s0,ladder_k3_covid_political-election2020-twibot20_s0,ladder,0,3,"covid_political,election2020,twibot20",2500,3750,3000,0.6555225849151611,0.6642383615175883,529.5511205710936
ladder_s0,ladder_k3_covid_political-election2020-twibot20_s0,ladder,0,3,"covid_political,election2020,twibot20",2500,3750,3250,0.6358172297477722,0.6648835192124048,566.9571131730918
ladder_s0,ladder_k3_covid_political-election2020-twibot20_s0,ladder,0,3,"covid_political,election2020,twibot20",2500,3750,3500,0.6724109053611755,0.663938777645429,608.5570410769433
ladder_s0,ladder_k3_covid_political-election2020-twibot20_s0,ladder,0,3,"covid_political,election2020,twibot20",2500,3750,3750,0.6561869382858276,0.6636311848958333,645.6202549489681
ladder_s0,ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,ladder,0,3,"covid_political,ukr_rus_suspended,election2020",1750,3000,250,0.6619319915771484,0.6781778822342553,35.20728303096257
ladder_s0,ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,ladder,0,3,"covid_political,ukr_rus_suspended,election2020",1750,3000,500,0.6798731684684753,0.676487891872724,67.9640928779263
ladder_s0,ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,ladder,0,3,"covid_political,ukr_rus_suspended,election2020",1750,3000,750,0.6726467609405518,0.6741610308488211,94.00079040788114
ladder_s0,ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,ladder,0,3,"covid_political,ukr_rus_suspended,election2020",1750,3000,1000,0.6413478851318359,0.6741744170586269,118.27655167202465
ladder_s0,ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,ladder,0,3,"covid_political,ukr_rus_suspended,election2020",1750,3000,1250,0.6746143102645874,0.6748244434595109,144.91667859302834
ladder_s0,ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,ladder,0,3,"covid_political,ukr_rus_suspended,election2020",1750,3000,1500,0.6788229942321777,0.6736607581377029,174.94425846706145
ladder_s0,ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,ladder,0,3,"covid_political,ukr_rus_suspended,election2020",1750,3000,1750,0.6362948417663574,0.6727357139190039,197.8719140519388
ladder_s0,ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,ladder,0,3,"covid_political,ukr_rus_suspended,election2020",1750,3000,2000,0.673346221446991,0.6730231066544851,220.26204486307688
ladder_s0,ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,ladder,0,3,"covid_political,ukr_rus_suspended,election2020",1750,3000,2250,0.6691857576370239,0.6725247879823049,246.18815493304282
ladder_s0,ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,ladder,0,3,"covid_political,ukr_rus_suspended,election2020",1750,3000,2500,0.6346668601036072,0.6725779255231221,276.2241506620776
ladder_s0,ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,ladder,0,3,"covid_political,ukr_rus_suspended,election2020",1750,3000,2750,0.6729208827018738,0.6748144656419753,303.65210685506463
ladder_s0,ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,ladder,0,3,"covid_political,ukr_rus_suspended,election2020",1750,3000,3000,0.6718109846115112,0.6726532816886902,329.8359799219761
ladder_s0,ladder_k3_covid_political-ukr_rus_suspended-twibot20_s0,ladder,0,3,"covid_political,ukr_rus_suspended,twibot20",1750,3000,250,0.6473031640052795,0.6719842950503031,28.86101317917928
ladder_s0,ladder_k3_covid_political-ukr_rus_suspended-twibot20_s0,ladder,0,3,"covid_political,ukr_rus_suspended,twibot20",1750,3000,500,0.6813249588012695,0.6688616782426834,62.50600014207885
ladder_s0,ladder_k3_covid_political-ukr_rus_suspended-twibot20_s0,ladder,0,3,"covid_political,ukr_rus_suspended,twibot20",1750,3000,750,0.6556720733642578,0.6673808246850967,93.29009116301313
ladder_s0,ladder_k3_covid_political-ukr_rus_suspended-twibot20_s0,ladder,0,3,"covid_political,ukr_rus_suspended,twibot20",1750,3000,1000,0.6320513486862183,0.6668721000353495,121.24001175700687
ladder_s0,ladder_k3_covid_political-ukr_rus_suspended-twibot20_s0,ladder,0,3,"covid_political,ukr_rus_suspended,twibot20",1750,3000,1250,0.6727373003959656,0.6675489455461502,145.3072339540813
ladder_s0,ladder_k3_covid_political-ukr_rus_suspended-twibot20_s0,ladder,0,3,"covid_political,ukr_rus_suspended,twibot20",1750,3000,1500,0.6561158299446106,0.6664439479509989,168.9940035881009
ladder_s0,ladder_k3_covid_political-ukr_rus_suspended-twibot20_s0,ladder,0,3,"covid_political,ukr_rus_suspended,twibot20",1750,3000,1750,0.6290194392204285,0.6659014830986659,192.39618557109497
ladder_s0,ladder_k3_covid_political-ukr_rus_suspended-twibot20_s0,ladder,0,3,"covid_political,ukr_rus_suspended,twibot20",1750,3000,2000,0.6755656003952026,0.669229985276858,216.18428994412534
ladder_s0,ladder_k3_covid_political-ukr_rus_suspended-twibot20_s0,ladder,0,3,"covid_political,ukr_rus_suspended,twibot20",1750,3000,2250,0.6516678929328918,0.6658831109603246,241.48107596719638
ladder_s0,ladder_k3_covid_political-ukr_rus_suspended-twibot20_s0,ladder,0,3,"covid_political,ukr_rus_suspended,twibot20",1750,3000,2500,0.6250637769699097,0.6657700300216675,266.18005186202936
ladder_s0,ladder_k3_covid_political-ukr_rus_suspended-twibot20_s0,ladder,0,3,"covid_political,ukr_rus_suspended,twibot20",1750,3000,2750,0.6683148145675659,0.6660480628410975,288.76824686699547
ladder_s0,ladder_k3_covid_political-ukr_rus_suspended-twibot20_s0,ladder,0,3,"covid_political,ukr_rus_suspended,twibot20",1750,3000,3000,0.6521062850952148,0.6657181014617284,309.5094378842041
ladder_s0,ladder_k3_ukr_rus_suspended-election2020-twibot20_s0,ladder,0,3,"ukr_rus_suspended,election2020,twibot20",1250,2500,250,0.6845921874046326,0.6796417494614918,37.05791810806841
ladder_s0,ladder_k3_ukr_rus_suspended-election2020-twibot20_s0,ladder,0,3,"ukr_rus_suspended,election2020,twibot20",1250,2500,500,0.6740463972091675,0.6757760624090831,92.05196794494987
ladder_s0,ladder_k3_ukr_rus_suspended-election2020-twibot20_s0,ladder,0,3,"ukr_rus_suspended,election2020,twibot20",1250,2500,750,0.6651862859725952,0.6738686194022496,147.45939457206987
ladder_s0,ladder_k3_ukr_rus_suspended-election2020-twibot20_s0,ladder,0,3,"ukr_rus_suspended,election2020,twibot20",1250,2500,1000,0.6759197115898132,0.6740205069382985,205.08574333693832
ladder_s0,ladder_k3_ukr_rus_suspended-election2020-twibot20_s0,ladder,0,3,"ukr_rus_suspended,election2020,twibot20",1250,2500,1250,0.67356938123703,0.6723045378923417,261.2696128450334
ladder_s0,ladder_k3_ukr_rus_suspended-election2020-twibot20_s0,ladder,0,3,"ukr_rus_suspended,election2020,twibot20",1250,2500,1500,0.659657895565033,0.671806858976682,320.513547552051
ladder_s0,ladder_k3_ukr_rus_suspended-election2020-twibot20_s0,ladder,0,3,"ukr_rus_suspended,election2020,twibot20",1250,2500,1750,0.6812914609909058,0.672773058215777,379.3997529959306
ladder_s0,ladder_k3_ukr_rus_suspended-election2020-twibot20_s0,ladder,0,3,"ukr_rus_suspended,election2020,twibot20",1250,2500,2000,0.6671336889266968,0.6714431603749592,430.8101713520009
ladder_s0,ladder_k3_ukr_rus_suspended-election2020-twibot20_s0,ladder,0,3,"ukr_rus_suspended,election2020,twibot20",1250,2500,2250,0.6583511829376221,0.671854783097903,484.619602906052
ladder_s0,ladder_k3_ukr_rus_suspended-election2020-twibot20_s0,ladder,0,3,"ukr_rus_suspended,election2020,twibot20",1250,2500,2500,0.6735088229179382,0.6719496846199036,538.9018093170598
ladder_s0,ladder_k4_covid_political-election2020-twibot20-facebook_page_reference_s0,ladder,0,4,"covid_political,election2020,twibot20,facebook_page_reference",2250,3500,250,0.6811715960502625,0.6756078526377678,36.83916102699004
ladder_s0,ladder_k4_covid_political-election2020-twibot20-facebook_page_reference_s0,ladder,0,4,"covid_political,election2020,twibot20,facebook_page_reference",2250,3500,500,0.6453219652175903,0.6711264804005622,74.9900893329177
ladder_s0,ladder_k4_covid_political-election2020-twibot20-facebook_page_reference_s0,ladder,0,4,"covid_political,election2020,twibot20,facebook_page_reference",2250,3500,750,0.6757951974868774,0.6683263055980206,113.96441489993595
ladder_s0,ladder_k4_covid_political-election2020-twibot20-facebook_page_reference_s0,ladder,0,4,"covid_political,election2020,twibot20,facebook_page_reference",2250,3500,1000,0.6345674991607666,0.6680578894913196,154.86175833502784
ladder_s0,ladder_k4_covid_political-election2020-twibot20-facebook_page_reference_s0,ladder,0,4,"covid_political,election2020,twibot20,facebook_page_reference",2250,3500,1250,0.6724063158035278,0.6665731139481068,196.7798359580338
ladder_s0,ladder_k4_covid_political-election2020-twibot20-facebook_page_reference_s0,ladder,0,4,"covid_political,election2020,twibot20,facebook_page_reference",2250,3500,1500,0.6340116262435913,0.6670784100890159,239.36624604882672
ladder_s0,ladder_k4_covid_political-election2020-twibot20-facebook_page_reference_s0,ladder,0,4,"covid_political,election2020,twibot20,facebook_page_reference",2250,3500,1750,0.6658267974853516,0.6658087037503719,282.61654867604375
ladder_s0,ladder_k4_covid_political-election2020-twibot20-facebook_page_reference_s0,ladder,0,4,"covid_political,election2020,twibot20,facebook_page_reference",2250,3500,2000,0.6270372271537781,0.6662941120564937,326.4876264098566
ladder_s0,ladder_k4_covid_political-election2020-twibot20-facebook_page_reference_s0,ladder,0,4,"covid_political,election2020,twibot20,facebook_page_reference",2250,3500,2250,0.6680545210838318,0.6651224054396152,363.40289493487217
ladder_s0,ladder_k4_covid_political-election2020-twibot20-facebook_page_reference_s0,ladder,0,4,"covid_political,election2020,twibot20,facebook_page_reference",2250,3500,2500,0.6261519193649292,0.6652755230665206,403.48418594081886
ladder_s0,ladder_k4_covid_political-election2020-twibot20-facebook_page_reference_s0,ladder,0,4,"covid_political,election2020,twibot20,facebook_page_reference",2250,3500,2750,0.6700074672698975,0.6645791701972484,441.0101527448278
ladder_s0,ladder_k4_covid_political-election2020-twibot20-facebook_page_reference_s0,ladder,0,4,"covid_political,election2020,twibot20,facebook_page_reference",2250,3500,3000,0.627700686454773,0.6651203870773316,473.15546771581285
ladder_s0,ladder_k4_covid_political-election2020-twibot20-facebook_page_reference_s0,ladder,0,4,"covid_political,election2020,twibot20,facebook_page_reference",2250,3500,3250,0.6730155944824219,0.6645853407680988,508.7682952010073
