model_source,covid_political,election2020,facebook_page_reference,twibot20,ukr_rus_suspended,min,mean,max
ss_ukr_rus,0.9401669914339795,0.9870198567708334,0.7611382802327474,0.6224274811921297,0.50469970703125,0.50469970703125,0.763090463332188,0.9870198567708334
ss_ukr_rus_suspended,0.7224180433485242,0.9720865885416666,0.6450792948404948,0.6177006474247686,0.47723388671875,0.47723388671875,0.6869036921748408,0.9720865885416666
ss_twibot20,0.9139075573579764,0.9879964192708334,0.7841326395670573,0.6166494864004629,0.5106404622395834,0.5106404622395834,0.7626653129671827,0.9879964192708334
all9,0.9268093344606,0.9915771484375,0.7801094055175781,0.6229678259955512,0.48443603515625,0.48443603515625,0.7611799499134959,0.9915771484375
