arm,source,step,loss
MT,ukr_rus_suspended,726,0.6432
MT,ukr_rus_suspended,728,0.6248
MT,ukr_rus_suspended,730,0.6297
MT,ukr_rus_suspended,732,0.6865
MT,ukr_rus_suspended,734,0.6647
MT,ukr_rus_suspended,736,0.5702
MT,ukr_rus_suspended,738,0.6776
MT,ukr_rus_suspended,740,0.6128
MT,ukr_rus_suspended,742,0.6495
MT,ukr_rus_suspended,744,0.7625
MT,ukr_rus_suspended,746,0.695
MT,ukr_rus_suspended,748,0.6405
MT,ukr_rus_suspended,750,0.6415
MT,ukr_rus_suspended,752,0.6278
MT,ukr_rus_suspended,754,0.6601
MT,ukr_rus_suspended,756,0.6806
MT,ukr_rus_suspended,758,0.6468
MT,ukr_rus_suspended,760,0.6571
MT,ukr_rus_suspended,762,0.6411
MT,ukr_rus_suspended,764,0.6605
MT,ukr_rus_suspended,766,0.6987
MT,ukr_rus_suspended,768,0.7047
MT,ukr_rus_suspended,770,0.6795
MT,ukr_rus_suspended,772,0.6536
MT,ukr_rus_suspended,774,0.6865
MT,ukr_rus_suspended,776,0.6671
MT,ukr_rus_suspended,778,0.6738
MT,ukr_rus_suspended,780,0.6602
MT,ukr_rus_suspended,782,0.6769
MT,ukr_rus_suspended,784,0.6816
MT,ukr_rus_suspended,786,0.6999
MT,ukr_rus_suspended,788,0.7034
MT,ukr_rus_suspended,790,0.6046
MT,ukr_rus_suspended,792,0.6622
MT,ukr_rus_suspended,794,0.6398
MT,ukr_rus_suspended,796,0.6478
MT,ukr_rus_suspended,798,0.6588
MT,ukr_rus_suspended,800,0.6322
MT,ukr_rus_suspended,802,0.6643
MT,ukr_rus_suspended,804,0.6994
MT,ukr_rus_suspended,806,0.5743
MT,ukr_rus_suspended,808,0.66
MT,ukr_rus_suspended,810,0.5831
MT,ukr_rus_suspended,812,0.5836
MT,ukr_rus_suspended,814,0.6263
MT,ukr_rus_suspended,816,0.6736
MT,ukr_rus_suspended,818,0.609
MT,ukr_rus_suspended,820,0.6217
MT,ukr_rus_suspended,822,0.6213
MT,ukr_rus_suspended,824,0.6483
MT,ukr_rus_suspended,826,0.6583
MT,ukr_rus_suspended,828,0.6393
MT,ukr_rus_suspended,830,0.6949
MT,ukr_rus_suspended,832,0.6377
MT,ukr_rus_suspended,834,0.5732
MT,ukr_rus_suspended,836,0.6714
MT,ukr_rus_suspended,838,0.6423
MT,ukr_rus_suspended,840,0.6738
MT,ukr_rus_suspended,842,0.6435
MT,ukr_rus_suspended,844,0.7112
MT,ukr_rus_suspended,846,0.5789
MT,ukr_rus_suspended,848,0.635
MT,ukr_rus_suspended,850,0.639
MT,ukr_rus_suspended,852,0.687
MT,ukr_rus_suspended,854,0.6869
MT,ukr_rus_suspended,856,0.6598
MT,ukr_rus_suspended,858,0.6012
MT,ukr_rus_suspended,860,0.646
MT,ukr_rus_suspended,862,0.6643
MT,ukr_rus_suspended,864,0.6586
MT,ukr_rus_suspended,866,0.626
MT,ukr_rus_suspended,868,0.7437
MT,ukr_rus_suspended,870,0.6445
MT,ukr_rus_suspended,872,0.6378
MT,ukr_rus_suspended,874,0.655
MT,ukr_rus_suspended,876,0.614
MT,ukr_rus_suspended,878,0.6202
MT,ukr_rus_suspended,880,0.6717
MT,ukr_rus_suspended,882,0.6474
MT,ukr_rus_suspended,884,0.6651
MT,ukr_rus_suspended,886,0.6477
MT,ukr_rus_suspended,888,0.6026
MT,ukr_rus_suspended,890,0.6329
MT,ukr_rus_suspended,892,0.6708
MT,ukr_rus_suspended,894,0.6019
MT,ukr_rus_suspended,896,0.7757
MT,ukr_rus_suspended,898,0.7131
MT,ukr_rus_suspended,900,0.7131
NM_MT,covid_political,0,0.7029
NM_MT,covid_political,1,0.8866
NM_MT,covid_political,3,1.0639
NM_MT,covid_political,5,0.7485
NM_MT,covid_political,7,0.5262
NM_MT,covid_political,9,0.5526
NM_MT,covid_political,11,0.5495
NM_MT,covid_political,13,0.4435
NM_MT,covid_political,15,0.6015
NM_MT,covid_political,17,0.6704
NM_MT,covid_political,19,0.6689
NM_MT,covid_political,21,0.513
NM_MT,covid_political,23,0.5815
NM_MT,covid_political,25,0.6197
NM_MT,covid_political,27,0.4536
NM_MT,covid_political,29,0.4534
NM_MT,covid_political,31,0.5456
NM_MT,covid_political,33,0.4747
NM_MT,covid_political,35,0.4468
NM_MT,covid_political,37,0.4288
NM_MT,covid_political,39,0.5626
NM_MT,covid_political,41,0.4978
NM_MT,covid_political,43,0.3474
NM_MT,covid_political,45,0.3564
NM_MT,covid_political,47,0.4509
NM_MT,covid_political,49,0.4415
NM_MT,covid_political,51,0.4418
NM_MT,covid_political,53,0.545
NM_MT,covid_political,55,0.4588
NM_MT,covid_political,57,0.3399
NM_MT,covid_political,59,0.3282
NM_MT,covid_political,61,0.3296
NM_MT,covid_political,63,0.405
NM_MT,covid_political,65,0.3612
NM_MT,covid_political,67,0.2974
NM_MT,covid_political,69,0.2663
NM_MT,covid_political,71,0.1983
NM_MT,covid_political,73,0.1125
NM_MT,covid_political,75,0.4326
NM_MT,covid_political,77,0.1313
NM_MT,covid_political,79,0.2409
NM_MT,covid_political,81,0.4614
NM_MT,covid_political,83,0.3246
NM_MT,covid_political,85,0.4134
NM_MT,covid_political,87,0.2672
NM_MT,covid_political,89,0.1932
NM_MT,covid_political,91,0.3777
NM_MT,covid_political,93,0.3869
NM_MT,covid_political,95,0.379
NM_MT,covid_political,97,0.3907
NM_MT,covid_political,99,0.348
NM_MT,covid_political,101,0.256
NM_MT,covid_political,102,0.3277
NM_MT,covid_political,104,0.1487
NM_MT,covid_political,106,0.576
NM_MT,covid_political,108,0.4076
NM_MT,covid_political,110,0.2553
NM_MT,covid_political,112,0.2701
NM_MT,covid_political,114,0.1698
NM_MT,covid_political,116,0.3411
NM_MT,covid_political,118,0.2768
NM_MT,covid_political,120,0.3593
NM_MT,covid_political,122,0.2993
NM_MT,covid_political,124,0.3801
NM_MT,covid_political,126,0.216
NM_MT,covid_political,128,0.3675
NM_MT,covid_political,130,0.3329
NM_MT,covid_political,132,0.3493
NM_MT,covid_political,134,0.3283
NM_MT,covid_political,136,0.1039
NM_MT,covid_political,138,0.5196
NM_MT,covid_political,140,0.132
NM_MT,covid_political,142,0.2187
NM_MT,covid_political,144,0.2768
NM_MT,covid_political,146,0.3103
NM_MT,covid_political,148,0.126
NM_MT,covid_political,150,0.1757
NM_MT,covid_political,152,0.3466
NM_MT,covid_political,154,0.2382
NM_MT,covid_political,156,0.1789
NM_MT,covid_political,158,0.1705
NM_MT,covid_political,160,0.1245
NM_MT,covid_political,162,0.3555
NM_MT,covid_political,164,0.4294
NM_MT,covid_political,166,0.1759
NM_MT,covid_political,168,0.261
NM_MT,covid_political,170,0.3233
NM_MT,covid_political,172,0.2926
NM_MT,covid_political,174,0.3719
NM_MT,covid_political,176,0.3072
NM_MT,covid_political,178,0.2896
NM_MT,covid_political,180,0.3995
NM_MT,covid_political,182,0.3274
NM_MT,covid_political,184,0.321
NM_MT,covid_political,186,0.3743
NM_MT,covid_political,188,0.2835
NM_MT,covid_political,190,0.2138
NM_MT,covid_political,192,0.1289
NM_MT,covid_political,194,0.2672
NM_MT,covid_political,196,0.3658
NM_MT,covid_political,198,0.4668
NM_MT,covid_political,200,0.251
NM_MT,covid_political,202,0.3687
NM_MT,covid_political,204,0.1233
NM_MT,covid_political,206,0.2252
NM_MT,covid_political,208,0.4374
NM_MT,covid_political,210,0.3916
NM_MT,covid_political,212,0.2602
NM_MT,covid_political,214,0.4514
NM_MT,covid_political,216,0.1218
NM_MT,covid_political,218,0.1223
NM_MT,covid_political,220,0.2014
NM_MT,covid_political,222,0.1432
NM_MT,covid_political,224,0.1865
NM_MT,covid_political,226,0.172
NM_MT,covid_political,228,0.2965
NM_MT,covid_political,230,0.1764
NM_MT,covid_political,232,0.2596
NM_MT,covid_political,234,0.4536
NM_MT,covid_political,236,0.2558
NM_MT,covid_political,238,0.2795
NM_MT,covid_political,240,0.2369
NM_MT,covid_political,242,0.2385
NM_MT,covid_political,244,0.3944
NM_MT,covid_political,246,0.413
NM_MT,covid_political,248,0.4146
NM_MT,covid_political,250,0.3345
NM_MT,covid_political,252,0.1812
NM_MT,covid_political,254,0.2351
NM_MT,covid_political,256,0.4442
NM_MT,covid_political,258,0.4444
NM_MT,covid_political,260,0.2851
NM_MT,covid_political,262,0.3458
NM_MT,covid_political,264,0.2897
NM_MT,covid_political,266,0.2845
NM_MT,covid_political,268,0.3929
NM_MT,covid_political,270,0.3788
NM_MT,covid_political,272,0.3654
NM_MT,covid_political,274,0.3775
NM_MT,covid_political,276,0.2749
NM_MT,covid_political,278,0.4013
NM_MT,covid_political,280,0.3152
NM_MT,covid_political,282,0.3573
NM_MT,covid_political,284,0.1713
NM_MT,covid_political,286,0.2538
NM_MT,covid_political,288,0.3416
NM_MT,covid_political,290,0.3848
NM_MT,covid_political,292,0.4081
NM_MT,covid_political,294,0.2033
NM_MT,covid_political,296,0.3412
NM_MT,covid_political,298,0.1869
NM_MT,covid_political,300,0.275
NM_MT,covid_political,301,0.2842
NM_MT,covid_political,302,0.6129
NM_MT,covid_political,304,0.0874
NM_MT,covid_political,306,0.2371
NM_MT,covid_political,308,0.3308
NM_MT,covid_political,310,0.3101
NM_MT,covid_political,312,0.2188
NM_MT,covid_political,314,0.1781
NM_MT,covid_political,316,0.3581
NM_MT,covid_political,318,0.4028
NM_MT,covid_political,320,0.2021
NM_MT,covid_political,322,0.2205
NM_MT,covid_political,324,0.174
NM_MT,covid_political,326,0.3441
NM_MT,covid_political,328,0.3086
NM_MT,covid_political,330,0.5352
NM_MT,covid_political,332,0.2181
NM_MT,covid_political,334,0.3105
NM_MT,covid_political,336,0.0911
NM_MT,covid_political,338,0.1183
NM_MT,covid_political,340,0.1956
NM_MT,covid_political,342,0.4143
NM_MT,covid_political,344,0.4846
NM_MT,covid_political,346,0.4799
NM_MT,covid_political,348,0.111
NM_MT,covid_political,350,0.1382
NM_MT,covid_political,352,0.3589
NM_MT,covid_political,354,0.2609
NM_MT,covid_political,356,0.2806
NM_MT,covid_political,358,0.3449
NM_MT,covid_political,360,0.5358
NM_MT,covid_political,362,0.1709
NM_MT,covid_political,364,0.3293
NM_MT,covid_political,366,0.1948
NM_MT,covid_political,368,0.2588
NM_MT,covid_political,370,0.1752
NM_MT,covid_political,372,0.2269
NM_MT,covid_political,374,0.304
NM_MT,covid_political,376,0.1591
NM_MT,covid_political,378,0.2913
NM_MT,covid_political,380,0.4613
NM_MT,covid_political,382,0.249
NM_MT,covid_political,384,0.2694
NM_MT,covid_political,386,0.3713
NM_MT,covid_political,388,0.3952
NM_MT,covid_political,390,0.2628
NM_MT,covid_political,392,0.1137
NM_MT,covid_political,394,0.162
NM_MT,covid_political,396,0.1641
NM_MT,covid_political,398,0.2815
NM_MT,covid_political,400,0.317
NM_MT,covid_political,402,0.1862
NM_MT,covid_political,404,0.5573
NM_MT,covid_political,406,0.2356
NM_MT,covid_political,408,0.2422
NM_MT,covid_political,410,0.2695
NM_MT,covid_political,412,0.302
NM_MT,covid_political,414,0.4617
NM_MT,covid_political,416,0.3159
NM_MT,covid_political,418,0.1922
NM_MT,covid_political,420,0.12
NM_MT,covid_political,422,0.1167
NM_MT,covid_political,424,0.5678
NM_MT,covid_political,426,0.2646
NM_MT,covid_political,428,0.2589
NM_MT,covid_political,430,0.2227
NM_MT,covid_political,432,0.1852
NM_MT,covid_political,434,0.3351
NM_MT,covid_political,436,0.1475
NM_MT,covid_political,438,0.3105
NM_MT,covid_political,440,0.3807
NM_MT,covid_political,442,0.3969
NM_MT,covid_political,444,0.3545
NM_MT,covid_political,446,0.1272
NM_MT,covid_political,448,0.307
NM_MT,covid_political,450,0.2489
NM_MT,covid_political,452,0.2691
NM_MT,covid_political,454,0.3936
NM_MT,covid_political,456,0.2245
NM_MT,covid_political,458,0.3691
NM_MT,covid_political,460,0.237
NM_MT,covid_political,462,0.2639
NM_MT,covid_political,464,0.2389
NM_MT,covid_political,466,0.2963
NM_MT,covid_political,468,0.1103
NM_MT,covid_political,470,0.3657
NM_MT,covid_political,472,0.2804
NM_MT,covid_political,474,0.2322
NM_MT,covid_political,476,0.2597
NM_MT,covid_political,478,0.434
NM_MT,covid_political,480,0.1449
NM_MT,covid_political,482,0.2754
NM_MT,covid_political,484,0.2547
NM_MT,covid_political,486,0.3445
NM_MT,covid_political,488,0.2441
NM_MT,covid_political,490,0.3208
NM_MT,covid_political,492,0.0499
NM_MT,covid_political,494,0.3351
NM_MT,covid_political,496,0.2063
NM_MT,covid_political,498,0.2306
NM_MT,covid_political,500,0.2406
NM_MT,covid_political,502,0.1852
NM_MT,covid_political,504,0.2211
NM_MT,covid_political,506,0.5971
NM_MT,covid_political,508,0.2348
NM_MT,covid_political,510,0.2511
NM_MT,covid_political,512,0.2687
NM_MT,covid_political,514,0.2806
NM_MT,covid_political,516,0.3757
NM_MT,covid_political,518,0.2218
NM_MT,covid_political,520,0.316
NM_MT,covid_political,522,0.3554
NM_MT,covid_political,524,0.4171
NM_MT,covid_political,526,0.383
NM_MT,covid_political,528,0.2787
NM_MT,covid_political,530,0.2564
NM_MT,covid_political,532,0.0956
NM_MT,covid_political,534,0.3724
NM_MT,covid_political,536,0.1514
NM_MT,covid_political,538,0.1369
NM_MT,covid_political,540,0.1822
NM_MT,covid_political,542,0.202
NM_MT,covid_political,544,0.2756
NM_MT,covid_political,546,0.1239
NM_MT,covid_political,548,0.3316
NM_MT,covid_political,550,0.4166
NM_MT,covid_political,552,0.199
NM_MT,covid_political,554,0.2649
NM_MT,covid_political,556,0.2088
NM_MT,covid_political,558,0.3228
NM_MT,covid_political,560,0.2378
NM_MT,covid_political,562,0.2082
NM_MT,covid_political,564,0.151
NM_MT,covid_political,566,0.5241
NM_MT,covid_political,568,0.0837
NM_MT,covid_political,570,0.1942
NM_MT,covid_political,572,0.2639
NM_MT,covid_political,574,0.1007
NM_MT,covid_political,576,0.2258
NM_MT,covid_political,578,0.4449
NM_MT,covid_political,580,0.1916
NM_MT,covid_political,582,0.2716
NM_MT,covid_political,584,0.2426
NM_MT,covid_political,586,0.3227
NM_MT,covid_political,588,0.2946
NM_MT,covid_political,590,0.1677
NM_MT,covid_political,592,0.4237
NM_MT,covid_political,594,0.2424
NM_MT,covid_political,596,0.275
NM_MT,covid_political,598,0.2737
NM_MT,covid_political,600,0.2766
NM_MT,covid_political,602,0.2271
NM_MT,covid_political,604,0.4474
NM_MT,covid_political,606,0.0947
NM_MT,covid_political,608,0.1624
NM_MT,covid_political,610,0.1167
NM_MT,covid_political,612,0.2266
NM_MT,covid_political,614,0.3586
NM_MT,covid_political,616,0.1894
NM_MT,covid_political,618,0.1292
NM_MT,covid_political,620,0.1692
NM_MT,covid_political,622,0.2903
NM_MT,covid_political,624,0.3206
NM_MT,covid_political,626,0.1047
NM_MT,covid_political,628,0.3359
NM_MT,covid_political,630,0.3318
NM_MT,covid_political,632,0.2622
NM_MT,covid_political,634,0.2245
NM_MT,covid_political,636,0.1602
NM_MT,covid_political,638,0.3145
NM_MT,covid_political,640,0.1952
NM_MT,covid_political,642,0.4598
NM_MT,covid_political,644,0.3317
NM_MT,covid_political,646,0.1977
NM_MT,covid_political,648,0.2211
NM_MT,covid_political,650,0.4548
NM_MT,covid_political,652,0.445
NM_MT,covid_political,654,0.3612
NM_MT,covid_political,656,0.3241
NM_MT,covid_political,658,0.3306
NM_MT,covid_political,660,0.3193
NM_MT,covid_political,662,0.1114
NM_MT,covid_political,664,0.1977
NM_MT,covid_political,666,0.4621
NM_MT,covid_political,668,0.2225
NM_MT,covid_political,670,0.3967
NM_MT,covid_political,672,0.2784
NM_MT,covid_political,674,0.2374
NM_MT,covid_political,676,0.3112
NM_MT,covid_political,678,0.3718
NM_MT,covid_political,680,0.3258
NM_MT,covid_political,682,0.2399
NM_MT,covid_political,684,0.3217
NM_MT,covid_political,686,0.1229
NM_MT,covid_political,688,0.1782
NM_MT,covid_political,690,0.3688
NM_MT,covid_political,692,0.3707
NM_MT,covid_political,694,0.3594
NM_MT,covid_political,696,0.3031
NM_MT,covid_political,698,0.2104
NM_MT,covid_political,700,0.4137
NM_MT,covid_political,702,0.473
NM_MT,covid_political,704,0.3709
NM_MT,covid_political,706,0.1002
NM_MT,covid_political,708,0.3239
NM_MT,covid_political,710,0.3703
NM_MT,covid_political,712,0.5553
NM_MT,covid_political,714,0.3272
NM_MT,covid_political,716,0.1853
NM_MT,covid_political,718,0.1944
NM_MT,covid_political,720,0.2179
NM_MT,covid_political,722,0.389
NM_MT,covid_political,724,0.4169
NM_MT,covid_political,726,0.1905
NM_MT,covid_political,728,0.3561
NM_MT,covid_political,730,0.0789
NM_MT,covid_political,732,0.2336
NM_MT,covid_political,734,0.2777
NM_MT,covid_political,736,0.2319
NM_MT,covid_political,738,0.2507
NM_MT,covid_political,740,0.1899
NM_MT,covid_political,742,0.2571
NM_MT,covid_political,744,0.2584
NM_MT,covid_political,746,0.2579
NM_MT,covid_political,748,0.2353
NM_MT,covid_political,750,0.315
NM_MT,covid_political,752,0.235
NM_MT,covid_political,754,0.2235
NM_MT,covid_political,756,0.1587
NM_MT,covid_political,758,0.1939
NM_MT,covid_political,760,0.1923
NM_MT,covid_political,762,0.3104
NM_MT,covid_political,764,0.3588
NM_MT,covid_political,766,0.2235
NM_MT,covid_political,768,0.1252
NM_MT,covid_political,770,0.3315
NM_MT,covid_political,772,0.1145
NM_MT,covid_political,774,0.0972
NM_MT,covid_political,776,0.2811
NM_MT,covid_political,778,0.2067
NM_MT,covid_political,780,0.2653
NM_MT,covid_political,782,0.3562
NM_MT,covid_political,784,0.3231
NM_MT,covid_political,786,0.2572
NM_MT,covid_political,788,0.281
NM_MT,covid_political,790,0.3487
NM_MT,covid_political,792,0.1287
NM_MT,covid_political,794,0.1168
NM_MT,covid_political,796,0.1283
NM_MT,covid_political,798,0.1771
NM_MT,covid_political,800,0.3439
NM_MT,covid_political,803,0.2994
NM_MT,covid_political,805,0.2217
NM_MT,covid_political,807,0.3007
NM_MT,covid_political,809,0.2582
NM_MT,covid_political,811,0.3649
NM_MT,covid_political,813,0.2829
NM_MT,covid_political,815,0.2904
NM_MT,covid_political,817,0.3641
NM_MT,covid_political,819,0.1555
NM_MT,covid_political,821,0.3652
NM_MT,covid_political,823,0.4244
NM_MT,covid_political,825,0.4882
NM_MT,covid_political,827,0.316
NM_MT,covid_political,829,0.17
NM_MT,covid_political,831,0.0815
NM_MT,covid_political,834,0.2897
NM_MT,covid_political,838,0.3595
NM_MT,covid_political,841,0.2627
NM_MT,covid_political,844,0.1667
NM_MT,covid_political,847,0.1366
NM_MT,covid_political,851,0.3088
NM_MT,covid_political,855,0.29
NM_MT,covid_political,858,0.2175
NM_MT,covid_political,861,0.3789
NM_MT,covid_political,864,0.1734
NM_MT,covid_political,867,0.3292
NM_MT,covid_political,870,0.3701
NM_MT,covid_political,873,0.4058
NM_MT,covid_political,876,0.4224
NM_MT,covid_political,879,0.3081
NM_MT,covid_political,882,0.2288
NM_MT,covid_political,885,0.2222
NM_MT,covid_political,888,0.1794
NM_MT,covid_political,891,0.2719
NM_MT,covid_political,895,0.3145
NM_MT,covid_political,899,0.1871
NM_MT,covid_political,900,0.1871
MT,twibot20,0,0.7024
MT,twibot20,1,0.9585
MT,twibot20,3,0.7655
MT,twibot20,5,0.6611
MT,twibot20,7,0.6378
MT,twibot20,9,0.5577
MT,twibot20,11,0.6204
MT,twibot20,13,0.6063
MT,twibot20,15,0.6144
MT,twibot20,17,0.5952
MT,twibot20,19,0.5765
MT,twibot20,21,0.5859
MT,twibot20,23,0.5706
MT,twibot20,25,0.6051
MT,twibot20,27,0.5998
MT,twibot20,29,0.5855
MT,twibot20,31,0.5508
MT,twibot20,33,0.6475
MT,twibot20,35,0.5892
MT,twibot20,37,0.5569
MT,twibot20,39,0.5529
MT,twibot20,41,0.5341
MT,twibot20,43,0.5409
MT,twibot20,45,0.4792
MT,twibot20,47,0.553
MT,twibot20,49,0.6522
MT,twibot20,51,0.5245
MT,twibot20,53,0.5673
MT,twibot20,55,0.5238
MT,twibot20,57,0.5412
MT,twibot20,59,0.6111
MT,twibot20,61,0.5684
MT,twibot20,63,0.5586
MT,twibot20,65,0.4951
MT,twibot20,67,0.5246
MT,twibot20,69,0.4733
MT,twibot20,71,0.5965
MT,twibot20,73,0.6202
MT,twibot20,75,0.4682
MT,twibot20,77,0.5597
MT,twibot20,79,0.5701
MT,twibot20,81,0.479
MT,twibot20,83,0.4708
MT,twibot20,85,0.5111
MT,twibot20,87,0.5248
MT,twibot20,89,0.4626
MT,twibot20,91,0.5305
MT,twibot20,93,0.5062
MT,twibot20,95,0.4212
MT,twibot20,97,0.5976
MT,twibot20,99,0.4502
MT,twibot20,101,0.542
MT,twibot20,103,0.4559
MT,twibot20,105,0.6036
MT,twibot20,107,0.4613
MT,twibot20,109,0.547
MT,twibot20,111,0.5696
MT,twibot20,113,0.3912
MT,twibot20,115,0.6957
MT,twibot20,117,0.4874
MT,twibot20,119,0.5074
MT,twibot20,121,0.5228
MT,twibot20,123,0.4573
MT,twibot20,125,0.4353
MT,twibot20,127,0.4434
MT,twibot20,129,0.3681
MT,twibot20,131,0.5986
MT,twibot20,133,0.4926
MT,twibot20,135,0.504
MT,twibot20,137,0.5885
MT,twibot20,139,0.4769
MT,twibot20,141,0.527
MT,twibot20,143,0.543
MT,twibot20,145,0.5763
MT,twibot20,147,0.5693
MT,twibot20,149,0.6137
MT,twibot20,151,0.5147
MT,twibot20,153,0.4364
MT,twibot20,155,0.488
MT,twibot20,157,0.4277
MT,twibot20,159,0.6152
MT,twibot20,161,0.468
MT,twibot20,163,0.5001
MT,twibot20,165,0.4371
MT,twibot20,167,0.5308
MT,twibot20,169,0.4783
MT,twibot20,171,0.4225
MT,twibot20,173,0.6037
MT,twibot20,175,0.5737
MT,twibot20,177,0.5552
MT,twibot20,179,0.4592
MT,twibot20,181,0.5128
MT,twibot20,183,0.4989
MT,twibot20,185,0.4856
MT,twibot20,187,0.5135
MT,twibot20,189,0.4203
MT,twibot20,191,0.4165
MT,twibot20,193,0.4774
MT,twibot20,195,0.4878
MT,twibot20,197,0.5711
MT,twibot20,199,0.4765
MT,twibot20,201,0.5467
MT,twibot20,203,0.468
MT,twibot20,205,0.5031
MT,twibot20,207,0.5467
MT,twibot20,209,0.5212
MT,twibot20,211,0.5371
MT,twibot20,213,0.3959
MT,twibot20,215,0.4937
MT,twibot20,217,0.4498
MT,twibot20,219,0.5607
MT,twibot20,221,0.4032
MT,twibot20,223,0.4531
MT,twibot20,225,0.4725
MT,twibot20,227,0.4275
MT,twibot20,229,0.4861
MT,twibot20,231,0.482
MT,twibot20,233,0.5941
MT,twibot20,235,0.4462
MT,twibot20,237,0.4903
MT,twibot20,239,0.4625
MT,twibot20,241,0.4375
MT,twibot20,243,0.485
MT,twibot20,245,0.362
MT,twibot20,247,0.6387
MT,twibot20,249,0.4999
MT,twibot20,251,0.4059
MT,twibot20,253,0.5935
MT,twibot20,255,0.501
MT,twibot20,257,0.5472
MT,twibot20,259,0.4692
MT,twibot20,261,0.5154
MT,twibot20,263,0.494
MT,twibot20,265,0.4701
MT,twibot20,267,0.4372
MT,twibot20,269,0.5138
MT,twibot20,271,0.4888
MT,twibot20,273,0.5208
MT,twibot20,275,0.5073
MT,twibot20,277,0.5809
MT,twibot20,279,0.5357
MT,twibot20,281,0.3712
MT,twibot20,283,0.4978
MT,twibot20,285,0.456
MT,twibot20,287,0.51
MT,twibot20,289,0.5104
MT,twibot20,291,0.4171
MT,twibot20,293,0.3859
MT,twibot20,295,0.4704
MT,twibot20,297,0.4372
MT,twibot20,299,0.5158
MT,twibot20,301,0.3949
MT,twibot20,303,0.5126
MT,twibot20,305,0.4609
MT,twibot20,307,0.4772
MT,twibot20,309,0.5332
MT,twibot20,311,0.4523
MT,twibot20,313,0.5263
MT,twibot20,315,0.4152
MT,twibot20,317,0.4857
MT,twibot20,319,0.5743
MT,twibot20,321,0.5112
MT,twibot20,323,0.3545
MT,twibot20,325,0.464
MT,twibot20,327,0.4211
MT,twibot20,329,0.3766
MT,twibot20,331,0.4954
MT,twibot20,333,0.5155
MT,twibot20,335,0.5452
MT,twibot20,337,0.4092
MT,twibot20,339,0.5109
MT,twibot20,341,0.5083
MT,twibot20,343,0.4006
MT,twibot20,345,0.468
MT,twibot20,347,0.5189
MT,twibot20,349,0.4251
MT,twibot20,351,0.4446
MT,twibot20,353,0.4885
MT,twibot20,355,0.3889
MT,twibot20,357,0.445
MT,twibot20,359,0.4038
MT,twibot20,361,0.4098
MT,twibot20,363,0.3992
MT,twibot20,365,0.4359
MT,twibot20,367,0.5168
MT,twibot20,369,0.5043
MT,twibot20,371,0.5846
MT,twibot20,373,0.5483
MT,twibot20,375,0.488
MT,twibot20,377,0.3961
MT,twibot20,379,0.3978
MT,twibot20,381,0.515
MT,twibot20,383,0.5013
MT,twibot20,385,0.3269
MT,twibot20,387,0.4458
MT,twibot20,389,0.3614
MT,twibot20,391,0.42
MT,twibot20,393,0.3849
MT,twibot20,395,0.4111
MT,twibot20,397,0.4965
MT,twibot20,399,0.4574
MT,twibot20,401,0.4221
MT,twibot20,403,0.3828
MT,twibot20,405,0.4723
MT,twibot20,407,0.4636
MT,twibot20,409,0.4561
MT,twibot20,411,0.5663
MT,twibot20,413,0.438
MT,twibot20,415,0.4594
MT,twibot20,417,0.4199
MT,twibot20,419,0.5025
MT,twibot20,421,0.4299
MT,twibot20,423,0.5063
MT,twibot20,425,0.4325
MT,twibot20,427,0.524
MT,twibot20,429,0.4231
MT,twibot20,431,0.4573
MT,twibot20,433,0.3929
MT,twibot20,435,0.4277
MT,twibot20,437,0.455
MT,twibot20,439,0.4397
MT,twibot20,441,0.5303
MT,twibot20,443,0.4551
MT,twibot20,445,0.397
MT,twibot20,447,0.4258
MT,twibot20,449,0.4293
MT,twibot20,451,0.678
MT,twibot20,453,0.4441
MT,twibot20,455,0.4953
MT,twibot20,457,0.5107
MT,twibot20,459,0.4585
MT,twibot20,461,0.5908
MT,twibot20,463,0.4718
MT,twibot20,465,0.4369
MT,twibot20,467,0.4218
MT,twibot20,469,0.4338
MT,twibot20,471,0.4648
MT,twibot20,473,0.4144
MT,twibot20,475,0.5042
MT,twibot20,477,0.481
MT,twibot20,479,0.417
MT,twibot20,481,0.4153
MT,twibot20,483,0.4191
MT,twibot20,485,0.3896
MT,twibot20,487,0.3676
MT,twibot20,489,0.4282
MT,twibot20,491,0.366
MT,twibot20,493,0.2361
MT,twibot20,495,0.5919
MT,twibot20,497,0.4053
MT,twibot20,499,0.4328
MT,twibot20,501,0.4683
MT,twibot20,503,0.384
MT,twibot20,505,0.3913
MT,twibot20,507,0.4041
MT,twibot20,510,0.3407
MT,twibot20,512,0.3342
MT,twibot20,514,0.4652
MT,twibot20,516,0.5165
MT,twibot20,518,0.4126
MT,twibot20,520,0.4719
MT,twibot20,522,0.4407
MT,twibot20,524,0.4072
MT,twibot20,526,0.3448
MT,twibot20,528,0.5679
MT,twibot20,530,0.361
MT,twibot20,532,0.3618
MT,twibot20,534,0.3069
MT,twibot20,536,0.3323
MT,twibot20,538,0.3568
MT,twibot20,540,0.382
MT,twibot20,542,0.4028
MT,twibot20,544,0.3226
MT,twibot20,546,0.3397
MT,twibot20,548,0.3316
MT,twibot20,550,0.4017
MT,twibot20,552,0.3999
MT,twibot20,554,0.4101
MT,twibot20,556,0.3709
MT,twibot20,558,0.4422
MT,twibot20,560,0.362
MT,twibot20,562,0.2766
MT,twibot20,564,0.3247
MT,twibot20,566,0.3358
MT,twibot20,568,0.5065
MT,twibot20,570,0.4596
MT,twibot20,572,0.4721
