source,covid_political,election2020,facebook_page_reference,twibot20,ukr_rus_suspended
covid_political,0.9634201953124999,0.9870345,0.5768833153645834,0.625356078125,0.521981
election2020,0.9207759288194444,0.99136975,0.562269739134339,0.5541889921875,0.498653125
facebook_page_reference,0.3869197630208333,0.475574,0.8716184802083333,0.41559750260416667,0.46695025
twibot20,0.8485615494791667,0.9663655000000001,0.6421118829202584,0.8465733689236112,0.48067699999999997
ukr_rus_suspended,0.7717403498263888,0.8123955,0.5513004299479167,0.6321965303819445,0.61707775
heldout_mixture,0.9040681831597221,0.9851997500000002,0.578786377271911,0.5879693550347223,0.48179349999999993
