threshold,alpha,iterations,excluded,target,run_dir,val_accuracy,val_roc_auc,test_accuracy,test_roc_auc,baseline_accuracy,baseline_roc_auc,accuracy_delta,roc_auc_delta
0.7,0.25,1,covid_political,covid_political,/dataMeR1/phil/gfm/prodigy-mttrans/log/eval_TRANS_T07_A025_I1_EXCL_covid_political_to_covid_political_pl_3shot_01_09_2026_01_10_02,0.8653958333333334,0.9253462864583333,0.862375,0.9171664409722222,0.8605208333333333,0.9157905772569443,0.0018541666666667123,0.0013758637152778697
0.7,0.25,1,election2020,election2020,/dataMeR1/phil/gfm/prodigy-mttrans/log/eval_TRANS_T07_A025_I1_EXCL_election2020_to_election2020_pl_3shot_01_09_2026_01_10_00,0.9505,0.985797,0.95475,0.98513125,0.9645,0.9840365,-0.009750000000000036,0.0010947500000000332
0.7,0.25,1,facebook_page_reference,facebook_page_reference,/dataMeR1/phil/gfm/prodigy-mttrans/log/eval_TRANS_T07_A025_I1_EXCL_facebook_page_reference_to_facebook_page_reference_pl_3shot_01_09_2026_01_10_44,0.05343333333333333,0.5528785380747127,0.05155,0.5543050143049569,0.05155,0.5543050167923851,0.0,-2.4874281523423747e-09
0.7,0.25,1,twibot20,twibot20,/dataMeR1/phil/gfm/prodigy-mttrans/log/eval_TRANS_T07_A025_I1_EXCL_twibot20_to_twibot20_pl_3shot_01_09_2026_01_10_39,0.6531458333333333,0.7001049010416667,0.6387291666666667,0.6846737890625,0.6292083333333334,0.6676482100694444,0.009520833333333312,0.017025578993055568
0.7,0.25,1,ukr_rus_suspended,ukr_rus_suspended,/dataMeR1/phil/gfm/prodigy-mttrans/log/eval_TRANS_T07_A025_I1_EXCL_ukr_rus_suspended_to_ukr_rus_suspended_pl_3shot_01_09_2026_01_13_17,0.51375,0.519288875,0.5035,0.49605524999999995,0.50325,0.49824925,0.00024999999999997247,-0.0021940000000000293
