source,covid_political,election2020,facebook_page_reference,twibot20,ukr_rus_suspended
covid_political,0.04061328993055546,0.003976750000000084,-0.019087292582614768,0.019163347222222238,0.004011874999999998
election2020,0.02773819531249988,0.0057416250000001945,-0.011718044674928207,-0.0010834565972223098,0.001976499999999992
facebook_page_reference,-0.3690863680555556,-0.43549725,0.23662560684267242,-0.15184686545138887,-0.019135875000000024
twibot20,-0.023835411458333233,-0.014288624999999944,-0.030844078654813534,0.2541059704861113,-0.0028395000000000503
ukr_rus_suspended,0.09320597482638893,-0.02502562499999994,-0.009938292376077573,0.021374087673611153,0.11695999999999995
