source,covid_political,election2020,facebook_page_reference,twibot20,ukr_rus_suspended
covid_political,-0.007750000000000035,-0.014499999999999957,0.030966666666666663,0.06327083333333339,-0.011249999999999982
election2020,-0.010666666666666713,-0.000500000000000056,0.02310416666666667,0.06508333333333333,-0.017000000000000015
facebook_page_reference,-0.14702083333333332,-0.08199999999999996,-0.09297916666666667,-0.13475000000000004,-0.009749999999999981
twibot20,0.23362499999999997,0.35275,0.07134583333333334,-0.0028124999999999956,0.0015000000000000013
ukr_rus_suspended,0.1468125,0.2715,0.02134166666666666,0.230875,-0.005750000000000033
