source,objective,update,accuracy,loss
election2020,MT,577,0.2531,2.0729
election2020,NM,577,1.0,0.0257
election2020,MT,579,0.2417,2.1899
election2020,NM,579,0.9844,0.0573
election2020,MT,581,0.2375,2.1764
election2020,NM,581,0.9844,0.0858
election2020,MT,583,0.2375,2.1992
election2020,NM,583,0.9844,0.077
election2020,MT,585,0.275,2.0998
election2020,NM,585,1.0,0.0261
election2020,MT,587,0.2479,2.2078
election2020,NM,587,0.9688,0.0841
election2020,MT,589,0.2396,2.2261
election2020,NM,589,1.0,0.0203
election2020,MT,591,0.2729,2.1394
election2020,NM,591,0.9844,0.0974
election2020,MT,593,0.2281,2.1933
election2020,NM,593,0.9844,0.0866
election2020,MT,595,0.2875,2.1521
election2020,NM,595,0.9844,0.0844
election2020,MT,597,0.251,2.2173
election2020,NM,597,1.0,0.0127
election2020,MT,599,0.2458,2.1802
election2020,NM,599,0.9844,0.0845
election2020,MT,601,0.251,2.1534
election2020,NM,601,0.9531,0.2146
election2020,MT,603,0.2375,2.1652
election2020,NM,603,0.9844,0.0595
election2020,MT,605,0.2635,2.1629
election2020,NM,605,0.9844,0.0522
election2020,MT,607,0.2583,2.1416
election2020,NM,607,0.9688,0.1096
election2020,MT,609,0.2646,2.0696
election2020,NM,609,0.9531,0.126
election2020,MT,611,0.2542,2.1656
election2020,NM,611,0.9688,0.1644
election2020,MT,613,0.2583,2.0955
election2020,NM,613,1.0,0.0325
election2020,MT,615,0.251,2.1405
election2020,NM,615,0.9688,0.1526
election2020,MT,617,0.2792,2.1628
election2020,NM,617,0.9844,0.0955
election2020,MT,619,0.2552,2.113
election2020,NM,619,0.9531,0.1861
election2020,MT,621,0.2354,2.2258
election2020,NM,621,1.0,0.0349
election2020,MT,623,0.2365,2.2321
election2020,NM,623,0.9844,0.042
election2020,MT,625,0.2562,2.2203
election2020,NM,625,0.9844,0.0421
election2020,MT,627,0.2625,2.1053
election2020,NM,627,0.9531,0.166
election2020,MT,629,0.2646,2.098
election2020,NM,629,1.0,0.0187
election2020,MT,631,0.2812,2.124
election2020,NM,631,0.9688,0.1448
election2020,MT,633,0.2823,2.1145
election2020,NM,633,0.9844,0.0849
election2020,MT,635,0.2698,2.1278
election2020,NM,635,0.9844,0.1011
election2020,MT,637,0.2521,2.16
election2020,NM,637,0.9531,0.2174
election2020,MT,639,0.2396,2.2011
election2020,NM,639,0.9688,0.17
election2020,MT,641,0.2729,2.1075
election2020,NM,641,0.9688,0.1667
election2020,MT,643,0.2615,2.2004
election2020,NM,643,0.9531,0.1368
election2020,MT,645,0.274,2.1079
election2020,NM,645,0.9844,0.1091
election2020,MT,647,0.2531,2.1828
election2020,NM,647,0.9688,0.1658
election2020,MT,649,0.2531,2.0978
election2020,NM,649,1.0,0.0393
election2020,MT,651,0.2479,2.1131
election2020,NM,651,1.0,0.028
election2020,MT,653,0.2635,2.1306
election2020,NM,653,1.0,0.0218
election2020,MT,655,0.2687,2.1233
election2020,NM,655,0.9844,0.0933
election2020,MT,657,0.2479,2.1079
election2020,NM,657,0.9844,0.0532
election2020,MT,659,0.2437,2.2069
election2020,NM,659,0.9531,0.171
election2020,MT,661,0.275,2.133
election2020,NM,661,0.9844,0.083
election2020,MT,663,0.2635,2.1137
election2020,NM,663,1.0,0.0327
election2020,MT,665,0.2792,2.1046
election2020,NM,665,0.9531,0.2232
election2020,MT,667,0.2479,2.0498
election2020,NM,667,0.9844,0.0678
election2020,MT,669,0.249,2.0988
election2020,NM,669,1.0,0.0259
election2020,MT,671,0.25,2.145
election2020,NM,671,0.9375,0.2455
election2020,MT,673,0.2615,2.1071
election2020,NM,673,0.9844,0.0754
election2020,MT,675,0.2542,2.1429
election2020,NM,675,0.9531,0.1994
election2020,MT,677,0.276,2.1445
election2020,NM,677,0.9688,0.0759
election2020,MT,679,0.2521,2.1911
election2020,NM,679,0.9844,0.0727
election2020,MT,681,0.251,2.1671
election2020,NM,681,1.0,0.0332
election2020,MT,683,0.2604,2.0532
election2020,NM,683,0.9844,0.0451
election2020,MT,685,0.2844,2.1253
election2020,NM,685,0.9688,0.1151
election2020,MT,687,0.2542,2.1489
election2020,NM,687,0.9844,0.0891
election2020,MT,689,0.2573,2.1217
election2020,NM,689,1.0,0.0228
election2020,MT,691,0.2792,2.0904
election2020,NM,691,0.9688,0.0805
election2020,MT,693,0.2646,2.1783
election2020,NM,693,1.0,0.0134
election2020,MT,695,0.2677,2.1026
election2020,NM,695,0.9844,0.0663
election2020,MT,697,0.2562,2.1109
election2020,NM,697,0.9531,0.2073
election2020,MT,699,0.2802,2.0994
election2020,NM,699,0.9844,0.0735
election2020,MT,701,0.2573,2.1909
election2020,NM,701,0.9844,0.0706
election2020,MT,703,0.2625,2.2004
election2020,NM,703,1.0,0.0131
election2020,MT,705,0.2427,2.2347
election2020,NM,705,1.0,0.0177
election2020,MT,707,0.2719,2.0926
election2020,NM,707,0.9844,0.0692
election2020,MT,709,0.2302,2.2216
election2020,NM,709,0.9531,0.2163
election2020,MT,711,0.2896,2.0822
election2020,NM,711,1.0,0.0175
election2020,MT,713,0.2458,2.1555
election2020,NM,713,0.9531,0.1414
election2020,MT,715,0.2729,2.1354
election2020,NM,715,0.9844,0.0496
election2020,MT,717,0.2729,2.205
election2020,NM,717,0.9844,0.0961
election2020,MT,719,0.2594,2.1251
election2020,NM,719,0.9531,0.1761
election2020,MT,721,0.274,2.1473
election2020,NM,721,1.0,0.029
election2020,MT,723,0.2479,2.0888
election2020,NM,723,0.9688,0.1614
election2020,MT,725,0.2729,2.1559
election2020,NM,725,0.9531,0.1577
election2020,MT,727,0.2708,2.0935
election2020,NM,727,0.9844,0.0802
election2020,MT,729,0.2552,2.1529
election2020,NM,729,1.0,0.0203
election2020,MT,731,0.2823,2.0187
election2020,NM,731,0.9844,0.0694
election2020,MT,733,0.2292,2.2289
election2020,NM,733,0.9531,0.2068
election2020,MT,735,0.2625,2.135
election2020,NM,735,0.9844,0.0797
election2020,MT,737,0.2865,2.0445
election2020,NM,737,0.9375,0.2256
election2020,MT,739,0.2802,2.0316
election2020,NM,739,1.0,0.0284
election2020,MT,741,0.2354,2.2192
election2020,NM,741,0.9844,0.0662
election2020,MT,743,0.2677,2.0287
election2020,NM,743,0.9844,0.1118
election2020,MT,745,0.2698,2.1393
election2020,NM,745,1.0,0.0246
election2020,MT,747,0.2917,2.0301
election2020,NM,747,1.0,0.0289
election2020,MT,749,0.2573,2.1641
election2020,NM,749,0.9688,0.1525
election2020,MT,751,0.2562,2.1016
election2020,NM,751,1.0,0.0251
election2020,MT,753,0.2562,2.1708
election2020,NM,753,1.0,0.0119
election2020,MT,755,0.2646,2.209
election2020,NM,755,0.9531,0.2149
election2020,MT,757,0.2604,2.1642
election2020,NM,757,1.0,0.0119
election2020,MT,759,0.2594,2.1532
election2020,NM,759,1.0,0.0109
election2020,MT,761,0.2615,2.0848
election2020,NM,761,1.0,0.0238
election2020,MT,763,0.2604,2.1189
election2020,NM,763,0.9844,0.0862
election2020,MT,765,0.2729,2.0672
election2020,NM,765,0.9375,0.2879
election2020,MT,767,0.2667,2.0717
election2020,NM,767,0.9844,0.0915
election2020,MT,769,0.2583,2.1248
election2020,NM,769,0.9844,0.0405
election2020,MT,771,0.276,2.1114
election2020,NM,771,0.9531,0.2013
election2020,MT,773,0.2698,2.1591
election2020,NM,773,1.0,0.0216
election2020,MT,775,0.2719,2.0934
election2020,NM,775,0.9844,0.0873
election2020,MT,777,0.2417,2.0999
election2020,NM,777,0.9688,0.1541
election2020,MT,779,0.2917,2.0759
election2020,NM,779,0.9688,0.1331
election2020,MT,781,0.2594,2.1107
election2020,NM,781,1.0,0.023
election2020,MT,783,0.2969,2.1099
election2020,NM,783,0.9844,0.0813
election2020,MT,785,0.2656,2.1471
election2020,NM,785,0.9844,0.0701
election2020,MT,787,0.2875,2.0582
election2020,NM,787,0.9688,0.1301
election2020,MT,789,0.2594,2.1273
election2020,NM,789,0.9688,0.1395
election2020,MT,791,0.2625,2.102
election2020,NM,791,0.9844,0.0617
election2020,MT,793,0.25,2.1368
election2020,NM,793,0.9688,0.1221
election2020,MT,795,0.2802,2.1116
election2020,NM,795,0.9844,0.0942
election2020,MT,797,0.2802,2.0774
election2020,NM,797,0.9844,0.0745
election2020,MT,799,0.2562,2.1119
election2020,NM,799,1.0,0.0224
election2020,MT,801,0.249,2.2109
election2020,NM,801,0.9844,0.0666
election2020,MT,803,0.2958,2.1233
election2020,NM,803,1.0,0.0137
election2020,MT,805,0.2906,2.0483
election2020,NM,805,1.0,0.0115
election2020,MT,807,0.274,2.108
election2020,NM,807,1.0,0.0138
election2020,MT,809,0.2729,2.1158
election2020,NM,809,1.0,0.0097
election2020,MT,811,0.2646,2.174
election2020,NM,811,0.9688,0.1613
election2020,MT,813,0.2677,2.1096
election2020,NM,813,0.9688,0.1675
election2020,MT,815,0.2667,2.0906
election2020,NM,815,1.0,0.0086
election2020,MT,817,0.2562,2.1487
election2020,NM,817,0.9844,0.0502
election2020,MT,819,0.2677,2.0657
election2020,NM,819,0.9844,0.1013
election2020,MT,821,0.2687,2.0757
election2020,NM,821,0.9688,0.121
election2020,MT,823,0.2542,2.1342
election2020,NM,823,0.9844,0.0839
election2020,MT,825,0.2698,2.0406
election2020,NM,825,1.0,0.0168
election2020,MT,827,0.275,2.1072
election2020,NM,827,1.0,0.0225
election2020,MT,829,0.2708,2.0967
election2020,NM,829,1.0,0.0169
election2020,MT,831,0.2573,2.1451
election2020,NM,831,1.0,0.0207
election2020,MT,833,0.299,2.0898
election2020,NM,833,0.9844,0.1101
election2020,MT,835,0.25,2.0937
election2020,NM,835,0.9844,0.0622
election2020,MT,837,0.2698,2.0995
election2020,NM,837,0.9844,0.0856
election2020,MT,839,0.2573,2.1025
election2020,NM,839,0.9844,0.0835
election2020,MT,841,0.2406,2.1642
election2020,NM,841,0.9844,0.0696
election2020,MT,843,0.2719,2.0946
election2020,NM,843,0.9531,0.2044
election2020,MT,845,0.2896,2.1507
election2020,NM,845,1.0,0.0142
election2020,MT,847,0.2896,2.042
election2020,NM,847,0.9844,0.0597
election2020,MT,849,0.2844,2.1072
election2020,NM,849,0.9688,0.093
election2020,MT,851,0.2677,2.1011
election2020,NM,851,0.9531,0.1935
election2020,MT,853,0.2781,2.0529
election2020,NM,853,1.0,0.022
election2020,MT,855,0.2812,2.0776
election2020,NM,855,0.9844,0.1102
election2020,MT,857,0.275,2.0453
election2020,NM,857,1.0,0.0328
election2020,MT,859,0.2635,2.1167
election2020,NM,859,0.9844,0.074
election2020,MT,861,0.2802,2.0331
election2020,NM,861,0.9688,0.1212
election2020,MT,863,0.2677,2.1149
election2020,NM,863,0.9844,0.0467
election2020,MT,865,0.2938,2.0156
election2020,NM,865,0.9688,0.1151
election2020,MT,867,0.2552,2.0298
election2020,NM,867,0.9688,0.1523
election2020,MT,869,0.2687,2.1347
election2020,NM,869,0.9688,0.151
election2020,MT,871,0.2646,2.1617
election2020,NM,871,0.9844,0.0849
election2020,MT,873,0.2698,2.1386
election2020,NM,873,0.9375,0.2068
election2020,MT,875,0.2625,2.1092
election2020,NM,875,0.9844,0.051
election2020,MT,877,0.2823,2.1242
election2020,NM,877,0.9688,0.1394
election2020,MT,879,0.2677,2.0634
election2020,NM,879,0.9844,0.0547
election2020,MT,881,0.2729,2.0614
election2020,NM,881,0.9844,0.0989
election2020,MT,883,0.2531,2.1247
election2020,NM,883,1.0,0.0271
election2020,MT,885,0.2677,2.1494
election2020,NM,885,0.9531,0.152
election2020,MT,887,0.2792,1.9867
election2020,NM,887,0.9844,0.0552
election2020,MT,889,0.2792,2.1595
election2020,NM,889,0.9531,0.1906
election2020,MT,891,0.2687,2.1714
election2020,NM,891,1.0,0.0257
election2020,MT,893,0.2844,2.0504
election2020,NM,893,0.9531,0.1576
election2020,MT,895,0.2844,2.0589
election2020,NM,895,0.9844,0.0759
election2020,MT,897,0.3031,2.0435
election2020,NM,897,1.0,0.0192
election2020,MT,899,0.2802,2.1727
election2020,NM,899,1.0,0.0199
facebook_page_reference,NM,0,0.0333,3.4012
facebook_page_reference,MT,1,0.0333,3.4012
facebook_page_reference,NM,1,0.4531,0.7066
facebook_page_reference,MT,3,0.0615,3.4009
facebook_page_reference,NM,3,0.6406,0.6772
facebook_page_reference,MT,5,0.0677,3.4004
facebook_page_reference,NM,5,0.6094,0.6415
facebook_page_reference,MT,7,0.0448,3.3992
facebook_page_reference,NM,7,0.8125,0.6024
facebook_page_reference,MT,9,0.0594,3.3981
facebook_page_reference,NM,9,0.6875,0.5881
facebook_page_reference,MT,11,0.051,3.3962
facebook_page_reference,NM,11,0.7344,0.5735
facebook_page_reference,MT,13,0.0635,3.3933
facebook_page_reference,NM,13,0.6094,0.5977
facebook_page_reference,MT,15,0.0542,3.393
facebook_page_reference,NM,15,0.6875,0.6394
facebook_page_reference,MT,17,0.0594,3.3856
facebook_page_reference,NM,17,0.625,0.5958
facebook_page_reference,MT,19,0.0583,3.3807
facebook_page_reference,NM,19,0.7031,0.5612
facebook_page_reference,MT,21,0.0583,3.3831
facebook_page_reference,NM,21,0.6719,0.5764
facebook_page_reference,MT,23,0.049,3.378
facebook_page_reference,NM,23,0.7812,0.456
facebook_page_reference,MT,25,0.0625,3.3611
facebook_page_reference,NM,25,0.8594,0.382
facebook_page_reference,MT,27,0.0708,3.3605
facebook_page_reference,NM,27,0.7188,0.5638
facebook_page_reference,MT,29,0.0698,3.3605
facebook_page_reference,NM,29,0.6875,0.5232
facebook_page_reference,MT,31,0.0531,3.3585
facebook_page_reference,NM,31,0.8125,0.4023
facebook_page_reference,MT,33,0.0792,3.3545
facebook_page_reference,NM,33,0.7188,0.5693
facebook_page_reference,MT,35,0.0615,3.3335
facebook_page_reference,NM,35,0.7656,0.5006
facebook_page_reference,MT,37,0.0688,3.3339
facebook_page_reference,NM,37,0.75,0.5341
facebook_page_reference,MT,39,0.0729,3.324
facebook_page_reference,NM,39,0.625,0.5558
facebook_page_reference,MT,41,0.0729,3.3148
facebook_page_reference,NM,41,0.8281,0.4343
facebook_page_reference,MT,43,0.0563,3.3055
facebook_page_reference,NM,43,0.7031,0.5376
facebook_page_reference,MT,45,0.0688,3.3161
facebook_page_reference,NM,45,0.7969,0.4232
facebook_page_reference,MT,47,0.0573,3.3205
facebook_page_reference,NM,47,0.6094,0.6213
facebook_page_reference,MT,49,0.0583,3.289
facebook_page_reference,NM,49,0.7031,0.5828
facebook_page_reference,MT,51,0.0646,3.2885
facebook_page_reference,NM,51,0.7656,0.474
facebook_page_reference,MT,53,0.0552,3.3266
facebook_page_reference,NM,53,0.7188,0.5962
facebook_page_reference,MT,55,0.0688,3.2836
facebook_page_reference,NM,55,0.75,0.4793
facebook_page_reference,MT,57,0.0635,3.3072
facebook_page_reference,NM,57,0.7031,0.6073
facebook_page_reference,MT,59,0.0583,3.2891
facebook_page_reference,NM,59,0.8125,0.4755
facebook_page_reference,MT,61,0.0594,3.3164
facebook_page_reference,NM,61,0.75,0.4492
facebook_page_reference,MT,63,0.0604,3.2577
facebook_page_reference,NM,63,0.7656,0.4657
facebook_page_reference,MT,65,0.076,3.263
facebook_page_reference,NM,65,0.9062,0.303
facebook_page_reference,MT,67,0.0719,3.2843
facebook_page_reference,NM,67,0.8281,0.4646
facebook_page_reference,MT,69,0.0719,3.305
facebook_page_reference,NM,69,0.6562,0.5878
facebook_page_reference,MT,71,0.0729,3.273
facebook_page_reference,NM,71,0.75,0.5673
facebook_page_reference,MT,73,0.0677,3.2978
facebook_page_reference,NM,73,0.7188,0.5166
facebook_page_reference,MT,75,0.0781,3.2525
facebook_page_reference,NM,75,0.75,0.5079
facebook_page_reference,MT,77,0.0583,3.2471
facebook_page_reference,NM,77,0.7188,0.5359
facebook_page_reference,MT,79,0.0771,3.2753
facebook_page_reference,NM,79,0.8594,0.3614
facebook_page_reference,MT,81,0.0656,3.2883
facebook_page_reference,NM,81,0.8281,0.4734
facebook_page_reference,MT,83,0.074,3.2513
facebook_page_reference,NM,83,0.8438,0.305
facebook_page_reference,MT,85,0.074,3.2837
facebook_page_reference,NM,85,0.8438,0.4419
facebook_page_reference,MT,87,0.0708,3.2828
facebook_page_reference,NM,87,0.8281,0.449
facebook_page_reference,MT,89,0.0729,3.2858
facebook_page_reference,NM,89,0.8281,0.4161
facebook_page_reference,MT,91,0.0688,3.2587
facebook_page_reference,NM,91,0.8594,0.3235
facebook_page_reference,MT,93,0.076,3.2748
facebook_page_reference,NM,93,0.6562,0.5496
facebook_page_reference,MT,95,0.0719,3.2198
facebook_page_reference,NM,95,0.875,0.3097
facebook_page_reference,MT,97,0.0708,3.258
facebook_page_reference,NM,97,0.7656,0.417
facebook_page_reference,MT,99,0.0823,3.2278
facebook_page_reference,NM,99,0.7344,0.5305
facebook_page_reference,MT,101,0.0677,3.2691
facebook_page_reference,NM,101,0.7969,0.4608
facebook_page_reference,MT,103,0.0781,3.2277
facebook_page_reference,NM,103,0.8125,0.3659
facebook_page_reference,MT,105,0.0698,3.2148
facebook_page_reference,NM,105,0.7812,0.4525
facebook_page_reference,MT,107,0.0708,3.2107
facebook_page_reference,NM,107,0.8281,0.3264
facebook_page_reference,MT,109,0.0844,3.211
facebook_page_reference,NM,109,0.8438,0.388
facebook_page_reference,MT,111,0.0833,3.2393
facebook_page_reference,NM,111,0.8125,0.4093
facebook_page_reference,MT,113,0.0729,3.2372
facebook_page_reference,NM,113,0.875,0.3686
facebook_page_reference,MT,115,0.0594,3.2204
facebook_page_reference,NM,115,0.75,0.4312
facebook_page_reference,MT,117,0.075,3.2056
facebook_page_reference,NM,117,0.8125,0.4244
facebook_page_reference,MT,119,0.0646,3.2188
facebook_page_reference,NM,119,0.8438,0.3373
facebook_page_reference,MT,121,0.0667,3.2258
facebook_page_reference,NM,121,0.8125,0.4567
facebook_page_reference,MT,123,0.0646,3.2071
facebook_page_reference,NM,123,0.875,0.318
facebook_page_reference,MT,125,0.0719,3.212
facebook_page_reference,NM,125,0.9531,0.2346
facebook_page_reference,MT,127,0.0802,3.1726
facebook_page_reference,NM,127,0.7812,0.4869
facebook_page_reference,MT,129,0.0802,3.1972
facebook_page_reference,NM,129,0.9219,0.2288
facebook_page_reference,MT,131,0.0813,3.2124
facebook_page_reference,NM,131,0.8281,0.3427
facebook_page_reference,MT,133,0.0844,3.1638
facebook_page_reference,NM,133,0.8594,0.3508
facebook_page_reference,MT,135,0.0875,3.1896
facebook_page_reference,NM,135,0.6875,0.5909
facebook_page_reference,MT,137,0.0719,3.2006
facebook_page_reference,NM,137,0.7031,0.4781
facebook_page_reference,MT,139,0.076,3.1327
facebook_page_reference,NM,139,0.8281,0.4111
facebook_page_reference,MT,141,0.0885,3.1354
facebook_page_reference,NM,141,0.8594,0.2938
facebook_page_reference,MT,143,0.0823,3.1509
facebook_page_reference,NM,143,0.8281,0.4738
facebook_page_reference,MT,145,0.0958,3.1298
facebook_page_reference,NM,145,0.75,0.543
facebook_page_reference,MT,147,0.0823,3.1675
facebook_page_reference,NM,147,0.9219,0.2586
facebook_page_reference,MT,149,0.0917,3.135
facebook_page_reference,NM,149,0.8281,0.2897
facebook_page_reference,MT,151,0.0896,3.1745
facebook_page_reference,NM,151,0.8906,0.24
facebook_page_reference,MT,153,0.0885,3.1232
facebook_page_reference,NM,153,0.8906,0.2531
facebook_page_reference,MT,155,0.0813,3.1744
facebook_page_reference,NM,155,0.7969,0.5081
facebook_page_reference,MT,157,0.0938,3.1505
facebook_page_reference,NM,157,0.8438,0.414
facebook_page_reference,MT,159,0.0906,3.1074
facebook_page_reference,NM,159,0.8594,0.3932
facebook_page_reference,MT,161,0.1,3.1269
facebook_page_reference,NM,161,0.7656,0.4541
facebook_page_reference,MT,163,0.0854,3.12
facebook_page_reference,NM,163,0.75,0.4693
facebook_page_reference,MT,165,0.0896,3.1127
facebook_page_reference,NM,165,0.7969,0.44
facebook_page_reference,MT,167,0.1042,3.1254
facebook_page_reference,NM,167,0.8125,0.4053
facebook_page_reference,MT,169,0.0906,3.1334
facebook_page_reference,NM,169,0.7812,0.4421
facebook_page_reference,MT,171,0.1156,3.0907
facebook_page_reference,NM,171,0.8438,0.2982
facebook_page_reference,MT,173,0.1094,3.125
facebook_page_reference,NM,173,0.875,0.3331
facebook_page_reference,MT,175,0.1167,3.089
facebook_page_reference,NM,175,0.8594,0.2267
facebook_page_reference,MT,177,0.1083,3.0682
facebook_page_reference,NM,177,0.7969,0.3675
facebook_page_reference,MT,179,0.1333,2.9883
facebook_page_reference,NM,179,0.7812,0.4592
facebook_page_reference,MT,181,0.1313,3.0249
facebook_page_reference,NM,181,0.8906,0.3192
facebook_page_reference,MT,183,0.1469,2.9841
facebook_page_reference,NM,183,0.8281,0.409
facebook_page_reference,MT,185,0.1521,2.9035
facebook_page_reference,NM,185,0.8906,0.2621
facebook_page_reference,MT,187,0.1448,2.8994
facebook_page_reference,NM,187,0.8125,0.5267
facebook_page_reference,MT,189,0.1698,2.7734
facebook_page_reference,NM,189,0.8594,0.3955
facebook_page_reference,MT,191,0.1562,2.7613
facebook_page_reference,NM,191,0.7188,0.5166
facebook_page_reference,MT,193,0.1812,2.7497
facebook_page_reference,NM,193,0.875,0.2893
facebook_page_reference,MT,195,0.1771,2.7645
facebook_page_reference,NM,195,0.875,0.3255
facebook_page_reference,MT,197,0.176,2.6526
facebook_page_reference,NM,197,0.8281,0.4439
facebook_page_reference,MT,199,0.2052,2.6338
facebook_page_reference,NM,199,0.7812,0.495
facebook_page_reference,MT,201,0.1688,2.618
facebook_page_reference,NM,201,0.8438,0.4298
facebook_page_reference,MT,203,0.1917,2.7002
facebook_page_reference,NM,203,0.8125,0.3287
facebook_page_reference,MT,205,0.2052,2.6463
facebook_page_reference,NM,205,0.7969,0.3887
facebook_page_reference,MT,207,0.201,2.5466
facebook_page_reference,NM,207,0.7812,0.6261
facebook_page_reference,MT,209,0.2177,2.5651
facebook_page_reference,NM,209,0.8125,0.3725
facebook_page_reference,MT,211,0.2427,2.4611
facebook_page_reference,NM,211,0.75,0.566
facebook_page_reference,MT,213,0.2365,2.4982
facebook_page_reference,NM,213,0.8281,0.4523
facebook_page_reference,MT,215,0.2417,2.5307
facebook_page_reference,NM,215,0.7812,0.5169
facebook_page_reference,MT,217,0.2344,2.4263
facebook_page_reference,NM,217,0.8125,0.3981
facebook_page_reference,MT,219,0.2604,2.3569
facebook_page_reference,NM,219,0.8125,0.3313
facebook_page_reference,MT,221,0.2823,2.3463
facebook_page_reference,NM,221,0.6875,0.5368
facebook_page_reference,MT,223,0.249,2.3767
facebook_page_reference,NM,223,0.8438,0.4414
facebook_page_reference,MT,225,0.2865,2.2718
facebook_page_reference,NM,225,0.8594,0.4238
facebook_page_reference,MT,227,0.2781,2.3175
facebook_page_reference,NM,227,0.7812,0.4248
facebook_page_reference,MT,229,0.2792,2.2976
facebook_page_reference,NM,229,0.8281,0.3407
facebook_page_reference,MT,231,0.2781,2.3029
facebook_page_reference,NM,231,0.9062,0.2921
facebook_page_reference,MT,233,0.2833,2.2787
facebook_page_reference,NM,233,0.7969,0.4652
facebook_page_reference,MT,235,0.2604,2.2681
facebook_page_reference,NM,235,0.7188,0.7083
facebook_page_reference,MT,237,0.2938,2.2719
facebook_page_reference,NM,237,0.8594,0.3182
facebook_page_reference,MT,239,0.2781,2.277
facebook_page_reference,NM,239,0.7969,0.3703
facebook_page_reference,MT,241,0.3135,2.1757
facebook_page_reference,NM,241,0.6719,0.7066
facebook_page_reference,MT,243,0.2906,2.2376
facebook_page_reference,NM,243,0.875,0.297
facebook_page_reference,MT,245,0.3344,2.1533
facebook_page_reference,NM,245,0.875,0.3506
facebook_page_reference,MT,247,0.3427,2.0749
facebook_page_reference,NM,247,0.7656,0.589
facebook_page_reference,MT,249,0.3198,2.0729
facebook_page_reference,NM,249,0.8594,0.3811
facebook_page_reference,MT,251,0.3417,2.0492
facebook_page_reference,NM,251,0.8438,0.3209
facebook_page_reference,MT,253,0.325,2.0984
facebook_page_reference,NM,253,0.9219,0.2235
facebook_page_reference,MT,255,0.3781,2.011
facebook_page_reference,NM,255,0.7656,0.4235
facebook_page_reference,MT,257,0.3427,2.0645
facebook_page_reference,NM,257,0.75,0.5346
facebook_page_reference,MT,259,0.3896,1.9644
facebook_page_reference,NM,259,0.8438,0.3222
facebook_page_reference,MT,261,0.3615,2.0299
facebook_page_reference,NM,261,0.7969,0.4102
facebook_page_reference,MT,263,0.3833,1.8978
facebook_page_reference,NM,263,0.8125,0.4097
facebook_page_reference,MT,265,0.3885,1.8908
facebook_page_reference,NM,265,0.8594,0.344
facebook_page_reference,MT,267,0.3688,1.9147
facebook_page_reference,NM,267,0.7188,0.6493
facebook_page_reference,MT,269,0.3802,1.9299
facebook_page_reference,NM,269,0.7812,0.4601
facebook_page_reference,MT,271,0.4125,1.8677
facebook_page_reference,NM,271,0.7812,0.496
facebook_page_reference,MT,273,0.376,1.9274
facebook_page_reference,NM,273,0.75,0.498
facebook_page_reference,MT,275,0.4083,1.8669
facebook_page_reference,NM,275,0.8125,0.348
facebook_page_reference,MT,277,0.376,1.9834
facebook_page_reference,NM,277,0.7188,0.5426
facebook_page_reference,MT,279,0.4292,1.7933
facebook_page_reference,NM,279,0.9375,0.2479
facebook_page_reference,MT,281,0.4229,1.8481
facebook_page_reference,NM,281,0.875,0.42
facebook_page_reference,MT,283,0.3823,1.9635
facebook_page_reference,NM,283,0.8906,0.3413
facebook_page_reference,MT,285,0.4219,1.7619
facebook_page_reference,NM,285,0.8438,0.323
facebook_page_reference,MT,287,0.4323,1.8107
facebook_page_reference,NM,287,0.7656,0.4587
facebook_page_reference,MT,289,0.4219,1.8187
facebook_page_reference,NM,289,0.7969,0.5612
facebook_page_reference,MT,291,0.4385,1.7465
facebook_page_reference,NM,291,0.875,0.2468
facebook_page_reference,MT,293,0.4375,1.7855
facebook_page_reference,NM,293,0.875,0.3117
facebook_page_reference,MT,295,0.4708,1.7024
facebook_page_reference,NM,295,0.7344,0.4398
facebook_page_reference,MT,297,0.4156,1.788
facebook_page_reference,NM,297,0.8594,0.2751
facebook_page_reference,MT,299,0.475,1.5909
facebook_page_reference,NM,299,0.8438,0.3581
facebook_page_reference,MT,301,0.4781,1.6591
facebook_page_reference,NM,301,0.8438,0.3302
facebook_page_reference,MT,303,0.5104,1.5935
facebook_page_reference,NM,303,0.9219,0.1858
facebook_page_reference,MT,305,0.4719,1.7298
facebook_page_reference,NM,305,0.8125,0.3575
facebook_page_reference,MT,307,0.4813,1.5749
facebook_page_reference,NM,307,0.8906,0.2461
facebook_page_reference,MT,309,0.4417,1.716
facebook_page_reference,NM,309,0.8125,0.4351
facebook_page_reference,MT,311,0.4729,1.638
facebook_page_reference,NM,311,0.8906,0.193
facebook_page_reference,MT,313,0.4854,1.5777
facebook_page_reference,NM,313,0.9062,0.1878
facebook_page_reference,MT,315,0.501,1.5251
facebook_page_reference,NM,315,0.8125,0.3044
facebook_page_reference,MT,317,0.4979,1.5785
facebook_page_reference,NM,317,0.8594,0.3664
facebook_page_reference,MT,319,0.5135,1.5811
facebook_page_reference,NM,319,0.9375,0.1927
facebook_page_reference,MT,321,0.5208,1.5351
facebook_page_reference,NM,321,0.875,0.3529
facebook_page_reference,MT,323,0.5062,1.5496
facebook_page_reference,NM,323,0.875,0.3015
facebook_page_reference,MT,325,0.5073,1.5366
facebook_page_reference,NM,325,0.8438,0.3342
facebook_page_reference,MT,327,0.5115,1.5166
facebook_page_reference,NM,327,0.875,0.3699
facebook_page_reference,MT,329,0.5177,1.6408
facebook_page_reference,NM,329,0.875,0.3183
facebook_page_reference,MT,331,0.501,1.5269
facebook_page_reference,NM,331,0.7812,0.3799
facebook_page_reference,MT,333,0.5083,1.54
