source,objective,update,accuracy,loss
facebook_page_reference,NM,333,0.8594,0.3631
facebook_page_reference,MT,335,0.5437,1.4736
facebook_page_reference,NM,335,0.7656,0.4422
facebook_page_reference,MT,337,0.5083,1.5704
facebook_page_reference,NM,337,0.7656,0.4427
facebook_page_reference,MT,339,0.549,1.3764
facebook_page_reference,NM,339,0.9219,0.257
facebook_page_reference,MT,341,0.5469,1.4805
facebook_page_reference,NM,341,0.8594,0.4014
facebook_page_reference,MT,343,0.5552,1.4351
facebook_page_reference,NM,343,0.8438,0.2929
facebook_page_reference,MT,345,0.5573,1.3904
facebook_page_reference,NM,345,0.7969,0.4121
facebook_page_reference,MT,347,0.4885,1.5128
facebook_page_reference,NM,347,0.8438,0.3819
facebook_page_reference,MT,349,0.5354,1.4637
facebook_page_reference,NM,349,0.7969,0.4524
facebook_page_reference,MT,351,0.5354,1.4439
facebook_page_reference,NM,351,0.7969,0.5233
facebook_page_reference,MT,353,0.5531,1.3949
facebook_page_reference,NM,353,0.8594,0.2904
facebook_page_reference,MT,355,0.5146,1.5094
facebook_page_reference,NM,355,0.8906,0.3362
facebook_page_reference,MT,357,0.524,1.4009
facebook_page_reference,NM,357,0.8281,0.4662
facebook_page_reference,MT,359,0.5698,1.2771
facebook_page_reference,NM,359,0.9375,0.1869
facebook_page_reference,MT,361,0.5271,1.4429
facebook_page_reference,NM,361,0.7344,0.528
facebook_page_reference,MT,363,0.5833,1.3477
facebook_page_reference,NM,363,0.8594,0.2609
facebook_page_reference,MT,365,0.5208,1.4653
facebook_page_reference,NM,365,0.7656,0.4892
facebook_page_reference,MT,367,0.549,1.4478
facebook_page_reference,NM,367,0.8906,0.3321
facebook_page_reference,MT,369,0.4906,1.5694
facebook_page_reference,NM,369,0.8438,0.4568
facebook_page_reference,MT,371,0.5781,1.3786
facebook_page_reference,NM,371,0.7812,0.3707
facebook_page_reference,MT,373,0.501,1.5794
facebook_page_reference,NM,373,0.7656,0.4708
facebook_page_reference,MT,375,0.5646,1.3298
facebook_page_reference,NM,375,0.9062,0.3311
facebook_page_reference,MT,377,0.5094,1.5203
facebook_page_reference,NM,377,0.8438,0.3486
facebook_page_reference,MT,379,0.5458,1.4671
facebook_page_reference,NM,379,0.7656,0.3255
facebook_page_reference,MT,381,0.5969,1.2846
facebook_page_reference,NM,381,0.8438,0.3859
facebook_page_reference,MT,383,0.5875,1.3449
facebook_page_reference,NM,383,0.8125,0.3217
facebook_page_reference,MT,385,0.5594,1.293
facebook_page_reference,NM,385,0.7656,0.4403
facebook_page_reference,MT,387,0.576,1.3203
facebook_page_reference,NM,387,0.9531,0.1668
facebook_page_reference,MT,389,0.5417,1.3557
facebook_page_reference,NM,389,0.8125,0.3984
facebook_page_reference,MT,391,0.5583,1.3399
facebook_page_reference,NM,391,0.8438,0.3421
facebook_page_reference,MT,393,0.5833,1.3719
facebook_page_reference,NM,393,0.7969,0.3987
facebook_page_reference,MT,395,0.5563,1.3622
facebook_page_reference,NM,395,0.7656,0.434
facebook_page_reference,MT,397,0.574,1.4164
facebook_page_reference,NM,397,0.8594,0.3309
facebook_page_reference,MT,399,0.576,1.3128
facebook_page_reference,NM,399,0.7969,0.4247
facebook_page_reference,MT,401,0.5917,1.2409
facebook_page_reference,NM,401,0.7656,0.4798
facebook_page_reference,MT,403,0.5979,1.3303
facebook_page_reference,NM,403,0.8281,0.3811
facebook_page_reference,MT,405,0.6125,1.1981
facebook_page_reference,NM,405,0.8594,0.2954
facebook_page_reference,MT,407,0.5927,1.2453
facebook_page_reference,NM,407,0.875,0.4025
facebook_page_reference,MT,409,0.6135,1.2382
facebook_page_reference,NM,409,0.8281,0.4117
facebook_page_reference,MT,411,0.5938,1.2521
facebook_page_reference,NM,411,0.8594,0.3479
facebook_page_reference,MT,413,0.5854,1.2972
facebook_page_reference,NM,413,0.8281,0.4264
facebook_page_reference,MT,415,0.6021,1.2584
facebook_page_reference,NM,415,0.8438,0.3545
facebook_page_reference,MT,417,0.6146,1.2216
facebook_page_reference,NM,417,0.8281,0.3612
facebook_page_reference,MT,419,0.6344,1.1712
facebook_page_reference,NM,419,0.9062,0.3226
facebook_page_reference,MT,421,0.6208,1.2322
facebook_page_reference,NM,421,0.8594,0.3211
facebook_page_reference,MT,423,0.6021,1.2113
facebook_page_reference,NM,423,0.8906,0.3731
facebook_page_reference,MT,425,0.6198,1.1952
facebook_page_reference,NM,425,0.8594,0.2989
facebook_page_reference,MT,427,0.6156,1.2049
facebook_page_reference,NM,427,0.9219,0.2078
facebook_page_reference,MT,429,0.5938,1.2361
facebook_page_reference,NM,429,0.7969,0.3712
facebook_page_reference,MT,431,0.5823,1.232
facebook_page_reference,NM,431,0.8594,0.3671
facebook_page_reference,MT,433,0.6208,1.1467
facebook_page_reference,NM,433,0.8281,0.3915
facebook_page_reference,MT,435,0.6292,1.126
facebook_page_reference,NM,435,0.8906,0.2605
facebook_page_reference,MT,437,0.6125,1.2234
facebook_page_reference,NM,437,0.9062,0.218
facebook_page_reference,MT,439,0.6,1.1762
facebook_page_reference,NM,439,0.7812,0.4855
facebook_page_reference,MT,441,0.6031,1.2493
facebook_page_reference,NM,441,0.7656,0.4441
facebook_page_reference,MT,443,0.6646,1.0705
facebook_page_reference,NM,443,0.8438,0.2981
facebook_page_reference,MT,445,0.5948,1.2624
facebook_page_reference,NM,445,0.8594,0.4192
facebook_page_reference,MT,447,0.5969,1.2259
facebook_page_reference,NM,447,0.8125,0.3953
facebook_page_reference,MT,449,0.624,1.1987
facebook_page_reference,NM,449,0.8125,0.5116
facebook_page_reference,MT,451,0.5906,1.1794
facebook_page_reference,NM,451,0.9219,0.2248
facebook_page_reference,MT,453,0.5917,1.2263
facebook_page_reference,NM,453,0.9375,0.2507
facebook_page_reference,MT,455,0.624,1.1556
facebook_page_reference,NM,455,0.7812,0.449
facebook_page_reference,MT,457,0.6469,1.0777
facebook_page_reference,NM,457,0.8906,0.2175
facebook_page_reference,MT,459,0.6,1.223
facebook_page_reference,NM,459,0.8281,0.3798
facebook_page_reference,MT,461,0.6062,1.1921
facebook_page_reference,NM,461,0.8125,0.4188
facebook_page_reference,MT,463,0.6552,1.1218
facebook_page_reference,NM,463,0.8438,0.3531
facebook_page_reference,MT,465,0.6104,1.2006
facebook_page_reference,NM,465,0.8906,0.2238
facebook_page_reference,MT,467,0.5813,1.2393
facebook_page_reference,NM,467,0.9531,0.1624
facebook_page_reference,MT,469,0.6104,1.2398
facebook_page_reference,NM,469,0.8281,0.3642
facebook_page_reference,MT,471,0.6365,1.1238
facebook_page_reference,NM,471,0.8281,0.346
facebook_page_reference,MT,473,0.626,1.2277
facebook_page_reference,NM,473,0.8438,0.3763
facebook_page_reference,MT,475,0.5875,1.2346
facebook_page_reference,NM,475,0.8438,0.3193
facebook_page_reference,MT,477,0.6448,1.1652
facebook_page_reference,NM,477,0.7969,0.6467
facebook_page_reference,MT,479,0.6781,1.0685
facebook_page_reference,NM,479,0.8594,0.3474
facebook_page_reference,MT,481,0.6062,1.1943
facebook_page_reference,NM,481,0.8906,0.2484
facebook_page_reference,MT,483,0.6438,1.1054
facebook_page_reference,NM,483,0.9062,0.2894
facebook_page_reference,MT,485,0.6531,1.1362
facebook_page_reference,NM,485,0.8594,0.2989
facebook_page_reference,MT,487,0.6667,1.0969
facebook_page_reference,NM,487,0.8438,0.3596
facebook_page_reference,MT,489,0.624,1.146
facebook_page_reference,NM,489,0.8594,0.2096
facebook_page_reference,MT,491,0.5906,1.2568
facebook_page_reference,NM,491,0.9062,0.2064
facebook_page_reference,MT,493,0.625,1.1592
facebook_page_reference,NM,493,0.7969,0.397
facebook_page_reference,MT,495,0.6625,1.0742
facebook_page_reference,NM,495,0.8281,0.4034
facebook_page_reference,MT,497,0.6281,1.1253
facebook_page_reference,NM,497,0.9062,0.2362
facebook_page_reference,MT,499,0.625,1.1904
facebook_page_reference,NM,499,0.8281,0.2403
facebook_page_reference,MT,501,0.6312,1.1664
facebook_page_reference,NM,501,0.875,0.2834
facebook_page_reference,MT,503,0.6385,1.1218
facebook_page_reference,NM,503,0.875,0.3466
facebook_page_reference,MT,505,0.674,0.9792
facebook_page_reference,NM,505,0.8281,0.2959
facebook_page_reference,MT,507,0.6208,1.1551
facebook_page_reference,NM,507,0.8438,0.2848
facebook_page_reference,MT,509,0.6115,1.1223
facebook_page_reference,NM,509,0.7656,0.4874
facebook_page_reference,MT,511,0.601,1.1625
facebook_page_reference,NM,511,0.7656,0.4627
facebook_page_reference,MT,513,0.6792,1.0134
facebook_page_reference,NM,513,0.7969,0.3693
facebook_page_reference,MT,515,0.6583,1.0561
facebook_page_reference,NM,515,0.8125,0.4262
facebook_page_reference,MT,517,0.6552,1.0602
facebook_page_reference,NM,517,0.8281,0.3264
facebook_page_reference,MT,519,0.6177,1.1241
facebook_page_reference,NM,519,0.9062,0.2302
facebook_page_reference,MT,521,0.6573,1.0811
facebook_page_reference,NM,521,0.875,0.2503
facebook_page_reference,MT,523,0.6333,1.1509
facebook_page_reference,NM,523,0.8594,0.2383
facebook_page_reference,MT,525,0.6646,1.0376
facebook_page_reference,NM,525,0.8906,0.3112
facebook_page_reference,MT,527,0.676,1.0801
facebook_page_reference,NM,527,0.9531,0.2071
facebook_page_reference,MT,529,0.6479,1.0337
facebook_page_reference,NM,529,0.875,0.3266
facebook_page_reference,MT,531,0.6719,1.0321
facebook_page_reference,NM,531,0.8125,0.3844
facebook_page_reference,MT,533,0.6281,1.1361
facebook_page_reference,NM,533,0.8281,0.4312
facebook_page_reference,MT,535,0.6,1.2402
facebook_page_reference,NM,535,0.8906,0.3046
facebook_page_reference,MT,537,0.6594,1.0677
facebook_page_reference,NM,537,0.8281,0.3782
facebook_page_reference,MT,539,0.625,1.1927
facebook_page_reference,NM,539,0.9375,0.2633
facebook_page_reference,MT,541,0.6479,1.1276
facebook_page_reference,NM,541,0.9219,0.1937
facebook_page_reference,MT,543,0.6469,1.0936
facebook_page_reference,NM,543,0.7812,0.3447
facebook_page_reference,MT,545,0.6719,0.9777
facebook_page_reference,NM,545,0.9062,0.3477
facebook_page_reference,MT,547,0.6677,1.0354
facebook_page_reference,NM,547,0.9062,0.3172
facebook_page_reference,MT,549,0.6448,1.0382
facebook_page_reference,NM,549,0.8281,0.3796
facebook_page_reference,MT,551,0.6396,1.1402
facebook_page_reference,NM,551,0.9062,0.2503
facebook_page_reference,MT,553,0.6854,1.0028
facebook_page_reference,NM,553,0.8906,0.2328
facebook_page_reference,MT,555,0.6667,1.0763
facebook_page_reference,NM,555,0.9219,0.2103
facebook_page_reference,MT,557,0.6427,1.0935
facebook_page_reference,NM,557,0.9062,0.216
facebook_page_reference,MT,559,0.6729,0.9263
facebook_page_reference,NM,559,0.8906,0.3701
facebook_page_reference,MT,561,0.626,1.1252
facebook_page_reference,NM,561,0.8438,0.2584
facebook_page_reference,MT,563,0.6729,0.991
facebook_page_reference,NM,563,0.8906,0.2814
facebook_page_reference,MT,565,0.675,0.9906
facebook_page_reference,NM,565,0.8594,0.3419
facebook_page_reference,MT,567,0.6521,1.0906
facebook_page_reference,NM,567,0.8438,0.3118
facebook_page_reference,MT,569,0.6521,1.0769
facebook_page_reference,NM,569,0.875,0.366
facebook_page_reference,MT,571,0.675,0.9805
facebook_page_reference,NM,571,0.9062,0.2297
facebook_page_reference,MT,573,0.6719,1.0042
facebook_page_reference,NM,573,0.8125,0.4608
facebook_page_reference,MT,575,0.6281,1.1472
facebook_page_reference,NM,575,0.7969,0.4335
facebook_page_reference,MT,577,0.6208,1.112
facebook_page_reference,NM,577,0.7656,0.3934
facebook_page_reference,MT,579,0.6344,1.1018
facebook_page_reference,NM,579,0.875,0.3129
facebook_page_reference,MT,581,0.6542,1.0741
facebook_page_reference,NM,581,0.8281,0.4208
facebook_page_reference,MT,583,0.6562,1.0579
facebook_page_reference,NM,583,0.8438,0.2856
facebook_page_reference,MT,585,0.6448,1.0663
facebook_page_reference,NM,585,0.8594,0.2956
facebook_page_reference,MT,587,0.6573,1.0552
facebook_page_reference,NM,587,0.8281,0.4015
facebook_page_reference,MT,589,0.6635,1.0227
facebook_page_reference,NM,589,0.7344,0.4506
facebook_page_reference,MT,591,0.6792,1.0256
facebook_page_reference,NM,591,0.9062,0.2301
facebook_page_reference,MT,593,0.6719,0.9716
facebook_page_reference,NM,593,0.625,0.6163
facebook_page_reference,MT,595,0.6385,1.0444
facebook_page_reference,NM,595,0.8281,0.4033
facebook_page_reference,MT,597,0.6802,0.9326
facebook_page_reference,NM,597,0.8281,0.3594
facebook_page_reference,MT,599,0.6542,0.9951
facebook_page_reference,NM,599,0.8125,0.3601
facebook_page_reference,MT,601,0.6813,1.0075
facebook_page_reference,NM,601,0.8281,0.373
facebook_page_reference,MT,603,0.6875,1.0207
facebook_page_reference,NM,603,0.875,0.333
facebook_page_reference,MT,605,0.6469,1.0712
facebook_page_reference,NM,605,0.8906,0.2364
facebook_page_reference,MT,607,0.649,1.0978
facebook_page_reference,NM,607,0.8281,0.4145
facebook_page_reference,MT,609,0.6344,1.0673
facebook_page_reference,NM,609,0.8906,0.28
facebook_page_reference,MT,611,0.701,0.9095
facebook_page_reference,NM,611,0.8438,0.3119
facebook_page_reference,MT,613,0.6927,0.9449
facebook_page_reference,NM,613,0.9531,0.1344
facebook_page_reference,MT,615,0.6635,1.0322
facebook_page_reference,NM,615,0.7344,0.5643
facebook_page_reference,MT,617,0.676,1.017
facebook_page_reference,NM,617,0.9531,0.1702
facebook_page_reference,MT,619,0.674,1.0415
facebook_page_reference,NM,619,0.9531,0.1518
facebook_page_reference,MT,621,0.6667,1.0119
facebook_page_reference,NM,621,0.875,0.2941
facebook_page_reference,MT,623,0.7365,0.7849
facebook_page_reference,NM,623,0.8125,0.3777
facebook_page_reference,MT,625,0.6958,0.9366
facebook_page_reference,NM,625,0.7812,0.6179
facebook_page_reference,MT,627,0.6896,0.9151
facebook_page_reference,NM,627,0.875,0.249
facebook_page_reference,MT,629,0.6802,0.9653
facebook_page_reference,NM,629,0.8594,0.3352
facebook_page_reference,MT,631,0.6823,0.9744
facebook_page_reference,NM,631,0.8906,0.2636
facebook_page_reference,MT,633,0.6281,1.0925
facebook_page_reference,NM,633,0.9219,0.1573
facebook_page_reference,MT,635,0.7177,0.9442
facebook_page_reference,NM,635,0.9219,0.2014
facebook_page_reference,MT,637,0.6708,0.9794
facebook_page_reference,NM,637,0.9375,0.1926
facebook_page_reference,MT,639,0.7156,0.9122
facebook_page_reference,NM,639,0.8594,0.2989
facebook_page_reference,MT,641,0.6792,0.9284
facebook_page_reference,NM,641,0.8594,0.3872
facebook_page_reference,MT,643,0.6771,0.9607
facebook_page_reference,NM,643,0.8125,0.4102
facebook_page_reference,MT,645,0.7042,0.8798
facebook_page_reference,NM,645,0.875,0.3156
facebook_page_reference,MT,647,0.6906,0.9396
facebook_page_reference,NM,647,0.9219,0.2121
facebook_page_reference,MT,649,0.725,0.8176
facebook_page_reference,NM,649,0.8906,0.2843
facebook_page_reference,MT,651,0.7031,0.8733
facebook_page_reference,NM,651,0.8281,0.2573
facebook_page_reference,MT,653,0.6802,0.9967
facebook_page_reference,NM,653,0.9062,0.3474
facebook_page_reference,MT,655,0.6917,0.9613
facebook_page_reference,NM,655,0.8281,0.3029
facebook_page_reference,MT,657,0.6917,0.9319
facebook_page_reference,NM,657,0.8906,0.2568
facebook_page_reference,MT,659,0.675,0.9759
facebook_page_reference,NM,659,0.875,0.2129
facebook_page_reference,MT,661,0.7281,0.8506
facebook_page_reference,NM,661,0.8125,0.4121
facebook_page_reference,MT,663,0.6708,1.0263
facebook_page_reference,NM,663,0.9062,0.2064
facebook_page_reference,MT,665,0.726,0.844
facebook_page_reference,NM,665,0.8438,0.3489
facebook_page_reference,MT,667,0.675,0.9342
facebook_page_reference,NM,667,1.0,0.1204
facebook_page_reference,MT,669,0.6594,1.0665
facebook_page_reference,NM,669,0.7969,0.3199
facebook_page_reference,MT,671,0.7031,0.9736
facebook_page_reference,NM,671,0.875,0.2629
facebook_page_reference,MT,673,0.7198,0.8497
facebook_page_reference,NM,673,0.9531,0.1318
facebook_page_reference,MT,675,0.6906,0.9604
facebook_page_reference,NM,675,0.8594,0.3675
facebook_page_reference,MT,677,0.6885,0.9511
facebook_page_reference,NM,677,0.8594,0.3701
facebook_page_reference,MT,679,0.7188,0.8332
facebook_page_reference,NM,679,0.8281,0.3069
facebook_page_reference,MT,681,0.6958,0.9345
facebook_page_reference,NM,681,0.8438,0.3616
facebook_page_reference,MT,683,0.7042,0.9735
facebook_page_reference,NM,683,0.9531,0.1498
facebook_page_reference,MT,685,0.6781,0.9595
facebook_page_reference,NM,685,0.8906,0.24
facebook_page_reference,MT,687,0.6729,0.9897
facebook_page_reference,NM,687,0.8125,0.3285
facebook_page_reference,MT,689,0.674,1.0125
facebook_page_reference,NM,689,0.9062,0.2692
facebook_page_reference,MT,691,0.6948,0.9247
facebook_page_reference,NM,691,0.8906,0.2093
facebook_page_reference,MT,693,0.6708,0.9871
facebook_page_reference,NM,693,0.8906,0.2727
facebook_page_reference,MT,695,0.7365,0.834
facebook_page_reference,NM,695,0.875,0.2628
facebook_page_reference,MT,697,0.7,0.9008
facebook_page_reference,NM,697,0.8594,0.3361
facebook_page_reference,MT,699,0.676,0.9925
facebook_page_reference,NM,699,0.875,0.2782
facebook_page_reference,MT,701,0.7021,0.9122
facebook_page_reference,NM,701,0.8125,0.4223
facebook_page_reference,MT,703,0.6667,1.0328
facebook_page_reference,NM,703,0.8125,0.3158
facebook_page_reference,MT,705,0.6927,0.9194
facebook_page_reference,NM,705,0.9219,0.2383
facebook_page_reference,MT,707,0.6948,0.9263
facebook_page_reference,NM,707,0.8906,0.1881
facebook_page_reference,MT,709,0.624,1.1635
facebook_page_reference,NM,709,0.8438,0.3335
facebook_page_reference,MT,711,0.6937,0.9212
facebook_page_reference,NM,711,0.9062,0.2274
facebook_page_reference,MT,713,0.6615,0.9868
facebook_page_reference,NM,713,0.9062,0.318
facebook_page_reference,MT,715,0.7167,0.8311
facebook_page_reference,NM,715,0.9219,0.1992
facebook_page_reference,MT,717,0.7021,0.9003
facebook_page_reference,NM,717,0.8438,0.3181
facebook_page_reference,MT,719,0.6781,0.9494
facebook_page_reference,NM,719,0.8438,0.3441
facebook_page_reference,MT,721,0.6833,0.8758
facebook_page_reference,NM,721,0.9531,0.1675
facebook_page_reference,MT,723,0.674,0.9816
facebook_page_reference,NM,723,0.9219,0.2181
facebook_page_reference,MT,725,0.699,0.9752
facebook_page_reference,NM,725,0.8594,0.3169
facebook_page_reference,MT,727,0.651,1.0582
facebook_page_reference,NM,727,0.875,0.2724
facebook_page_reference,MT,729,0.7396,0.8238
facebook_page_reference,NM,729,0.8906,0.2109
facebook_page_reference,MT,731,0.725,0.834
facebook_page_reference,NM,731,0.9375,0.1966
facebook_page_reference,MT,733,0.7135,0.8858
facebook_page_reference,NM,733,0.7969,0.3904
facebook_page_reference,MT,735,0.7229,0.8612
facebook_page_reference,NM,735,0.75,0.449
facebook_page_reference,MT,737,0.7167,0.8392
facebook_page_reference,NM,737,0.875,0.2591
facebook_page_reference,MT,739,0.7115,0.8939
facebook_page_reference,NM,739,0.8906,0.2879
facebook_page_reference,MT,741,0.6885,0.9832
facebook_page_reference,NM,741,0.7812,0.388
facebook_page_reference,MT,743,0.724,0.8257
facebook_page_reference,NM,743,0.8281,0.3192
facebook_page_reference,MT,745,0.699,0.9101
facebook_page_reference,NM,745,0.7656,0.4517
facebook_page_reference,MT,747,0.6979,0.9117
facebook_page_reference,NM,747,0.8438,0.3411
facebook_page_reference,MT,749,0.7167,0.8816
facebook_page_reference,NM,749,0.8594,0.3778
facebook_page_reference,MT,751,0.6781,1.0158
facebook_page_reference,NM,751,0.8438,0.3171
facebook_page_reference,MT,753,0.6625,1.0946
facebook_page_reference,NM,753,0.875,0.2934
facebook_page_reference,MT,755,0.6833,0.94
facebook_page_reference,NM,755,0.7969,0.4284
facebook_page_reference,MT,757,0.675,0.952
facebook_page_reference,NM,757,0.8906,0.3413
facebook_page_reference,MT,759,0.6885,0.9374
facebook_page_reference,NM,759,0.8594,0.3144
facebook_page_reference,MT,761,0.7406,0.8149
facebook_page_reference,NM,761,0.9375,0.2342
facebook_page_reference,MT,763,0.6719,0.9524
facebook_page_reference,NM,763,0.9062,0.2535
facebook_page_reference,MT,765,0.699,0.8533
facebook_page_reference,NM,765,0.8438,0.3501
facebook_page_reference,MT,767,0.6937,0.9012
facebook_page_reference,NM,767,0.875,0.308
facebook_page_reference,MT,769,0.6875,0.9067
facebook_page_reference,NM,769,0.9531,0.2523
facebook_page_reference,MT,771,0.6854,0.8863
facebook_page_reference,NM,771,0.8281,0.4225
facebook_page_reference,MT,773,0.6729,0.92
facebook_page_reference,NM,773,0.9062,0.1665
facebook_page_reference,MT,775,0.7021,0.8935
facebook_page_reference,NM,775,0.875,0.2591
facebook_page_reference,MT,777,0.6865,0.9298
facebook_page_reference,NM,777,0.8594,0.2682
facebook_page_reference,MT,779,0.6615,0.9756
facebook_page_reference,NM,779,0.8125,0.3105
facebook_page_reference,MT,781,0.7188,0.8944
facebook_page_reference,NM,781,0.9062,0.1908
facebook_page_reference,MT,783,0.6979,0.9753
facebook_page_reference,NM,783,0.9219,0.176
facebook_page_reference,MT,785,0.725,0.8565
facebook_page_reference,NM,785,0.9219,0.186
facebook_page_reference,MT,787,0.6698,0.9792
facebook_page_reference,NM,787,0.8281,0.3388
facebook_page_reference,MT,789,0.7417,0.8088
facebook_page_reference,NM,789,0.8125,0.345
facebook_page_reference,MT,791,0.7,0.8659
facebook_page_reference,NM,791,0.8906,0.2847
facebook_page_reference,MT,793,0.6844,0.9057
facebook_page_reference,NM,793,0.8906,0.2418
facebook_page_reference,MT,795,0.6813,0.9376
facebook_page_reference,NM,795,0.9062,0.1905
facebook_page_reference,MT,797,0.7177,0.8404
facebook_page_reference,NM,797,0.9531,0.0943
facebook_page_reference,MT,799,0.7521,0.7858
facebook_page_reference,NM,799,0.7344,0.453
facebook_page_reference,MT,801,0.6958,0.8992
facebook_page_reference,NM,801,0.9375,0.1831
facebook_page_reference,MT,803,0.699,0.8858
facebook_page_reference,NM,803,0.8594,0.3133
facebook_page_reference,MT,805,0.7188,0.8514
facebook_page_reference,NM,805,0.8594,0.2934
facebook_page_reference,MT,807,0.6781,0.9441
facebook_page_reference,NM,807,0.8594,0.3931
facebook_page_reference,MT,809,0.7302,0.853
facebook_page_reference,NM,809,0.8125,0.4217
facebook_page_reference,MT,811,0.7125,0.8991
facebook_page_reference,NM,811,0.8594,0.2525
facebook_page_reference,MT,813,0.7208,0.8083
facebook_page_reference,NM,813,0.875,0.2896
facebook_page_reference,MT,815,0.726,0.824
facebook_page_reference,NM,815,0.8281,0.3474
facebook_page_reference,MT,817,0.6979,0.9303
facebook_page_reference,NM,817,0.875,0.3541
facebook_page_reference,MT,819,0.701,0.8919
facebook_page_reference,NM,819,0.875,0.2304
facebook_page_reference,MT,821,0.699,0.898
facebook_page_reference,NM,821,0.9219,0.1972
facebook_page_reference,MT,823,0.7156,0.8947
facebook_page_reference,NM,823,0.8281,0.3642
facebook_page_reference,MT,825,0.7021,0.9119
facebook_page_reference,NM,825,0.8438,0.337
facebook_page_reference,MT,827,0.7375,0.7666
facebook_page_reference,NM,827,0.9062,0.1933
facebook_page_reference,MT,829,0.6937,0.8453
facebook_page_reference,NM,829,0.8438,0.3133
facebook_page_reference,MT,831,0.7302,0.8028
facebook_page_reference,NM,831,0.8281,0.3232
facebook_page_reference,MT,833,0.7375,0.7945
facebook_page_reference,NM,833,0.8906,0.3023
facebook_page_reference,MT,835,0.676,0.8992
facebook_page_reference,NM,835,0.9219,0.2389
facebook_page_reference,MT,837,0.699,0.8304
facebook_page_reference,NM,837,0.8438,0.3368
facebook_page_reference,MT,839,0.699,0.8736
facebook_page_reference,NM,839,0.9531,0.1607
facebook_page_reference,MT,841,0.7083,0.9203
facebook_page_reference,NM,841,0.9375,0.1678
facebook_page_reference,MT,843,0.6781,0.9364
facebook_page_reference,NM,843,0.9688,0.0811
facebook_page_reference,MT,845,0.7198,0.836
facebook_page_reference,NM,845,0.8594,0.3064
facebook_page_reference,MT,847,0.7,0.8299
facebook_page_reference,NM,847,0.9062,0.2968
facebook_page_reference,MT,849,0.7438,0.7665
facebook_page_reference,NM,849,0.8281,0.381
facebook_page_reference,MT,851,0.7156,0.8853
facebook_page_reference,NM,851,0.8281,0.3741
facebook_page_reference,MT,853,0.7094,0.8285
facebook_page_reference,NM,853,0.8906,0.233
facebook_page_reference,MT,855,0.6885,0.8978
facebook_page_reference,NM,855,0.9531,0.1408
facebook_page_reference,MT,857,0.7219,0.843
facebook_page_reference,NM,857,0.8906,0.2698
facebook_page_reference,MT,859,0.7042,0.8443
facebook_page_reference,NM,859,0.75,0.648
facebook_page_reference,MT,861,0.7063,0.8713
facebook_page_reference,NM,861,0.8438,0.2545
facebook_page_reference,MT,863,0.7146,0.8936
facebook_page_reference,NM,863,0.8281,0.4038
facebook_page_reference,MT,865,0.7156,0.9651
facebook_page_reference,NM,865,0.8281,0.3427
facebook_page_reference,MT,867,0.7,0.8869
facebook_page_reference,NM,867,0.75,0.515
facebook_page_reference,MT,869,0.6594,1.0103
facebook_page_reference,NM,869,0.8125,0.3788
facebook_page_reference,MT,871,0.7052,0.8482
facebook_page_reference,NM,871,0.875,0.2914
facebook_page_reference,MT,873,0.6802,0.9714
facebook_page_reference,NM,873,0.8281,0.3249
facebook_page_reference,MT,875,0.6917,0.916
facebook_page_reference,NM,875,0.875,0.2609
facebook_page_reference,MT,877,0.7073,0.9172
facebook_page_reference,NM,877,0.7812,0.4173
facebook_page_reference,MT,879,0.7281,0.8426
facebook_page_reference,NM,879,0.8281,0.3808
facebook_page_reference,MT,881,0.7052,0.8608
facebook_page_reference,NM,881,0.9375,0.2204
facebook_page_reference,MT,883,0.6792,0.9102
facebook_page_reference,NM,883,0.8438,0.295
facebook_page_reference,MT,885,0.6823,0.8925
facebook_page_reference,NM,885,0.8438,0.5182
facebook_page_reference,MT,887,0.7135,0.8226
facebook_page_reference,NM,887,0.8438,0.3867
facebook_page_reference,MT,889,0.6896,0.9364
facebook_page_reference,NM,889,0.9062,0.3593
facebook_page_reference,MT,891,0.7583,0.6972
facebook_page_reference,NM,891,0.9062,0.1626
facebook_page_reference,MT,893,0.7146,0.8794
facebook_page_reference,NM,893,0.8281,0.4193
facebook_page_reference,MT,895,0.7458,0.7441
facebook_page_reference,NM,895,0.8906,0.2214
facebook_page_reference,MT,897,0.7396,0.7589
facebook_page_reference,NM,897,0.9375,0.2275
facebook_page_reference,MT,899,0.6708,0.88
facebook_page_reference,NM,899,0.8594,0.3584
twibot20,NM,0,0.0458,3.4011
twibot20,MT,1,0.0458,3.4011
twibot20,NM,1,0.6094,0.7251
twibot20,MT,3,0.0635,3.4004
twibot20,NM,3,0.6406,1.7584
twibot20,MT,5,0.0698,3.3989
twibot20,NM,5,0.5,0.9758
twibot20,MT,7,0.0688,3.3981
twibot20,NM,7,0.625,1.1166
twibot20,MT,9,0.0625,3.3957
twibot20,NM,9,0.6562,0.7447
twibot20,MT,11,0.0604,3.3967
twibot20,NM,11,0.5312,0.6803
twibot20,MT,13,0.0552,3.3952
twibot20,NM,13,0.5781,0.6842
twibot20,MT,15,0.0635,3.3932
twibot20,NM,15,0.75,0.5562
twibot20,MT,17,0.0667,3.3927
twibot20,NM,17,0.6875,0.5522
twibot20,MT,19,0.0615,3.3941
twibot20,NM,19,0.625,0.6713
twibot20,MT,21,0.049,3.3932
twibot20,NM,21,0.625,0.6506
twibot20,MT,23,0.0531,3.3909
twibot20,NM,23,0.5,0.7004
