source,covid_political,election2020,facebook_page_reference,twibot20,ukr_rus_suspended
covid_political,0.9650957960069445,0.987053,0.4900563448186064,0.5485922256944444,0.5369938750000001
election2020,0.9264134453125,0.988723,0.4762721879938937,0.4428488394097222,0.5278008750000001
facebook_page_reference,0.5814423237847222,0.55233825,0.886971547575431,0.5654853324652778,0.4726415
twibot20,0.5485501640625,0.563982625,0.47580712084231325,0.8327758446180555,0.47534837499999993
ukr_rus_suspended,0.6019116953125001,0.497174375,0.5178471085039511,0.30753714756944445,0.6233975
heldout_mixture,0.9219283081597223,0.975159375,0.5043580185344828,0.47321541059027783,0.46628925
