threshold,alpha,iterations,excluded,target,run_dir,val_accuracy,val_roc_auc,test_accuracy,test_roc_auc
0.7,0.25,1,ukr_rus_suspended,ukr_rus_suspended,/dataMeR1/phil/gfm/prodigy-mttrans/log/eval_TRANS_T07_A025_I1_EXCL_ukr_rus_suspended_to_ukr_rus_suspended_pl_3shot_01_09_2026_01_13_17,0.51375,0.519288875,0.5035,0.49605524999999995
0.7,0.5,1,covid_political,covid_political,/dataMeR1/phil/gfm/prodigy-mttrans/log/eval_TRANS_T07_A05_I1_EXCL_covid_political_to_covid_political_pl_3shot_01_09_2026_01_13_47,0.8671041666666667,0.9265329956597221,0.8641875,0.9184094678819444
0.7,0.5,1,covid_political,election2020,/dataMeR1/phil/gfm/prodigy-mttrans/log/eval_TRANS_T07_A05_I1_EXCL_covid_political_to_election2020_pl_3shot_01_09_2026_01_13_46,0.974,0.9912836250000001,0.975,0.9885530000000001
0.7,0.5,1,covid_political,facebook_page_reference,/dataMeR1/phil/gfm/prodigy-mttrans/log/eval_TRANS_T07_A05_I1_EXCL_covid_political_to_facebook_page_reference_pl_3shot_01_09_2026_01_14_35,0.12528333333333333,0.7364742639367815,0.12486666666666667,0.7353989628591954
0.7,0.5,1,covid_political,twibot20,/dataMeR1/phil/gfm/prodigy-mttrans/log/eval_TRANS_T07_A05_I1_EXCL_covid_political_to_twibot20_pl_3shot_01_09_2026_01_14_35,0.7315208333333333,0.8142188767361112,0.7194791666666667,0.810534209201389
0.7,0.5,1,covid_political,ukr_rus_suspended,/dataMeR1/phil/gfm/prodigy-mttrans/log/eval_TRANS_T07_A05_I1_EXCL_covid_political_to_ukr_rus_suspended_pl_3shot_01_09_2026_01_17_04,0.56,0.581154875,0.55225,0.561733875
0.7,0.5,1,election2020,covid_political,/dataMeR1/phil/gfm/prodigy-mttrans/log/eval_TRANS_T07_A05_I1_EXCL_election2020_to_covid_political_pl_3shot_01_09_2026_01_13_48,0.891375,0.9495019947916667,0.8878333333333334,0.9434080069444444
0.7,0.5,1,election2020,election2020,/dataMeR1/phil/gfm/prodigy-mttrans/log/eval_TRANS_T07_A05_I1_EXCL_election2020_to_election2020_pl_3shot_01_09_2026_01_13_48,0.922,0.9815562500000001,0.92325,0.98036675
0.7,0.5,1,election2020,facebook_page_reference,/dataMeR1/phil/gfm/prodigy-mttrans/log/eval_TRANS_T07_A05_I1_EXCL_election2020_to_facebook_page_reference_pl_3shot_01_09_2026_01_14_26,0.11627916666666667,0.7279336646910918,0.1144875,0.7250178165948277
0.7,0.5,1,election2020,twibot20,/dataMeR1/phil/gfm/prodigy-mttrans/log/eval_TRANS_T07_A05_I1_EXCL_election2020_to_twibot20_pl_3shot_01_09_2026_01_14_26,0.7198125,0.8020274991319444,0.7106041666666667,0.7914560199652778
