source,covid_political,election2020,facebook_page_reference,twibot20,ukr_rus_suspended
covid_political,0.9204166666666667,0.97625,0.03157083333333333,0.5273333333333333,0.5255
election2020,0.8729375,0.9805,0.0290375,0.47433333333333333,0.52
facebook_page_reference,0.5605625,0.55775,0.3814875,0.56925,0.4835
twibot20,0.5418125,0.5645,0.026379166666666665,0.7640625,0.4825
ukr_rus_suspended,0.565,0.47525,0.03381666666666667,0.36022916666666666,0.5895
heldout_mixture,0.8603333333333333,0.9075,0.035025,0.48710416666666667,0.4735
