source,covid_political,election2020,facebook_page_reference,twibot20,ukr_rus_suspended
covid_political,0.9228069053819444,0.98305775,0.5959706079471981,0.6061927309027778,0.517969125
election2020,0.8930377335069445,0.9856281249999999,0.5739877838092672,0.5552724487847223,0.496676625
facebook_page_reference,0.7560061310763889,0.91107125,0.6349928733656609,0.5674443680555555,0.48608612500000004
twibot20,0.8723969609375,0.980654125,0.672955961575072,0.5924673984375,0.4835165
ukr_rus_suspended,0.6785343749999999,0.837421125,0.5612387223239943,0.6108224427083333,0.50011775
heldout_mixture,0.8273496397569445,0.9807640000000001,0.611278294369612,0.5127300199652778,0.48443462499999995
