condition,excluded,target,accuracy,roc_auc,run_dir
fixed_30way,covid_political,covid_political,0.8303333333333334,0.9040681831597221,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_HELDOUT_NM_MT_to_covid_political_pl_3shot_31_08_2026_20_29_53
fixed_30way,covid_political,election2020,0.9765,0.987863,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_covid_political_to_election2020_pl_3shot_31_08_2026_23_03_41
fixed_30way,covid_political,facebook_page_reference,0.1615,0.745903963523707,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_covid_political_to_facebook_page_reference_pl_3shot_31_08_2026_23_06_08
fixed_30way,covid_political,twibot20,0.7385,0.8145120538194444,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_covid_political_to_twibot20_pl_3shot_31_08_2026_23_08_35
fixed_30way,covid_political,ukr_rus_suspended,0.56225,0.5914008749999999,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_covid_political_to_ukr_rus_suspended_pl_3shot_31_08_2026_23_09_27
fixed_30way,election2020,covid_political,0.9031875,0.9500157317708333,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_election2020_to_covid_political_pl_3shot_31_08_2026_23_03_29
fixed_30way,election2020,election2020,0.97275,0.9851997500000002,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_HELDOUT_NM_MT_to_election2020_pl_3shot_31_08_2026_20_29_53
fixed_30way,election2020,facebook_page_reference,0.14779583333333332,0.7451846660470546,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_election2020_to_facebook_page_reference_pl_3shot_31_08_2026_23_05_56
fixed_30way,election2020,twibot20,0.7368541666666667,0.8154823090277779,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_election2020_to_twibot20_pl_3shot_31_08_2026_23_08_24
fixed_30way,election2020,ukr_rus_suspended,0.55075,0.5786813749999999,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_election2020_to_ukr_rus_suspended_pl_3shot_31_08_2026_23_09_16
fixed_30way,facebook_page_reference,covid_political,0.9055625,0.9539480277777778,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_facebook_page_reference_to_covid_political_pl_3shot_31_08_2026_23_03_40
fixed_30way,facebook_page_reference,election2020,0.97975,0.987244,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_facebook_page_reference_to_election2020_pl_3shot_31_08_2026_23_04_19
fixed_30way,facebook_page_reference,facebook_page_reference,0.06534166666666667,0.578786377271911,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_HELDOUT_NM_MT_to_facebook_page_reference_pl_3shot_31_08_2026_20_29_53
fixed_30way,facebook_page_reference,twibot20,0.7336458333333333,0.8154863324652778,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_facebook_page_reference_to_twibot20_pl_3shot_31_08_2026_23_05_21
fixed_30way,facebook_page_reference,ukr_rus_suspended,0.553,0.56456025,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_facebook_page_reference_to_ukr_rus_suspended_pl_3shot_31_08_2026_23_05_55
fixed_30way,twibot20,covid_political,0.895625,0.9511674270833335,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_twibot20_to_covid_political_pl_3shot_31_08_2026_23_03_25
fixed_30way,twibot20,election2020,0.979,0.98790775,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_twibot20_to_election2020_pl_3shot_31_08_2026_23_03_53
fixed_30way,twibot20,facebook_page_reference,0.15043333333333334,0.7419322506824712,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_twibot20_to_facebook_page_reference_pl_3shot_31_08_2026_23_06_44
fixed_30way,twibot20,twibot20,0.5635208333333334,0.5879693550347223,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_HELDOUT_NM_MT_to_twibot20_pl_3shot_31_08_2026_20_29_51
fixed_30way,twibot20,ukr_rus_suspended,0.555,0.5782858750000001,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_twibot20_to_ukr_rus_suspended_pl_3shot_31_08_2026_23_09_13
fixed_30way,ukr_rus_suspended,covid_political,0.8962708333333333,0.9487122092013889,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_ukr_rus_suspended_to_covid_political_pl_3shot_31_08_2026_23_03_37
fixed_30way,ukr_rus_suspended,election2020,0.978,0.9885035,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_ukr_rus_suspended_to_election2020_pl_3shot_31_08_2026_23_04_15
fixed_30way,ukr_rus_suspended,facebook_page_reference,0.158,0.7554473269306752,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_ukr_rus_suspended_to_facebook_page_reference_pl_3shot_31_08_2026_23_07_09
fixed_30way,ukr_rus_suspended,twibot20,0.7387916666666666,0.8138142890625,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_ukr_rus_suspended_to_twibot20_pl_3shot_31_08_2026_23_09_34
fixed_30way,ukr_rus_suspended,ukr_rus_suspended,0.49025,0.48179349999999993,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_HELDOUT_NM_MT_to_ukr_rus_suspended_pl_3shot_31_08_2026_20_29_53
variable_way,covid_political,covid_political,0.8605208333333333,0.9157905772569443,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_covid_political_to_covid_political_pl_3shot_01_09_2026_00_37_37
variable_way,covid_political,election2020,0.977,0.9851949999999999,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_covid_political_to_election2020_pl_3shot_01_09_2026_00_37_35
variable_way,covid_political,facebook_page_reference,0.12486666666666667,0.7353989668462645,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_covid_political_to_facebook_page_reference_pl_3shot_01_09_2026_00_38_19
variable_way,covid_political,twibot20,0.729125,0.8143403645833333,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_covid_political_to_twibot20_pl_3shot_01_09_2026_00_38_19
variable_way,covid_political,ukr_rus_suspended,0.55225,0.5620008750000001,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_covid_political_to_ukr_rus_suspended_pl_3shot_01_09_2026_00_40_48
variable_way,election2020,covid_political,0.8835416666666667,0.9416554704861111,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_election2020_to_covid_political_pl_3shot_01_09_2026_00_37_37
variable_way,election2020,election2020,0.9645,0.9840365,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_election2020_to_election2020_pl_3shot_01_09_2026_00_37_37
variable_way,election2020,facebook_page_reference,0.1144875,0.7250178187051006,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_election2020_to_facebook_page_reference_pl_3shot_01_09_2026_00_38_10
variable_way,election2020,twibot20,0.7299583333333334,0.8026197421874999,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_election2020_to_twibot20_pl_3shot_01_09_2026_00_38_11
variable_way,election2020,ukr_rus_suspended,0.5415,0.5593241250000001,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_election2020_to_ukr_rus_suspended_pl_3shot_01_09_2026_00_40_40
variable_way,facebook_page_reference,covid_political,0.9053333333333333,0.9531758836805556,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_facebook_page_reference_to_covid_political_pl_3shot_01_09_2026_00_37_37
variable_way,facebook_page_reference,election2020,0.97925,0.9874240000000001,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_facebook_page_reference_to_election2020_pl_3shot_01_09_2026_00_37_37
variable_way,facebook_page_reference,facebook_page_reference,0.05155,0.5543050167923851,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_facebook_page_reference_to_facebook_page_reference_pl_3shot_01_09_2026_00_38_20
variable_way,facebook_page_reference,twibot20,0.7323958333333334,0.8095779192708332,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_facebook_page_reference_to_twibot20_pl_3shot_01_09_2026_00_38_20
variable_way,facebook_page_reference,ukr_rus_suspended,0.554,0.573333875,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_facebook_page_reference_to_ukr_rus_suspended_pl_3shot_01_09_2026_00_40_50
variable_way,twibot20,covid_political,0.8951666666666667,0.9482496519097222,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_twibot20_to_covid_political_pl_3shot_01_09_2026_00_37_37
variable_way,twibot20,election2020,0.9795,0.9864835000000001,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_twibot20_to_election2020_pl_3shot_01_09_2026_00_37_37
variable_way,twibot20,facebook_page_reference,0.1196,0.7307435074892241,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_twibot20_to_facebook_page_reference_pl_3shot_01_09_2026_00_38_10
variable_way,twibot20,twibot20,0.6292083333333334,0.6676482100694444,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_twibot20_to_twibot20_pl_3shot_01_09_2026_00_38_11
variable_way,twibot20,ukr_rus_suspended,0.55025,0.579897375,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_twibot20_to_ukr_rus_suspended_pl_3shot_01_09_2026_00_40_43
variable_way,ukr_rus_suspended,covid_political,0.8905208333333333,0.9459807942708334,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_ukr_rus_suspended_to_covid_political_pl_3shot_01_09_2026_00_37_37
variable_way,ukr_rus_suspended,election2020,0.9785,0.9888648750000001,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_ukr_rus_suspended_to_election2020_pl_3shot_01_09_2026_00_37_37
variable_way,ukr_rus_suspended,facebook_page_reference,0.14567916666666667,0.7482683294270834,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_ukr_rus_suspended_to_facebook_page_reference_pl_3shot_01_09_2026_00_38_20
variable_way,ukr_rus_suspended,twibot20,0.7345,0.8174770755208334,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_ukr_rus_suspended_to_twibot20_pl_3shot_01_09_2026_00_38_20
variable_way,ukr_rus_suspended,ukr_rus_suspended,0.50325,0.49824925,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_ukr_rus_suspended_to_ukr_rus_suspended_pl_3shot_01_09_2026_00_40_47
