physical_result_id	seed	model_id	target	accuracy_logged	f1_macro_logged	roc_auc_ovr_macro_logged	printed_decimal_places	source_log
prodigy|seed=2|model=ordA_r8|target=ukr_rus_suspended|checkpoint=2500	2	ordA_r8	ukr_rus_suspended	0.3042	0.3042	0.9033	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=2|model=ordB_r2|target=covid|checkpoint=2500	2	ordB_r2	covid	0.3300	0.3300	0.8939	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=2|model=ordB_r2|target=covid_political|checkpoint=2500	2	ordB_r2	covid_political	0.1252	0.1252	0.8175	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=2|model=ordB_r2|target=cp_hk|checkpoint=2500	2	ordB_r2	cp_hk	0.1055	0.1054	0.7103	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=2|model=ordB_r2|target=election2020|checkpoint=2500	2	ordB_r2	election2020	0.2175	0.2174	0.8812	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=2|model=ordB_r2|target=facebook_page_reference|checkpoint=2500	2	ordB_r2	facebook_page_reference	0.2096	0.2096	0.7986	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=2|model=ordB_r2|target=midterm|checkpoint=2500	2	ordB_r2	midterm	0.1633	0.1633	0.8056	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=2|model=ordB_r2|target=twibot20|checkpoint=2500	2	ordB_r2	twibot20	0.1924	0.1925	0.8226	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=2|model=ordB_r2|target=ukr_rus|checkpoint=2500	2	ordB_r2	ukr_rus	0.2507	0.2507	0.8272	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=2|model=ordB_r2|target=ukr_rus_suspended|checkpoint=2500	2	ordB_r2	ukr_rus_suspended	0.3615	0.3614	0.9247	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=2|model=ordB_r3|target=covid|checkpoint=2500	2	ordB_r3	covid	0.5039	0.5038	0.9524	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=2|model=ordB_r3|target=covid_political|checkpoint=2500	2	ordB_r3	covid_political	0.1323	0.1322	0.8168	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=2|model=ordB_r3|target=cp_hk|checkpoint=2500	2	ordB_r3	cp_hk	0.1166	0.1165	0.7243	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=2|model=ordB_r3|target=election2020|checkpoint=2500	2	ordB_r3	election2020	0.2097	0.2096	0.8775	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=2|model=ordB_r3|target=facebook_page_reference|checkpoint=2500	2	ordB_r3	facebook_page_reference	0.2757	0.2757	0.8523	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=2|model=ordB_r3|target=midterm|checkpoint=2500	2	ordB_r3	midterm	0.2074	0.2074	0.8508	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=2|model=ordB_r3|target=twibot20|checkpoint=2500	2	ordB_r3	twibot20	0.2780	0.2779	0.8971	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=2|model=ordB_r3|target=ukr_rus|checkpoint=2500	2	ordB_r3	ukr_rus	0.3977	0.3977	0.9112	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=2|model=ordB_r3|target=ukr_rus_suspended|checkpoint=2500	2	ordB_r3	ukr_rus_suspended	0.3486	0.3485	0.9211	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=2|model=ordB_r4|target=covid|checkpoint=2500	2	ordB_r4	covid	0.5104	0.5104	0.9480	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=2|model=ordB_r4|target=covid_political|checkpoint=2500	2	ordB_r4	covid_political	0.1311	0.1311	0.8169	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=2|model=ordB_r4|target=cp_hk|checkpoint=2500	2	ordB_r4	cp_hk	0.1174	0.1174	0.7151	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=2|model=ordB_r4|target=election2020|checkpoint=2500	2	ordB_r4	election2020	0.2042	0.2041	0.8717	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=2|model=ordB_r4|target=facebook_page_reference|checkpoint=2500	2	ordB_r4	facebook_page_reference	0.3266	0.3266	0.8680	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=2|model=ordB_r4|target=midterm|checkpoint=2500	2	ordB_r4	midterm	0.2022	0.2022	0.8412	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=2|model=ordB_r4|target=twibot20|checkpoint=2500	2	ordB_r4	twibot20	0.2850	0.2850	0.8941	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=2|model=ordB_r4|target=ukr_rus|checkpoint=2500	2	ordB_r4	ukr_rus	0.3901	0.3901	0.9068	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=2|model=ordB_r4|target=ukr_rus_suspended|checkpoint=2500	2	ordB_r4	ukr_rus_suspended	0.3367	0.3366	0.9172	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=2|model=ordB_r5|target=covid|checkpoint=2500	2	ordB_r5	covid	0.4946	0.4946	0.9470	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker6.log
prodigy|seed=2|model=ordB_r5|target=covid_political|checkpoint=2500	2	ordB_r5	covid_political	0.1384	0.1384	0.8297	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=2|model=ordB_r5|target=cp_hk|checkpoint=2500	2	ordB_r5	cp_hk	0.1524	0.1523	0.7776	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=2|model=ordB_r5|target=election2020|checkpoint=2500	2	ordB_r5	election2020	0.1939	0.1939	0.8656	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=2|model=ordB_r5|target=facebook_page_reference|checkpoint=2500	2	ordB_r5	facebook_page_reference	0.3356	0.3356	0.8737	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=2|model=ordB_r5|target=midterm|checkpoint=2500	2	ordB_r5	midterm	0.2032	0.2032	0.8472	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker6.log
prodigy|seed=2|model=ordB_r5|target=twibot20|checkpoint=2500	2	ordB_r5	twibot20	0.2757	0.2755	0.8941	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=2|model=ordB_r5|target=ukr_rus|checkpoint=2500	2	ordB_r5	ukr_rus	0.3881	0.3881	0.9063	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker6.log
prodigy|seed=2|model=ordB_r5|target=ukr_rus_suspended|checkpoint=2500	2	ordB_r5	ukr_rus_suspended	0.3194	0.3193	0.9108	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=2|model=ordB_r6|target=covid|checkpoint=2500	2	ordB_r6	covid	0.4952	0.4951	0.9458	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=2|model=ordB_r6|target=covid_political|checkpoint=2500	2	ordB_r6	covid_political	0.1696	0.1696	0.8555	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=2|model=ordB_r6|target=cp_hk|checkpoint=2500	2	ordB_r6	cp_hk	0.1486	0.1485	0.7783	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=2|model=ordB_r6|target=election2020|checkpoint=2500	2	ordB_r6	election2020	0.1888	0.1887	0.8648	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=2|model=ordB_r6|target=facebook_page_reference|checkpoint=2500	2	ordB_r6	facebook_page_reference	0.3235	0.3235	0.8693	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=2|model=ordB_r6|target=midterm|checkpoint=2500	2	ordB_r6	midterm	0.1999	0.1999	0.8366	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=2|model=ordB_r6|target=twibot20|checkpoint=2500	2	ordB_r6	twibot20	0.2800	0.2799	0.8940	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=2|model=ordB_r6|target=ukr_rus|checkpoint=2500	2	ordB_r6	ukr_rus	0.3876	0.3876	0.9070	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=2|model=ordB_r6|target=ukr_rus_suspended|checkpoint=2500	2	ordB_r6	ukr_rus_suspended	0.3156	0.3156	0.9086	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=2|model=ordB_r7|target=covid|checkpoint=2500	2	ordB_r7	covid	0.5428	0.5428	0.9573	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=2|model=ordB_r7|target=covid_political|checkpoint=2500	2	ordB_r7	covid_political	0.1757	0.1757	0.8603	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=2|model=ordB_r7|target=cp_hk|checkpoint=2500	2	ordB_r7	cp_hk	0.1442	0.1442	0.7634	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=2|model=ordB_r7|target=election2020|checkpoint=2500	2	ordB_r7	election2020	0.1901	0.1900	0.8626	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=2|model=ordB_r7|target=facebook_page_reference|checkpoint=2500	2	ordB_r7	facebook_page_reference	0.3321	0.3320	0.8691	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=2|model=ordB_r7|target=midterm|checkpoint=2500	2	ordB_r7	midterm	0.2091	0.2091	0.8447	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=2|model=ordB_r7|target=twibot20|checkpoint=2500	2	ordB_r7	twibot20	0.2918	0.2917	0.8995	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=2|model=ordB_r7|target=ukr_rus|checkpoint=2500	2	ordB_r7	ukr_rus	0.3923	0.3922	0.9060	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker4.log
prodigy|seed=2|model=ordB_r7|target=ukr_rus_suspended|checkpoint=2500	2	ordB_r7	ukr_rus_suspended	0.3169	0.3168	0.9085	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=2|model=ordB_r8|target=covid|checkpoint=2500	2	ordB_r8	covid	0.5304	0.5304	0.9564	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=2|model=ordB_r8|target=covid_political|checkpoint=2500	2	ordB_r8	covid_political	0.1713	0.1713	0.8588	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=2|model=ordB_r8|target=cp_hk|checkpoint=2500	2	ordB_r8	cp_hk	0.1366	0.1366	0.7548	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=2|model=ordB_r8|target=election2020|checkpoint=2500	2	ordB_r8	election2020	0.1770	0.1770	0.8565	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=2|model=ordB_r8|target=facebook_page_reference|checkpoint=2500	2	ordB_r8	facebook_page_reference	0.3235	0.3235	0.8709	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=2|model=ordB_r8|target=midterm|checkpoint=2500	2	ordB_r8	midterm	0.2298	0.2297	0.8669	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=2|model=ordB_r8|target=twibot20|checkpoint=2500	2	ordB_r8	twibot20	0.2896	0.2896	0.9017	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=2|model=ordB_r8|target=ukr_rus|checkpoint=2500	2	ordB_r8	ukr_rus	0.3852	0.3852	0.9057	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=2|model=ordB_r8|target=ukr_rus_suspended|checkpoint=2500	2	ordB_r8	ukr_rus_suspended	0.3059	0.3058	0.9074	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=2|model=ordC_r2|target=covid|checkpoint=2500	2	ordC_r2	covid	0.4758	0.4758	0.9356	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=2|model=ordC_r2|target=covid_political|checkpoint=2500	2	ordC_r2	covid_political	0.1547	0.1547	0.8336	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=2|model=ordC_r2|target=cp_hk|checkpoint=2500	2	ordC_r2	cp_hk	0.1121	0.1122	0.7160	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=2|model=ordC_r2|target=election2020|checkpoint=2500	2	ordC_r2	election2020	0.1496	0.1496	0.8377	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=2|model=ordC_r2|target=facebook_page_reference|checkpoint=2500	2	ordC_r2	facebook_page_reference	0.2315	0.2315	0.7992	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=2|model=ordC_r2|target=midterm|checkpoint=2500	2	ordC_r2	midterm	0.2454	0.2454	0.8623	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=2|model=ordC_r2|target=twibot20|checkpoint=2500	2	ordC_r2	twibot20	0.3239	0.3239	0.9096	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=2|model=ordC_r2|target=ukr_rus|checkpoint=2500	2	ordC_r2	ukr_rus	0.3087	0.3087	0.8534	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=2|model=ordC_r2|target=ukr_rus_suspended|checkpoint=2500	2	ordC_r2	ukr_rus_suspended	0.1552	0.1551	0.7987	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=2|model=ordC_r3|target=covid|checkpoint=2500	2	ordC_r3	covid	0.5511	0.5511	0.9579	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=2|model=ordC_r3|target=covid_political|checkpoint=2500	2	ordC_r3	covid_political	0.1558	0.1558	0.8364	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=2|model=ordC_r3|target=cp_hk|checkpoint=2500	2	ordC_r3	cp_hk	0.1154	0.1153	0.7177	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=2|model=ordC_r3|target=election2020|checkpoint=2500	2	ordC_r3	election2020	0.1490	0.1489	0.8403	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=2|model=ordC_r3|target=facebook_page_reference|checkpoint=2500	2	ordC_r3	facebook_page_reference	0.2589	0.2589	0.8295	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=2|model=ordC_r3|target=midterm|checkpoint=2500	2	ordC_r3	midterm	0.2382	0.2382	0.8644	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=2|model=ordC_r3|target=twibot20|checkpoint=2500	2	ordC_r3	twibot20	0.3192	0.3192	0.9115	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=2|model=ordC_r3|target=ukr_rus|checkpoint=2500	2	ordC_r3	ukr_rus	0.3690	0.3690	0.8843	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=2|model=ordC_r3|target=ukr_rus_suspended|checkpoint=2500	2	ordC_r3	ukr_rus_suspended	0.1741	0.1741	0.8139	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=2|model=ordC_r4|target=covid|checkpoint=2500	2	ordC_r4	covid	0.5452	0.5452	0.9545	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=2|model=ordC_r4|target=covid_political|checkpoint=2500	2	ordC_r4	covid_political	0.1886	0.1886	0.8684	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=2|model=ordC_r4|target=cp_hk|checkpoint=2500	2	ordC_r4	cp_hk	0.1150	0.1150	0.7098	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=2|model=ordC_r4|target=election2020|checkpoint=2500	2	ordC_r4	election2020	0.1526	0.1526	0.8326	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=2|model=ordC_r4|target=facebook_page_reference|checkpoint=2500	2	ordC_r4	facebook_page_reference	0.2489	0.2488	0.8126	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=2|model=ordC_r4|target=midterm|checkpoint=2500	2	ordC_r4	midterm	0.2370	0.2370	0.8569	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=2|model=ordC_r4|target=twibot20|checkpoint=2500	2	ordC_r4	twibot20	0.3209	0.3208	0.9103	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=2|model=ordC_r4|target=ukr_rus|checkpoint=2500	2	ordC_r4	ukr_rus	0.3682	0.3682	0.8857	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=2|model=ordC_r4|target=ukr_rus_suspended|checkpoint=2500	2	ordC_r4	ukr_rus_suspended	0.1751	0.1750	0.8124	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=2|model=ordC_r5|target=covid|checkpoint=2500	2	ordC_r5	covid	0.5388	0.5387	0.9547	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=2|model=ordC_r5|target=covid_political|checkpoint=2500	2	ordC_r5	covid_political	0.1901	0.1902	0.8732	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=2|model=ordC_r5|target=cp_hk|checkpoint=2500	2	ordC_r5	cp_hk	0.1518	0.1518	0.7744	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=2|model=ordC_r5|target=election2020|checkpoint=2500	2	ordC_r5	election2020	0.1552	0.1551	0.8330	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=2|model=ordC_r5|target=facebook_page_reference|checkpoint=2500	2	ordC_r5	facebook_page_reference	0.2655	0.2654	0.8191	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=2|model=ordC_r5|target=midterm|checkpoint=2500	2	ordC_r5	midterm	0.2330	0.2330	0.8609	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=2|model=ordC_r5|target=twibot20|checkpoint=2500	2	ordC_r5	twibot20	0.3167	0.3166	0.9100	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=2|model=ordC_r5|target=ukr_rus|checkpoint=2500	2	ordC_r5	ukr_rus	0.3625	0.3625	0.8828	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=2|model=ordC_r5|target=ukr_rus_suspended|checkpoint=2500	2	ordC_r5	ukr_rus_suspended	0.1711	0.1711	0.8162	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=2|model=ordC_r6|target=covid|checkpoint=2500	2	ordC_r6	covid	0.5322	0.5322	0.9533	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker6.log
prodigy|seed=2|model=ordC_r6|target=covid_political|checkpoint=2500	2	ordC_r6	covid_political	0.1795	0.1795	0.8557	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=2|model=ordC_r6|target=cp_hk|checkpoint=2500	2	ordC_r6	cp_hk	0.1355	0.1354	0.7459	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=2|model=ordC_r6|target=election2020|checkpoint=2500	2	ordC_r6	election2020	0.1516	0.1516	0.8347	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=2|model=ordC_r6|target=facebook_page_reference|checkpoint=2500	2	ordC_r6	facebook_page_reference	0.3309	0.3308	0.8691	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=2|model=ordC_r6|target=midterm|checkpoint=2500	2	ordC_r6	midterm	0.2320	0.2319	0.8586	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker6.log
prodigy|seed=2|model=ordC_r6|target=twibot20|checkpoint=2500	2	ordC_r6	twibot20	0.3111	0.3110	0.9063	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=2|model=ordC_r6|target=ukr_rus|checkpoint=2500	2	ordC_r6	ukr_rus	0.3603	0.3602	0.8819	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker6.log
prodigy|seed=2|model=ordC_r6|target=ukr_rus_suspended|checkpoint=2500	2	ordC_r6	ukr_rus_suspended	0.1726	0.1725	0.8127	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=2|model=ordC_r7|target=covid|checkpoint=2500	2	ordC_r7	covid	0.5432	0.5432	0.9572	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=2|model=ordC_r7|target=covid_political|checkpoint=2500	2	ordC_r7	covid_political	0.1776	0.1776	0.8619	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=2|model=ordC_r7|target=cp_hk|checkpoint=2500	2	ordC_r7	cp_hk	0.1365	0.1364	0.7476	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=2|model=ordC_r7|target=election2020|checkpoint=2500	2	ordC_r7	election2020	0.1556	0.1556	0.8359	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=2|model=ordC_r7|target=facebook_page_reference|checkpoint=2500	2	ordC_r7	facebook_page_reference	0.3382	0.3382	0.8758	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=2|model=ordC_r7|target=midterm|checkpoint=2500	2	ordC_r7	midterm	0.2344	0.2343	0.8625	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=2|model=ordC_r7|target=twibot20|checkpoint=2500	2	ordC_r7	twibot20	0.3142	0.3142	0.9081	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
