dataset,model,negative_kind,scorer,auc,average_precision,hits_at_50,orientation,n_pairs,n_positive,endpoint_permutation_auc,endpoint_sensitivity,leakage_edges
midterm,__floor__,degree_matched,common_neighbors,0.5777783163265306,0.825702650671305,0.88,1,2800,1400,,,0.0
midterm,__floor__,degree_matched,adamic_adar,0.578063775510204,0.8088182266508407,0.84,1,2800,1400,,,0.0
midterm,__floor__,degree_matched,preferential_attachment,0.5234573979591837,0.626253205413686,1.0,-1,2800,1400,,,0.0
midterm,__floor__,degree_matched,jaccard,0.5755150510204081,0.7883587301305407,0.7,1,2800,1400,,,0.0
midterm,__floor__,degree_matched,raw_feature_cosine,0.5672058673469388,0.5905636186799375,0.76,1,2800,1400,,,0.0
midterm,__floor__,random,common_neighbors,0.620815306122449,0.9495006785216781,1.0,1,2800,1400,,,0.0
midterm,__floor__,random,adamic_adar,0.6214288265306123,0.943963437872688,1.0,1,2800,1400,,,0.0
midterm,__floor__,random,preferential_attachment,0.6508017857142857,0.6817995589702752,0.84,1,2800,1400,,,0.0
midterm,__floor__,random,jaccard,0.6182028061224489,0.9103100573094484,0.72,1,2800,1400,,,0.0
midterm,__floor__,random,raw_feature_cosine,0.6233979591836735,0.6537427129071128,0.92,1,2800,1400,,,0.0
midterm,__floor__,hard_2hop,common_neighbors,0.7943,0.917914018607319,1.0,-1,2800,1400,,,0.0
midterm,__floor__,hard_2hop,adamic_adar,0.8164163265306122,0.9043567011952005,1.0,-1,2800,1400,,,0.0
midterm,__floor__,hard_2hop,preferential_attachment,0.5130880102040817,0.6072629087938175,1.0,-1,2800,1400,,,0.0
midterm,__floor__,hard_2hop,jaccard,0.847509693877551,0.9178836442578496,1.0,-1,2800,1400,,,0.0
midterm,__floor__,hard_2hop,raw_feature_cosine,0.486434693877551,0.5908065702781388,1.0,-1,2800,1400,,,0.0
midterm,ukr_only_nm,degree_matched,encoder_cosine,0.7025380102040817,0.6422020511847368,0.68,1,2800,1400,0.489031,0.999498997995992,0.0
midterm,ukr_only_nm,random,encoder_cosine,0.7986954081632653,0.7737236671245447,0.92,1,2800,1400,0.49319775,0.9992492492492493,0.0
midterm,ukr_only_nm,hard_2hop,encoder_cosine,0.6740119897959184,0.6106594039245018,0.62,-1,2800,1400,0.49415025,0.9994993742177722,0.0
midterm,merged_ukr_rus_covid_nm_wb,degree_matched,encoder_cosine,0.6991619897959184,0.65216442810081,0.72,1,2800,1400,0.486038,0.999498997995992,0.0
midterm,merged_ukr_rus_covid_nm_wb,random,encoder_cosine,0.7989301020408164,0.7876970017059869,0.94,1,2800,1400,0.491119625,0.9992492492492493,0.0
midterm,merged_ukr_rus_covid_nm_wb,hard_2hop,encoder_cosine,0.6624711734693878,0.6136519246062101,0.84,-1,2800,1400,0.493014,0.9994993742177722,0.0
midterm,merged_ukr_rus_covid_midterm_nm_wb,degree_matched,encoder_cosine,0.7111237244897959,0.6596258378640316,0.78,1,2800,1400,0.485759,0.999498997995992,0.0
midterm,merged_ukr_rus_covid_midterm_nm_wb,random,encoder_cosine,0.7994872448979592,0.778791240344662,1.0,1,2800,1400,0.493196375,0.9992492492492493,0.0
midterm,merged_ukr_rus_covid_midterm_nm_wb,hard_2hop,encoder_cosine,0.6944877551020409,0.6206355076298525,0.44,-1,2800,1400,0.493247625,0.9994993742177722,0.0
midterm,nm_ladder_4src,degree_matched,encoder_cosine,0.725747193877551,0.6831855615390199,0.8,1,2800,1400,0.4843655,0.999498997995992,0.0
midterm,nm_ladder_4src,random,encoder_cosine,0.7997242346938775,0.777285712007827,0.94,1,2800,1400,0.4866235,0.9992492492492493,0.0
midterm,nm_ladder_4src,hard_2hop,encoder_cosine,0.6923637755102041,0.6301374771387994,0.54,-1,2800,1400,0.49370375,0.9994993742177722,0.0
midterm,nm_ladder_5src,degree_matched,encoder_cosine,0.7102392857142857,0.6575230892494609,0.76,1,2800,1400,0.48367875,0.999498997995992,0.0
midterm,nm_ladder_5src,random,encoder_cosine,0.7934104591836735,0.7701364617211529,0.96,1,2800,1400,0.48749525,0.9992492492492493,0.0
midterm,nm_ladder_5src,hard_2hop,encoder_cosine,0.6964936224489796,0.6291887257084251,0.5,-1,2800,1400,0.494730125,0.9994993742177722,0.0
midterm,nm_ladder_6src,degree_matched,encoder_cosine,0.6908390306122449,0.6444951533082847,0.72,1,2800,1400,0.48374875,0.999498997995992,0.0
midterm,nm_ladder_6src,random,encoder_cosine,0.7703637755102041,0.7555101374097569,0.92,1,2800,1400,0.486309625,0.9992492492492493,0.0
midterm,nm_ladder_6src,hard_2hop,encoder_cosine,0.7062862244897959,0.6624381392140433,0.88,-1,2800,1400,0.49382925,0.9994993742177722,0.0
midterm,nm_ladder_7src,degree_matched,encoder_cosine,0.702322193877551,0.6500224601737653,0.72,1,2800,1400,0.48288075,0.999498997995992,0.0
midterm,nm_ladder_7src,random,encoder_cosine,0.785170918367347,0.7618519390520926,0.96,1,2800,1400,0.4877165,0.9992492492492493,0.0
midterm,nm_ladder_7src,hard_2hop,encoder_cosine,0.7088522959183673,0.6409681127385478,0.56,-1,2800,1400,0.493336875,0.9994993742177722,0.0
midterm,merged_ukr_rus_covid_midterm_all8_nm_wb,degree_matched,encoder_cosine,0.6971783163265306,0.6547057492695519,0.76,1,2800,1400,0.48254475,0.999498997995992,0.0
midterm,merged_ukr_rus_covid_midterm_all8_nm_wb,random,encoder_cosine,0.7616408163265306,0.7399197849809387,0.96,1,2800,1400,0.490404,0.9992492492492493,0.0
midterm,merged_ukr_rus_covid_midterm_all8_nm_wb,hard_2hop,encoder_cosine,0.7244951530612245,0.6787835541662415,0.8,-1,2800,1400,0.49552775,0.9994993742177722,0.0
midterm,nm_ss_covid19_twitter,degree_matched,encoder_cosine,0.7019948979591837,0.6423835706639557,0.7,1,2800,1400,0.48668375,0.999498997995992,0.0
midterm,nm_ss_covid19_twitter,random,encoder_cosine,0.7975714285714286,0.772411512535874,0.96,1,2800,1400,0.49169275,0.9992492492492493,0.0
midterm,nm_ss_covid19_twitter,hard_2hop,encoder_cosine,0.6874801020408163,0.6152192056006277,0.56,-1,2800,1400,0.493765,0.9994993742177722,0.0
midterm,nm_ladder_ordB_r3,degree_matched,encoder_cosine,0.6897724489795919,0.6310773331286325,0.68,1,2800,1400,0.489581375,0.999498997995992,0.0
midterm,nm_ladder_ordB_r3,random,encoder_cosine,0.7870632653061225,0.750939770813141,0.94,1,2800,1400,0.4948515,0.9992492492492493,0.0
midterm,nm_ladder_ordB_r3,hard_2hop,encoder_cosine,0.7079015306122449,0.6229769157447435,0.5,-1,2800,1400,0.49477725,0.9994993742177722,0.0
midterm,nm_ladder_ordB_r4,degree_matched,encoder_cosine,0.7014502551020408,0.6537507311263869,0.76,1,2800,1400,0.4872545,0.999498997995992,0.0
midterm,nm_ladder_ordB_r4,random,encoder_cosine,0.7867086734693878,0.7671200272765405,0.96,1,2800,1400,0.4902605,0.9992492492492493,0.0
midterm,nm_ladder_ordB_r4,hard_2hop,encoder_cosine,0.7143035714285715,0.6477263125856092,0.6,-1,2800,1400,0.4951845,0.9994993742177722,0.0
midterm,nm_ladder_ordB_r5,degree_matched,encoder_cosine,0.6866528061224489,0.6399830986566792,0.8,1,2800,1400,0.48472375,0.999498997995992,0.0
midterm,nm_ladder_ordB_r5,random,encoder_cosine,0.7654132653061224,0.7469296308773485,0.96,1,2800,1400,0.4886945,0.9992492492492493,0.0
midterm,nm_ladder_ordB_r5,hard_2hop,encoder_cosine,0.7294683673469388,0.6660775897420437,0.78,-1,2800,1400,0.496156,0.9994993742177722,0.0
midterm,nm_ladder_ordB_r6,degree_matched,encoder_cosine,0.6911053571428571,0.6356848858977286,0.72,1,2800,1400,0.487433875,0.999498997995992,0.0
midterm,nm_ladder_ordB_r6,random,encoder_cosine,0.7719489795918367,0.7432133569381413,0.94,1,2800,1400,0.4875195,0.9992492492492493,0.0
midterm,nm_ladder_ordB_r6,hard_2hop,encoder_cosine,0.7275341836734693,0.6582224109585812,0.58,-1,2800,1400,0.4963355,0.9994993742177722,0.0
midterm,nm_ladder_ordB_r7,degree_matched,encoder_cosine,0.6914410714285715,0.6441063205522333,0.7,1,2800,1400,0.487067375,0.999498997995992,0.0
midterm,nm_ladder_ordB_r7,random,encoder_cosine,0.7759910714285714,0.7575316371278706,0.96,1,2800,1400,0.491066375,0.9992492492492493,0.0
midterm,nm_ladder_ordB_r7,hard_2hop,encoder_cosine,0.7105573979591837,0.6532740734175325,0.84,-1,2800,1400,0.494868125,0.9994993742177722,0.0
midterm,nm_ss_election2020,degree_matched,encoder_cosine,0.5623548469387755,0.5513134583186494,0.7,1,2800,1400,0.49251425,0.999498997995992,0.0
midterm,nm_ss_election2020,random,encoder_cosine,0.5196408163265306,0.4918003877670003,0.24,-1,2800,1400,0.4918255,0.9992492492492493,0.0
midterm,nm_ss_election2020,hard_2hop,encoder_cosine,0.5192545918367347,0.508031492183349,0.42,-1,2800,1400,0.504493,0.9994993742177722,0.0
midterm,nm_ladder_ordC_r2,degree_matched,encoder_cosine,0.5957920918367346,0.5873432217737874,0.7,1,2800,1400,0.484926125,0.999498997995992,0.0
midterm,nm_ladder_ordC_r2,random,encoder_cosine,0.5639209183673469,0.5403390540944495,0.5,1,2800,1400,0.490266875,0.9992492492492493,0.0
midterm,nm_ladder_ordC_r2,hard_2hop,encoder_cosine,0.5401326530612245,0.5230423038530682,0.54,-1,2800,1400,0.497801,0.9994993742177722,0.0
midterm,nm_ladder_ordC_r3,degree_matched,encoder_cosine,0.6286614795918367,0.601588865604615,0.66,1,2800,1400,0.487825625,0.999498997995992,0.0
midterm,nm_ladder_ordC_r3,random,encoder_cosine,0.5810423469387755,0.5483544268129661,0.52,1,2800,1400,0.488879375,0.9992492492492493,0.0
midterm,nm_ladder_ordC_r3,hard_2hop,encoder_cosine,0.5766061224489796,0.5484346120846918,0.52,-1,2800,1400,0.4977205,0.9994993742177722,0.0
midterm,nm_ladder_ordC_r4,degree_matched,encoder_cosine,0.6390053571428571,0.6045413058792808,0.7,1,2800,1400,0.481011125,0.999498997995992,0.0
