dataset,model,negative_kind,scorer,auc,average_precision,hits_at_50,orientation,n_pairs,n_positive,endpoint_permutation_auc,endpoint_sensitivity,leakage_edges
ukr_rus_twitter,__floor__,degree_matched,common_neighbors,0.6717602040816326,0.6972330397980033,0.7,1,2800,1400,,,0.0
ukr_rus_twitter,__floor__,degree_matched,adamic_adar,0.6767022959183674,0.694622952169046,0.74,1,2800,1400,,,0.0
ukr_rus_twitter,__floor__,degree_matched,preferential_attachment,0.4893135204081633,0.5337947251160999,1.0,-1,2800,1400,,,0.0
ukr_rus_twitter,__floor__,degree_matched,jaccard,0.6866688775510205,0.7140579380311242,0.72,1,2800,1400,,,0.0
ukr_rus_twitter,__floor__,degree_matched,raw_feature_cosine,0.5569561224489796,0.5934175077626875,0.82,1,2800,1400,,,0.0
ukr_rus_twitter,__floor__,random,common_neighbors,0.8061933673469388,0.96659615444502,1.0,1,2800,1400,,,0.0
ukr_rus_twitter,__floor__,random,adamic_adar,0.8073150510204081,0.9637210865033593,1.0,1,2800,1400,,,0.0
ukr_rus_twitter,__floor__,random,preferential_attachment,0.7871474489795919,0.8173705841402591,0.98,1,2800,1400,,,0.0
ukr_rus_twitter,__floor__,random,jaccard,0.7986232142857143,0.9369316194790966,1.0,1,2800,1400,,,0.0
ukr_rus_twitter,__floor__,random,raw_feature_cosine,0.6070071428571429,0.653979702395445,0.92,1,2800,1400,,,0.0
ukr_rus_twitter,__floor__,hard_2hop,common_neighbors,0.6695033163265306,0.7614273698106843,1.0,-1,2800,1400,,,0.0
ukr_rus_twitter,__floor__,hard_2hop,adamic_adar,0.6895846938775511,0.7500198700073221,1.0,-1,2800,1400,,,0.0
ukr_rus_twitter,__floor__,hard_2hop,preferential_attachment,0.5301974489795919,0.5414414828717727,1.0,-1,2800,1400,,,0.0
ukr_rus_twitter,__floor__,hard_2hop,jaccard,0.7955015306122449,0.8245928961909699,1.0,-1,2800,1400,,,0.0
ukr_rus_twitter,__floor__,hard_2hop,raw_feature_cosine,0.5432543367346939,0.6456769117516956,1.0,-1,2800,1400,,,0.0
ukr_rus_twitter,ukr_only_nm,degree_matched,encoder_cosine,0.7825632653061224,0.7604538073962791,0.88,1,2800,1400,0.486641375,1.0,0.0
