dataset,model,negative_kind,scorer,auc,average_precision,hits_at_50,orientation,n_pairs,n_positive,endpoint_permutation_auc,endpoint_sensitivity,leakage_edges
covid19_twitter,__floor__,degree_matched,common_neighbors,0.6947015306122449,0.9292004770871056,0.98,1,2800,1400,,,0.0
covid19_twitter,__floor__,degree_matched,adamic_adar,0.6959270408163265,0.9265807157641244,0.98,1,2800,1400,,,0.0
covid19_twitter,__floor__,degree_matched,preferential_attachment,0.5050443877551021,0.5648680618100117,1.0,-1,2800,1400,,,0.0
covid19_twitter,__floor__,degree_matched,jaccard,0.694844387755102,0.9248978931038366,0.98,1,2800,1400,,,0.0
covid19_twitter,__floor__,degree_matched,raw_feature_cosine,0.5855117346938775,0.6293379069143467,0.9,1,2800,1400,,,0.0
covid19_twitter,__floor__,random,common_neighbors,0.7048362244897959,0.9887063269719262,1.0,1,2800,1400,,,0.0
covid19_twitter,__floor__,random,adamic_adar,0.7050413265306122,0.9883399256031469,1.0,1,2800,1400,,,0.0
covid19_twitter,__floor__,random,preferential_attachment,0.6998727040816326,0.740341763115169,0.98,1,2800,1400,,,0.0
covid19_twitter,__floor__,random,jaccard,0.7046772959183674,0.9862226872168969,0.98,1,2800,1400,,,0.0
covid19_twitter,__floor__,random,raw_feature_cosine,0.6329339285714286,0.676040412599857,0.9,1,2800,1400,,,0.0
covid19_twitter,__floor__,hard_2hop,common_neighbors,0.7686775510204081,0.8671202142582207,1.0,-1,2800,1400,,,0.0
covid19_twitter,__floor__,hard_2hop,adamic_adar,0.7952573979591837,0.8567275604759155,1.0,-1,2800,1400,,,0.0
covid19_twitter,__floor__,hard_2hop,preferential_attachment,0.5766640306122449,0.5862838351651165,1.0,-1,2800,1400,,,0.0
covid19_twitter,__floor__,hard_2hop,jaccard,0.8442788265306123,0.8887934247011956,1.0,-1,2800,1400,,,0.0
covid19_twitter,__floor__,hard_2hop,raw_feature_cosine,0.5248257653061225,0.6125725118527598,1.0,-1,2800,1400,,,0.0
covid19_twitter,ukr_only_nm,degree_matched,encoder_cosine,0.866590306122449,0.8572100441121614,0.96,1,2800,1400,0.496995,0.9995,0.0
covid19_twitter,ukr_only_nm,random,encoder_cosine,0.8862492346938775,0.8893509391757821,0.98,1,2800,1400,0.50375,0.99975,0.0
covid19_twitter,ukr_only_nm,hard_2hop,encoder_cosine,0.6930933673469388,0.6301905250533463,0.74,-1,2800,1400,0.50293275,0.99975,0.0
covid19_twitter,merged_ukr_rus_covid_nm_wb,degree_matched,encoder_cosine,0.8810321428571428,0.880089541578705,0.94,1,2800,1400,0.4994705,0.9995,0.0
covid19_twitter,merged_ukr_rus_covid_nm_wb,random,encoder_cosine,0.8930698979591837,0.9032984753316377,1.0,1,2800,1400,0.513053625,0.99975,0.0
covid19_twitter,merged_ukr_rus_covid_nm_wb,hard_2hop,encoder_cosine,0.6543571428571429,0.6054312700956709,0.78,-1,2800,1400,0.5078355,0.99975,0.0
covid19_twitter,merged_ukr_rus_covid_midterm_nm_wb,degree_matched,encoder_cosine,0.8641709183673469,0.8537831801359139,0.94,1,2800,1400,0.4951985,0.9995,0.0
covid19_twitter,merged_ukr_rus_covid_midterm_nm_wb,random,encoder_cosine,0.8822494897959183,0.889643904226614,1.0,1,2800,1400,0.50537575,0.99975,0.0
covid19_twitter,merged_ukr_rus_covid_midterm_nm_wb,hard_2hop,encoder_cosine,0.7070512755102041,0.6453178735411825,0.66,-1,2800,1400,0.506647625,0.99975,0.0
covid19_twitter,nm_ladder_4src,degree_matched,encoder_cosine,0.8443979591836734,0.8336833895003428,0.96,1,2800,1400,0.49687075,0.9995,0.0
covid19_twitter,nm_ladder_4src,random,encoder_cosine,0.8629663265306122,0.8617680322765636,0.98,1,2800,1400,0.517361125,0.99975,0.0
covid19_twitter,nm_ladder_4src,hard_2hop,encoder_cosine,0.7072117346938775,0.6476292375382744,0.7,-1,2800,1400,0.511354875,0.99975,0.0
covid19_twitter,nm_ladder_5src,degree_matched,encoder_cosine,0.8561454081632653,0.8470537709461847,0.96,1,2800,1400,0.49765675,0.9995,0.0
covid19_twitter,nm_ladder_5src,random,encoder_cosine,0.8785025510204082,0.883426263267017,0.98,1,2800,1400,0.503208,0.99975,0.0
covid19_twitter,nm_ladder_5src,hard_2hop,encoder_cosine,0.7032739795918367,0.6413769207979754,0.7,-1,2800,1400,0.503312,0.99975,0.0
covid19_twitter,nm_ladder_6src,degree_matched,encoder_cosine,0.8376390306122449,0.8371818098915577,0.96,1,2800,1400,0.502483125,0.9995,0.0
covid19_twitter,nm_ladder_6src,random,encoder_cosine,0.8594045918367347,0.8730268855790283,0.98,1,2800,1400,0.512890875,0.99975,0.0
covid19_twitter,nm_ladder_6src,hard_2hop,encoder_cosine,0.7152456632653061,0.6684014039102586,0.8,-1,2800,1400,0.508701125,0.99975,0.0
covid19_twitter,nm_ladder_7src,degree_matched,encoder_cosine,0.8227622448979592,0.8098922882588493,1.0,1,2800,1400,0.495273,0.9995,0.0
covid19_twitter,nm_ladder_7src,random,encoder_cosine,0.8500196428571428,0.8419471313478766,0.98,1,2800,1400,0.50622775,0.99975,0.0
