predictor,kind,graphs,mean_target_spearman_auc,mean_target_spearman_accuracy,auc_graph_permutation_p_two_sided,targets_expected_direction,top1_hits,top1_rate,mean_regret,mean_selected_rank
proxy_a_distance,pairwise_distance,9,-0.7551917106363747,-0.7458927287580205,0.0007,9,5,0.5555555555555556,0.015340120114888896,2.3333333333333335
feat_frechet,pairwise_distance,9,-0.6640211640211641,-0.6666666666666667,0.0024,9,5,0.5555555555555556,0.013108923978222227,2.2222222222222223
feat_mmd2,pairwise_distance,9,-0.6481481481481484,-0.634920634920635,0.0034,9,5,0.5555555555555556,0.04363398007655555,3.0
feat_centroid_cosdist,pairwise_distance,9,-0.6402116402116402,-0.6349206349206349,0.0042,9,5,0.5555555555555556,0.01768789789266667,2.4444444444444446
indegree_ks,pairwise_distance,9,-0.5423280423280424,-0.5502645502645503,0.0061,8,2,0.2222222222222222,0.061530262324333326,3.2222222222222223
outdegree_ks,pairwise_distance,9,-0.20370370370370366,-0.17724867724867727,0.3891,6,2,0.2222222222222222,0.10045801652299999,4.666666666666667
