source,model,ukr_rus_twitter,covid19_twitter,midterm,twibot20,mean
ukr_rus_twitter,nm_ss_ukr_rus_twitter,-0.017663194444254918,0.013852374434077738,-0.04351239452104527,0.05381994685621672,0.0016241830812485682
covid19_twitter,nm_ss_covid19_twitter,-0.0824846402380607,-0.07134850294651375,-0.12107310586304036,-0.12086760555113212,-0.09894346364968673
midterm,nm_ss_midterm,-0.024152560905903203,0.017297635328979568,-0.04603875401505331,0.011395999721053617,-0.01037441996773083
covid_political,nm_ss_covid_political,-0.0012915426142079928,-0.011193482163271802,-0.04727823231216758,-0.011667263856611121,-0.017857630236564625
election2020,nm_ss_election2020,0.002907631392642719,0.001401278633784005,-0.03078951700645327,-0.0411249409590938,-0.016901386984780088
ukr_rus_suspended,nm_ss_ukr_rus_suspended,0.02021745336073631,0.016619623165231363,-0.03160061906916309,0.050193773681682895,0.013857557784621869
twibot20,nm_ss_twibot20,-0.08217677516834085,-0.06433572246040223,-0.03218052791720135,-0.15856349378134643,-0.08431412983182271
cp_hk_twitter,nm_ss_cp_hk_twitter,-0.03463475660144272,-0.03524601201692218,-0.03143481172706927,-0.13691217973659892,-0.05955694002050827
