dataset,target,spearman,spearman_fulldata,shots,n
ukr_rus_suspended,followers_count,0.07644200908033381,nan,10,56440
ukr_rus_suspended,statuses_count,0.11281290091424807,nan,10,56440
ukr_rus_suspended,account_age_days,0.16769546597318014,nan,10,56440
twibot20,followers_count,0.3955308799278014,nan,10,162988
twibot20,statuses_count,0.2794532997082358,nan,10,162988
twibot20,account_age_days,0.06186653600460932,nan,10,162988
