arm,weight,additional_step,logical_step,checkpoint,ukraine_validation_auc_pct,ukraine_validation_bce,ukraine_delta_singleton_pp,ukraine_hard_label_training_bce,retains_ukraine,ukraine_supervised_updates,ukraine_kd_updates,ukraine_positive_examples,ukraine_negative_examples,ukraine_supervised_positive_examples,ukraine_supervised_negative_examples,ukraine_kd_positive_examples,ukraine_kd_negative_examples,facebook_validation_auc_pct,facebook_validation_bce,facebook_delta_singleton_pp,facebook_hard_label_training_bce,retains_facebook,facebook_supervised_updates,facebook_kd_updates,facebook_positive_examples,facebook_negative_examples,facebook_supervised_positive_examples,facebook_supervised_negative_examples,facebook_kd_positive_examples,facebook_kd_negative_examples,retains_both
kd_w050,0.5,0,40000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_000000.pt,98.74585928916932,0.08812026716768742,-0.2285172462463403,0.08655679523944854,False,20000,0,20470890,102354450,20470890,102354450,0,0,96.10667834281921,0.1697579078376293,0.7221450328826928,0.12690456099808214,True,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355,False
kd_w050,0.5,2000,42000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_002000.pt,98.7277138710022,0.08683589659631252,-0.24666266441345508,0.08495119772851467,False,21000,0,21494890,107474450,21494890,107474450,0,0,96.02083866596222,0.1714178964495659,0.6363053560257015,0.12965542413294315,True,5000,16000,21289456,106447280,5069279,25346395,16220177,81100885,False
kd_w050,0.5,4000,44000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_004000.pt,98.71913700103761,0.08621487282216547,-0.2552395343780489,0.08391300663352011,False,22000,0,22517979,112589895,22517979,112589895,0,0,96.02297759056091,0.17142169252038003,0.6384442806243951,0.12866285368800162,True,5000,17000,22303545,111517725,5069279,25346395,17234266,86171330,False
kd_w050,0.5,6000,46000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_006000.pt,98.7644493341446,0.08552166223526003,-0.20992720127105402,0.08301999568939207,False,23000,0,23541979,117709895,23541979,117709895,0,0,96.01570260524751,0.17101944386959073,0.631169295310996,0.12929458394646645,True,5000,18000,23317051,116585255,5069279,25346395,18247772,91238860,False
kd_w050,0.5,8000,48000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_008000.pt,98.75168516635895,0.08717311508953572,-0.2226913690567045,0.0847267709672451,False,24000,0,24565068,122825340,24565068,122825340,0,0,95.99757430553437,0.1733287587761879,0.6130409955978577,0.12869858480989932,True,5000,19000,24330557,121652785,5069279,25346395,19261278,96306390,False
kd_w050,0.5,10000,50000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_010000.pt,98.74019494056702,0.08842897191643716,-0.234181594848637,0.08584419600665569,False,25000,0,25588157,127940785,25588157,127940785,0,0,96.0006860256195,0.17257493063807483,0.6161527156829827,0.13440455570816992,True,5000,20000,25344646,126723230,5069279,25346395,20275367,101376835,False
kd_w050,0.5,12000,52000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_012000.pt,98.81522772312165,0.08765243291854857,-0.15914881229400768,0.08567668274044991,False,26000,0,26612157,133060785,26612157,133060785,0,0,96.03701767921447,0.17178020253777504,0.6524843692779614,0.1332692764699459,True,5000,21000,26358152,131790760,5069279,25346395,21288873,106444365,False
kd_w050,0.5,14000,54000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_014000.pt,98.82402012348173,0.08351953476667406,-0.15035641193391625,0.08103645890951157,False,27000,0,27635246,138176230,27635246,138176230,0,0,96.01906559467314,0.17161054760217667,0.6345322847366219,0.12898100428283213,True,5000,22000,27372241,136861205,5069279,25346395,22302962,111514810,False
kd_w050,0.5,16000,56000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_016000.pt,98.81883804798126,0.08329519294202328,-0.15553848743439236,0.08055294379591942,False,28000,0,28659246,143296230,28659246,143296230,0,0,96.03810441493988,0.17041212245821954,0.6535711050033699,0.12981249913573265,True,5000,23000,28385747,141928735,5069279,25346395,23316468,116582340,False
kd_w050,0.5,18000,58000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_018000.pt,98.82958092689516,0.08340234346687793,-0.14479560852049822,0.0805473145097494,False,29000,0,29682335,148411675,29682335,148411675,0,0,96.05711009502413,0.1705773487687111,0.6725767850876085,0.13070204071700572,True,5000,24000,29399836,146999180,5069279,25346395,24330557,121652785,False
kd_w050,0.5,20000,60000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_020000.pt,98.7919529914856,0.08734908960759638,-0.18242354393005478,0.08405132293701172,False,30000,0,30706335,153531675,30706335,153531675,0,0,95.9125921726227,0.1777431815862656,0.528058862686176,0.13134102523326874,True,5000,25000,30413342,152066710,5069279,25346395,25344063,126720315,False
kd_w050,0.5,22000,62000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_022000.pt,98.82565155029297,0.08277412727475167,-0.1487249851226724,0.07989062741398813,False,31000,0,31729424,158647120,31729424,158647120,0,0,96.00424094200133,0.1718007266521454,0.6197076320648143,0.12931437715888022,True,5000,26000,31427431,157137155,5069279,25346395,26358152,131790760,False
kd_w050,0.5,24000,64000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_024000.pt,98.86170878410341,0.08303659111261368,-0.11266775131224538,0.08038055002689362,False,32000,0,32753424,163767120,32753424,163767120,0,0,96.05613503456117,0.17094735875725747,0.6716017246246486,0.13107048459351064,True,5000,27000,32440937,162204685,5069279,25346395,27371658,136858290,False
kd_w050,0.5,26000,66000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_026000.pt,98.82566423416137,0.08309726491570474,-0.14871230125428347,0.08011204302310945,False,33000,0,33776513,168882565,33776513,168882565,0,0,95.96818020343781,0.17204554975032807,0.5836468935012995,0.12961183153092862,True,5000,28000,33455026,167275130,5069279,25346395,28385747,141928735,False
kd_w050,0.5,28000,68000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_028000.pt,98.82905042171477,0.08271632045507431,-0.14532611370088322,0.07934556491672991,False,34000,0,34800513,174002565,34800513,174002565,0,0,95.99783263206481,0.17183907032012938,0.6132993221283023,0.12898599058389665,True,5000,29000,34468532,172342660,5069279,25346395,29399253,146996265,False
kd_w050,0.5,30000,70000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_030000.pt,98.81234524250033,0.08425553441047669,-0.16203129291533225,0.08084360808134079,False,35000,0,35823602,179118010,35823602,179118010,0,0,95.91853365898132,0.17334236502647396,0.5340003490448053,0.13025951720774176,True,5000,30000,35482038,177410190,5069279,25346395,30412759,152063795,False
kd_w050,0.5,32000,72000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_032000.pt,98.86305031776428,0.08266250379383565,-0.11132621765137518,0.07951495461165904,False,36000,0,36847602,184238010,36847602,184238010,0,0,96.0438874721527,0.17130469977855683,0.6593541622161858,0.13327513337135313,True,5000,31000,36496127,182480635,5069279,25346395,31426848,157134240,False
kd_w050,0.5,34000,74000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_034000.pt,98.85828373432159,0.08133776411414145,-0.11609280109405873,0.07807968594133854,False,37000,0,37870691,189353455,37870691,189353455,0,0,96.02811939716341,0.17134703993797304,0.6435860872268884,0.12982030510902404,True,5000,32000,37509633,187548165,5069279,25346395,32440354,162201770,False
kd_w050,0.5,36000,76000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_036000.pt,98.88350093364716,0.08094862774014475,-0.09087560176850307,0.07783123068511487,False,38000,0,38894691,194473455,38894691,194473455,0,0,96.07171118259431,0.17066374123096462,0.687177872657796,0.128880550339818,True,5000,33000,38523722,192618610,5069279,25346395,33454443,167272215,False
kd_w050,0.5,38000,78000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_038000.pt,98.88806214332581,0.08207596577703954,-0.08631439208984792,0.07877194955945013,False,39000,0,39917780,199588900,39917780,199588900,0,0,95.9689514875412,0.17209888026118278,0.5844181776046953,0.13276422917842867,True,5000,34000,39537228,197686140,5069279,25346395,34467949,172339745,False
kd_w050,0.5,40000,80000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_040000.pt,98.88898386955262,0.08132510520517824,-0.08539266586303773,0.07805909700691697,False,40000,0,40941780,204708900,40941780,204708900,0,0,96.09232625961303,0.16995321363210678,0.7077929496765223,0.12994583398103712,True,5000,35000,40551317,202756585,5069279,25346395,35482038,177410190,False
kd_w050,0.5,42000,82000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_042000.pt,98.88025326728821,0.08132086172699927,-0.09412326812744398,0.07782028466463088,False,41000,0,41964869,209824345,41964869,209824345,0,0,96.06971249580384,0.17027004808187482,0.685179185867324,0.13073145449161533,True,5000,36000,41564823,207824115,5069279,25346395,36495544,182477720,False
kd_w050,0.5,44000,84000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_044000.pt,98.86540086269378,0.08308220952749251,-0.10897567272187825,0.07935246936976911,False,42000,0,42988869,214944345,42988869,214944345,0,0,95.93755826950073,0.1763076052069664,0.5530249595642078,0.13093406707048416,True,5000,37000,42578912,212894560,5069279,25346395,37509633,187548165,False
kd_w050,0.5,46000,86000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_046000.pt,98.88786654472351,0.08071599565446377,-0.08650999069214071,0.07757122702896593,False,43000,0,44011958,220059790,44011958,220059790,0,0,96.02531638145447,0.17097712680697438,0.6407830715179585,0.12923161834478378,True,5000,38000,43592418,217962090,5069279,25346395,38523139,192615695,False
kd_w050,0.5,48000,88000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_048000.pt,98.85754697322844,0.08205497190356255,-0.11682956218721507,0.0782778326421976,False,44000,0,45035958,225179790,45035958,225179790,0,0,95.98311581611634,0.1725216746330261,0.5985825061798233,0.12926384769380092,True,5000,39000,44606507,223032535,5069279,25346395,39537228,197686140,False
kd_w050,0.5,50000,90000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_050000.pt,98.90234639644623,0.08030642680823802,-0.07203013896942556,0.07680331096053125,False,45000,0,46059047,230295235,46059047,230295235,0,0,96.10806980133057,0.17025749161839482,0.7235364913940612,0.12802962362766268,True,5000,40000,45620013,228100065,5069279,25346395,40550734,202753670,False
kd_w050,0.5,52000,92000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_052000.pt,98.92815954685211,0.08258514404296874,-0.04621698856354106,0.07937081456184389,False,46000,0,47083047,235415235,47083047,235415235,0,0,96.09342980384827,0.171062733232975,0.7088964939117481,0.13403026834130283,True,5000,41000,46633519,233167595,5069279,25346395,41564240,207821200,False
kd_w050,0.5,54000,94000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_054000.pt,98.92169215679168,0.08245611265301704,-0.05268437862396835,0.0792552776634693,False,47000,0,48106136,240530680,48106136,240530680,0,0,96.06574027538298,0.17089358419179917,0.6812069654464681,0.13292398825287818,True,5000,42000,47647608,238238040,5069279,25346395,42578329,212891645,False
kd_w050,0.5,56000,96000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_056000.pt,98.91530482769014,0.08020307011902333,-0.05907170772552206,0.0766011070460081,False,48000,0,49130136,245650680,49130136,245650680,0,0,96.09965460300447,0.1692592836916447,0.7151212930679551,0.12959818579256538,True,5000,43000,48661114,243305570,5069279,25346395,43591835,217959175,False
kd_w050,0.5,58000,98000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_058000.pt,98.8747005224228,0.08211295455694201,-0.09967601299285533,0.07795434184372425,False,49000,0,50153225,250766125,50153225,250766125,0,0,95.93882789611817,0.172652080655098,0.5542945861816584,0.1294305332005024,True,5000,44000,49675203,248376015,5069279,25346395,44605924,223029620,False
kd_w050,0.5,60000,100000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w050/checkpoints/additional_060000.pt,98.90742135047913,0.08156790100038051,-0.06695518493653463,0.07826348952949048,False,50000,0,51176314,255881570,51176314,255881570,0,0,95.91392002105712,0.17282127067446706,0.5293867111206052,0.133526386320591,True,5000,45000,50688709,253443545,5069279,25346395,45619430,228097150,False
kd_w100,1.0,0,40000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_000000.pt,98.74585928916932,0.08812026716768742,-0.2285172462463403,0.08655679523944854,False,20000,0,20470890,102354450,20470890,102354450,0,0,96.10667834281921,0.1697579078376293,0.7221450328826928,0.12690456099808214,True,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355,False
kd_w100,1.0,2000,42000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_002000.pt,98.71516153812408,0.08722816035151483,-0.25921499729156805,0.08534385785460473,False,21000,0,21494890,107474450,21494890,107474450,0,0,96.06461567878722,0.17039333730936052,0.6800823688507096,0.12696283943951128,True,5000,16000,21289456,106447280,5069279,25346395,16220177,81100885,False
kd_w100,1.0,4000,44000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_004000.pt,98.680855512619,0.08743565678596496,-0.29352102279665004,0.08526151105761529,False,22000,0,22517979,112589895,22517979,112589895,0,0,96.03158423900604,0.17131436467170716,0.6470509290695259,0.12586290799081323,True,5000,17000,22303545,111517725,5069279,25346395,17234266,86171330,False
kd_w100,1.0,6000,46000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_006000.pt,98.72857553958892,0.08637802973389624,-0.2458009958267393,0.08410128131508826,False,23000,0,23541979,117709895,23541979,117709895,0,0,96.04430227279663,0.17026394531130787,0.6597689628601189,0.12660057954490186,True,5000,18000,23317051,116585255,5069279,25346395,18247772,91238860,False
kd_w100,1.0,8000,48000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_008000.pt,98.76130053997039,0.08669147640466691,-0.21307599544525546,0.08498858585953713,False,24000,0,24565068,122825340,24565068,122825340,0,0,96.08648328781128,0.16996425688266756,0.7019499778747607,0.12684874087572098,True,5000,19000,24330557,121652785,5069279,25346395,19261278,96306390,False
kd_w100,1.0,10000,50000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_010000.pt,98.7134083509445,0.09069380089640619,-0.2609681844711442,0.08854184672236443,False,25000,0,25588157,127940785,25588157,127940785,0,0,96.05442905426025,0.1716121658682823,0.6698957443237341,0.13174290731549262,True,5000,20000,25344646,126723230,5069279,25346395,20275367,101376835,False
kd_w100,1.0,12000,52000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_012000.pt,98.76559948921204,0.08632143028080463,-0.20877704620361204,0.08438990153372287,False,26000,0,26612157,133060785,26612157,133060785,0,0,96.07004733085631,0.17032094150781632,0.6855140209197974,0.12604788802564143,True,5000,21000,26358152,131790760,5069279,25346395,21288873,106444365,False
kd_w100,1.0,14000,54000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_014000.pt,98.78777713775635,0.08472398594021797,-0.1865993976593039,0.08261282220482827,False,27000,0,27635246,138176230,27635246,138176230,0,0,96.06587452888488,0.17044732719659808,0.6813412189483614,0.125585163757205,True,5000,22000,27372241,136861205,5069279,25346395,22302962,111514810,False
kd_w100,1.0,16000,56000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_016000.pt,98.78950805664061,0.08572112508118152,-0.18486847877503543,0.08351342491805552,False,28000,0,28659246,143296230,28659246,143296230,0,0,96.08626532554626,0.1699115097522736,0.7017320156097573,0.1285462323576212,True,5000,23000,28385747,141928735,5069279,25346395,23316468,116582340,False
kd_w100,1.0,18000,58000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_018000.pt,98.78281812667846,0.08442276231944561,-0.19155840873719132,0.08211479634046553,False,29000,0,29682335,148411675,29682335,148411675,0,0,96.09444246292114,0.16970675364136695,0.7099091529846224,0.12520344443619252,True,5000,24000,29399836,146999180,5069279,25346395,24330557,121652785,False
kd_w100,1.0,20000,60000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_020000.pt,98.77049672603606,0.08573708161711693,-0.20387980937959238,0.08309455588459969,False,30000,0,30706335,153531675,30706335,153531675,0,0,95.99748973846434,0.17322919592261318,0.6129564285278222,0.12537177316844464,True,5000,25000,30413342,152066710,5069279,25346395,25344063,126720315,False
kd_w100,1.0,22000,62000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_022000.pt,98.79227895736693,0.08412234075367454,-0.18209757804872329,0.08189924806356429,False,31000,0,31729424,158647120,31729424,158647120,0,0,96.06418676376343,0.170796000212431,0.6796534538269228,0.1249373584985733,True,5000,26000,31427431,157137155,5069279,25346395,26358152,131790760,False
kd_w100,1.0,24000,64000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_024000.pt,98.81560666561128,0.08443118780851365,-0.15876986980437602,0.08226053677499294,False,32000,0,32753424,163767120,32753424,163767120,0,0,96.09468717575072,0.1698224663734436,0.7101538658142115,0.1261773869395256,True,5000,27000,32440937,162204685,5069279,25346395,27371658,136858290,False
kd_w100,1.0,26000,66000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_026000.pt,98.81421580314637,0.08395393639802931,-0.16016073226928773,0.0816690105944872,False,33000,0,33776513,168882565,33776513,168882565,0,0,96.09602615833282,0.16947494000196456,0.7114928483963112,0.12490343376994133,True,5000,28000,33455026,167275130,5069279,25346395,28385747,141928735,False
kd_w100,1.0,28000,68000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_028000.pt,98.80405526161194,0.0835583437234163,-0.17032127380371964,0.0810828562825918,False,34000,0,34800513,174002565,34800513,174002565,0,0,96.09068503379822,0.1695445522665977,0.7061517238617143,0.12603615894913672,True,5000,29000,34468532,172342660,5069279,25346395,29399253,146996265,False
kd_w100,1.0,30000,70000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_030000.pt,98.77364804744721,0.08533282652497291,-0.2007284879684379,0.08243921361863613,False,35000,0,35823602,179118010,35823602,179118010,0,0,96.00082142353058,0.17200186699628828,0.6162881135940657,0.12538633085787296,True,5000,30000,35482038,177410190,5069279,25346395,30412759,152063795,False
kd_w100,1.0,32000,72000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_032000.pt,98.80253133773803,0.08371532037854194,-0.17184519767762252,0.0809448789805174,False,36000,0,36847602,184238010,36847602,184238010,0,0,96.04130105972291,0.17042593955993654,0.6567677497863911,0.12585612982511524,True,5000,31000,36496127,182480635,5069279,25346395,31426848,157134240,False
kd_w100,1.0,34000,74000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_034000.pt,98.8243921995163,0.0831642244011164,-0.14998433589935578,0.0807458955794573,False,37000,0,37870691,189353455,37870691,189353455,0,0,96.07513632774352,0.16997371837496758,0.6906030178070122,0.12585674561560156,True,5000,32000,37509633,187548165,5069279,25346395,32440354,162201770,False
kd_w100,1.0,36000,76000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_036000.pt,98.83780183792112,0.08270405642688274,-0.13657469749452922,0.08026897832751273,False,38000,0,38894691,194473455,38894691,194473455,0,0,96.11141571998596,0.16930830553174023,0.7268824100494453,0.12574085481464864,True,5000,33000,38523722,192618610,5069279,25346395,33454443,167272215,False
kd_w100,1.0,38000,78000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_038000.pt,98.8478037595749,0.08320986926555633,-0.12657277584074977,0.080373227968812,False,39000,0,39917780,199588900,39917780,199588900,0,0,96.11404492855071,0.169159185141325,0.7295116186141981,0.12594546601176262,True,5000,34000,39537228,197686140,5069279,25346395,34467949,172339745,False
kd_w100,1.0,40000,80000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_040000.pt,98.83766989707948,0.08292796313762665,-0.13670663833618146,0.08018665723502634,False,40000,0,40941780,204708900,40941780,204708900,0,0,96.12161400318145,0.16929535791277883,0.7370806932449292,0.125486708432436,True,5000,35000,40551317,202756585,5069279,25346395,35482038,177410190,False
kd_w100,1.0,42000,82000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_042000.pt,98.84560742378235,0.08320016637444497,-0.12876911163329785,0.08040801137685774,False,41000,0,41964869,209824345,41964869,209824345,0,0,96.1147215127945,0.1691981144249439,0.7301882028579842,0.12587677016854282,True,5000,36000,41564823,207824115,5069279,25346395,36495544,182477720,False
kd_w100,1.0,44000,84000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_044000.pt,98.84378073215484,0.08250001259148121,-0.13059580326081344,0.07974056005477906,False,42000,0,42988869,214944345,42988869,214944345,0,0,96.0594159603119,0.17110699936747553,0.6748826503753746,0.12510488405823708,True,5000,37000,42578912,212894560,5069279,25346395,37509633,187548165,False
kd_w100,1.0,46000,86000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_046000.pt,98.85761933326721,0.08404396586120129,-0.1167572021484431,0.08171429820358754,False,43000,0,44011958,220059790,44011958,220059790,0,0,96.10404536724091,0.1694466814398766,0.7195120573043945,0.1261608272790909,True,5000,38000,43592418,217962090,5069279,25346395,38523139,192615695,False
kd_w100,1.0,48000,88000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_048000.pt,98.82558641433715,0.0825947530567646,-0.14879012107850142,0.0795731347054243,False,44000,0,45035958,225179790,45035958,225179790,0,0,96.03018157482146,0.17063350006937983,0.645648264884946,0.1259734805673361,True,5000,39000,44606507,223032535,5069279,25346395,39537228,197686140,False
kd_w100,1.0,50000,90000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_050000.pt,98.85810501575469,0.08180152922868729,-0.11627151966095983,0.07885981500148773,False,45000,0,46059047,230295235,46059047,230295235,0,0,96.09143397808076,0.17113223448395726,0.7069006681442391,0.12488508075475693,True,5000,40000,45620013,228100065,5069279,25346395,40550734,202753670,False
kd_w100,1.0,52000,92000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_052000.pt,98.86328427791595,0.08184475786983965,-0.11109225749970086,0.07894492670893669,False,46000,0,47083047,235415235,47083047,235415235,0,0,96.09082586765291,0.16943589150905605,0.7062925577163925,0.1260596461594105,True,5000,41000,46633519,233167595,5069279,25346395,41564240,207821200,False
kd_w100,1.0,54000,94000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_054000.pt,98.86590852737427,0.08333603143692016,-0.10846800804137358,0.08041956909000875,False,47000,0,48106136,240530680,48106136,240530680,0,0,96.11155519485474,0.1694186508655548,0.727021884918233,0.1271195527166128,True,5000,42000,47647608,238238040,5069279,25346395,42578329,212891645,False
kd_w100,1.0,56000,96000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_056000.pt,98.85553152561188,0.081495775654912,-0.11884500980376966,0.07839505262672902,False,48000,0,49130136,245650680,49130136,245650680,0,0,96.11501846313477,0.16960714459419252,0.730485153198257,0.12454446591436863,True,5000,43000,48661114,243305570,5069279,25346395,43591835,217959175,False
kd_w100,1.0,58000,98000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_058000.pt,98.86167769432068,0.08184045739471914,-0.11269884109497141,0.07879032902419565,False,49000,0,50153225,250766125,50153225,250766125,0,0,96.04964969158173,0.17020748481154443,0.6651163816452144,0.12736921496689319,True,5000,44000,49675203,248376015,5069279,25346395,44605924,223029620,False
kd_w100,1.0,60000,100000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_060000.pt,98.83364694118498,0.08421843759715558,-0.14072959423067077,0.08088664077222348,False,50000,0,51176314,255881570,51176314,255881570,0,0,95.95266935825347,0.17206161171197892,0.5681360483169584,0.12639937549829483,True,5000,45000,50688709,253443545,5069279,25346395,45619430,228097150,False
