source,target,auc,bce,balanced_bce,calibrated_bce,average_precision,checkpoint_step
ukr_rus_twitter,ukr_rus_twitter,0.916519387755102,0.6223085017240666,0.46813665815110733,0.19212255523143207,0.8716928213357547,66000
ukr_rus_twitter,covid19_twitter,0.7516166326530611,0.6693018765460214,0.6117237091494124,0.3645195870740141,0.5687441561892557,66000
ukr_rus_twitter,midterm,0.7597095918367348,0.754115872216652,0.6222209547671853,0.3841241811302234,0.4692092010023189,66000
ukr_rus_twitter,covid_political,0.7559737755102041,0.8717100842368469,0.6554970684623422,0.38364590390285935,0.4587533927165469,66000
ukr_rus_twitter,election2020,0.6314830612244897,1.121516728513986,0.8104764276499189,0.43537402919807006,0.2577043680371667,66000
ukr_rus_twitter,ukr_rus_suspended,0.791085306122449,0.7273416631743238,0.588343188435961,0.35497399695087234,0.5687465412649991,66000
ukr_rus_twitter,twibot20,0.7638233673469389,0.6894947606566435,0.6000101728065824,0.37021242278652156,0.5385061822223431,66000
ukr_rus_twitter,cp_hk_twitter,0.6623980612244897,0.6994754073643141,0.6601251772438391,0.4262563644657964,0.3652397445661847,66000
ukr_rus_twitter,facebook_page_reference,0.7457370918367348,0.7006165817477105,0.6229045781203912,0.3861647421636505,0.48736681646554425,66000
covid19_twitter,ukr_rus_twitter,0.7793958163265307,0.6714596675052203,0.589169773576896,0.35617860996064854,0.5815908094800873,56000
covid19_twitter,covid19_twitter,0.909244387755102,0.6297490902566805,0.48698707663028296,0.22638059042178255,0.8246692455075442,56000
covid19_twitter,midterm,0.7731910204081633,0.7956106446147665,0.6387458283380593,0.39010692160866617,0.4366360660382048,56000
covid19_twitter,covid_political,0.8237746428571429,1.0098851274840377,0.6810922507296175,0.3343067317229406,0.5946928621937951,56000
covid19_twitter,election2020,0.6883712755102042,1.3377584082296992,0.9073392836145444,0.4214194788473382,0.30290723397732067,56000
covid19_twitter,ukr_rus_suspended,0.7071292857142857,0.773934145165227,0.6478955003211405,0.4147061001380537,0.36500131495315996,56000
covid19_twitter,twibot20,0.8167420408163266,0.7131871087184636,0.5647606179040292,0.3385005580426182,0.6122112139682365,56000
covid19_twitter,cp_hk_twitter,0.7779233673469388,0.7277385105056153,0.590691752157823,0.35890603854131886,0.5526363359790972,56000
covid19_twitter,facebook_page_reference,0.7509487244897959,0.7315079715430421,0.6340242338044876,0.3960075236828815,0.44818847662152717,56000
midterm,ukr_rus_twitter,0.6226030612244898,0.7087487360100234,0.6765136671984362,0.4350988806979693,0.31514789817482813,58000
midterm,covid19_twitter,0.6560822448979592,0.705889839090266,0.6619116093740302,0.42629533231094274,0.3385656550501902,58000
midterm,midterm,0.945198163265306,0.6218848249436334,0.4561985830596013,0.18493485930493989,0.8928986080347726,58000
midterm,covid_political,0.7032567346938776,0.7054327453640683,0.6469499774256403,0.4134479004558416,0.40559555884378085,58000
midterm,election2020,0.6611734693877551,0.7565550011030197,0.6741657982492562,0.4352142664139193,0.27246258118547106,58000
midterm,ukr_rus_suspended,0.6561429591836735,0.7050961309732664,0.66846447037438,0.43213571012446833,0.31996934949558387,58000
midterm,twibot20,0.6842684693877551,0.7018350256394033,0.6557131482009136,0.42007022476851363,0.3755354864614965,58000
midterm,cp_hk_twitter,0.5843386734693877,0.7233814217521927,0.6881105311500806,0.44629145743560894,0.21858869861516056,58000
midterm,facebook_page_reference,0.658402806122449,0.7545063682519761,0.675185435686841,0.43737427028260395,0.2955455992904933,58000
covid_political,ukr_rus_twitter,0.5120547959183673,0.7042253570429657,0.6964475770168891,0.44843947915986504,0.2509261471480103,10000
covid_political,covid19_twitter,0.5376085714285714,0.7107302289222475,0.6946035611295119,0.4464312082021962,0.27104187997842544,10000
covid_political,midterm,0.6351130612244898,0.6975788265762847,0.681100634833775,0.440675069565806,0.29994099173904265,10000
covid_political,covid_political,0.9341511224489796,0.6161338491817708,0.44980817368375287,0.17170049012372265,0.9112021136369426,10000
