source,comparator,kd_training_bce,kd_validation_auc,nearest_step,nearest_training_bce,nearest_validation_auc,absolute_bce_mismatch,kd_minus_nearest_auc_pp
ukr_rus_twitter,extended_bce,0.08655679523944854,98.74585928916932,90000,0.08653097227215766,98.63354706764221,2.582296729088107e-05,0.1123122215271053
ukr_rus_twitter,singleton,0.08655679523944854,98.74585928916932,18000,0.08631438501179219,98.72720656394958,0.00024241022765635056,0.01865272521973793
facebook_page_reference,extended_bce,0.12690456099808214,96.10667834281921,8000,0.13276783749461174,95.87567994594575,0.005863276496529596,0.2309983968734599
facebook_page_reference,singleton,0.12690456099808214,96.10667834281921,6000,0.1143825151026249,95.38453330993651,0.012522045895457246,0.7221450328826933
