target,async_kd,extended_bce,extended_bce_matched,rewind_bce,rewind_bce_matched,Ukraine singleton,Facebook singleton,KD minus matched BCE,KD minus Ukraine singleton,role
covid19_twitter,96.64211224489796,96.03283673469389,96.02935714285717,96.03283673469389,96.02935714285717,96.45024489795915,92.2419336734694,0.6127551020407935,0.1918673469388068,transfer graph test
covid_political,96.12871428571428,95.4319081632653,94.37076020408163,95.4319081632653,94.37076020408163,96.10995918367348,87.39727551020408,1.757954081632647,0.018755102040799443,transfer graph test
cp_hk_twitter,96.99145918367348,96.12811224489796,95.74065306122448,96.12811224489796,95.74065306122448,97.45355102040816,88.69581632653059,1.2508061224490064,-0.4620918367346718,transfer graph test
facebook_page_reference,95.6778775510204,94.93964285714284,95.3728163265306,94.93964285714284,95.3728163265306,88.86569387755102,95.20388775510203,0.30506122448980477,6.812183673469377,training graph test
midterm,94.28330612244899,93.60345918367348,93.4123163265306,93.60345918367348,93.4123163265306,94.77927551020407,83.70626530612245,0.8709897959183905,-0.4959693877550819,transfer graph test
twibot20,94.38184693877551,93.76297959183674,93.73485714285717,93.76297959183674,93.73485714285717,94.39454081632653,86.90514285714286,0.6469897959183442,-0.012693877551015476,transfer graph test
ukr_rus_suspended,94.90757142857143,94.62387244897957,94.34778061224488,94.62387244897957,94.34778061224488,95.39764285714286,89.12747959183673,0.5597908163265544,-0.4900714285714258,transfer graph test
ukr_rus_twitter,98.92741836734696,98.87395918367348,98.6341224489796,98.87395918367348,98.6341224489796,99.27416326530611,95.22508163265307,0.29329591836736313,-0.3467448979591552,training graph test
