source,historical_mean_foreign_value,final_core_mean_foreign_value
covid19_twitter,0.862575393606375,0.8354092958101367
covid_political,0.671829436781625,0.6970438647772617
cp_hk_twitter,0.7087227894935,0.779353500508714
election2020,0.653761046156625,0.7348576671147712
facebook_page_reference,0.7700178987326249,0.7705046217503219
midterm,0.793433167816125,0.797508840200088
twibot20,0.834589172952625,0.8298384593935305
ukr_rus_suspended,0.75350845549575,0.7661638127090373
ukr_rus_twitter,0.865044933081875,0.8478863926111966
