accuracy	architecture	baseline	checkpoint_step	dataset	episode_fingerprint	episodes	eval_episode_seed_offset	f1	model_id	n_query	n_shot	n_way	queries	roc_auc	seed	sources	task	training_seed	result_file	aux_loss	checkpoint	evaluation_seed	loss	score	score_std
0.5	gilt	pretrained	20	election2020	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	128	0	0.518796992481203	ss_facebook_page_reference	1	10	2	256	0.58184814453125	0	['facebook_page_reference']	classification	0	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_gilt_ss_facebook_page_reference_s0_o0_step20.jsonl						
0.5061848958333334	gilt	pretrained	20	twibot20	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	128	0	0.5209977897063467	ss_facebook_page_reference	12	10	2	3072	0.5141790178087022	0	['facebook_page_reference']	classification	0	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_gilt_ss_facebook_page_reference_s0_o0_step20.jsonl						
0.5693359375	gilt	pretrained	20	facebook_page_reference	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	128	0	0.5576730190571715	ss_facebook_page_reference	4	10	2	1024	0.6158638000488281	0	['facebook_page_reference']	classification	0	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_gilt_ss_facebook_page_reference_s0_o0_step20.jsonl						
0.6988932291666666	gilt	pretrained	300	covid_political	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	128	0	0.6917694101966011	ss_facebook_page_reference	12	10	2	3072	0.7446306717777235	0	['facebook_page_reference']	classification	0	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_gilt_ss_facebook_page_reference_s0_o0_step300.jsonl						
0.46875	gilt	pretrained	300	ukr_rus_suspended	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	128	0	0.48484848484848486	ss_facebook_page_reference	1	10	2	256	0.4605712890625	0	['facebook_page_reference']	classification	0	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_gilt_ss_facebook_page_reference_s0_o0_step300.jsonl						
0.78125	gilt	pretrained	300	election2020	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	128	0	0.7894736842105263	ss_facebook_page_reference	1	10	2	256	0.8543701171875	0	['facebook_page_reference']	classification	0	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_gilt_ss_facebook_page_reference_s0_o0_step300.jsonl						
0.5426432291666666	gilt	pretrained	300	twibot20	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	128	0	0.5549572378840671	ss_facebook_page_reference	12	10	2	3072	0.5616516537136502	0	['facebook_page_reference']	classification	0	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_gilt_ss_facebook_page_reference_s0_o0_step300.jsonl						
0.7041015625	gilt	pretrained	300	facebook_page_reference	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	128	0	0.703232125367287	ss_facebook_page_reference	4	10	2	1024	0.7901039123535156	0	['facebook_page_reference']	classification	0	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_gilt_ss_facebook_page_reference_s0_o0_step300.jsonl						
0.4593098958333333	gilt	pretrained	60	covid_political	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	128	0	0.44945309910507125	ss_facebook_page_reference	12	10	2	3072	0.4533981390859908	0	['facebook_page_reference']	classification	0	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_gilt_ss_facebook_page_reference_s0_o0_step60.jsonl						
0.46484375	gilt	pretrained	60	ukr_rus_suspended	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	128	0	0.4790874524714829	ss_facebook_page_reference	1	10	2	256	0.4853515625	0	['facebook_page_reference']	classification	0	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_gilt_ss_facebook_page_reference_s0_o0_step60.jsonl						
