arm,step,task,dataset,target,metric,value,model,source_model,shared_step0,n_hop,hop_sizes,node_limit,nm_walk_hops,evidence_path
all8,0,regression,midterm,account_age_days,spearman,0.0220532961871374,sat_h2m_all8_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
all8,0,regression,twibot20,account_age_days,spearman,0.0569433366917886,sat_h2m_all8_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
all8,0,regression,ukr_rus_twitter,account_age_days,spearman,0.0164790704354672,sat_h2m_all8_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
all8,100,regression,covid19_twitter,account_age_days,spearman,0.0137016696047271,sat_h2m_all8_s000100,sat_h2m_all8_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
all8,100,regression,midterm,account_age_days,spearman,0.0059441356702334,sat_h2m_all8_s000100,sat_h2m_all8_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
all8,100,regression,twibot20,account_age_days,spearman,0.0635111668559374,sat_h2m_all8_s000100,sat_h2m_all8_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
all8,100,regression,ukr_rus_twitter,account_age_days,spearman,7.032097419902293e-05,sat_h2m_all8_s000100,sat_h2m_all8_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
all8,500,regression,covid19_twitter,account_age_days,spearman,0.0231551009519687,sat_h2m_all8_s000500,sat_h2m_all8_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
all8,500,regression,midterm,account_age_days,spearman,0.057255884500856,sat_h2m_all8_s000500,sat_h2m_all8_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
all8,500,regression,twibot20,account_age_days,spearman,0.0493572519423285,sat_h2m_all8_s000500,sat_h2m_all8_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
all8,500,regression,ukr_rus_twitter,account_age_days,spearman,0.0409091792611135,sat_h2m_all8_s000500,sat_h2m_all8_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
all8,1000,regression,covid19_twitter,account_age_days,spearman,0.0319715978092071,sat_h2m_all8_s001000,sat_h2m_all8_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
all8,1000,regression,midterm,account_age_days,spearman,0.0506482420616204,sat_h2m_all8_s001000,sat_h2m_all8_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
all8,1000,regression,twibot20,account_age_days,spearman,0.0677641849524423,sat_h2m_all8_s001000,sat_h2m_all8_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
all8,1000,regression,ukr_rus_twitter,account_age_days,spearman,0.0588622179880156,sat_h2m_all8_s001000,sat_h2m_all8_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
all8,2000,regression,covid19_twitter,account_age_days,spearman,0.0529915925349041,sat_h2m_all8_s002000,sat_h2m_all8_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
all8,2000,regression,midterm,account_age_days,spearman,0.0708242550283279,sat_h2m_all8_s002000,sat_h2m_all8_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
all8,2000,regression,twibot20,account_age_days,spearman,0.0954085282047158,sat_h2m_all8_s002000,sat_h2m_all8_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
all8,2000,regression,ukr_rus_twitter,account_age_days,spearman,0.0474510035561226,sat_h2m_all8_s002000,sat_h2m_all8_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
all8,10000,regression,covid19_twitter,account_age_days,spearman,0.0506555559974676,sat_h2m_all8_s010000,sat_h2m_all8_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
all8,10000,regression,midterm,account_age_days,spearman,0.0671830708129374,sat_h2m_all8_s010000,sat_h2m_all8_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
all8,10000,regression,twibot20,account_age_days,spearman,0.1079941390447176,sat_h2m_all8_s010000,sat_h2m_all8_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
all8,10000,regression,ukr_rus_twitter,account_age_days,spearman,0.0536866548425248,sat_h2m_all8_s010000,sat_h2m_all8_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
all8,40000,regression,covid19_twitter,account_age_days,spearman,0.0498258446409715,sat_h2m_all8_s040000,sat_h2m_all8_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
all8,40000,regression,midterm,account_age_days,spearman,0.0613745532854767,sat_h2m_all8_s040000,sat_h2m_all8_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
all8,40000,regression,twibot20,account_age_days,spearman,0.1136923085445641,sat_h2m_all8_s040000,sat_h2m_all8_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
all8,40000,regression,ukr_rus_twitter,account_age_days,spearman,0.0558273599582579,sat_h2m_all8_s040000,sat_h2m_all8_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
covid,0,regression,covid19_twitter,account_age_days,spearman,0.020759048635079,sat_h2m_covid_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
covid,0,regression,midterm,account_age_days,spearman,0.0220532961871374,sat_h2m_covid_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
covid,0,regression,twibot20,account_age_days,spearman,0.0569433366917886,sat_h2m_covid_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
covid,0,regression,ukr_rus_twitter,account_age_days,spearman,0.0164790704354672,sat_h2m_covid_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
covid,100,regression,covid19_twitter,account_age_days,spearman,0.0007060822141559,sat_h2m_covid_s000100,sat_h2m_covid_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
covid,100,regression,midterm,account_age_days,spearman,0.0313717076762286,sat_h2m_covid_s000100,sat_h2m_covid_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
covid,100,regression,twibot20,account_age_days,spearman,0.0345736939825423,sat_h2m_covid_s000100,sat_h2m_covid_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
covid,100,regression,ukr_rus_twitter,account_age_days,spearman,0.0239485502009981,sat_h2m_covid_s000100,sat_h2m_covid_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
covid,500,regression,covid19_twitter,account_age_days,spearman,0.0488621736418468,sat_h2m_covid_s000500,sat_h2m_covid_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
covid,500,regression,midterm,account_age_days,spearman,0.1014703601837761,sat_h2m_covid_s000500,sat_h2m_covid_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
covid,500,regression,twibot20,account_age_days,spearman,0.081518664687712,sat_h2m_covid_s000500,sat_h2m_covid_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
covid,500,regression,ukr_rus_twitter,account_age_days,spearman,0.0292823304064921,sat_h2m_covid_s000500,sat_h2m_covid_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
covid,1000,regression,covid19_twitter,account_age_days,spearman,0.0428532390852084,sat_h2m_covid_s001000,sat_h2m_covid_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
covid,1000,regression,midterm,account_age_days,spearman,0.0780318505958566,sat_h2m_covid_s001000,sat_h2m_covid_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
covid,1000,regression,twibot20,account_age_days,spearman,0.0773389176489039,sat_h2m_covid_s001000,sat_h2m_covid_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
covid,1000,regression,ukr_rus_twitter,account_age_days,spearman,0.0349681727885497,sat_h2m_covid_s001000,sat_h2m_covid_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
covid,2000,regression,covid19_twitter,account_age_days,spearman,0.0576925324161387,sat_h2m_covid_s002000,sat_h2m_covid_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
covid,2000,regression,midterm,account_age_days,spearman,0.075335584713083,sat_h2m_covid_s002000,sat_h2m_covid_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
covid,2000,regression,twibot20,account_age_days,spearman,0.0866591726434847,sat_h2m_covid_s002000,sat_h2m_covid_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
covid,2000,regression,ukr_rus_twitter,account_age_days,spearman,0.0582395430538449,sat_h2m_covid_s002000,sat_h2m_covid_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
covid,10000,regression,covid19_twitter,account_age_days,spearman,0.057284149154738,sat_h2m_covid_s010000,sat_h2m_covid_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
covid,10000,regression,midterm,account_age_days,spearman,0.0783037528258658,sat_h2m_covid_s010000,sat_h2m_covid_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
covid,10000,regression,twibot20,account_age_days,spearman,0.114955039442575,sat_h2m_covid_s010000,sat_h2m_covid_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
covid,10000,regression,ukr_rus_twitter,account_age_days,spearman,0.0536941067871787,sat_h2m_covid_s010000,sat_h2m_covid_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
covid,40000,regression,covid19_twitter,account_age_days,spearman,0.0637359019459605,sat_h2m_covid_s040000,sat_h2m_covid_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
covid,40000,regression,midterm,account_age_days,spearman,0.0834819671408308,sat_h2m_covid_s040000,sat_h2m_covid_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
covid,40000,regression,twibot20,account_age_days,spearman,0.1092788725822603,sat_h2m_covid_s040000,sat_h2m_covid_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
covid,40000,regression,ukr_rus_twitter,account_age_days,spearman,0.0505463403653582,sat_h2m_covid_s040000,sat_h2m_covid_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
ukr,0,regression,covid19_twitter,account_age_days,spearman,0.020759048635079,sat_h2m_ukr_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
ukr,0,regression,midterm,account_age_days,spearman,0.0220532961871374,sat_h2m_ukr_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
ukr,0,regression,twibot20,account_age_days,spearman,0.0569433366917886,sat_h2m_ukr_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
ukr,0,regression,ukr_rus_twitter,account_age_days,spearman,0.0164790704354672,sat_h2m_ukr_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
ukr,100,regression,covid19_twitter,account_age_days,spearman,-0.0023995452058761,sat_h2m_ukr_s000100,sat_h2m_ukr_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
ukr,100,regression,midterm,account_age_days,spearman,0.0294925549001895,sat_h2m_ukr_s000100,sat_h2m_ukr_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
ukr,100,regression,twibot20,account_age_days,spearman,0.0535864302881368,sat_h2m_ukr_s000100,sat_h2m_ukr_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
ukr,100,regression,ukr_rus_twitter,account_age_days,spearman,0.023093154176952,sat_h2m_ukr_s000100,sat_h2m_ukr_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
ukr,500,regression,covid19_twitter,account_age_days,spearman,0.0809263962036396,sat_h2m_ukr_s000500,sat_h2m_ukr_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
ukr,500,regression,midterm,account_age_days,spearman,0.0747715843635973,sat_h2m_ukr_s000500,sat_h2m_ukr_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
ukr,500,regression,twibot20,account_age_days,spearman,0.1046909739759695,sat_h2m_ukr_s000500,sat_h2m_ukr_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
ukr,500,regression,ukr_rus_twitter,account_age_days,spearman,0.0449320709575348,sat_h2m_ukr_s000500,sat_h2m_ukr_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
ukr,1000,regression,covid19_twitter,account_age_days,spearman,0.0612199513479458,sat_h2m_ukr_s001000,sat_h2m_ukr_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
ukr,1000,regression,midterm,account_age_days,spearman,0.0764207072997152,sat_h2m_ukr_s001000,sat_h2m_ukr_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
ukr,1000,regression,twibot20,account_age_days,spearman,0.0744330219250983,sat_h2m_ukr_s001000,sat_h2m_ukr_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
ukr,1000,regression,ukr_rus_twitter,account_age_days,spearman,0.0499052843751152,sat_h2m_ukr_s001000,sat_h2m_ukr_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
ukr,2000,regression,covid19_twitter,account_age_days,spearman,0.0638282520596498,sat_h2m_ukr_s002000,sat_h2m_ukr_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
ukr,2000,regression,midterm,account_age_days,spearman,0.0792798711871541,sat_h2m_ukr_s002000,sat_h2m_ukr_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
ukr,2000,regression,twibot20,account_age_days,spearman,0.0953881255096752,sat_h2m_ukr_s002000,sat_h2m_ukr_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
ukr,2000,regression,ukr_rus_twitter,account_age_days,spearman,0.0483610373594824,sat_h2m_ukr_s002000,sat_h2m_ukr_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
ukr,10000,regression,covid19_twitter,account_age_days,spearman,0.0581856749854612,sat_h2m_ukr_s010000,sat_h2m_ukr_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
ukr,10000,regression,midterm,account_age_days,spearman,0.0911622873885644,sat_h2m_ukr_s010000,sat_h2m_ukr_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
ukr,10000,regression,twibot20,account_age_days,spearman,0.1162546385361077,sat_h2m_ukr_s010000,sat_h2m_ukr_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
ukr,10000,regression,ukr_rus_twitter,account_age_days,spearman,0.04198869604146,sat_h2m_ukr_s010000,sat_h2m_ukr_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
ukr,40000,regression,covid19_twitter,account_age_days,spearman,0.0556414944144361,sat_h2m_ukr_s040000,sat_h2m_ukr_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
ukr,40000,regression,midterm,account_age_days,spearman,0.0861790130236267,sat_h2m_ukr_s040000,sat_h2m_ukr_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
ukr,40000,regression,twibot20,account_age_days,spearman,0.1145876409318388,sat_h2m_ukr_s040000,sat_h2m_ukr_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
ukr,40000,regression,ukr_rus_twitter,account_age_days,spearman,0.048484813224073,sat_h2m_ukr_s040000,sat_h2m_ukr_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
all8,0,regression,covid19_twitter,followers_count,spearman,0.1297974529618796,sat_h2m_all8_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
all8,0,regression,midterm,followers_count,spearman,0.2106935385544174,sat_h2m_all8_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
all8,0,regression,twibot20,followers_count,spearman,0.4246706129836022,sat_h2m_all8_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
all8,0,regression,ukr_rus_twitter,followers_count,spearman,0.1319631167731986,sat_h2m_all8_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
all8,100,regression,covid19_twitter,followers_count,spearman,0.0795980508244641,sat_h2m_all8_s000100,sat_h2m_all8_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
all8,100,regression,midterm,followers_count,spearman,0.1620650522444355,sat_h2m_all8_s000100,sat_h2m_all8_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
all8,100,regression,twibot20,followers_count,spearman,0.3547729162591199,sat_h2m_all8_s000100,sat_h2m_all8_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
all8,100,regression,ukr_rus_twitter,followers_count,spearman,0.115218085418182,sat_h2m_all8_s000100,sat_h2m_all8_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
