arm,step,task,dataset,target,metric,value,model,source_model,shared_step0,n_hop,hop_sizes,node_limit,nm_walk_hops,evidence_path
all8,500,regression,covid19_twitter,followers_count,spearman,0.0512346343711794,sat_h2m_all8_s000500,sat_h2m_all8_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
all8,500,regression,midterm,followers_count,spearman,0.1392921259082423,sat_h2m_all8_s000500,sat_h2m_all8_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
all8,500,regression,twibot20,followers_count,spearman,0.3116170848465558,sat_h2m_all8_s000500,sat_h2m_all8_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
all8,500,regression,ukr_rus_twitter,followers_count,spearman,0.0555462812234462,sat_h2m_all8_s000500,sat_h2m_all8_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
all8,1000,regression,covid19_twitter,followers_count,spearman,0.0894567422177605,sat_h2m_all8_s001000,sat_h2m_all8_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
all8,1000,regression,midterm,followers_count,spearman,0.1145670228751698,sat_h2m_all8_s001000,sat_h2m_all8_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
all8,1000,regression,twibot20,followers_count,spearman,0.3356599348401549,sat_h2m_all8_s001000,sat_h2m_all8_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
all8,1000,regression,ukr_rus_twitter,followers_count,spearman,0.0830786371190985,sat_h2m_all8_s001000,sat_h2m_all8_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
all8,2000,regression,covid19_twitter,followers_count,spearman,0.1001004672432542,sat_h2m_all8_s002000,sat_h2m_all8_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
all8,2000,regression,midterm,followers_count,spearman,0.1473764078970089,sat_h2m_all8_s002000,sat_h2m_all8_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
all8,2000,regression,twibot20,followers_count,spearman,0.3187506276642293,sat_h2m_all8_s002000,sat_h2m_all8_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
all8,2000,regression,ukr_rus_twitter,followers_count,spearman,0.0918160518933643,sat_h2m_all8_s002000,sat_h2m_all8_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
all8,10000,regression,covid19_twitter,followers_count,spearman,0.1088100617643986,sat_h2m_all8_s010000,sat_h2m_all8_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
all8,10000,regression,midterm,followers_count,spearman,0.1596684382544329,sat_h2m_all8_s010000,sat_h2m_all8_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
all8,10000,regression,twibot20,followers_count,spearman,0.3022582391363898,sat_h2m_all8_s010000,sat_h2m_all8_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
all8,10000,regression,ukr_rus_twitter,followers_count,spearman,0.1048765986561095,sat_h2m_all8_s010000,sat_h2m_all8_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
all8,40000,regression,covid19_twitter,followers_count,spearman,0.1086601270607684,sat_h2m_all8_s040000,sat_h2m_all8_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
all8,40000,regression,midterm,followers_count,spearman,0.1573776863991608,sat_h2m_all8_s040000,sat_h2m_all8_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
all8,40000,regression,twibot20,followers_count,spearman,0.2979780935457759,sat_h2m_all8_s040000,sat_h2m_all8_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
all8,40000,regression,ukr_rus_twitter,followers_count,spearman,0.1239622048925667,sat_h2m_all8_s040000,sat_h2m_all8_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
covid,0,regression,covid19_twitter,followers_count,spearman,0.1297974529618796,sat_h2m_covid_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
covid,0,regression,midterm,followers_count,spearman,0.2106935385544174,sat_h2m_covid_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
covid,0,regression,twibot20,followers_count,spearman,0.4246706129836022,sat_h2m_covid_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
covid,0,regression,ukr_rus_twitter,followers_count,spearman,0.1319631167731986,sat_h2m_covid_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
covid,100,regression,covid19_twitter,followers_count,spearman,0.1074864576216023,sat_h2m_covid_s000100,sat_h2m_covid_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
covid,100,regression,midterm,followers_count,spearman,0.2009009135907618,sat_h2m_covid_s000100,sat_h2m_covid_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
covid,100,regression,twibot20,followers_count,spearman,0.4022370891927364,sat_h2m_covid_s000100,sat_h2m_covid_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
covid,100,regression,ukr_rus_twitter,followers_count,spearman,0.0999656201381264,sat_h2m_covid_s000100,sat_h2m_covid_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
covid,500,regression,covid19_twitter,followers_count,spearman,0.0760158383415918,sat_h2m_covid_s000500,sat_h2m_covid_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
covid,500,regression,midterm,followers_count,spearman,0.1518601934126754,sat_h2m_covid_s000500,sat_h2m_covid_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
covid,500,regression,twibot20,followers_count,spearman,0.2713302043630931,sat_h2m_covid_s000500,sat_h2m_covid_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
covid,500,regression,ukr_rus_twitter,followers_count,spearman,0.0871914247464993,sat_h2m_covid_s000500,sat_h2m_covid_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
covid,1000,regression,covid19_twitter,followers_count,spearman,0.0732977075759833,sat_h2m_covid_s001000,sat_h2m_covid_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
covid,1000,regression,midterm,followers_count,spearman,0.1503642570703015,sat_h2m_covid_s001000,sat_h2m_covid_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
covid,1000,regression,twibot20,followers_count,spearman,0.2766878647022353,sat_h2m_covid_s001000,sat_h2m_covid_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
covid,1000,regression,ukr_rus_twitter,followers_count,spearman,0.1011082280297068,sat_h2m_covid_s001000,sat_h2m_covid_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
covid,2000,regression,covid19_twitter,followers_count,spearman,0.0764119948034139,sat_h2m_covid_s002000,sat_h2m_covid_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
covid,2000,regression,midterm,followers_count,spearman,0.1545042053014825,sat_h2m_covid_s002000,sat_h2m_covid_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
covid,2000,regression,twibot20,followers_count,spearman,0.2875176191864143,sat_h2m_covid_s002000,sat_h2m_covid_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
covid,2000,regression,ukr_rus_twitter,followers_count,spearman,0.1082944129225626,sat_h2m_covid_s002000,sat_h2m_covid_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
covid,10000,regression,covid19_twitter,followers_count,spearman,0.0652887023006518,sat_h2m_covid_s010000,sat_h2m_covid_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
covid,10000,regression,midterm,followers_count,spearman,0.1686043756401471,sat_h2m_covid_s010000,sat_h2m_covid_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
covid,10000,regression,twibot20,followers_count,spearman,0.2611544735317016,sat_h2m_covid_s010000,sat_h2m_covid_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
covid,10000,regression,ukr_rus_twitter,followers_count,spearman,0.1015498008729474,sat_h2m_covid_s010000,sat_h2m_covid_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
covid,40000,regression,covid19_twitter,followers_count,spearman,0.0972322355502126,sat_h2m_covid_s040000,sat_h2m_covid_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
covid,40000,regression,midterm,followers_count,spearman,0.1672926094887859,sat_h2m_covid_s040000,sat_h2m_covid_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
covid,40000,regression,twibot20,followers_count,spearman,0.2894973839034195,sat_h2m_covid_s040000,sat_h2m_covid_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
covid,40000,regression,ukr_rus_twitter,followers_count,spearman,0.103431310614832,sat_h2m_covid_s040000,sat_h2m_covid_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
ukr,0,regression,covid19_twitter,followers_count,spearman,0.1297974529618796,sat_h2m_ukr_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
ukr,0,regression,midterm,followers_count,spearman,0.2106935385544174,sat_h2m_ukr_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
ukr,0,regression,twibot20,followers_count,spearman,0.4246706129836022,sat_h2m_ukr_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
ukr,0,regression,ukr_rus_twitter,followers_count,spearman,0.1319631167731986,sat_h2m_ukr_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
ukr,100,regression,covid19_twitter,followers_count,spearman,0.1024092027266972,sat_h2m_ukr_s000100,sat_h2m_ukr_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
ukr,100,regression,midterm,followers_count,spearman,0.1769708029599799,sat_h2m_ukr_s000100,sat_h2m_ukr_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
ukr,100,regression,twibot20,followers_count,spearman,0.4002052643391915,sat_h2m_ukr_s000100,sat_h2m_ukr_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
ukr,100,regression,ukr_rus_twitter,followers_count,spearman,0.0914409554875934,sat_h2m_ukr_s000100,sat_h2m_ukr_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
ukr,500,regression,covid19_twitter,followers_count,spearman,0.0718884742855357,sat_h2m_ukr_s000500,sat_h2m_ukr_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
ukr,500,regression,midterm,followers_count,spearman,0.1720036852626756,sat_h2m_ukr_s000500,sat_h2m_ukr_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
ukr,500,regression,twibot20,followers_count,spearman,0.298886162128206,sat_h2m_ukr_s000500,sat_h2m_ukr_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
ukr,500,regression,ukr_rus_twitter,followers_count,spearman,0.0998581915376734,sat_h2m_ukr_s000500,sat_h2m_ukr_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
ukr,1000,regression,covid19_twitter,followers_count,spearman,0.0779351394549162,sat_h2m_ukr_s001000,sat_h2m_ukr_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
ukr,1000,regression,midterm,followers_count,spearman,0.1842448913365102,sat_h2m_ukr_s001000,sat_h2m_ukr_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
ukr,1000,regression,twibot20,followers_count,spearman,0.3185198068848194,sat_h2m_ukr_s001000,sat_h2m_ukr_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
ukr,1000,regression,ukr_rus_twitter,followers_count,spearman,0.1033799477405038,sat_h2m_ukr_s001000,sat_h2m_ukr_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
ukr,2000,regression,covid19_twitter,followers_count,spearman,0.1021018099423352,sat_h2m_ukr_s002000,sat_h2m_ukr_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
ukr,2000,regression,midterm,followers_count,spearman,0.1672252991027038,sat_h2m_ukr_s002000,sat_h2m_ukr_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
ukr,2000,regression,twibot20,followers_count,spearman,0.2864978952994468,sat_h2m_ukr_s002000,sat_h2m_ukr_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
ukr,2000,regression,ukr_rus_twitter,followers_count,spearman,0.1199941678832661,sat_h2m_ukr_s002000,sat_h2m_ukr_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
ukr,10000,regression,covid19_twitter,followers_count,spearman,0.0466797855275965,sat_h2m_ukr_s010000,sat_h2m_ukr_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
ukr,10000,regression,midterm,followers_count,spearman,0.1597654319194698,sat_h2m_ukr_s010000,sat_h2m_ukr_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
ukr,10000,regression,twibot20,followers_count,spearman,0.2790042422781017,sat_h2m_ukr_s010000,sat_h2m_ukr_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
ukr,10000,regression,ukr_rus_twitter,followers_count,spearman,0.100426268710759,sat_h2m_ukr_s010000,sat_h2m_ukr_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
ukr,40000,regression,covid19_twitter,followers_count,spearman,0.0907577530345872,sat_h2m_ukr_s040000,sat_h2m_ukr_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv
ukr,40000,regression,midterm,followers_count,spearman,0.1524059060774706,sat_h2m_ukr_s040000,sat_h2m_ukr_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv
ukr,40000,regression,twibot20,followers_count,spearman,0.2460249049750796,sat_h2m_ukr_s040000,sat_h2m_ukr_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv
ukr,40000,regression,ukr_rus_twitter,followers_count,spearman,0.1001582056027624,sat_h2m_ukr_s040000,sat_h2m_ukr_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv
