arm,step,task,dataset,target,metric,value_h2,model,source_model,shared_step0,n_hop,hop_sizes,node_limit,nm_walk_hops,evidence_path,value_h1,delta_h2_minus_h1
ukr,10000,classification,election2020,,roc_auc,0.9815240000000001,sat_h2m_ukr_s010000,sat_h2m_ukr_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/log/eval_sat_h2m_ukr_s010000_to_election2020_pl_10shot_01_08_2026_13_34_24/data/metrics_test_step0.json,0.978716,0.0028080000000000327
ukr,10000,classification,twibot20,,roc_auc,0.6222110416666667,sat_h2m_ukr_s010000,sat_h2m_ukr_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/log/eval_sat_h2m_ukr_s010000_to_twibot20_pl_10shot_01_08_2026_13_39_10/data/metrics_test_step0.json,0.6578746249999999,-0.03566358333333319
ukr,10000,classification,ukr_rus_suspended,,roc_auc,0.4840459999999999,sat_h2m_ukr_s010000,sat_h2m_ukr_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/log/eval_sat_h2m_ukr_s010000_to_ukr_rus_suspended_pl_10shot_01_08_2026_13_36_44/data/metrics_test_step0.json,0.50871,-0.024664000000000075
ukr,40000,classification,covid_political,,roc_auc,0.9294419166666668,sat_h2m_ukr_s040000,sat_h2m_ukr_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/log/eval_sat_h2m_ukr_s040000_to_covid_political_pl_10shot_01_08_2026_13_31_37/data/metrics_test_step0.json,0.9053978194444444,0.024044097222222338
ukr,40000,classification,election2020,,roc_auc,0.9869379999999999,sat_h2m_ukr_s040000,sat_h2m_ukr_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/log/eval_sat_h2m_ukr_s040000_to_election2020_pl_10shot_01_08_2026_13_34_34/data/metrics_test_step0.json,0.981414,0.005523999999999862
ukr,40000,classification,twibot20,,roc_auc,0.5927441666666666,sat_h2m_ukr_s040000,sat_h2m_ukr_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/log/eval_sat_h2m_ukr_s040000_to_twibot20_pl_10shot_01_08_2026_13_39_22/data/metrics_test_step0.json,0.631574486111111,-0.03883031944444437
ukr,40000,classification,ukr_rus_suspended,,roc_auc,0.502966,sat_h2m_ukr_s040000,sat_h2m_ukr_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/log/eval_sat_h2m_ukr_s040000_to_ukr_rus_suspended_pl_10shot_01_08_2026_13_36_45/data/metrics_test_step0.json,0.511902,-0.008935999999999944
all8,0,regression,covid19_twitter,account_age_days,spearman,0.020759048635079,sat_h2m_all8_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv,0.0203685867630674,0.0003904618720116
all8,0,regression,midterm,account_age_days,spearman,0.0220532961871374,sat_h2m_all8_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv,0.0174862483065851,0.004567047880552299
all8,0,regression,twibot20,account_age_days,spearman,0.0569433366917886,sat_h2m_all8_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv,0.0515299077002628,0.005413428991525804
all8,0,regression,ukr_rus_twitter,account_age_days,spearman,0.0164790704354672,sat_h2m_all8_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv,0.0206014489124629,-0.004122378476995699
all8,100,regression,covid19_twitter,account_age_days,spearman,0.0137016696047271,sat_h2m_all8_s000100,sat_h2m_all8_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv,0.0248635144722295,-0.011161844867502399
all8,100,regression,midterm,account_age_days,spearman,0.0059441356702334,sat_h2m_all8_s000100,sat_h2m_all8_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv,0.0031734121742604,0.0027707234959729998
all8,100,regression,twibot20,account_age_days,spearman,0.0635111668559374,sat_h2m_all8_s000100,sat_h2m_all8_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv,0.0455566092201542,0.0179545576357832
all8,100,regression,ukr_rus_twitter,account_age_days,spearman,7.032097419902293e-05,sat_h2m_all8_s000100,sat_h2m_all8_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv,0.0234753356876955,-0.02340501471349648
all8,500,regression,covid19_twitter,account_age_days,spearman,0.0231551009519687,sat_h2m_all8_s000500,sat_h2m_all8_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv,0.0087206623269062,0.014434438625062499
all8,500,regression,midterm,account_age_days,spearman,0.057255884500856,sat_h2m_all8_s000500,sat_h2m_all8_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv,0.0180618407119663,0.0391940437888897
all8,500,regression,twibot20,account_age_days,spearman,0.0493572519423285,sat_h2m_all8_s000500,sat_h2m_all8_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv,0.0328634902936775,0.016493761648650997
all8,500,regression,ukr_rus_twitter,account_age_days,spearman,0.0409091792611135,sat_h2m_all8_s000500,sat_h2m_all8_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv,0.0242298250144606,0.016679354246652903
all8,1000,regression,covid19_twitter,account_age_days,spearman,0.0319715978092071,sat_h2m_all8_s001000,sat_h2m_all8_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv,0.0344400900174864,-0.0024684922082792993
all8,1000,regression,midterm,account_age_days,spearman,0.0506482420616204,sat_h2m_all8_s001000,sat_h2m_all8_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv,0.0458970949539681,0.004751147107652301
all8,1000,regression,twibot20,account_age_days,spearman,0.0677641849524423,sat_h2m_all8_s001000,sat_h2m_all8_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv,0.0963758953718734,-0.0286117104194311
all8,1000,regression,ukr_rus_twitter,account_age_days,spearman,0.0588622179880156,sat_h2m_all8_s001000,sat_h2m_all8_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv,0.0301452099585264,0.0287170080294892
all8,2000,regression,covid19_twitter,account_age_days,spearman,0.0529915925349041,sat_h2m_all8_s002000,sat_h2m_all8_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv,0.0234218899041863,0.029569702630717797
all8,2000,regression,midterm,account_age_days,spearman,0.0708242550283279,sat_h2m_all8_s002000,sat_h2m_all8_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv,0.053643003537021,0.0171812514913069
all8,2000,regression,twibot20,account_age_days,spearman,0.0954085282047158,sat_h2m_all8_s002000,sat_h2m_all8_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv,0.0968937199425609,-0.0014851917378450874
all8,2000,regression,ukr_rus_twitter,account_age_days,spearman,0.0474510035561226,sat_h2m_all8_s002000,sat_h2m_all8_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv,0.0444280647211444,0.0030229388349782005
all8,10000,regression,covid19_twitter,account_age_days,spearman,0.0506555559974676,sat_h2m_all8_s010000,sat_h2m_all8_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv,0.0501067328717311,0.0005488231257365014
all8,10000,regression,midterm,account_age_days,spearman,0.0671830708129374,sat_h2m_all8_s010000,sat_h2m_all8_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv,0.0640197671121219,0.003163303700815495
all8,10000,regression,twibot20,account_age_days,spearman,0.1079941390447176,sat_h2m_all8_s010000,sat_h2m_all8_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv,0.113518055289472,-0.005523916244754401
all8,10000,regression,ukr_rus_twitter,account_age_days,spearman,0.0536866548425248,sat_h2m_all8_s010000,sat_h2m_all8_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv,0.0590909011888886,-0.0054042463463638
all8,40000,regression,covid19_twitter,account_age_days,spearman,0.0498258446409715,sat_h2m_all8_s040000,sat_h2m_all8_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv,0.0221646243687624,0.0276612202722091
all8,40000,regression,midterm,account_age_days,spearman,0.0613745532854767,sat_h2m_all8_s040000,sat_h2m_all8_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv,0.0872406407219089,-0.0258660874364322
all8,40000,regression,twibot20,account_age_days,spearman,0.1136923085445641,sat_h2m_all8_s040000,sat_h2m_all8_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv,0.1143433204802548,-0.0006510119356907124
all8,40000,regression,ukr_rus_twitter,account_age_days,spearman,0.0558273599582579,sat_h2m_all8_s040000,sat_h2m_all8_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv,0.049274433135159,0.006552926823098895
covid,0,regression,covid19_twitter,account_age_days,spearman,0.020759048635079,sat_h2m_covid_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv,0.0203685867630674,0.0003904618720116
covid,0,regression,midterm,account_age_days,spearman,0.0220532961871374,sat_h2m_covid_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv,0.0174862483065851,0.004567047880552299
covid,0,regression,twibot20,account_age_days,spearman,0.0569433366917886,sat_h2m_covid_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv,0.0515299077002628,0.005413428991525804
covid,0,regression,ukr_rus_twitter,account_age_days,spearman,0.0164790704354672,sat_h2m_covid_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv,0.0206014489124629,-0.004122378476995699
covid,100,regression,covid19_twitter,account_age_days,spearman,0.0007060822141559,sat_h2m_covid_s000100,sat_h2m_covid_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv,0.0386063232171849,-0.037900241003029
covid,100,regression,midterm,account_age_days,spearman,0.0313717076762286,sat_h2m_covid_s000100,sat_h2m_covid_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv,0.0376014830218313,-0.006229775345602699
covid,100,regression,twibot20,account_age_days,spearman,0.0345736939825423,sat_h2m_covid_s000100,sat_h2m_covid_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv,0.0367097873227415,-0.0021360933401992008
covid,100,regression,ukr_rus_twitter,account_age_days,spearman,0.0239485502009981,sat_h2m_covid_s000100,sat_h2m_covid_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv,0.0179223078371493,0.006026242363848799
covid,500,regression,covid19_twitter,account_age_days,spearman,0.0488621736418468,sat_h2m_covid_s000500,sat_h2m_covid_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv,0.0556282863315067,-0.006766112689659903
covid,500,regression,midterm,account_age_days,spearman,0.1014703601837761,sat_h2m_covid_s000500,sat_h2m_covid_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv,0.0569442459927219,0.0445261141910542
covid,500,regression,twibot20,account_age_days,spearman,0.081518664687712,sat_h2m_covid_s000500,sat_h2m_covid_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv,0.1020908960388784,-0.020572231351166398
covid,500,regression,ukr_rus_twitter,account_age_days,spearman,0.0292823304064921,sat_h2m_covid_s000500,sat_h2m_covid_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv,0.0289254813964607,0.0003568490100313987
covid,1000,regression,covid19_twitter,account_age_days,spearman,0.0428532390852084,sat_h2m_covid_s001000,sat_h2m_covid_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv,0.0572845765166567,-0.014431337431448303
covid,1000,regression,midterm,account_age_days,spearman,0.0780318505958566,sat_h2m_covid_s001000,sat_h2m_covid_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv,0.0611301621959934,0.016901688399863203
covid,1000,regression,twibot20,account_age_days,spearman,0.0773389176489039,sat_h2m_covid_s001000,sat_h2m_covid_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv,0.0985113684342766,-0.021172450785372707
covid,1000,regression,ukr_rus_twitter,account_age_days,spearman,0.0349681727885497,sat_h2m_covid_s001000,sat_h2m_covid_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv,0.015590392966041,0.019377779822508705
covid,2000,regression,covid19_twitter,account_age_days,spearman,0.0576925324161387,sat_h2m_covid_s002000,sat_h2m_covid_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv,0.0502544436814123,0.0074380887347264
covid,2000,regression,midterm,account_age_days,spearman,0.075335584713083,sat_h2m_covid_s002000,sat_h2m_covid_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv,0.0613072705899569,0.014028314123126107
covid,2000,regression,twibot20,account_age_days,spearman,0.0866591726434847,sat_h2m_covid_s002000,sat_h2m_covid_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv,0.1150095526663902,-0.02835038002290549
covid,2000,regression,ukr_rus_twitter,account_age_days,spearman,0.0582395430538449,sat_h2m_covid_s002000,sat_h2m_covid_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv,0.0369451977607927,0.0212943452930522
covid,10000,regression,covid19_twitter,account_age_days,spearman,0.057284149154738,sat_h2m_covid_s010000,sat_h2m_covid_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv,0.0670357075380801,-0.009751558383342095
covid,10000,regression,midterm,account_age_days,spearman,0.0783037528258658,sat_h2m_covid_s010000,sat_h2m_covid_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv,0.0739252927014983,0.004378460124367503
covid,10000,regression,twibot20,account_age_days,spearman,0.114955039442575,sat_h2m_covid_s010000,sat_h2m_covid_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv,0.1088058979295501,0.006149141513024897
covid,10000,regression,ukr_rus_twitter,account_age_days,spearman,0.0536941067871787,sat_h2m_covid_s010000,sat_h2m_covid_s010000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv,0.033235340850949,0.0204587659362297
covid,40000,regression,covid19_twitter,account_age_days,spearman,0.0637359019459605,sat_h2m_covid_s040000,sat_h2m_covid_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv,0.0617111720014051,0.002024729944555402
covid,40000,regression,midterm,account_age_days,spearman,0.0834819671408308,sat_h2m_covid_s040000,sat_h2m_covid_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv,0.0698585310294187,0.01362343611141209
covid,40000,regression,twibot20,account_age_days,spearman,0.1092788725822603,sat_h2m_covid_s040000,sat_h2m_covid_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv,0.10264722399958,0.006631648582680297
covid,40000,regression,ukr_rus_twitter,account_age_days,spearman,0.0505463403653582,sat_h2m_covid_s040000,sat_h2m_covid_s040000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv,0.0505173513645433,2.898900081489686e-05
ukr,0,regression,covid19_twitter,account_age_days,spearman,0.020759048635079,sat_h2m_ukr_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv,0.0203685867630674,0.0003904618720116
ukr,0,regression,midterm,account_age_days,spearman,0.0220532961871374,sat_h2m_ukr_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv,0.0174862483065851,0.004567047880552299
ukr,0,regression,twibot20,account_age_days,spearman,0.0569433366917886,sat_h2m_ukr_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv,0.0515299077002628,0.005413428991525804
ukr,0,regression,ukr_rus_twitter,account_age_days,spearman,0.0164790704354672,sat_h2m_ukr_s000000,sat_h2m_shared_s000000,True,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv,0.0206014489124629,-0.004122378476995699
ukr,100,regression,covid19_twitter,account_age_days,spearman,-0.0023995452058761,sat_h2m_ukr_s000100,sat_h2m_ukr_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv,0.0135464419339152,-0.0159459871397913
ukr,100,regression,midterm,account_age_days,spearman,0.0294925549001895,sat_h2m_ukr_s000100,sat_h2m_ukr_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv,-0.0081616448449649,0.037654199745154396
ukr,100,regression,twibot20,account_age_days,spearman,0.0535864302881368,sat_h2m_ukr_s000100,sat_h2m_ukr_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv,0.0621359770379735,-0.008549546749836705
ukr,100,regression,ukr_rus_twitter,account_age_days,spearman,0.023093154176952,sat_h2m_ukr_s000100,sat_h2m_ukr_s000100,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv,-0.0012710127857295,0.0243641669626815
ukr,500,regression,covid19_twitter,account_age_days,spearman,0.0809263962036396,sat_h2m_ukr_s000500,sat_h2m_ukr_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv,0.0375219500202311,0.0434044461834085
ukr,500,regression,midterm,account_age_days,spearman,0.0747715843635973,sat_h2m_ukr_s000500,sat_h2m_ukr_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv,0.0559819669373721,0.018789617426225196
ukr,500,regression,twibot20,account_age_days,spearman,0.1046909739759695,sat_h2m_ukr_s000500,sat_h2m_ukr_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv,0.0602258335654882,0.04446514041048131
ukr,500,regression,ukr_rus_twitter,account_age_days,spearman,0.0449320709575348,sat_h2m_ukr_s000500,sat_h2m_ukr_s000500,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv,0.0318040555051584,0.0131280154523764
ukr,1000,regression,covid19_twitter,account_age_days,spearman,0.0612199513479458,sat_h2m_ukr_s001000,sat_h2m_ukr_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv,0.0456658148303928,0.015554136517552997
ukr,1000,regression,midterm,account_age_days,spearman,0.0764207072997152,sat_h2m_ukr_s001000,sat_h2m_ukr_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv,0.0364783390174279,0.039942368282287304
ukr,1000,regression,twibot20,account_age_days,spearman,0.0744330219250983,sat_h2m_ukr_s001000,sat_h2m_ukr_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/twibot20__reg_probe.csv,0.0863996583859011,-0.011966636460802801
ukr,1000,regression,ukr_rus_twitter,account_age_days,spearman,0.0499052843751152,sat_h2m_ukr_s001000,sat_h2m_ukr_s001000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/ukr_rus_twitter__reg_probe.csv,0.0279190579792801,0.0219862263958351
ukr,2000,regression,covid19_twitter,account_age_days,spearman,0.0638282520596498,sat_h2m_ukr_s002000,sat_h2m_ukr_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/covid19_twitter__reg_probe.csv,0.0461561888718602,0.017672063187789598
ukr,2000,regression,midterm,account_age_days,spearman,0.0792798711871541,sat_h2m_ukr_s002000,sat_h2m_ukr_s002000,False,2,"9,9",101,1,/dataMeR1/phil/gfm/prodigy-sat-h2/scripts/experiments/analysis/pretrain_saturation_nhop2/data/reg_probe/midterm__reg_probe.csv,0.0606416712097745,0.018638199977379602
