state,step,trial,group,left,right,norm_left,norm_right,dot,cosine
initial,0,0,all,train_A,train_B,0.13675893922429558,1.6763583891741811,0.13099431438639744,0.5713863358903408
initial,0,0,first_layer,train_A,train_B,0.13060551450956293,1.5349404735021022,0.11053318757734391,0.5513655689795663
initial,0,0,second_layer,train_A,train_B,0.04041088122063886,0.6681634744262227,0.020155180145203164,0.7464584389229995
initial,0,0,decoder_bias,train_A,train_B,0.003488225396722555,0.08770839869976044,0.0003059466638503719,1.0
initial,0,0,all,train_A,val_A,0.13675893922429558,0.17196253493469177,0.016369417933506176,0.6960551882182758
initial,0,0,first_layer,train_A,val_A,0.13060551450956293,0.16063895012724083,0.014222260471472655,0.6778853630868037
initial,0,0,second_layer,train_A,val_A,0.04041088122063886,0.06112981139399443,0.002128247778929019,0.8615308074528559
initial,0,0,decoder_bias,train_A,val_A,0.003488225396722555,0.005421003792434931,1.8909683104500813e-05,1.0
initial,0,0,all,train_A,val_B,0.13675893922429558,1.693541446139834,0.13291973551117958,0.573902233978217
initial,0,0,first_layer,train_A,val_B,0.13060551450956293,1.5490174126311362,0.11224648773722895,0.5548236261480919
initial,0,0,second_layer,train_A,val_B,0.04041088122063886,0.6786667019374053,0.02036048809190438,0.7423920668652721
initial,0,0,decoder_bias,train_A,val_B,0.003488225396722555,0.08966154605150223,0.000312759682046259,1.0
initial,0,0,all,train_B,val_A,1.6763583891741811,0.17196253493469177,0.24656580772137587,0.8553269188777056
initial,0,0,first_layer,train_B,val_A,1.5349404735021022,0.16063895012724083,0.21112111379866672,0.856227699707715
initial,0,0,second_layer,train_B,val_A,0.6681634744262227,0.06112981139399443,0.03496922636072937,0.8561507422110994
initial,0,0,decoder_bias,train_B,val_A,0.08770839869976044,0.005421003792434931,0.0004754675619797963,1.0
initial,0,0,all,train_B,val_B,1.6763583891741811,1.693541446139834,2.8296935057612997,0.9967280864951691
initial,0,0,first_layer,train_B,val_B,1.5349404735021022,1.5490174126311362,2.3690586370021403,0.9963868165893596
initial,0,0,second_layer,train_B,val_B,0.6681634744262227,0.6786667019374053,0.4527707981300374,0.998479462454602
initial,0,0,decoder_bias,train_B,val_B,0.08770839869976044,0.08966154605150223,0.007864070629122089,1.0
initial,0,1,all,train_A,train_B,0.10060767916509374,1.7230467761269135,0.08292819913892115,0.47838112533349353
initial,0,1,first_layer,train_A,train_B,0.09655951927815279,1.5753972525492954,0.06771651767828114,0.44515313651057664
initial,0,1,second_layer,train_A,train_B,0.028211893053665085,0.6917773335631384,0.015073626697255437,0.772358977217198
initial,0,1,decoder_bias,train_A,train_B,0.001501144259236753,0.09196635335683823,0.0001380547633845564,1.0
initial,0,1,all,train_A,val_A,0.10060767916509374,0.17196253493469177,0.009186148313550337,0.530968165784704
initial,0,1,first_layer,train_A,val_A,0.09655951927815279,0.16063895012724083,0.007697755241156998,0.49627014120103713
initial,0,1,second_layer,train_A,val_A,0.028211893053665085,0.06112981139399443,0.0014802553636710267,0.8583242026118364
initial,0,1,decoder_bias,train_A,val_A,0.001501144259236753,0.005421003792434931,8.137708722314363e-06,1.0
initial,0,1,all,train_A,val_B,0.10060767916509374,1.693541446139834,0.0807043888530025,0.47366379772854467
initial,0,1,first_layer,train_A,val_B,0.09655951927815279,1.5490174126311362,0.06566074412847721,0.43898977585042476
initial,0,1,second_layer,train_A,val_B,0.028211893053665085,0.6786667019374053,0.014909049809395804,0.7786838999326011
initial,0,1,decoder_bias,train_A,val_B,0.001501144259236753,0.08966154605150223,0.00013459491512950433,1.0
initial,0,1,all,train_B,val_A,1.7230467761269135,0.17196253493469177,0.25181677732163876,0.8498724587850762
initial,0,1,first_layer,train_B,val_A,1.5753972525492954,0.16063895012724083,0.21548918382641039,0.8514997708341298
initial,0,1,second_layer,train_B,val_A,0.6917773335631384,0.06112981139399443,0.035829043544904515,0.8472582979602871
initial,0,1,decoder_bias,train_B,val_A,0.09196635335683823,0.005421003792434931,0.000498549950323831,1.0
initial,0,1,all,train_B,val_B,1.7230467761269135,1.693541446139834,2.9077935754675863,0.9964847930733652
initial,0,1,first_layer,train_B,val_B,1.5753972525492954,1.5490174126311362,2.4308181924671692,0.9961072350345811
initial,0,1,second_layer,train_B,val_B,0.6917773335631384,0.6786667019374053,0.4687295375737238,0.998388229933436
initial,0,1,decoder_bias,train_B,val_B,0.09196635335683823,0.08966154605150223,0.008245845426692877,1.0
