added,acquisition,retention,ood
covid19_twitter,0.007000000000000006,-0.0030000000000000027,0.0025000000000000022
midterm,0.030000000000000027,-0.0030000000000000027,-0.005600000000000005
covid_political,0.08130000000000004,-0.0050000000000000044,0.00360000000000002
election2020,0.09619999999999995,-0.00037499999999998646,-0.0009666666666667082
ukr_rus_suspended,0.16470000000000007,-0.0011599999999999833,-0.0016999999999999793
twibot20,0.013499999999999956,-0.0032833333333333603,0.0028000000000000247
cp_hk_twitter,0.14029999999999998,0.0014428571428571901,
