view,stream,cluster,n,selected_k,discovery_silhouette,accuracy_b,accuracy_c,b_minus_c_accuracy,b_only_rate,c_only_rate,oracle_accuracy
metadata,original,0,76,6,0.3662188403134854,0.9868421052631579,0.9078947368421053,0.07894736842105254,0.07894736842105263,0.0,0.9868421052631579
metadata,original,1,58,6,0.3662188403134854,0.9655172413793104,0.9310344827586207,0.034482758620689724,0.034482758620689655,0.0,0.9655172413793104
metadata,original,2,35,6,0.3662188403134854,0.9714285714285714,0.8,0.17142857142857137,0.2,0.02857142857142857,1.0
metadata,original,3,31,6,0.3662188403134854,1.0,0.8709677419354839,0.12903225806451613,0.12903225806451613,0.0,1.0
metadata,original,4,33,6,0.3662188403134854,1.0,0.7878787878787878,0.21212121212121215,0.21212121212121213,0.0,1.0
metadata,original,5,23,6,0.3662188403134854,1.0,0.9565217391304348,0.04347826086956519,0.043478260869565216,0.0,1.0
metadata,fresh,0,77,6,0.3662188403134854,0.987012987012987,0.974025974025974,0.012987012987012991,0.025974025974025976,0.012987012987012988,1.0
metadata,fresh,1,76,6,0.3662188403134854,0.9736842105263158,0.8947368421052632,0.07894736842105265,0.09210526315789473,0.013157894736842105,0.9868421052631579
metadata,fresh,2,28,6,0.3662188403134854,0.9642857142857143,0.75,0.2142857142857143,0.21428571428571427,0.0,0.9642857142857143
metadata,fresh,3,24,6,0.3662188403134854,0.9166666666666666,0.75,0.16666666666666663,0.16666666666666666,0.0,0.9166666666666666
metadata,fresh,4,27,6,0.3662188403134854,1.0,0.9259259259259259,0.07407407407407407,0.07407407407407407,0.0,1.0
metadata,fresh,5,24,6,0.3662188403134854,0.9583333333333334,0.9583333333333334,0.0,0.041666666666666664,0.041666666666666664,1.0
raw_center,original,0,138,2,0.08420529216527939,1.0,0.855072463768116,0.14492753623188404,0.14492753623188406,0.0,1.0
raw_center,original,1,118,2,0.08420529216527939,0.9661016949152542,0.9152542372881356,0.05084745762711862,0.059322033898305086,0.00847457627118644,0.9745762711864406
raw_center,fresh,0,138,2,0.08420529216527939,0.9710144927536232,0.8913043478260869,0.07971014492753625,0.09420289855072464,0.014492753623188406,0.9855072463768116
raw_center,fresh,1,118,2,0.08420529216527939,0.9745762711864406,0.9067796610169492,0.06779661016949146,0.07627118644067797,0.00847457627118644,0.9830508474576272
raw_context,original,0,112,4,0.5070269107818604,1.0,0.8928571428571429,0.1071428571428571,0.10714285714285714,0.0,1.0
raw_context,original,1,132,4,0.5070269107818604,0.9696969696969697,0.8787878787878788,0.09090909090909094,0.09848484848484848,0.007575757575757576,0.9772727272727273
raw_context,original,2,8,4,0.5070269107818604,1.0,0.75,0.25,0.25,0.0,1.0
raw_context,original,3,4,4,0.5070269107818604,1.0,1.0,0.0,0.0,0.0,1.0
raw_context,fresh,0,112,4,0.5070269107818604,0.9732142857142857,0.9196428571428571,0.0535714285714286,0.07142857142857142,0.017857142857142856,0.9910714285714286
raw_context,fresh,1,126,4,0.5070269107818604,0.9841269841269841,0.9126984126984127,0.0714285714285714,0.07142857142857142,0.0,0.9841269841269841
raw_context,fresh,2,16,4,0.5070269107818604,0.9375,0.75,0.1875,0.25,0.0625,1.0
raw_context,fresh,3,2,4,0.5070269107818604,0.5,0.0,0.5,0.5,0.0,0.5
raw_joint,original,0,4,4,0.3631996810436249,1.0,1.0,0.0,0.0,0.0,1.0
raw_joint,original,1,132,4,0.3631996810436249,0.9696969696969697,0.8787878787878788,0.09090909090909094,0.09848484848484848,0.007575757575757576,0.9772727272727273
raw_joint,original,2,8,4,0.3631996810436249,1.0,0.75,0.25,0.25,0.0,1.0
raw_joint,original,3,112,4,0.3631996810436249,1.0,0.8928571428571429,0.1071428571428571,0.10714285714285714,0.0,1.0
raw_joint,fresh,0,2,4,0.3631996810436249,0.5,0.0,0.5,0.5,0.0,0.5
raw_joint,fresh,1,126,4,0.3631996810436249,0.9841269841269841,0.9126984126984127,0.0714285714285714,0.07142857142857142,0.0,0.9841269841269841
raw_joint,fresh,2,16,4,0.3631996810436249,0.9375,0.75,0.1875,0.25,0.0625,1.0
raw_joint,fresh,3,112,4,0.3631996810436249,0.9732142857142857,0.9196428571428571,0.0535714285714286,0.07142857142857142,0.017857142857142856,0.9910714285714286
