run_id,display_name,state,dataset,task_name,prefix,pretrained_model_run,n_shots,n_way,n_query,zero_shot,test_accuracy,train_accuracy,test_f1,test_roc_auc,created_at,steps,tags,input_dim,feature_subset,eval_only,graph,shot_label,eval1_dataset,trained_on_display_name,month/day,shots,train_tuples,run_list,train_id,eval_dataset,eval_task,eval_id,run_idx,seq,auc,f1,auc_rounded
hsqc1ojq,eval_covid_political_pl_to_election2020_pl_10shot_23_04_2026_06_27_30,finished,election2020,pl,eval_covid_political_pl_to_election2020_pl_10shot,state/train1_covid_political_pl_21_04_2026_00_01_34/checkpoint/state_dict_4000.ckpt,10.0,2.0,12.0,False,0.9747166666666668,,0.9747061275531472,0.98451339,2026-04-23 13:27:33+00:00,1.0,"['new tasks apr 21', 'social_llm_v4']",384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,10.0,election2020,train1_covid_political_pl_21_04_2026_00_01_34,4/23,10,"[('covid_political', 'pl', 3)]",['sm3odwmo'],covid_political+pl(3),election2020,pl,election2020+pl(10),sm3odwmo|election2020+pl(10),covid_political+pl(3)|election2020+pl(10),0.98451339,0.9747061275531472,0.98451339
0cr80acq,eval_covid_political_pl_to_election2020_nm_10shot_23_04_2026_06_14_39,finished,election2020,nm,eval_covid_political_pl_to_election2020_nm_10shot,state/train1_covid_political_pl_21_04_2026_00_01_34/checkpoint/state_dict_4000.ckpt,10.0,3.0,12.0,False,0.5663,,0.5662426097825083,0.8027693564814814,2026-04-23 13:14:42+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,10.0,election2020,train1_covid_political_pl_21_04_2026_00_01_34,4/23,10,"[('covid_political', 'pl', 3)]",['sm3odwmo'],covid_political+pl(3),election2020,nm,election2020+nm(10),sm3odwmo|election2020+nm(10),covid_political+pl(3)|election2020+nm(10),0.8027693564814814,0.5662426097825083,0.802769356
xajkr2f2,eval_covid_political_pl_to_election2020_pl_1shot_23_04_2026_06_11_19,finished,election2020,pl,eval_covid_political_pl_to_election2020_pl_1shot,state/train1_covid_political_pl_21_04_2026_00_01_34/checkpoint/state_dict_4000.ckpt,1.0,2.0,12.0,False,0.9557333333333332,,0.9557008472880112,0.981126213888889,2026-04-23 13:11:22+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,1.0,election2020,train1_covid_political_pl_21_04_2026_00_01_34,4/23,1,"[('covid_political', 'pl', 3)]",['sm3odwmo'],covid_political+pl(3),election2020,pl,election2020+pl(1),sm3odwmo|election2020+pl(1),covid_political+pl(3)|election2020+pl(1),0.981126213888889,0.9557008472880112,0.981126214
25bdjk1p,eval_covid_political_pl_to_election2020_nm_1shot_23_04_2026_06_03_46,finished,election2020,nm,eval_covid_political_pl_to_election2020_nm_1shot,state/train1_covid_political_pl_21_04_2026_00_01_34/checkpoint/state_dict_4000.ckpt,1.0,3.0,12.0,False,0.5497555555555556,,0.5494633161869036,0.770581991574074,2026-04-23 13:03:49+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,1.0,election2020,train1_covid_political_pl_21_04_2026_00_01_34,4/23,1,"[('covid_political', 'pl', 3)]",['sm3odwmo'],covid_political+pl(3),election2020,nm,election2020+nm(1),sm3odwmo|election2020+nm(1),covid_political+pl(3)|election2020+nm(1),0.770581991574074,0.5494633161869036,0.770581992
vf0n85fw,eval_covid_political_pl_to_election2020_pl_0shot_23_04_2026_06_00_44,finished,election2020,pl,eval_covid_political_pl_to_election2020_pl_0shot,state/train1_covid_political_pl_21_04_2026_00_01_34/checkpoint/state_dict_4000.ckpt,0.0,2.0,12.0,True,0.4997166666666666,,0.5042855019569633,0.5349916172222222,2026-04-23 13:00:46+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,0.0,election2020,train1_covid_political_pl_21_04_2026_00_01_34,4/23,0,"[('covid_political', 'pl', 3)]",['sm3odwmo'],covid_political+pl(3),election2020,pl,election2020+pl(0),sm3odwmo|election2020+pl(0),covid_political+pl(3)|election2020+pl(0),0.5349916172222222,0.5042855019569633,0.534991617
zttz3p5m,eval_covid_political_pl_to_election2020_nm_0shot_23_04_2026_05_53_43,finished,election2020,nm,eval_covid_political_pl_to_election2020_nm_0shot,state/train1_covid_political_pl_21_04_2026_00_01_34/checkpoint/state_dict_4000.ckpt,0.0,3.0,12.0,True,0.3369,,0.2978605308404114,0.499113644537037,2026-04-23 12:53:46+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,0.0,election2020,train1_covid_political_pl_21_04_2026_00_01_34,4/23,0,"[('covid_political', 'pl', 3)]",['sm3odwmo'],covid_political+pl(3),election2020,nm,election2020+nm(0),sm3odwmo|election2020+nm(0),covid_political+pl(3)|election2020+nm(0),0.499113644537037,0.2978605308404114,0.499113645
uwqpi1ex,eval_covid_political_nm_to_election2020_pl_10shot_23_04_2026_05_48_25,finished,election2020,pl,eval_covid_political_nm_to_election2020_pl_10shot,state/train1_covid_political_nm_21_04_2026_00_00_23/checkpoint/state_dict_4000.ckpt,10.0,2.0,12.0,False,0.9759,,0.9758927678303492,0.9777881627777778,2026-04-23 12:48:27+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,10.0,election2020,train1_covid_political_nm_21_04_2026_00_00_23,4/23,10,"[('covid_political', 'nm', 3)]",['oes3yxnj'],covid_political+nm(3),election2020,pl,election2020+pl(10),oes3yxnj|election2020+pl(10),covid_political+nm(3)|election2020+pl(10),0.9777881627777778,0.9758927678303492,0.977788163
4p6i5gnd,eval_covid_political_nm_to_election2020_nm_10shot_23_04_2026_05_35_32,finished,election2020,nm,eval_covid_political_nm_to_election2020_nm_10shot,state/train1_covid_political_nm_21_04_2026_00_00_23/checkpoint/state_dict_4000.ckpt,10.0,3.0,12.0,False,0.6405444444444445,,0.6405318917697104,0.8621139756481483,2026-04-23 12:35:35+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,10.0,election2020,train1_covid_political_nm_21_04_2026_00_00_23,4/23,10,"[('covid_political', 'nm', 3)]",['oes3yxnj'],covid_political+nm(3),election2020,nm,election2020+nm(10),oes3yxnj|election2020+nm(10),covid_political+nm(3)|election2020+nm(10),0.8621139756481483,0.6405318917697104,0.862113976
n57ys7nq,eval_covid_political_nm_to_election2020_pl_1shot_23_04_2026_05_32_20,finished,election2020,pl,eval_covid_political_nm_to_election2020_pl_1shot,state/train1_covid_political_nm_21_04_2026_00_00_23/checkpoint/state_dict_4000.ckpt,1.0,2.0,12.0,False,0.9534666666666668,,0.953472870283962,0.9750034666666668,2026-04-23 12:32:22+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,1.0,election2020,train1_covid_political_nm_21_04_2026_00_00_23,4/23,1,"[('covid_political', 'nm', 3)]",['oes3yxnj'],covid_political+nm(3),election2020,pl,election2020+pl(1),oes3yxnj|election2020+pl(1),covid_political+nm(3)|election2020+pl(1),0.9750034666666668,0.953472870283962,0.975003467
j5vrrpz9,eval_covid_political_nm_to_election2020_nm_1shot_23_04_2026_05_24_34,finished,election2020,nm,eval_covid_political_nm_to_election2020_nm_1shot,state/train1_covid_political_nm_21_04_2026_00_00_23/checkpoint/state_dict_4000.ckpt,1.0,3.0,12.0,False,0.6115666666666667,,0.6115774204908838,0.8319815393518518,2026-04-23 12:24:36+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,1.0,election2020,train1_covid_political_nm_21_04_2026_00_00_23,4/23,1,"[('covid_political', 'nm', 3)]",['oes3yxnj'],covid_political+nm(3),election2020,nm,election2020+nm(1),oes3yxnj|election2020+nm(1),covid_political+nm(3)|election2020+nm(1),0.8319815393518518,0.6115774204908838,0.831981539
