run_id,display_name,state,dataset,task_name,prefix,pretrained_model_run,n_shots,n_way,n_query,zero_shot,test_accuracy,train_accuracy,test_f1,test_roc_auc,created_at,steps,tags,input_dim,feature_subset,eval_only,graph,shot_label,eval1_dataset,trained_on_display_name,month/day,shots,train_tuples,run_list,train_id,eval_dataset,eval_task,eval_id,run_idx,seq,auc,f1,auc_rounded
k903ebzf,eval_covid_political_nm_to_election2020_pl_0shot_23_04_2026_05_21_32,finished,election2020,pl,eval_covid_political_nm_to_election2020_pl_0shot,state/train1_covid_political_nm_21_04_2026_00_00_23/checkpoint/state_dict_4000.ckpt,0.0,2.0,12.0,True,0.4681833333333333,,0.4731619528786303,0.3010404022222223,2026-04-23 12:21:35+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,0.0,election2020,train1_covid_political_nm_21_04_2026_00_00_23,4/23,0,"[('covid_political', 'nm', 3)]",['oes3yxnj'],covid_political+nm(3),election2020,pl,election2020+pl(0),oes3yxnj|election2020+pl(0),covid_political+nm(3)|election2020+pl(0),0.3010404022222223,0.4731619528786303,0.301040402
54r4kyzl,eval_covid_political_nm_to_election2020_nm_0shot_23_04_2026_05_14_18,finished,election2020,nm,eval_covid_political_nm_to_election2020_nm_0shot,state/train1_covid_political_nm_21_04_2026_00_00_23/checkpoint/state_dict_4000.ckpt,0.0,3.0,12.0,True,0.3352,,0.2968807885036191,0.5027202746296296,2026-04-23 12:14:20+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,0.0,election2020,train1_covid_political_nm_21_04_2026_00_00_23,4/23,0,"[('covid_political', 'nm', 3)]",['oes3yxnj'],covid_political+nm(3),election2020,nm,election2020+nm(0),oes3yxnj|election2020+nm(0),covid_political+nm(3)|election2020+nm(0),0.5027202746296296,0.2968807885036191,0.502720275
ba65gt2l,eval_covid19_twitter_pl_to_election2020_pl_10shot_23_04_2026_05_09_05,finished,election2020,pl,eval_covid19_twitter_pl_to_election2020_pl_10shot,state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt,10.0,2.0,12.0,False,0.5806833333333333,,0.5802425880507867,0.6095544605555556,2026-04-23 12:09:08+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,10.0,election2020,train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04,4/23,10,"[('covid19_twitter', 'pl', 4)]",['1tykfbva'],covid19_twitter+pl(4),election2020,pl,election2020+pl(10),1tykfbva|election2020+pl(10),covid19_twitter+pl(4)|election2020+pl(10),0.6095544605555556,0.5802425880507867,0.609554461
p5blfzbr,eval_covid19_twitter_pl_to_election2020_nm_10shot_23_04_2026_04_56_30,finished,election2020,nm,eval_covid19_twitter_pl_to_election2020_nm_10shot,state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt,10.0,3.0,12.0,False,0.3340888888888889,,0.267153227303045,0.5012111298148149,2026-04-23 11:56:33+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,10.0,election2020,train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04,4/23,10,"[('covid19_twitter', 'pl', 4)]",['1tykfbva'],covid19_twitter+pl(4),election2020,nm,election2020+nm(10),1tykfbva|election2020+nm(10),covid19_twitter+pl(4)|election2020+nm(10),0.5012111298148149,0.267153227303045,0.50121113
h7bqe2pp,eval_covid19_twitter_pl_to_election2020_pl_1shot_23_04_2026_04_53_22,finished,election2020,pl,eval_covid19_twitter_pl_to_election2020_pl_1shot,state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt,1.0,2.0,12.0,False,0.57775,,0.5782209865650024,0.6009899361111111,2026-04-23 11:53:25+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,1.0,election2020,train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04,4/23,1,"[('covid19_twitter', 'pl', 4)]",['1tykfbva'],covid19_twitter+pl(4),election2020,pl,election2020+pl(1),1tykfbva|election2020+pl(1),covid19_twitter+pl(4)|election2020+pl(1),0.6009899361111111,0.5782209865650024,0.600989936
wcahrrrd,eval_covid19_twitter_pl_to_election2020_nm_1shot_23_04_2026_04_45_50,finished,election2020,nm,eval_covid19_twitter_pl_to_election2020_nm_1shot,state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt,1.0,3.0,12.0,False,0.3335,,0.2245313202827155,0.500528183425926,2026-04-23 11:45:54+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,1.0,election2020,train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04,4/23,1,"[('covid19_twitter', 'pl', 4)]",['1tykfbva'],covid19_twitter+pl(4),election2020,nm,election2020+nm(1),1tykfbva|election2020+nm(1),covid19_twitter+pl(4)|election2020+nm(1),0.500528183425926,0.2245313202827155,0.500528183
bej8iidq,eval_covid19_twitter_pl_to_election2020_pl_0shot_23_04_2026_04_42_50,finished,election2020,pl,eval_covid19_twitter_pl_to_election2020_pl_0shot,state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt,0.0,2.0,12.0,True,0.53805,,0.5408127764616226,0.5670571394444445,2026-04-23 11:42:53+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,0.0,election2020,train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04,4/23,0,"[('covid19_twitter', 'pl', 4)]",['1tykfbva'],covid19_twitter+pl(4),election2020,pl,election2020+pl(0),1tykfbva|election2020+pl(0),covid19_twitter+pl(4)|election2020+pl(0),0.5670571394444445,0.5408127764616226,0.567057139
hpclx9fs,eval_covid19_twitter_pl_to_election2020_nm_0shot_23_04_2026_04_35_53,finished,election2020,nm,eval_covid19_twitter_pl_to_election2020_nm_0shot,state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt,0.0,3.0,12.0,True,0.3358222222222222,,0.3198886865579836,0.5031588721296295,2026-04-23 11:35:55+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,0.0,election2020,train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04,4/23,0,"[('covid19_twitter', 'pl', 4)]",['1tykfbva'],covid19_twitter+pl(4),election2020,nm,election2020+nm(0),1tykfbva|election2020+nm(0),covid19_twitter+pl(4)|election2020+nm(0),0.5031588721296295,0.3198886865579836,0.503158872
6ypgau34,eval_covid19_twitter_lp_to_election2020_pl_10shot_23_04_2026_04_30_38,finished,election2020,pl,eval_covid19_twitter_lp_to_election2020_pl_10shot,state/train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52/checkpoint/state_dict_28000.ckpt,10.0,2.0,12.0,False,0.6804166666666667,,0.6809006340383751,0.7367512072222222,2026-04-23 11:30:41+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,10.0,election2020,train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52,4/23,10,"[('covid19_twitter', 'lp', 1)]",['2l1wyfau'],covid19_twitter+lp(1),election2020,pl,election2020+pl(10),2l1wyfau|election2020+pl(10),covid19_twitter+lp(1)|election2020+pl(10),0.7367512072222222,0.6809006340383751,0.736751207
kq3fe2lu,eval_covid19_twitter_lp_to_election2020_nm_10shot_23_04_2026_04_17_23,finished,election2020,nm,eval_covid19_twitter_lp_to_election2020_nm_10shot,state/train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52/checkpoint/state_dict_28000.ckpt,10.0,3.0,12.0,False,0.4626111111111111,,0.4625245552599181,0.6537372322222222,2026-04-23 11:17:28+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,10.0,election2020,train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52,4/23,10,"[('covid19_twitter', 'lp', 1)]",['2l1wyfau'],covid19_twitter+lp(1),election2020,nm,election2020+nm(10),2l1wyfau|election2020+nm(10),covid19_twitter+lp(1)|election2020+nm(10),0.6537372322222222,0.4625245552599181,0.653737232
ivq9v475,eval_covid19_twitter_lp_to_election2020_pl_1shot_23_04_2026_04_14_11,finished,election2020,pl,eval_covid19_twitter_lp_to_election2020_pl_1shot,state/train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52/checkpoint/state_dict_28000.ckpt,1.0,2.0,12.0,False,0.6198666666666667,,0.6206885082321636,0.6527508088888889,2026-04-23 11:14:14+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,1.0,election2020,train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52,4/23,1,"[('covid19_twitter', 'lp', 1)]",['2l1wyfau'],covid19_twitter+lp(1),election2020,pl,election2020+pl(1),2l1wyfau|election2020+pl(1),covid19_twitter+lp(1)|election2020+pl(1),0.6527508088888889,0.6206885082321636,0.652750809
yk0yfkl2,eval_covid19_twitter_lp_to_election2020_nm_1shot_23_04_2026_04_06_35,finished,election2020,nm,eval_covid19_twitter_lp_to_election2020_nm_1shot,state/train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52/checkpoint/state_dict_28000.ckpt,1.0,3.0,12.0,False,0.4209333333333333,,0.4201804419258587,0.6057325698148147,2026-04-23 11:06:38+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,1.0,election2020,train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52,4/23,1,"[('covid19_twitter', 'lp', 1)]",['2l1wyfau'],covid19_twitter+lp(1),election2020,nm,election2020+nm(1),2l1wyfau|election2020+nm(1),covid19_twitter+lp(1)|election2020+nm(1),0.6057325698148147,0.4201804419258587,0.60573257
0qlkmchn,eval_covid19_twitter_lp_to_election2020_pl_0shot_23_04_2026_04_03_26,finished,election2020,pl,eval_covid19_twitter_lp_to_election2020_pl_0shot,state/train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52/checkpoint/state_dict_28000.ckpt,0.0,2.0,12.0,True,0.5316666666666666,,0.534212969102241,0.5376332850000001,2026-04-23 11:03:29+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,0.0,election2020,train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52,4/23,0,"[('covid19_twitter', 'lp', 1)]",['2l1wyfau'],covid19_twitter+lp(1),election2020,pl,election2020+pl(0),2l1wyfau|election2020+pl(0),covid19_twitter+lp(1)|election2020+pl(0),0.5376332850000001,0.534212969102241,0.537633285
27o6yxn8,eval_covid19_twitter_lp_to_election2020_nm_0shot_23_04_2026_03_56_23,finished,election2020,nm,eval_covid19_twitter_lp_to_election2020_nm_0shot,state/train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52/checkpoint/state_dict_28000.ckpt,0.0,3.0,12.0,True,0.3332666666666666,,0.2877587026160916,0.4993366769444445,2026-04-23 10:56:26+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,0.0,election2020,train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52,4/23,0,"[('covid19_twitter', 'lp', 1)]",['2l1wyfau'],covid19_twitter+lp(1),election2020,nm,election2020+nm(0),2l1wyfau|election2020+nm(0),covid19_twitter+lp(1)|election2020+nm(0),0.4993366769444445,0.2877587026160916,0.499336677
wo0surkp,eval_covid19_twitter_nm_to_election2020_pl_10shot_23_04_2026_03_51_05,finished,election2020,pl,eval_covid19_twitter_nm_to_election2020_pl_10shot,state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt,10.0,2.0,12.0,False,0.8299666666666666,,0.8299269829626913,0.9004484672222223,2026-04-23 10:51:08+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,10.0,election2020,train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58,4/23,10,"[('covid19_twitter', 'nm', 1)]",['7byj23i0'],covid19_twitter+nm(1),election2020,pl,election2020+pl(10),7byj23i0|election2020+pl(10),covid19_twitter+nm(1)|election2020+pl(10),0.9004484672222223,0.8299269829626913,0.900448467
nc8j577p,eval_covid19_twitter_nm_to_election2020_nm_10shot_23_04_2026_03_38_36,finished,election2020,nm,eval_covid19_twitter_nm_to_election2020_nm_10shot,state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt,10.0,3.0,12.0,False,0.5780333333333333,,0.5779401765496984,0.7569967229629629,2026-04-23 10:38:39+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,10.0,election2020,train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58,4/23,10,"[('covid19_twitter', 'nm', 1)]",['7byj23i0'],covid19_twitter+nm(1),election2020,nm,election2020+nm(10),7byj23i0|election2020+nm(10),covid19_twitter+nm(1)|election2020+nm(10),0.7569967229629629,0.5779401765496984,0.756996723
d4sw1hlv,eval_covid19_twitter_nm_to_election2020_pl_1shot_23_04_2026_03_35_19,finished,election2020,pl,eval_covid19_twitter_nm_to_election2020_pl_1shot,state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt,1.0,2.0,12.0,False,0.79325,,0.7924231522230217,0.8138610933333333,2026-04-23 10:35:22+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,1.0,election2020,train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58,4/23,1,"[('covid19_twitter', 'nm', 1)]",['7byj23i0'],covid19_twitter+nm(1),election2020,pl,election2020+pl(1),7byj23i0|election2020+pl(1),covid19_twitter+nm(1)|election2020+pl(1),0.8138610933333333,0.7924231522230217,0.813861093
ees3zhnw,eval_covid19_twitter_nm_to_election2020_nm_1shot_23_04_2026_03_27_45,finished,election2020,nm,eval_covid19_twitter_nm_to_election2020_nm_1shot,state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt,1.0,3.0,12.0,False,0.5612444444444444,,0.5612540867849213,0.7256324362037038,2026-04-23 10:27:48+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,1.0,election2020,train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58,4/23,1,"[('covid19_twitter', 'nm', 1)]",['7byj23i0'],covid19_twitter+nm(1),election2020,nm,election2020+nm(1),7byj23i0|election2020+nm(1),covid19_twitter+nm(1)|election2020+nm(1),0.7256324362037038,0.5612540867849213,0.725632436
0voxtw9b,eval_covid19_twitter_nm_to_election2020_pl_0shot_23_04_2026_03_24_47,finished,election2020,pl,eval_covid19_twitter_nm_to_election2020_pl_0shot,state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt,0.0,2.0,12.0,True,0.4219166666666666,,0.4202450398649439,0.3992076183333333,2026-04-23 10:24:50+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,0.0,election2020,train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58,4/23,0,"[('covid19_twitter', 'nm', 1)]",['7byj23i0'],covid19_twitter+nm(1),election2020,pl,election2020+pl(0),7byj23i0|election2020+pl(0),covid19_twitter+nm(1)|election2020+pl(0),0.3992076183333333,0.4202450398649439,0.399207618
xrdyhq2m,eval_covid19_twitter_nm_to_election2020_nm_0shot_23_04_2026_03_17_45,finished,election2020,nm,eval_covid19_twitter_nm_to_election2020_nm_0shot,state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt,0.0,3.0,12.0,True,0.3349555555555555,,0.268131165311357,0.5002527281481481,2026-04-23 10:17:47+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,0.0,election2020,train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58,4/23,0,"[('covid19_twitter', 'nm', 1)]",['7byj23i0'],covid19_twitter+nm(1),election2020,nm,election2020+nm(0),7byj23i0|election2020+nm(0),covid19_twitter+nm(1)|election2020+nm(0),0.5002527281481481,0.268131165311357,0.500252728
2kl18w1p,eval_ukr_rus_twitter_pl_to_election2020_pl_10shot_23_04_2026_03_12_24,finished,election2020,pl,eval_ukr_rus_twitter_pl_to_election2020_pl_10shot,state/train1_ukr_rus_twitter_pl_1p5m_13_04_2026_11_30_52/checkpoint/state_dict_22000.ckpt,10.0,2.0,12.0,False,0.5765666666666667,,0.5756755853959983,0.6008314277777778,2026-04-23 10:12:28+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,10.0,election2020,train1_ukr_rus_twitter_pl_1p5m_13_04_2026_11_30_52,4/23,10,"[('ukr_rus_twitter', 'pl', 4)]",['uk4yl0g5'],ukr_rus_twitter+pl(4),election2020,pl,election2020+pl(10),uk4yl0g5|election2020+pl(10),ukr_rus_twitter+pl(4)|election2020+pl(10),0.6008314277777778,0.5756755853959983,0.600831428
2nhkcwm2,eval_ukr_rus_twitter_pl_to_election2020_nm_10shot_23_04_2026_02_59_08,finished,election2020,nm,eval_ukr_rus_twitter_pl_to_election2020_nm_10shot,state/train1_ukr_rus_twitter_pl_1p5m_13_04_2026_11_30_52/checkpoint/state_dict_22000.ckpt,10.0,3.0,12.0,False,0.3615888888888889,,0.3600659640361995,0.5361313260185185,2026-04-23 09:59:11+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,10.0,election2020,train1_ukr_rus_twitter_pl_1p5m_13_04_2026_11_30_52,4/23,10,"[('ukr_rus_twitter', 'pl', 4)]",['uk4yl0g5'],ukr_rus_twitter+pl(4),election2020,nm,election2020+nm(10),uk4yl0g5|election2020+nm(10),ukr_rus_twitter+pl(4)|election2020+nm(10),0.5361313260185185,0.3600659640361995,0.536131326
0f3e17i2,eval_ukr_rus_twitter_pl_to_election2020_pl_1shot_23_04_2026_02_55_57,finished,election2020,pl,eval_ukr_rus_twitter_pl_to_election2020_pl_1shot,state/train1_ukr_rus_twitter_pl_1p5m_13_04_2026_11_30_52/checkpoint/state_dict_22000.ckpt,1.0,2.0,12.0,False,0.5299333333333334,,0.5306373772674322,0.5442044549999999,2026-04-23 09:56:00+00:00,1.0,['new tasks apr 21'],384.0,emb_only,True,/scratch1/eibl/data/election2020/graphs/retweet_graph.pt,1.0,election2020,train1_ukr_rus_twitter_pl_1p5m_13_04_2026_11_30_52,4/23,1,"[('ukr_rus_twitter', 'pl', 4)]",['uk4yl0g5'],ukr_rus_twitter+pl(4),election2020,pl,election2020+pl(1),uk4yl0g5|election2020+pl(1),ukr_rus_twitter+pl(4)|election2020+pl(1),0.5442044549999999,0.5306373772674322,0.544204455
