kind,split_index,node_u,node_v,mag_author_u,mag_author_v,stratum,train_pair_events,valid_pair_events,train_endpoint_events_u,train_endpoint_events_v,valid_endpoint_events_u,valid_endpoint_events_v,raw_feature_cosine,mean_score,mean_margin,wrong_seed_count,seed0_score,seed0_threshold,seed0_margin,seed1_score,seed1_threshold,seed1_margin,seed2_score,seed2_threshold,seed2_margin
test_positive_false_negative,27685,228523,21520,563069026,2752558812,seen_in_train,1,1,166,2,15,2,0.8224103450775146,-2.3191826343536377,-5.499140659968059,3,-1.8215713500976562,3.270184278488159,-5.091755628585815,-2.6480321884155273,3.1149044036865234,-5.762936592102051,-2.4879441261291504,3.154785633087158,-5.642729759216309
test_positive_false_negative,42830,163206,222142,2559411768,2953283926,seen_in_train,1,0,240,3,7,0,0.7737020254135132,-2.270318031311035,-5.450276215871175,3,-1.9474427700042725,3.270184278488159,-5.217627048492432,-2.521209239959717,3.1149044036865234,-5.63611364364624,-2.3423023223876953,3.154785633087158,-5.4970879554748535
test_positive_false_negative,32895,169438,203091,2105916544,2132206763,seen_in_train,1,0,267,12,6,0,0.9233042597770691,-2.214371919631958,-5.394330183664958,3,-2.179739475250244,3.270184278488159,-5.449923753738403,-2.1241860389709473,3.1149044036865234,-5.239090442657471,-2.339190721511841,3.154785633087158,-5.493976354598999
test_positive_false_negative,29097,119020,91417,2156135343,2750616926,seen_in_train,1,1,212,2,20,4,0.8404094576835632,-1.8647667169570923,-5.044724742571513,3,-2.0411300659179688,3.270184278488159,-5.311314344406128,-1.6663206815719604,3.1149044036865234,-4.781225085258484,-1.8868491649627686,3.154785633087158,-5.041634798049927
test_positive_false_negative,14310,14028,192227,5273470,2708899081,seen_in_train,1,1,154,4,12,5,0.605754017829895,-1.73760986328125,-4.91756800810496,3,-1.397449254989624,3.270184278488159,-4.667633533477783,-1.4415355920791626,3.1149044036865234,-4.556439995765686,-2.373844861984253,3.154785633087158,-5.528630495071411
test_positive_false_negative,23795,153156,87748,2010459491,2223699454,seen_in_train,1,0,41,2,0,0,0.5596463084220886,-1.5657291412353516,-4.745687365531921,3,-1.2531089782714844,3.270184278488159,-4.5232932567596436,-1.806684136390686,3.1149044036865234,-4.9215885400772095,-1.637394666671753,3.154785633087158,-4.792180299758911
test_positive_false_negative,1269,33219,58664,2119244895,2565470236,seen_in_train,1,1,304,6,17,7,0.870915412902832,-1.5169671773910522,-4.696925322214763,3,-1.5696008205413818,3.270184278488159,-4.839785099029541,-1.9555306434631348,3.1149044036865234,-5.070435047149658,-1.0257701873779297,3.154785633087158,-4.180555820465088
test_positive_false_negative,26410,75533,108438,2067434268,2086381393,seen_in_train,1,0,18,2,0,0,0.8756831884384155,-1.4979056119918823,-4.677863756815593,3,-1.3467845916748047,3.270184278488159,-4.616968870162964,-1.6906920671463013,3.1149044036865234,-4.805596470832825,-1.4562402963638306,3.154785633087158,-4.611025929450989
test_positive_false_negative,19308,77728,41460,306880229,318333653,seen_in_train,1,0,13,25,1,2,0.9127759337425232,-1.4271587133407593,-4.6071168184280396,3,-1.2392902374267578,3.270184278488159,-4.509474515914917,-1.5457959175109863,3.1149044036865234,-4.66070032119751,-1.4963899850845337,3.154785633087158,-4.651175618171692
test_positive_false_negative,22109,163744,61665,2104855217,2948207154,seen_in_train,1,1,30,8,7,6,0.9034472107887268,-1.4055299758911133,-4.585488041241963,3,-1.5046800374984741,3.270184278488159,-4.774864315986633,-1.2879178524017334,3.1149044036865234,-4.402822256088257,-1.4239919185638428,3.154785633087158,-4.578777551651001
test_positive_false_negative,42793,3250,89772,2605194097,2944075595,novel_vs_train,0,0,2,2,5,0,0.67877197265625,-4.207649230957031,-7.3876073360443115,3,-4.957942962646484,3.270184278488159,-8.228127241134644,-3.913865089416504,3.1149044036865234,-7.028769493103027,-3.7511396408081055,3.154785633087158,-6.905925273895264
test_positive_false_negative,17817,168324,115551,270906047,2894849553,novel_vs_train,0,0,73,3,3,0,0.8686935305595398,-3.9723994731903076,-7.152357339859009,3,-4.131026744842529,3.270184278488159,-7.4012110233306885,-3.890514373779297,3.1149044036865234,-7.00541877746582,-3.8956565856933594,3.154785633087158,-7.050442218780518
test_positive_false_negative,42079,169186,195133,2154150464,2779684692,novel_vs_train,0,0,19,4,0,0,0.8659700751304626,-3.765127182006836,-6.9450851281483965,3,-3.538005828857422,3.270184278488159,-6.808190107345581,-4.4016618728637695,3.1149044036865234,-7.516566276550293,-3.355713367462158,3.154785633087158,-6.510499000549316
test_positive_false_negative,6005,212925,92409,345454859,1555242509,novel_vs_train,0,0,10,18,5,0,0.8588653802871704,-3.7508668899536133,-6.930825074513753,3,-3.746029853820801,3.270184278488159,-7.01621413230896,-3.962458610534668,3.1149044036865234,-7.077363014221191,-3.54411244392395,3.154785633087158,-6.698898077011108
test_positive_false_negative,42908,84842,52060,243981275,2103033614,novel_vs_train,0,0,287,124,64,0,0.8836284875869751,-3.713221788406372,-6.8931801319122314,3,-3.342503547668457,3.270184278488159,-6.612687826156616,-4.079192161560059,3.1149044036865234,-7.194096565246582,-3.717970371246338,3.154785633087158,-6.872756004333496
test_positive_false_negative,41372,212446,230113,2149004533,2893008322,novel_vs_train,0,0,10,6,6,5,0.8649721145629883,-3.6749751567840576,-6.854933023452759,3,-4.253300666809082,3.270184278488159,-7.523484945297241,-3.526648998260498,3.1149044036865234,-6.6415534019470215,-3.2449750900268555,3.154785633087158,-6.399760723114014
test_positive_false_negative,37920,31704,197175,2025394064,2304684316,novel_vs_train,0,0,13,6,5,5,0.8432909250259399,-3.6387455463409424,-6.818703889846802,3,-3.9155189990997314,3.270184278488159,-7.185703277587891,-3.6612472534179688,3.1149044036865234,-6.776151657104492,-3.3394711017608643,3.154785633087158,-6.4942567348480225
test_positive_false_negative,42092,32645,234591,2223052704,2788685125,novel_vs_train,0,1,2,2,7,7,0.7606622576713562,-3.549243927001953,-6.729202111562093,3,-4.107596397399902,3.270184278488159,-7.3777806758880615,-3.4407269954681396,3.1149044036865234,-6.555631399154663,-3.0994086265563965,3.154785633087158,-6.254194259643555
test_positive_false_negative,40632,118697,179652,294912206,2007897735,novel_vs_train,0,0,2,18,1,3,0.8166664242744446,-3.4758126735687256,-6.655770858128865,3,-3.9898245334625244,3.270184278488159,-7.260008811950684,-3.2076034545898438,3.1149044036865234,-6.322507858276367,-3.2300102710723877,3.154785633087158,-6.384795904159546
test_positive_false_negative,17521,179922,162688,2178816185,2573042017,novel_vs_train,0,0,93,20,2,0,0.7831547260284424,-3.4712955951690674,-6.651253700256348,3,-3.542330265045166,3.270184278488159,-6.812514543533325,-3.881666660308838,3.1149044036865234,-6.996571063995361,-2.9898898601531982,3.154785633087158,-6.1446754932403564
official_negative_false_positive,36275,112151,112151,2149828693,2149828693,official_negative,0,0,23,23,0,0,0.9999999403953552,7.520694732666016,4.340736309687297,3,7.837163925170898,3.270184278488159,4.566979646682739,7.477795600891113,3.1149044036865234,4.36289119720459,7.247123718261719,3.154785633087158,4.0923380851745605
official_negative_false_positive,90000,61670,103949,2467435078,2117304664,official_negative,1,0,3,11,0,0,0.9896132946014404,6.520145416259766,3.3401873111724854,3,6.767228126525879,3.270184278488159,3.4970438480377197,6.505246162414551,3.1149044036865234,3.3903417587280273,6.287961959838867,3.154785633087158,3.133176326751709
official_negative_false_positive,80010,28922,52461,2123954037,2024915540,official_negative,0,0,290,141,8,14,0.9894940853118896,5.276213645935059,2.0962555408477783,3,5.569154739379883,3.270184278488159,2.2989704608917236,5.056892395019531,3.1149044036865234,1.9419879913330078,5.202593803405762,3.154785633087158,2.0478081703186035
official_negative_false_positive,40376,163053,214887,2100135127,1713850995,official_negative,4,0,31,20,0,0,0.9635031819343567,5.153558254241943,1.9735999902089436,3,5.400040626525879,3.270184278488159,2.1298563480377197,5.116239070892334,3.1149044036865234,2.0013346672058105,4.944394588470459,3.154785633087158,1.7896089553833008
official_negative_false_positive,23771,20985,67399,2288038488,2508866659,official_negative,1,0,4,8,0,0,0.964982271194458,5.137811660766602,1.9578533967336018,3,5.077723503112793,3.270184278488159,1.8075392246246338,5.383100509643555,3.1149044036865234,2.2681961059570312,4.952610492706299,3.154785633087158,1.7978248596191406
official_negative_false_positive,76388,35375,204787,1988701769,2219242143,official_negative,0,0,76,16,10,0,0.9832503199577332,4.967227935791016,1.7872699896494548,3,4.927221298217773,3.270184278488159,1.6570370197296143,4.7795305252075195,3.1149044036865234,1.664626121520996,5.194932460784912,3.154785633087158,2.040146827697754
official_negative_false_positive,4040,28947,149359,2306406320,2112687313,official_negative,0,0,21,108,0,0,0.9585922956466675,4.839147090911865,1.6591886679331462,3,5.462913513183594,3.270184278488159,2.1927292346954346,4.550829887390137,3.1149044036865234,1.4359254837036133,4.503696918487549,3.154785633087158,1.3489112854003906
official_negative_false_positive,69562,128046,151845,1983664831,2657428011,official_negative,3,0,84,8,0,0,0.9558906555175781,4.749627113342285,1.5696690082550049,3,5.053716659545898,3.270184278488159,1.7835323810577393,4.767271995544434,3.1149044036865234,1.6523675918579102,4.427892684936523,3.154785633087158,1.2731070518493652
official_negative_false_positive,16678,102350,187867,2158719935,2098618034,official_negative,0,0,51,143,0,4,0.9600000977516174,4.391421794891357,1.2114636898040771,3,4.668534278869629,3.270184278488159,1.3983500003814697,4.108736038208008,3.1149044036865234,0.9938316345214844,4.3969950675964355,3.154785633087158,1.2422094345092773
