model_source,ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk,facebook_page_reference
ukr_rus,0.44060581496434503,0.5556824863535985,0.2144291203780326,0.1404769768598367,0.14580443376921115,0.20116586167366518,0.3001205836126879,0.11544674051078566,0.3110224285353696
covid,0.38436090674198337,0.5799774333765175,0.21357675749932198,0.14333919800540101,0.14586992140815352,0.1814756119708543,0.3099680341845765,0.11697989489328298,0.27967010188873564
midterm,0.21652359477381708,0.33018056930005335,0.2550447113396555,0.14036636612752,0.1374875854818825,0.1233053197044158,0.22047699805907645,0.10022903561506505,0.1803004709023347
covid_political,0.10383033161679978,0.14766364570602386,0.10237133683739277,0.1919937526647297,0.11300743920419007,0.08427756497859927,0.13376483999308944,0.06349786629856168,0.09737571002705302
election2020,0.10647382971942056,0.13777800875470098,0.12376137724089212,0.13210828624087154,0.23431731863592387,0.09317743193896555,0.14509582132975393,0.06772831591601193,0.09641871772344494
ukr_rus_suspended,0.22701916305168177,0.29551678369685813,0.13375068329245698,0.10736459435528979,0.10429992698574732,0.3669262808880154,0.1571888697575782,0.10080232816186865,0.1755477548755892
twibot20,0.3146895931983588,0.48224590217527075,0.20883589396671204,0.1433312038604935,0.14834339604723834,0.15369997966815174,0.3326247328754501,0.10839057043372066,0.2493145382762864
cp_hk,0.18014670109679462,0.2663217137314564,0.16573796655793183,0.10765277770893641,0.10807617713746118,0.1116089260985268,0.16618632598683214,0.18134121511157963,0.1775398695587777
facebook_page_reference,0.24107469227102168,0.3218042767533364,0.1430750246497159,0.11540427225558117,0.12091576467896728,0.12092807573441844,0.18746192276738877,0.08013253873532823,0.26791898330386854
