target,sources,seed,checkpoint_step,roc_auc_ovr_macro,f1_macro,accuracy,classes,support_nodes,test_nodes,checkpoint
election2020,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",0,300,0.9820266676618692,0.9569243721771883,0.9571294606650446,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_cora_s0/checkpoints/step_300.pt
election2020,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",0,900,0.9806875553913598,0.968586635120045,0.9688006893755069,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_cora_s0/checkpoints/step_900.pt
facebook_page_reference,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",0,100,0.7935235120883838,0.1366635639799645,0.1992582445742827,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_cora_s0/checkpoints/step_100.pt
facebook_page_reference,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",0,2500,0.7827968135168838,0.18285056223903898,0.21574273387194468,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_cora_s0/checkpoints/step_2500.pt
facebook_page_reference,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",0,300,0.7844434278460252,0.1399218339554427,0.20433684642121644,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_cora_s0/checkpoints/step_300.pt
facebook_page_reference,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",0,900,0.788785042051835,0.17585870444337373,0.21832396820515687,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_cora_s0/checkpoints/step_900.pt
pubmed,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",0,100,0.8793938042383855,0.728798303145134,0.731294763041601,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_cora_s0/checkpoints/step_100.pt
pubmed,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",0,2500,0.917686549662427,0.7809569963520122,0.7937217453141667,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_cora_s0/checkpoints/step_2500.pt
pubmed,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",0,300,0.9178407356186459,0.7933229674699366,0.8037283486564738,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_cora_s0/checkpoints/step_300.pt
pubmed,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",0,900,0.9335190441800032,0.7954883754147485,0.8060141209935491,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_cora_s0/checkpoints/step_900.pt
twibot20,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",0,100,0.5111071359372497,0.5006075488177764,0.5014399457902762,2,20,11806,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_cora_s0/checkpoints/step_100.pt
twibot20,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",0,2500,0.5126865332886787,0.5016326520477057,0.5204980518380484,2,20,11806,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_cora_s0/checkpoints/step_2500.pt
twibot20,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",0,300,0.5195949608986254,0.5090830422281952,0.5110960528544808,2,20,11806,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_cora_s0/checkpoints/step_300.pt
twibot20,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",0,900,0.5036413988389643,0.4992970905771975,0.5121971878705743,2,20,11806,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_cora_s0/checkpoints/step_900.pt
ukr_rus_suspended,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",0,100,0.5006114900419522,0.5020259740769796,0.5092346414264951,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_cora_s0/checkpoints/step_100.pt
ukr_rus_suspended,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",0,2500,0.49938561361834316,0.5041905422715242,0.5296359317948173,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_cora_s0/checkpoints/step_2500.pt
ukr_rus_suspended,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",0,300,0.4888795204385405,0.49425280030555735,0.5007976177815591,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_cora_s0/checkpoints/step_300.pt
ukr_rus_suspended,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",0,900,0.4939749794378224,0.5003911335780673,0.5165904498564288,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_cora_s0/checkpoints/step_900.pt
cora,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,100,0.9289363472489927,0.6863020612161215,0.724412433661865,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_100.pt
cora,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,2500,0.9620518609721246,0.7681335179145289,0.78013646702047,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_2500.pt
cora,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,300,0.9391290807756787,0.6985161185647296,0.7369219105382866,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_300.pt
cora,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,900,0.9591315643133749,0.7379028421438526,0.7657316148597423,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_900.pt
covid_political,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,100,0.8896146672299312,0.8005104118029978,0.8400930681991557,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_100.pt
covid_political,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,2500,0.8300063049234835,0.6802292088963025,0.7171209886589025,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_2500.pt
covid_political,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,300,0.8903811399322409,0.8123969335610162,0.8543457254742409,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_300.pt
covid_political,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,900,0.899132744106486,0.7992358726842286,0.8386563596602756,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_900.pt
election2020,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,100,0.9602356923478832,0.9011937876607379,0.9015105433901054,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_100.pt
election2020,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,2500,0.9792057822832343,0.9621201218715694,0.9623884833738848,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_2500.pt
election2020,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,300,0.973544436891548,0.9280990340528364,0.9283252230332523,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_300.pt
election2020,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,900,0.9815631780783426,0.9622110109901758,0.962426500405515,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_900.pt
facebook_page_reference,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,100,0.7758128890883846,0.13401571563877784,0.19224138734356508,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_100.pt
facebook_page_reference,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,2500,0.7832460379468761,0.1826420438967641,0.218053730675687,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_2500.pt
facebook_page_reference,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,300,0.774706400750136,0.12767901078656535,0.18847669900198485,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_300.pt
facebook_page_reference,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,900,0.7912132696250591,0.1666858401620245,0.20786857137532266,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_900.pt
pubmed,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,100,0.8774843887469244,0.7244632849573561,0.7259104993142683,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_100.pt
pubmed,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,2500,0.9285621521333541,0.8063848574628462,0.821404988063189,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_2500.pt
pubmed,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,300,0.9078102802968168,0.7733452942675066,0.781124599989841,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_300.pt
pubmed,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,900,0.9371894700976711,0.8166092760841082,0.8303448976481942,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_900.pt
twibot20,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,100,0.501434988328779,0.5031398016254637,0.5061832966288328,2,20,11806,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_100.pt
twibot20,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,2500,0.5064494651442827,0.502661011896007,0.5109266474673895,2,20,11806,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_2500.pt
twibot20,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,300,0.5052182517301675,0.4901037262276353,0.490428595629341,2,20,11806,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_300.pt
twibot20,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,900,0.4859326099563769,0.47683638941684586,0.48085719125868204,2,20,11806,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_900.pt
ukr_rus_suspended,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,100,0.5057670114031353,0.4985533039605523,0.4999645503208196,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_100.pt
ukr_rus_suspended,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,2500,0.4963390465659299,0.5018395350139335,0.5236981105320997,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_2500.pt
ukr_rus_suspended,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,300,0.4954488366051543,0.49623412185530524,0.504484384416321,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_300.pt
ukr_rus_suspended,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",0,900,0.49217059777607935,0.4972505719479169,0.506061895139849,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_covid_political_s0/checkpoints/step_900.pt
cora,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,100,0.9224209922670469,0.6765704892799567,0.7137983320697499,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_100.pt
cora,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,2500,0.9617934146249635,0.7604354361787597,0.7729340409401061,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_2500.pt
cora,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,300,0.940995214689619,0.6912091302121476,0.730098559514784,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_300.pt
cora,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,900,0.9601692207907516,0.744560959202217,0.7661106899166035,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_900.pt
covid_political,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,100,0.8229540713385913,0.7198840719622032,0.7627142348573462,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_100.pt
covid_political,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,2500,0.9201669218030349,0.8094812629602917,0.844543050399227,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_2500.pt
covid_political,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,300,0.8694949554989511,0.784942733816506,0.8331002390276153,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_300.pt
covid_political,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,900,0.9168009093178743,0.8318606453433836,0.8690942379087626,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_900.pt
election2020,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,100,0.8894781918911062,0.805116847569633,0.8062905515004055,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_100.pt
election2020,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,2500,0.9830053389701493,0.9691571226954507,0.9693202554744526,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_2500.pt
election2020,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,300,0.9326864227497911,0.8551186977288305,0.8560675182481752,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_300.pt
election2020,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,900,0.9806863400330611,0.9517020097623083,0.9518704379562044,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_900.pt
facebook_page_reference,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,100,0.745333090089968,0.11887273892981358,0.17518846738046648,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_100.pt
facebook_page_reference,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,2500,0.7844614490941498,0.182059850367458,0.21486679153504235,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_2500.pt
facebook_page_reference,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,300,0.7774631414775874,0.13298337177032277,0.1868645923606646,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_300.pt
facebook_page_reference,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,900,0.7908186911653304,0.16825259907672846,0.21043116863753691,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_900.pt
pubmed,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,100,0.8798998896062594,0.7240164947742369,0.7261136790775639,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_100.pt
pubmed,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,2500,0.9222511092854303,0.7925377937169134,0.808401483212272,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_2500.pt
pubmed,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,300,0.9117176207768228,0.7781240738872158,0.7867120434804693,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_300.pt
pubmed,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,900,0.9368482595115375,0.8109569530124067,0.8246050693350943,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_900.pt
twibot20,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,100,0.5501830804561523,0.5369897652110367,0.538031509401999,2,20,11806,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_100.pt
twibot20,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,2500,0.5249177681344189,0.5119869366529846,0.518888700660681,2,20,11806,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_2500.pt
twibot20,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,300,0.5179909913313003,0.5062709629051984,0.5083008639674742,2,20,11806,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_300.pt
twibot20,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,900,0.5166762905422297,0.5037991829029699,0.509317296290022,2,20,11806,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_900.pt
ukr_rus_suspended,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,100,0.4919902575061872,0.48226861153401446,0.48248785848488074,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_100.pt
ukr_rus_suspended,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,2500,0.49897159730471363,0.5027196841684312,0.5333758729483499,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_2500.pt
ukr_rus_suspended,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,300,0.49108157211625125,0.48999598500110425,0.49753624729696194,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_300.pt
ukr_rus_suspended,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,900,0.48338794257411044,0.4932366087399963,0.5081888758906732,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_900.pt
cora,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",0,100,0.9285468737217498,0.680466733559344,0.7175890826383624,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_facebook_page_reference_s0/checkpoints/step_100.pt
cora,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",0,2500,0.9634360261739037,0.7626583442963525,0.7759666413949962,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_facebook_page_reference_s0/checkpoints/step_2500.pt
cora,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",0,300,0.9384012207521953,0.693060162172778,0.731614859742229,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_facebook_page_reference_s0/checkpoints/step_300.pt
cora,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",0,900,0.9575132371125864,0.7275868486128755,0.7573919636087946,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_facebook_page_reference_s0/checkpoints/step_900.pt
covid_political,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",0,100,0.8837437716738272,0.7316357821393602,0.7650663683059553,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_facebook_page_reference_s0/checkpoints/step_100.pt
covid_political,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",0,2500,0.8849026536044895,0.6866543201399833,0.7086151655393378,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_facebook_page_reference_s0/checkpoints/step_2500.pt
covid_political,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",0,300,0.8903448740365949,0.7411771023677949,0.7755556120632661,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_facebook_page_reference_s0/checkpoints/step_300.pt
covid_political,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",0,900,0.8966093564377944,0.7189456201419218,0.7455881605045008,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_facebook_page_reference_s0/checkpoints/step_900.pt
election2020,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",0,100,0.9629836071232118,0.9030551458167966,0.903221309813463,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_facebook_page_reference_s0/checkpoints/step_100.pt
election2020,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",0,2500,0.9789353773381256,0.9643612799154182,0.9646061435523114,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_facebook_page_reference_s0/checkpoints/step_2500.pt
election2020,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",0,300,0.9796608651539356,0.9419219247424229,0.9420873884833739,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_facebook_page_reference_s0/checkpoints/step_300.pt
election2020,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",0,900,0.9814262118501712,0.9677250667085899,0.967926297648013,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_facebook_page_reference_s0/checkpoints/step_900.pt
facebook_page_reference,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",0,100,0.8006752132183513,0.16425360131406236,0.22400827485952307,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_facebook_page_reference_s0/checkpoints/step_100.pt
facebook_page_reference,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",0,2500,0.7860631727576866,0.16963779668680537,0.20832517961477173,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_facebook_page_reference_s0/checkpoints/step_2500.pt
facebook_page_reference,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",0,300,0.7544923283382239,0.1163307381380189,0.18404107610447942,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_facebook_page_reference_s0/checkpoints/step_300.pt
facebook_page_reference,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",0,900,0.76253518585873,0.139324990034147,0.18331423033556046,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_facebook_page_reference_s0/checkpoints/step_900.pt
pubmed,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",0,100,0.8827804730559222,0.7315516404989846,0.7340376898460913,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_facebook_page_reference_s0/checkpoints/step_100.pt
