run_id,family,sources,target,roc_auc_ovr_macro,f1_macro,accuracy
loo_cora_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",cora,0.928270347422294,0.675483154776192,0.7047005307050797
loo_cora_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",covid_political,0.8813802382973366,0.6886763251787271,0.7119590093068199
loo_cora_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",election2020,0.9788119816417705,0.9632906410639674,0.9635670113544201
loo_cora_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",facebook_page_reference,0.7827968135168838,0.18285056223903898,0.21574273387194468
loo_cora_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",pubmed,0.917686549662427,0.7809569963520122,0.7937217453141667
loo_cora_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",twibot20,0.5126865332886787,0.5016326520477057,0.5204980518380484
loo_cora_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",ukr_rus_suspended,0.49938561361834316,0.5041905422715242,0.5296359317948173
loo_covid_political_s0,leave_one_out,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",cora,0.9620518609721246,0.7681335179145289,0.78013646702047
loo_covid_political_s0,leave_one_out,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",covid_political,0.8300063049234835,0.6802292088963025,0.7171209886589025
loo_covid_political_s0,leave_one_out,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",election2020,0.9792057822832343,0.9621201218715694,0.9623884833738848
loo_covid_political_s0,leave_one_out,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",facebook_page_reference,0.7832460379468761,0.1826420438967641,0.218053730675687
loo_covid_political_s0,leave_one_out,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",pubmed,0.9285621521333541,0.8063848574628462,0.821404988063189
loo_covid_political_s0,leave_one_out,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",twibot20,0.5064494651442827,0.502661011896007,0.5109266474673895
loo_covid_political_s0,leave_one_out,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",ukr_rus_suspended,0.4963390465659299,0.5018395350139335,0.5236981105320997
loo_election2020_s0,leave_one_out,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",cora,0.9617934146249635,0.7604354361787597,0.7729340409401061
loo_election2020_s0,leave_one_out,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",covid_political,0.9201669218030349,0.8094812629602917,0.844543050399227
loo_election2020_s0,leave_one_out,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",election2020,0.9830053389701493,0.9691571226954507,0.9693202554744526
loo_election2020_s0,leave_one_out,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",facebook_page_reference,0.7844614490941498,0.182059850367458,0.21486679153504235
loo_election2020_s0,leave_one_out,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",pubmed,0.9222511092854303,0.7925377937169134,0.808401483212272
loo_election2020_s0,leave_one_out,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",twibot20,0.5249177681344189,0.5119869366529846,0.518888700660681
loo_election2020_s0,leave_one_out,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",ukr_rus_suspended,0.49897159730471363,0.5027196841684312,0.5333758729483499
loo_facebook_page_reference_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",cora,0.9634360261739037,0.7626583442963525,0.7759666413949962
loo_facebook_page_reference_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",covid_political,0.8849026536044895,0.6866543201399833,0.7086151655393378
loo_facebook_page_reference_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",election2020,0.9789353773381256,0.9643612799154182,0.9646061435523114
loo_facebook_page_reference_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",facebook_page_reference,0.7860631727576866,0.16963779668680537,0.20832517961477173
loo_facebook_page_reference_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",pubmed,0.926674833125587,0.7965548324084422,0.8096205617920456
loo_facebook_page_reference_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",twibot20,0.5165002575139146,0.505370523509968,0.5166017279349483
loo_facebook_page_reference_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",ukr_rus_suspended,0.4948843277677351,0.5002203185410796,0.5216774788188167
loo_pubmed_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",cora,0.9636657723921204,0.7671845564207006,0.7782410917361637
loo_pubmed_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",covid_political,0.8842941051388553,0.6832477266396266,0.7046737527335605
loo_pubmed_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",election2020,0.9789031121920958,0.9640324861255136,0.9643020072992701
loo_pubmed_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",facebook_page_reference,0.7829782937304496,0.1816667037798367,0.21318945514522938
loo_pubmed_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",pubmed,0.8501565149413345,0.698771880274838,0.6938588916543912
loo_pubmed_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",twibot20,0.5100134396935155,0.5066494715514727,0.5140606471285787
loo_pubmed_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",ukr_rus_suspended,0.5004855050574809,0.5021934850296663,0.5331631748732674
loo_twibot20_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",cora,0.9642652692103566,0.7704784997691142,0.7839272175890827
loo_twibot20_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",covid_political,0.8931870568316169,0.7001019175437264,0.7234018206784316
loo_twibot20_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",election2020,0.9793750349795108,0.965442874624949,0.965683292781833
loo_twibot20_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",facebook_page_reference,0.7841872097384694,0.1833225146555697,0.21531408123899248
loo_twibot20_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",pubmed,0.9212496924013086,0.7909311476696786,0.8052014019403667
loo_twibot20_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",twibot20,0.5563492962880862,0.5232764813777817,0.523293240725055
loo_twibot20_s0,leave_one_out,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",ukr_rus_suspended,0.49188911410554675,0.4991187633963574,0.5296891063135879
loo_ukr_rus_suspended_s0,leave_one_out,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",cora,0.9639997863843509,0.7695701768041934,0.7820318423047763
loo_ukr_rus_suspended_s0,leave_one_out,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",covid_political,0.8771728443257267,0.6667852572548032,0.6853862584549661
loo_ukr_rus_suspended_s0,leave_one_out,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",election2020,0.979178843133194,0.9648327386785813,0.9650876926196269
loo_ukr_rus_suspended_s0,leave_one_out,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",facebook_page_reference,0.7851882255372167,0.18415595803097462,0.21648821671186155
loo_ukr_rus_suspended_s0,leave_one_out,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",pubmed,0.9223191957354758,0.7888926886127922,0.8033219891298826
loo_ukr_rus_suspended_s0,leave_one_out,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",twibot20,0.5216762275850139,0.5121993558824394,0.5204133491445028
loo_ukr_rus_suspended_s0,leave_one_out,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",ukr_rus_suspended,0.4970698535747224,0.5009991335429778,0.5189478535219256
specialist_cora_s0,specialist,cora,cora,0.9446252120763647,0.7144001126770558,0.7183472327520849
specialist_cora_s0,specialist,cora,covid_political,0.8507334479943853,0.7193374204324043,0.7556324060418044
specialist_cora_s0,specialist,cora,election2020,0.9187024633212811,0.8464884289284655,0.8471715328467153
specialist_cora_s0,specialist,cora,facebook_page_reference,0.7762286494544118,0.1679475270545011,0.19527922991622637
specialist_cora_s0,specialist,cora,pubmed,0.8978277117291417,0.7539138527146757,0.7627876263524153
specialist_cora_s0,specialist,cora,twibot20,0.524205842702981,0.49962553689183875,0.502456378112824
specialist_cora_s0,specialist,cora,ukr_rus_suspended,0.506648106261045,0.5085926314695346,0.5212875323478322
specialist_covid_political_s0,specialist,covid_political,cora,0.899371721589013,0.6469408693242574,0.6690674753601213
specialist_covid_political_s0,specialist,covid_political,covid_political,0.899720622047348,0.7722437611358903,0.8082947668209327
specialist_covid_political_s0,specialist,covid_political,election2020,0.9809486587425995,0.973897128147585,0.9740723844282239
specialist_covid_political_s0,specialist,covid_political,facebook_page_reference,0.78565735133688,0.16827352504856652,0.19741317454548843
specialist_covid_political_s0,specialist,covid_political,pubmed,0.8459912519176186,0.6903810139752874,0.6881190633412912
specialist_covid_political_s0,specialist,covid_political,twibot20,0.5063190870023069,0.49654451811864286,0.5000847026935457
specialist_covid_political_s0,specialist,covid_political,ukr_rus_suspended,0.49614180261389046,0.5032567449925719,0.5112729979793683
specialist_election2020_s0,specialist,election2020,cora,0.8205981618826852,0.4808853767626121,0.5041698256254739
specialist_election2020_s0,specialist,election2020,covid_political,0.8356184642423109,0.728077830619144,0.7785307430198851
specialist_election2020_s0,specialist,election2020,election2020,0.9708144607659404,0.9298062987744564,0.9307076236820763
specialist_election2020_s0,specialist,election2020,facebook_page_reference,0.7205361469716809,0.11265958663299129,0.15363469477136973
specialist_election2020_s0,specialist,election2020,pubmed,0.7244170549382655,0.5651729514819137,0.5658556407781785
specialist_election2020_s0,specialist,election2020,twibot20,0.5477169896051967,0.5199062236034528,0.5509063188209385
specialist_election2020_s0,specialist,election2020,ukr_rus_suspended,0.49505064074262245,0.4966593861545473,0.5004608458293452
specialist_facebook_page_reference_s0,specialist,facebook_page_reference,cora,0.9507785660052877,0.7339092904224526,0.7441243366186505
specialist_facebook_page_reference_s0,specialist,facebook_page_reference,covid_political,0.9101062047019448,0.826745922756382,0.8625464069572293
specialist_facebook_page_reference_s0,specialist,facebook_page_reference,election2020,0.9647956000592213,0.9090568643217201,0.9092153284671532
specialist_facebook_page_reference_s0,specialist,facebook_page_reference,facebook_page_reference,0.7609194315466082,0.18650990319641153,0.20232404275344087
specialist_facebook_page_reference_s0,specialist,facebook_page_reference,pubmed,0.9041491693888727,0.7622887126937298,0.7679179153756286
specialist_facebook_page_reference_s0,specialist,facebook_page_reference,twibot20,0.5453197736576133,0.5340255556486725,0.5383703201761816
specialist_facebook_page_reference_s0,specialist,facebook_page_reference,ukr_rus_suspended,0.4990045364107277,0.5051651948272945,0.5245134531532489
specialist_pubmed_s0,specialist,pubmed,cora,0.9353130115688607,0.6934267642717395,0.7217589082638363
specialist_pubmed_s0,specialist,pubmed,covid_political,0.8478425812350754,0.6945052234773099,0.7258683822407568
specialist_pubmed_s0,specialist,pubmed,election2020,0.9539189490020797,0.8906943916696344,0.8911572384428224
specialist_pubmed_s0,specialist,pubmed,facebook_page_reference,0.7720075660709305,0.15615239088777383,0.19003289443031132
specialist_pubmed_s0,specialist,pubmed,pubmed,0.8544648031853401,0.6945533042029676,0.7108244018895717
specialist_pubmed_s0,specialist,pubmed,twibot20,0.5438568689652128,0.5345746088598159,0.5397255632729121
specialist_pubmed_s0,specialist,pubmed,ukr_rus_suspended,0.49420086175323,0.49845407930301017,0.5118401928462547
specialist_twibot20_s0,specialist,twibot20,cora,0.9281602584006517,0.686167831314824,0.6914329037149356
specialist_twibot20_s0,specialist,twibot20,covid_political,0.9257456143507129,0.8539005434740262,0.889487870619946
specialist_twibot20_s0,specialist,twibot20,election2020,0.9828719913566251,0.97705126761235,0.9772024533657745
specialist_twibot20_s0,specialist,twibot20,facebook_page_reference,0.7885506981998598,0.18815277868719701,0.21295649175775536
specialist_twibot20_s0,specialist,twibot20,pubmed,0.8586894769668438,0.7208992172915245,0.7254025499060294
specialist_twibot20_s0,specialist,twibot20,twibot20,0.5375475236106281,0.5270838698811936,0.544892427579197
specialist_twibot20_s0,specialist,twibot20,ukr_rus_suspended,0.5008341941072574,0.5030584359849481,0.5220319756106208
specialist_ukr_rus_suspended_s0,specialist,ukr_rus_suspended,cora,0.9214715501234922,0.6549458684670392,0.6664139499620925
specialist_ukr_rus_suspended_s0,specialist,ukr_rus_suspended,covid_political,0.9032284672848269,0.8007327554192568,0.8379062198036922
specialist_ukr_rus_suspended_s0,specialist,ukr_rus_suspended,election2020,0.9739267452574245,0.9287621951752923,0.9289588402270884
specialist_ukr_rus_suspended_s0,specialist,ukr_rus_suspended,facebook_page_reference,0.7812355547404697,0.18027943051357495,0.20259428028291074
specialist_ukr_rus_suspended_s0,specialist,ukr_rus_suspended,pubmed,0.8884070600134114,0.7456161069574753,0.7496317366790267
specialist_ukr_rus_suspended_s0,specialist,ukr_rus_suspended,twibot20,0.5366173561906702,0.5138912382538776,0.5138912417414874
specialist_ukr_rus_suspended_s0,specialist,ukr_rus_suspended,ukr_rus_suspended,0.5112948218336391,0.5086027803711732,0.5412634265659896
